sources,product,orthographic_normalization,simplification,categorization,sitc_rev1,sitc_rev2,medicinal
toflit18,Néganipau,neganepeau,neganepeau,,6,6d,
toflit18,Nicanias,nicanéas,nicanéas,,???,,
toflit18,Nicanées,nicanéas,nicanéas,,???,,
toflit18,Plomb en table,plomb ; en table,plomb ; en table,plomb ; en table,6,6,
toflit18,Photas,photas,photas,photas,???,,
toflit18,Peaux de veaux cotoyée,peau ; de veau ; corroyée,,,,,
toflit18,Poelles à chauffer,poêle ; à chauffer,poêle ; à chauffer,,6,6,
toflit18,Reveche,revêche,,,,,
toflit18,Roquelance écarlate,roquelance ; écarlate,,,,,
toflit18,Roues de tabrouet,roue ; à cabrouet,roue ; à cabrouet,,6,6,
toflit18,Soberton,soberton,soberton,,???,,
toflit18,Salemporis bleue,salempouris ; bleu,,,,,
toflit18,Salemporis blanc,salempouris ; blanc,,,,,
toflit18,Soulier brodés,souliers ; brodés,,,,,
toflit18,Selles communes,selles ; communes,,,,,
toflit18,"Truffes, mouserons et morilles",truffe ; mousserons ; et morilles,,,,,
toflit18,Toille de chanvre,toile ; de chanvre,,,,,
toflit18,Toilles de Bretagne,toile ; de Bretagne,toile ; de Bretagne,,6,6a,
toflit18,Toille de Lavac,toile ; de Laval,toile ; de Laval,,6,6a,
toflit18,Toille de Quintin,toile ; de Quintin,toile ; de Quintin,,???,,
toflit18,Toille de Combourg,toile ; de Combourg,toile ; de Combourg,,???,,
toflit18,Toille de Cholet,toile ; de Cholet,toile ; de Cholet,,6,6a,
toflit18,Toilles des toupes de chanvre,toile ; d'étoupe ; de chanvre,toile ; d'étoupe ; de chanvre,,6,6a,
toflit18,Toille de platille,toile ; de platille,toile ; de platille,,6,6a,
toflit18,Toilles de peintes,toiles ; de peintes,,,,,
toflit18,Tapsce,tapsce,,,,,
toflit18,Toille cotonade,toile ; cotonnade,,,,,
toflit18,Toilles de cotton des juves,toiles ; de coton ; des juves,,,,,
toflit18,Toilles à canevas,toile ; à canevas,toile ; à canevas,,6,6a,
toflit18,Tapis de laine,tapis ; de laine,tapis ; de laine,tapis,6,,
toflit18,Vin de ville de Bordeaux,vin ; de ville ; de Bordeaux,,,,,
toflit18,Vin d'ambrion,vin ; d'Ambrion,vin ; d'Ambrion,,1,1,
toflit18,beuf sallé,bœuf ; salé,bœuf ; salé,,0,0a,
toflit18,beure sallé,beurre ; salé,beurre ; salé,beurre,0,0a,
toflit18,Crones de beuf,corne ; de bœuf,corne ; de bœuf,cornes,2,,
toflit18,Laine en toisons,laine ; en toison,laine ; en toison,laine,2,,
toflit18,aloès,aloès,drogue ; médicinale ; aloès,drogue ; médicinale,2,,drogue ; médicinale ; aloès
toflit18,alibanir,alibanies,alibanies,alibans,6,6d,
toflit18,Bois de bresil,bois ; de Brésil,bois ; de Brésil,,2,,
toflit18,Bois de pernambourg,bois ; de Pernambouc,bois ; de pernambouc,,2,,
toflit18,boure de bœuf,bourre ; de bœuf,bourre ; de bœuf,bourre,2,,
toflit18,baffetas,baffetas,taffetas,taffetas,6,6c,
toflit18,bajutapau,bajutapeau,bajutapeau,bajutapeau,???,,
toflit18,Briques de Terre,brique ; de terre,brique ; de terre,,6,6,
toflit18,Bottes de Sapin,boîte ; de sapin,boîte ; de sapin,boîte,6,6,
toflit18,baton Lave place,bâton ; à lave-place,bâton ; à lave-place,bâtons,2,,
toflit18,camphre,camphre,camphre,drogue ; médicinale,2,,camphre
toflit18,Cire jEaune,cire ; jaune,cire ; jaune,cire,4,4,
toflit18,Cuivres en Chaudon s,cuivre ; en chaudron,cuivre ; en chaudron,,6,6,
toflit18,Crones a Lanterne,corne ; à lanterne,corne ; à lanterne,cornes,2,,
toflit18,coupis,coupis,coupis,toile ; de coton,6,6d,
toflit18,Chaises de comodité,chaise ; de commodité,chaise ; de commodité,,,,
toflit18,cloux de Fer,clou ; de fer,clou ; de fer,,6,6,
toflit18,Cercles de Fer,cercle ; de fer,cercle et feuillard ; en fer,,6,6,
toflit18,Draps de Lits vieux,drap ; de lit ; vieux,drap ; de lit vieux,,6,,
toflit18,etaves,etave,etave,,6,6,
toflit18,epousetrie,épousterie,épousterie,,???,,
toflit18,Fer ; en rame,fer ; en rampe,fer ; en rampe,fer,6,6,
toflit18,Fer ; en feuilLard,fer ; en feuillard,fer ; en feuillard,,,,
toflit18,Fer ; de foute Ouvre,fer ; de fonte ; ouvré,fer ; de fonte ; ouvré,,6,6,
toflit18,Fil de caton,fil ; de coton,fil ; de coton,,6,6d,
toflit18,fiSelle,ficelle,ficelle,ficelle,6,6a,
toflit18,Fil arcts,fil ; arcts,,,,,
toflit18,Galon de Laine,galon ; de laine,galon ; de laine,galon,8,8,
toflit18,guinée Bleue,guinée ; bleu,guinée ; bleu,,6,6d,
toflit18,Huile de Graine,huile ; de graine,huile ; de graine,huile,4,4,
toflit18,lague platte,laque ; plate,,,,,
toflit18,limes de Fer,lime ; de fer,quincaillerie ; de fer ; lime,quincaillerie ; de fer,6,6,
toflit18,Marbre,marbre,marbre,marbre,2,,
toflit18,Merain Foncailles,merrain ; fonçaille,,,,,
toflit18,Manches a Balais,manche ; de balai,manche ; de balai,manches,6,6,
toflit18,Nattes de jon,natte ; de jonc,natte ; de jonc,,6,6,
toflit18,neganipau = neganePeau,neganepeau,neganepeau,,6,6d,
toflit18,Orge moudée,orge ; mondée,orge ; mondé,orge,0,0a,orge ; mondé
toflit18,potaza,potasse,potasse,potasse,5,,
toflit18,peinture,peinture,peinture,,5,,
toflit18,pierres d'Emery,pierre ; d'émeri,pierre ; d'émeri,,6,6,
toflit18,Peaux de chien de mer,peau ; de chien ; de mer,peau ; de chien de mer,,2,,
toflit18,Plomb en tuyaux,plomb ; en tuyau,plomb ; en tuyau,,6,6,
toflit18,Pipes a fumes,pipe ; à fumer,pipe ; à fumer,,8,8,
toflit18,pommes de Terre,pomme ; de terre,pomme ; de terre,,0,0a,
toflit18,Plats aBois,plat ; de bois,plat ; de bois,,8,8,
toflit18,photar,photar,,,,,
toflit18,plamches de Sapin,planche ; de sapin,planche ; de sapin,planches,2,,
toflit18,salpetre,salpêtre,salpêtre,salpêtre,2,,
toflit18,Seaux de Fer ; blanc,seau ; de fer ; blanc,seau ; de fer ; blanc,,6,6,
toflit18,tuiles,tuile,tuile,tuile,6,6,
toflit18,verdel,verdet,drogue ; pour la peinture et la teinture ; verdet,drogue ; pour la peinture et la teinture,5,,drogue ; pour la peinture et la teinture ; verdet
toflit18,verroterie,verroterie,,verroterie,6,6,
toflit18,huille de poison,huile ; de poisson,huile ; de poisson,huile,4,4,
toflit18,toille Platille,toile ; platille,toile ; platille,,6,6a,
toflit18,Barils de Sapin,baril ; de sapin,baril ; de sapin,baril,6,6,
toflit18,damoiSelles de Bois,demoiselle ; de bois,demoiselle ; de bois,,6,6,
toflit18,Fer ; en Barres,fer ; en barre,fer ; en barre,,,,
toflit18,Planches de Sapin duicroco,planche ; de sapin ; duicroco,planche ; de sapin ; duicroco,,2,,
toflit18,Bois a bresil,bois ; de Brésil,bois ; de Brésil,,2,,
toflit18,Carreaux de pierres,carreau ; de pierre,carreau ; de pierre,,,,
toflit18,gournaBles,gournable,gournabe,gournabes,???,,
toflit18,Planches de Sapin communes,planche ; de sapin ; commune,,,,,
toflit18,ancres de Fer,ancre ; de fer,ouvrage ; de fer ; ancre,ouvrage ; de fer,7,7,
toflit18,liége,liège,liège,liège,2,,
toflit18,Meules a taillandier,meule ; à taillandier,meule ; à taillandier,,6,6,
toflit18,Pelles de Fer,pelle ; de fer,,,,,
toflit18,Savon d'alican,savon ; d'Alicante,savon ; d'Alicante,savon,5,,
toflit18,Vin de pragues,vin ; de Prague,vin ; de Prague,,1,1,
toflit18,vaiSellede Terre,vaisselle ; terre,vaisselle ; terre,,6,6,
toflit18,amandes,amande,amande,amande,0,0a,
toflit18,ecorces de Citrons Confits,écorce ; de citron confit,ecorce ; de citron confit,écorce,2,,ecorce ; de citron confit
toflit18,Cacao en Graine,cacao ; en graine,cacao ; en graine,,0,0b,
toflit18,Cuirs de bœuf en poil,cuir ; de bœuf ; en poil,cuir ; de bœuf ; en poil,cuirs ; crûs et à poil,2,,
toflit18,Cuirs de bœuf Tanné,cuir ; de bœuf ; tanné,cuir ; de bœuf ; tanné,cuirs ; tannés,6,6,
toflit18,cheuvron de meRizie,chevron ; de merisier,chevron ; de merisier,,,,
toflit18,dents d'elephan,dent ; d'éléphant,dent ; d'éléphant,,2,,
toflit18,Ecailles de Tortue,écaille ; de tortue,écaille ; de tortue,écaille,2,,
toflit18,herbes capilaires,herbe ; capillaire,,,2,,herbe ; capilaire
toflit18,liqueurs,liqueur,liqueur,liqueur,1,1,
toflit18,Morues seche,morue ; sèche,poisson ; de mer ; salé ; morue,poisson,0,0a,
toflit18,Madriers de meRizier,madrier ; de merisier,madrier ; de merisier,,2,,
toflit18,Pellestrie commune,pelleterie ; commune,pelleterie ; commune,,2,,
toflit18,Peaux de Veaux Tannées,peau ; de veau ; tannée,,,,,
toflit18,Planches de meRizie,planche ; de merisier,planche ; de merisier,,2,,
toflit18,Toile Platille Rousy,toile ; platille ; roussy,,,,,
toflit18,amadoux,amadou,amadou,amadou,5,,
toflit18,alumettes de meche souffrée,allumette ; de mèche soufrée,,,,,
toflit18,bois de geroffle,bois ; de girofle,bois ; de girofle,,2,,
toflit18,bois de campeche,bois ; de campêche,bois ; de campêche,,2,,
toflit18,brosses à gaudronner,brosse ; à goudronner,brosse ; à goudronner,,8,8,
toflit18,camfre,camphre,camphre,drogue ; médicinale,2,,camphre
toflit18,cuir de vache de roussy,cuir ; de vache ; de Russie,,,,,
"belgium,toflit18",crin de cheval,crin ; de cheval,crin ; de cheval,crin,2,,
toflit18,cendre gravelée,cendre ; gravelée,cendre ; gravelée,cendre,5,,
toflit18,emery,émeri,,terre,???,,
toflit18,etain neuf,étain ; neuf,,,,,
toflit18,fil blanc,fil ; blanc,fil ; blanc,,6,6a,
toflit18,fer noir,fer ; noir,fer ; noir,fer,6,6,
toflit18,harans noirs,hareng ; noir,,,,,
toflit18,latton vieux,laiton ; vieux,laiton ; vieux,laiton,2,,
toflit18,ocre,ocre,drogue ; pour la peinture et la teinture ; ocre,drogue ; pour la peinture et la teinture,5,,
toflit18,poivre en poussiere,poivre ; en poussière,,,,,
toflit18,poivre gerofflé,poivre ; giroflée,,,,,
toflit18,poussiere de foin,poussière ; de foin,,,,,
toflit18,plomb en grenaille,plomb ; en grenaille,plomb ; en grenaille,plomb,6,6,
toflit18,quincaille grosse de fer,quincaille ; grosse ; de fer,,,,,
toflit18,sang de dragon commun,sang de dragon ; commun,,,,,
toflit18,sanguine,sanguine,sanguine,,2,,
toflit18,sandal,santal,santal,,2,,santal
toflit18,tartre,tartre,tartre,tartre,5,,tartre
toflit18,toile d'holande,toile ; de Hollande,toile ; d'Hollande,,6,6a,
toflit18,ails,ail,ail,ail,0,0a,ail
toflit18,couffins d'auf,couffin ; d'auf,,,,,
toflit18,jonquine,joncquine,,,,,
toflit18,pois,pois,pois,,,,
toflit18,pignons,pignon,pignon,,0,0a,
toflit18,rusque,rusque,,,,,
toflit18,soye en etoupe,soie ; étoupe,,,,,
toflit18,tourrons,touron,touron,,,,
toflit18,vin d'Espagne,vin ; d'Espagne,vin ; d'Espagne,,,,
toflit18,vin d'alicant,vin ; d'Alicante,vin ; d'Alicante,vin ; étranger,1,1,
"belgium,toflit18",agaric,agaric,drogue ; médicinale ; agaric,drogues,5,,drogue ; médicinale ; agaric
toflit18,bois à tonneaux,bois ; à tonneau,bois ; à tonneau,,2,,
toflit18,chataignes biscuites,châtaigne ; biscuite,,,,,
toflit18,carrubis,carrubi,,,,,
toflit18,chanvre fin,chanvre ; fin,,,,,
toflit18,cuivre neuf,cuivre ; neuf,,,,,
toflit18,couffins de joncs,couffin ; de jonc,,,,,
toflit18,cercles de bois à tonneaux,cercle ; de bois ; à tonneau,,,,,
toflit18,esprit de vin,esprit ; de vin,esprit ; de vin,esprit,5,,esprit ; de vin
toflit18,etoffe soye et cotton,étoffe ; de soie ; et coton,,,,,
toflit18,evantail de papier,éventail ; de papier,,,,,
toflit18,fil gros,fil ; gros,fil ; gros,,6,6a,
toflit18,ficelle,ficelle,ficelle,ficelle,6,6a,
toflit18,filets a petits poissons,filet ; à petit poisson,,,,,
toflit18,gallons,gallon,,,,,
toflit18,gans parfumés,gant ; parfumé,,,,,
toflit18,huille de senteur,huile ; de senteur,huile ; de senteur,huile,4,4,
toflit18,moquette verte,moquette ; verte,,,,,
toflit18,poisson salés,poisson ; salé,poisson ; salé,poisson,0,0a,
toflit18,poisson frit,poisson ; frit,poisson ; frit,poisson,0,0a,
toflit18,papier de trasse,papier ; de trasse,,,,,
"belgium,toflit18",peaux de chamois,peau ; de chamois,peau ; de chamois,peaux,2,,
toflit18,peaux de mouton en chamois,peau ; de mouton ; en chamois,,,,,
toflit18,peaux de mouton crües,peau ; de mouton ; crue,,,,,
toflit18,poudres,poudre,poudre,,???,,
toflit18,satin,satin,satin,satin,6,6c,
toflit18,toille de coton,toile ; de coton,toile ; de coton,,6,6d,
toflit18,tonneaux neufs,tonneau ; neuf,,,,,
toflit18,verres en gobelets,verre ; en gobelet,,ouvrage ; de verre,6,6,
toflit18,allumettes de coton,allumette ; de coton,,,,,
toflit18,arçons de bas de bois,arçon ; de bas de bois,,,,,
toflit18,bargamottes,bergamote,bergamote,bergamotes,0,0a,
toflit18,bray,bray,braule,braule,???,,
"belgium,toflit18",bas de soye,bas ; de soie,bas ; de soie,bas,8,8,
"belgium,toflit18",bas de fil,bas ; de fil,bas ; de fil,bas,8,8,
toflit18,balaristre,balaristre,,,,,
toflit18,chataignes fraisches,châtaigne ; fraîche,,,,,
toflit18,chaitaignes biscuites,châtaigne ; biscuite,,,,,
toflit18,concerve de roze,conserve ; de rose,conserve ; de rose,conserve ; de rose,5,,
toflit18,carruby,carrubi,,,,,
toflit18,coton de malte,coton ; de malte,,,,,
toflit18,couvertures de lit de fil et coton,couverture ; de lit ; fil ; et coton,,,,,
toflit18,chapeaux de bois,chapeau ; de bois,chapeau ; de bois,chapeaux,8,8,
toflit18,cannons de fer,canon ; de fer,canon ; de fer,canons,9,,
toflit18,cadres de miroir,cadre ; de miroir,,,,,
toflit18,crasse de souffre,crasse ; de souffre,,,,,
toflit18,damas de genes cramoisy,damas ; de Gêne ; cramoisi,,,,,
toflit18,damas commun,damas ; commun,,,,,
toflit18,douelles à barrils,douelle ; baril,,,,,
toflit18,ecorce d'orange,écorce ; d'orange,ecorce ; d'orange,écorce,0,0a,ecorce ; d'orange
toflit18,essence de citrons,essence ; de citron,essence ; de citron,essence,5,,essence ; de citron
toflit18,etoffe soye avec or et argent,étoffe ; de soie ; or ; et argent,,,,,
toflit18,etoupes,étoupe,étoupe,étoupe,6,6a,
toflit18,egoutals de bois,egoutal ; de bois,,,,,
toflit18,fromage de parmezan,fromage ; parmesan,,,,,
toflit18,fleur de roze,fleur ; de rose,fleur ; de rose,fleurs,2,,fleur ; de rose
toflit18,fleurs de souffres,fleur ; de souffre,fleur ; de souffre,fleur ; de soufre,2,,fleur ; de souffre
toflit18,futaine de coton,futaine ; de coton,,,,,
toflit18,fil,fil,fil,fil,6,6a,
toflit18,flacons de verre,flacon ; de verre,flacon de verre,flacons de verre,6,6,
toflit18,grenades,grenade,grenade,grenades,0,0b,grenade
toflit18,lard sallé,lard ; salé,lard ; salé,,0,0a,
toflit18,limon,limon,,,,,
toflit18,laque,laque,,,,,
toflit18,mouchoirs de gaze,mouchoir ; de gaze,mouchoir ; de gaze,mouchoirs,8,8,
toflit18,mouchoirs brodés,mouchoir ; brodé,mouchoir ; brodé,mouchoirs,8,8,
toflit18,marbre ouvré,marbre ; oubré,,,,,
toflit18,mortiers de pierres,mortier ; de pierre,mortier ; de pierre,mortiers,2,,
toflit18,pomades,pommade,pommade,pommade,5,,
toflit18,poncire,poncire,poncire,fruits et légumes,0,0a,
toflit18,papier etrasse,papier ; estrasse,,,,,
toflit18,peaux de chevreau en poil,peau ; de chevreau ; en poil,peau ; de chevreau ; en poil,,2,,
toflit18,peaux de mouton en laine,peau ; de mouton ; en laine,peau ; non apprêtée ; de mouton,,2,,
toflit18,parapluies,parapluie,parapluie,parapluie,8,8,
toflit18,quenouilles de canne de peinte,quenouille ; de canne ; de peinte,,,,,
toflit18,semence froide,semence ; froide,semence ; froide,semence ; froides,5,,
toflit18,saumoule,saumoule,,,,,
toflit18,soye aprestée,soie ; apprêtée,soie ; apprêtée,soie,6,6c,
toflit18,tonnine salée,tonnine ; salée,,,,,
toflit18,toile blanche ordre,toile ; blanche ; ordre,,,,,
toflit18,toile rousse ordre,toile ; rousse ; ordre,,,,,
toflit18,toile à voile,toile ; à voile,toile ; à voile,,6,6a,
toflit18,tableaux communs sur toile,tableau ; commun ; sur toile,,,,,
toflit18,tableaux vieux,tableau ; vieux,,,,,
toflit18,tonneaux cercles de fer ;,tonneau ; cerclé ; de fer,,,,,
toflit18,tonneaux cercles de bois ;,tonneau ; cerclé ; de bois,,,,,
toflit18,travettes de bois,tavette ; de bois,,,,,
toflit18,terre d'orcre,terre ; d'ocre,,,,,
toflit18,terre de porcelaine,terre ; de porcelaine,terre ; de porcelaine,terre,2,,
toflit18,teraille commune,teraille ; commune,,,,,
toflit18,vin de liqueur,vin ; de liqueur,vin ; de liqueur,,1,1,
toflit18,vin rouge,vin ; rouge,vin ; rouge,vin,1,1,
toflit18,verdet,verdet,drogue ; pour la peinture et la teinture ; verdet,drogue ; pour la peinture et la teinture,5,,drogue ; pour la peinture et la teinture ; verdet
toflit18,velour cramoisy,velours ; cramoisi,,,,,
toflit18,velour noir de genes,velours ; noir ; de Gênes,,,,,
toflit18,velours commun,velours ; commun,,,,,
toflit18,bled seigle,bled ; seigle,bled ; seigle,bled,0,0a,
toflit18,bois de saxafra,bois ; de sassafras,,,,,
toflit18,colloquinte,coloquinte,drogue ; médicinale ; coloquinte,drogue ; médicinale,2,,drogue ; médicinale ; coloquinte
toflit18,cassialinea,cassia lignea,drogue ; médicinale ; cassia lignea,drogue ; médicinale,2,,drogue ; médicinale ; cassia lignea
toflit18,coton file commun,coton ; filé ; commun,coton ; filé ; commun,,6,6d,
toflit18,coton en rame,coton ; en rame,coton ; en rame,coton,6,6d,
toflit18,coton bleu,coton ; bleu,,,,,
toflit18,caffetiere de metal,cafetière ; de métal,cafetière ; de métal,,,,
toflit18,encens en grabeau,encens ; en grabeau,,,,,
toflit18,encens en poudre,encens ; en poudre,,,,,
toflit18,fil de chevre,fil ; de chèvre,fil ; de chèvre,fil,6,,
toflit18,fil de lin cru,fil ; de lin ; crû,fil ; de lin ; crû,fil,6,6a,
toflit18,fil de chanvre cru,fil ; de chanvre ; cru,,,,,
toflit18,gales d'alep,galle ; d'Alep,,,,,
toflit18,gomme armoniac,gomme ; armoniac,,,,,
toflit18,gomme commune,gomme ; commune,gomme ; commune,gomme,2,,
toflit18,galbanum,galbanum,galbanum,drogues,2,,galbanum
toflit18,graine jaune,graine ; jaune,graine ; jaune,graine,2,,
toflit18,graine longue,graine ; longue,graine ; longue,graine,2,,
toflit18,graine d'oyseau,graine ; d'oiseau,graine ; d'oiseau,graine,2,,
toflit18,graine millet,graine ; millet,,,,,
toflit18,jus de limon,jus ; de limon,jus ; de limon,,0,0b,
toflit18,laine surge et pelade,laine ; surge ; et pelade,,,,,
toflit18,laine commune,laine ; commune,laine ; commune,laine,2,,
toflit18,mirthe,mythe,,,,,
toflit18,plumes d'autruche ouvrée,plume ; d'autruche ; ouvrée,,,,,
toflit18,plumes d'autruche brutes,plume ; d'autruche ; brute,plume ; brute ; d'autruche,,2,,
toflit18,peaux d'alexandrie,peau ; d'Alexandrie,,,,,
toflit18,raisins de corinte,raisin ; de Corinthe,,,,,
toflit18,sel de tamarin,sel ; de tamarin,sel ; de tamarin,sel,5,,sel ; de tamarin
toflit18,squine,esquine,esquine,,,,
toflit18,saffranon,saffranon,,,,,
toflit18,soye orgassine,soie ; organsine,,,,,
toflit18,toile bleue,toile ; bleue,toile ; bleue,,???,,
toflit18,coton,coton,coton,coton,2,,
toflit18,sucre terré de cayene,sucre ; terré ; de Cayenne,,,,,
toflit18,sirop des isles,sirop ; des îles,,,,,
toflit18,Capres fines,câpre ; finie,,,,,
toflit18,Capres communes,câpre ; commune,,,,,
toflit18,Estoffe de soye,étoffe ; de soie,étoffe ; de soie,étoffe,6,6c,
toflit18,Fleur de romarin,fleur ; de romarin,fleur ; de romarin,,2,,
toflit18,Ouatte,ouate,,,,,
toflit18,Cuirs en blanc,cuir ; en blanc,,,,,
toflit18,Fil de chanvre cru,fil ; de chanvre ; cru,,,,,
toflit18,Gans communs,gant ; commun,,,,,
toflit18,Ruban en argent,ruban ; d'argent,ruban ; d'argent,ruban,???,,
toflit18,Tappisserie d'auvergne,tapisserie ; d'Auvergne,tapisserie ; d'Auvergne,tapisserie,6,6,
toflit18,Coton file de Levant,coton ; fil ; de Levant,,,,,
toflit18,Coton en laine de Levant,coton ; en laine ; de Levant,,,,,
toflit18,Eau de vie commune,eau ; de vie ; commune,,,,,
toflit18,Graine de buisson,graine ; de buisson,graine ; de buisson,graine,2,,
toflit18,Gomme turique de Levant,gomme ; thurique ; de Levant,,,,,
toflit18,Galles de Levant,galle ; du Levant,,,,,
toflit18,Huilles de senteur,huile ; de senteur,huile ; de senteur,huile,4,4,
toflit18,Peaux d'agneau crües,peau ; d'agneau ; crue,,,,,
toflit18,Peaux de chevre crües,peau ; de chat ; crue,,,,,
toflit18,Raisins de Corinthe,raisin ; de Corinthe,,,,,
toflit18,Raisins de Provence,raisin ; de Provence,,,,,
toflit18,Trufles,truffe,truffe,,0,0a,
toflit18,Bas de laines grossier,bas ; de laine ; grossier,,,,,
toflit18,Coife de gaze,coiffe ; de gaze,coiffe ; de gaze,chapeaux,8,8,
toflit18,Cheveux communs,cheveu ; commun,cheveu,cheveux,2,,
toflit18,Chapeaux grossiers,chapeau ; grossier,,,,,
toflit18,habillés,habillé,,,,,
toflit18,Dindonneaux,dindonneau,,,,,
toflit18,Eau de poix raze,eau ; de poix ; raze,,,,,
toflit18,Fillieres,filière,,,,,
toflit18,Fumier,fumier,fumier,fumier,2,,
toflit18,Gans communs de peaux,gant ; commun ; de peau,,,,,
toflit18,Habits vieux,habit ; vieux,habit ; vieux,habits,8,8,
toflit18,Meules de Moulin,meule ; de moulin,meule ; à moulin,meule,6,6,
