simplification,sitc_rev2,note
drogue ; pour la peinture et la teinture ; verdet,,
drogue ; pour la peinture ; sumac,,
drogue ; pour la peinture et la teinture ; stil de grain,,
drogue ; pour la peinture et la teinture ; serra merita,,
drogue ; pour la peinture et la teinture ; sanguine,,
drogue ; pour la peinture et la teinture ; pastel,,
drogue ; pour la peinture et la teinture ; orpiment,,
drogue ; pour la peinture et la teinture ; ocre,,
drogue ; pour la peinture et la teinture ; muce de plomb,,
drogue ; pour la peinture et la teinture ; minium,,
drogue ; pour la peinture et la teinture ; jais,,
drogue ; térébenthine ; huile,,
drogue ; pour la peinture ; galle,,
drogue ; pour la peinture et la teinture,,
drogue ; pour la peinture et la teinture ; cendre bleue,,
drogue ; pour la peinture et la teinture ; blanc de herps,,
drogue ; pour la peinture et la teinture ; blanc de ferax,,
drogue ; pour la peinture et la teinture ; blanc d'Espagne,,
drogue ; pour la peinture et la teinture ; azur et bleu de Prusse,,
drogue ; pour la peinture,,
drogue ; odorante ; musc,,
drogue ; odorante ; encens,,
drogue ; odorante ; ambre jaune,,
drogue ; odorante ; ambre gris,,
drogue ; odorante,,
drogue ; noix ; de galle,,
drogue ; mastic,,
drogue ; huile d'amande,4,
drogue ; graine diverse,,
drogue ; gousse lagne,,
drogue ; gousse gatte,,
drogue ; gousse diverse,,
drogue ; gousse arabique,,
drogue ; mêlée ; gomme ; laque,,
drogue ; mêlée ; gomme ; gutte,,
gomme ; gedda,,
gomme ; galanga,,
gomme ; euphorbe,,
gomme ; élemy,,
gomme ; élastique,,
gomme ; diverse,,
gomme ; de gaïac,,
gomme ; de cenzier,,
drogue ; mêlée ; gomme ; de barbarie,,
drogue ; mêlée ; gomme ; commune,,
drogue ; mêlée ; gomme ; arabique,,
drogue ; mêlée ; gomme ; adragant,,
drogue ; mêlée ; gomme ; Sénégal,,
drogue ; galbanum,,
drogue ; mêlée ; fleur d'aspic ou de lavande,,
drogue ; essence de vitriol,,
drogue ; térébenthine ; essence,,
drogue ; doraze,,
drogue ; mêlée ; borax,,
drogue ; blanc de baleine,4,
drogue ; mêlée ; benjoin,,
drogue ; asfafélida,,
drogue ; mêlée,,
drogue ; métallique et chimique ; sel ; d'étain,,
drogue ; métallique ; vitriol,,
drogue ; métallique ; toutenague,,
drogue ; métallique ; sel ; ammoniac,,
drogue ; métallique ; salamouris,,
drogue ; métallique ; piharge,,
drogue ; métallique ; mercure,,
drogue ; métallique ; mercerie,,
drogue ; métallique ; divers,,
drogue ; métallique ; auchinoise,,
drogue ; métallique ; arsenic,,
drogue ; métallique ; argent vif,,
drogue ; métallique,,
drogue ; tournesol,,
drogue ; médicinale ; plante ; tamarin,,
drogue ; médicinale ; plante ; simarouba,,
drogue ; médicinale ; plante ; sebestre,,
drogue ; médicinale ; plante ; salsepareille,,
drogue ; safran,,
drogue ; médicinale ; plante ; rhubarbe,,
drogue ; médicinale ; plante ; racine,,
drogue ; médicinale ; plante ; ogarie,,
drogue ; médicinale ; plante ; ginseng,,
drogue ; médicinale ; plante ; galanga,,
drogue ; médicinale ; plante ; fleur de benjoin,,
drogue ; médicinale ; plante ; cumin,,
drogue ; médicinale ; plante ; coriandre,,
drogue ; médicinale ; plante ; coque levant,,
drogue ; médicinale ; plante ; carrue,,
drogue ; médicinale ; plante ; aristoloche,,
drogue ; médicinale ; plante,,
drogue ; médicinale ; zedonire,,
drogue ; médicinale ; vanille,,
drogue ; médicinale ; thériaque,,
drogue ; médicinale ; tamarin,,
drogue ; médicinale ; séné,,
drogue ; médicinale ; storax ; liquide,,
drogue ; médicinale ; squine,,
drogue ; médicinale ; séné ; en feuille,,
drogue ; médicinale ; semen contra,,
drogue ; médicinale ; sel ammoniac,,
drogue ; médicinale ; seamanée,,
drogue ; médicinale ; salsepareille,,
drogue ; médicinale ; safran,,
drogue ; médicinale ; réunie,,
drogue ; médicinale ; réglisse ; sur bâne,,
drogue ; médicinale ; réglisse ; en bois,,
drogue ; médicinale ; réglisse,,
drogue ; médicinale ; rhubarbe,,
drogue ; médicinale ; racine diverse,,
drogue ; médicinale ; quinquina,,
drogue ; médicinale ; pignon d'Inde,,
drogue ; médicinale ; orge ; perlé,,
drogue ; médicinale ; opium,,
drogue ; médicinale ; mousse ; de mer,,
drogue ; médicinale ; magnésie,,
drogue ; médicinale ; jalap,,
huile ; d'amande douce,4,
drogue ; médicinale ; gentiane,,
drogue ; médicinale ; galbanum,,
drogue ; médicinale ; fleur ; de violette,,
drogue ; médicinale ; eau vulnéraire,,
drogue ; médicinale ; eau sederale,,
drogue ; médicinale ; eau de felzer,,
drogue ; médicinale ; diagedum,,
drogue ; médicinale ; cumin,,
drogue ; médicinale ; cordial,,
drogue ; médicinale ; coque du Levant,,
drogue ; médicinale ; chimique ; eau forte,,
drogue ; médicinale ; chicolin,,
drogue ; médicinale ; casse,,
drogue ; médicinale ; carrouge,,
drogue ; médicinale ; capillaire,,
drogue ; médicinale ; camomille,,
drogue ; médicinale ; calaurure,,
drogue ; médicinale ; bol d'Arménie,,
drogue ; médicinale ; bois ; réglisse,,
drogue ; médicinale ; beunne,,
drogue ; médicinale ; baume ; divers,,
drogue ; médicinale ; aloès ; capalin,,
drogue ; médicinale ; agaric ; gros,,
drogue ; musc,,
drogue ; minium,,
drogue ; mine ; de plomb,,
drogue ; mauris,,
drogue ; litharge,,
drogue ; jus ; de réglisse,,
drogue ; indigo ; des îles française,,
drogue ; indigo,,
drogue ; térébenthine ; essence et huile,,
drogue ; huile de vitriol,,
drogue ; gomme ; élastique,,
drogue ; gomme ; verdet,,
drogue ; gomme ; pour peinture et teinture,,
drogue ; gomme ; métallique ; diverse,,
gomme ; myrrhe,,
gomme ; laque,,
drogue ; gomme ; herbe ; grande,,
drogue ; gomme ; gutte,,
drogue ; gomme ; galle,,
drogue ; gomme ; du Sénégal,,
drogue ; gomme ; diverse,,
drogue ; gomme ; de barbarie,,
drogue ; gomme ; couperose,,
drogue ; gomme ; commune,,
drogue ; gomme ; barbarie,,
drogue ; gomme ; arabique,,
gomme ; Sénégal,,
drogue ; gomme,,
drogue ; galle,,
drogue ; fine,,
drogue ; réunie ; diverse,,
drogue ; diverse ; sagon,,
brai ; raffiné,,
drogue ; de misme,,
droguet ; de laine et fil,,
droguet ; de laine,,
droguet ; de castor,,
drogue ; d'apothicaire,,
drogue ; couperose,,
drogue ; médicinale ; sublime,,
drogue ; médicinale ; storax,,
drogue ; médicinale ; sang dragon,,
drogue ; médicinale ; sableuée,,
drogue ; médicinale ; résine de jalap,,
drogue ; médicinale ; précipité,,
drogue ; médicinale ; poudre brillant,,
drogue ; médicinale ; jus de réglisse,,
drogue ; médicinale ; diverse,,
drogue ; médicinale ; crème de tartre,,
drogue ; médicinale ; cristal de tartre,,
drogue ; médicinale ; chévaque,,
drogue ; médicinale ; cavefico,,
drogue ; médicinale ; canyolore,,
drogue ; médicinale ; camphre,,
drogue ; médicinale ; benjoin,,
drogue ; médicinale,,
drogue ; cochenille,,
drogue ; chimique et métallique ; zinc,,
drogue ; chimique et métallique ; sublime,,
drogue ; chimique et métallique ; sel ; divers,,
drogue ; chimique et métallique ; sel ; de Globert,,
drogue ; chimique et métallique ; esprit ; de sel,,
drogue ; chimique et métallique ; eau ; forte,,
drogue ; chimique et métallique ; diverse,,
drogue ; chimique et métallique ; arsenic,,
drogue ; chimique et métallique ; argent ; vif,,
drogue ; chimique et métallique ; antimoine,,
drogue ; chimique et métallique,,
drogue ; chimique ; sublimé,,
drogue ; chimique ; sel sublimé,,
drogue ; chimique ; sel saturne,,
drogue ; chimique ; sel gemme,,
drogue ; chimique ; sel divers,,
drogue ; chimique ; sel de tamarin,,
drogue ; chimique ; sel de potasse,,
drogue ; chimique ; sel de plomb,,
drogue ; chimique ; sel de paume,,
drogue ; chimique ; sel de Globert,,
drogue ; chimique ; sel d'opium,,
drogue ; chimique ; sel d'epsum,,
drogue ; chimique ; sel ammoniac,,
drogue ; chimique ; esprit de vice,,
drogue ; chimique ; esprit de sel,,
drogue ; chimique ; eau forte,,
drogue ; chimique ; diverse,,
drogue ; chimique ; ?,,
drogue ; chimique,,
drogue ; castor,,
drogue ; cassia lignea,,
drogue ; canéfice,,
drogue ; cantharide,,
drogue ; azur,,
drogue ; alun,,
drogue ; alquifoux,,
drogue,,
draperie et étoffe ; de laine,,
draperie et étoffe,,
drap ; à la valeur,,
drap ; platine,,
draperie ; ordinaire,,
drap ; de laine ; diverse,,
drap ; de laine ; de Sedan,,
drap ; de laine ; Londrin,,
drap ; de laine,,
drap ; de Silésie ; petit,,
drap ; de Poitou,,
draperie ; de Montauban,,
drap ; de Languedoc ; ordinaire,,
drap ; de Languedoc ; fin,,
drap ; de Champagne,,
drap ; d'or; d'argent et soie,,
drap ; callemande,,
drapeau ; vigogne,,
drapeau ; vieux,6a,
drapeau ; poil et laine,,
drapeau ; mi vigogne,,
drapeau ; mi castor,,
drapeau ; castor,,
drapeau,,
drap ; à doubler,,
drap ; vert,,
drap ; teint ; d'Espagne et de Hollande,,
drap ; teint,,
drap ; serge ; écarlate,,
drap ; serge ; à doubler,,
drap ; serge ; imprimée,,
drap ; serge ; forte,,
drap ; serge ; fil et laine,,
drap ; serge ; drapée,,
drap ; serge ; des prise,,
drap ; serge ; de Montauban,,
drap ; serge ; de Lille,,
drap ; serge ; d'aumale,,
drap ; serge ; d'Arnetal,,
drap ; raz ; des Lo,,
drap ; raz ; de castor,,
drap ; raz ; d'Angleterre,,
drap ; ratine ; diverse,,
drap ; poudrin,,
drap ; petit,,
drap ; palencourt,,
drap ; noir,,
drap ; naturel ; diverse,,
drap ; naturel ; de Sedan,,
drap ; naturel ; commune,,
drap ; naturel ; Sirre,,
drap ; native ; divers,,
drap ; imprimé,,
drap ; grossier,,
drap ; goudronné,,
drap ; fin ; du Languedoc,,
drap ; fin,,
drap ; du nord teint,,
drap ; du nord blanc,,
drap ; du Dauphiné,,
drap ; droguet ; fil a laine,,
drap ; droguet ; de milan,,
drap ; droguet ; de laine,,
drap ; droguet ; de castor,,
drap ; droguet ; de Hollande,,
drap ; droguet ; d'Angleterre,,
drap ; drapé,,
drap ; draperie ; tricot,,
drap ; draperie ; ratine,,
drap ; draperie ; petite ; du Maroc,,
drap ; draperie ; petite ; divers,,
drap ; draperie ; petite ; de main,,
drap ; draperie ; petite ; de Silésie,,
drap ; draperie ; petite ; de Sedan,,
drap ; draperie ; petite ; de Languedoc,,
drap ; draperie ; petite,,
drap ; draperie ; ordinaire,,
drap ; draperie ; moutade,,
drap ; draperie ; layette,,
drap ; draperie ; iada,,
drap ; draperie ; futaine,,
drap ; draperie ; frac,,
drap ; draperie ; fine,,
drap ; draperie ; divers,,
drap ; draperie ; de Montauban,,
drap ; draperie ; de Languedoc,,
drap ; draperie ; de Carcassonne,,
drap ; draperie ; d'aufine,,
drap ; draperie ; d'Amiens,,
drap ; draperie ; d'Abbeville,,
drap ; draperie ; cadi,,
drap ; draperie ; Damas,,
drap ; drache,,
drap ; divers ; écarlate,,
drap ; divers ; fin,,
drap ; divers ; de Limbourg,,
drap ; divers ; anglais,,
drap ; dit plawens ou codde,,
drap ; dit plamens,,
drap ; dit packlaeken teint,,
drap ; dit packlaeken blanc,,
drap ; dit packlaeken,,
drap ; de soie,6c,
drap ; de montagne,,
drap ; de lit vieux,,
drap ; de lit ; neuf,,
drap ; de lit ; commun,,
drap ; de lit,,
drap ; de linge ; commun,,
drap ; de lin ; vieux,6a,
drap ; de lin,6a,
drap ; de fil et laine ; serge,,
drap ; étranger,,
drap ; écarlate,,
drap ; serge ; sergette,,
drap ; serge ; de laine,,
drap ; ratine,,
drap ; pinchina,,
drap ; droguet,,
drap ; ordinaire,,
drap ; irtaine,,
drap ; flanelle,,
drap ; de laine ; fin,,
drap ; espagnolette,,
drap ; du sceau,,
drap ; du nord,,
drap ; de laine ; draperie ; diverse,,
drap ; diverse,,
drap ; divers,,
drap ; des prise,,
drap ; de cérémonie,,
drap ; de laine ; de Vir,,
drap ; de Sir,,
drap ; de Saint Robert,,
drap ; de Rome,,
drap ; de Nison,,
drap ; de Cherbourg,,
drap ; de laine ; de Beauvais,,
drap ; de ?,,
drap ; cordellat,,
drap ; de laine ; commun,,
drap ; capoterie,,
drap ; bleu,,
drap ; bayette,,
drap ; de laine ; avarié,,
drap ; de laine ; au ? de soie,,
drap ; de la Bouille,,
drap ; de fil ; vieux,,
drap ; de douzaine,,
drap ; de coutil,,
drap ; de coton,6d,
drap ; de castor par aune,,
drap ; de castor,,
drap ; de burs ou de frise,,
drap ; de bourbon,,
drap ; de Vir,,
drap ; de Van Robais,,
drap ; de Ségovie,,
drap ; de Soudrain,,
drap ; de Silésie,,
drap ; de Sedan ; de retour,,
drap ; de Sedan,,
drap ; de Saint Lô,,
drap ; de Rouen,,
drap ; de Reims,,
drap ; de Pie,,
drap ; de Picardie,,
drap ; de Panguede,,
drap ; de Normandie,,
drap ; de Moucu,,
drap ; de Montauban,,
"drap ; de Maroc, teint de douzaine",,
drap ; de Maroc,,
drap ; de Louvier ; au 6e de soie,,
drap ; de Londrin,,
drap ; de Lodève,,
drap ; de Limoux,,
drap ; de Limbourg,,
drap ; de Latte,,
drap ; de Languedoc,,
drap ; de Komrix,,
drap ; de Hollande,,
drap ; de Lille,,
drap ; de Glouster,,
drap ; de Glates,,
drap ; de France,,
drap ; de Carcassonne,,
drap ; de Bergoopseau,,
drap ; de Beauvais,,
drap ; d'or et d'argent fin,,
drap ; d'estames,,
drap ; d'aucrin,,
drap ; d'Espagne,,
drap ; d'Elbeuf ; de retour,,
drap ; d'Elbeuf,,
drap ; d'Elberd,,
drap ; d'Aumale,,
drap ; d'Arnetal,,
"drap ; d'Angleterre, de Hollande et d'Espagne",,
drap ; d'Angleterre,,
drap ; d'Andelis,,
drap ; d'Amiens,,
drap ; d'Amboise,,
drap ; d'Abbeville,,
drap ; crêpe,,
drap ; commun,6a,
drap ; casimir,,
drap ; carizé,,
drap ; brodé ; en soie,,
drap ; brodé ; en or et argent,,
drap ; brodé ; au ciseau ; en soie,,
drap ; blanc par aune,,
drap ; blanc de douzaine,,
drap ; blanc de Hollande,,
drap ; blanc de Bremer,,
drap ; blanc d'Espagne,,
drap ; blanc,,
drap ; au 6e de soie,,
drap ; londrin,,
drap ; Languedoc,,
drap ; droguet ; de fil et laine,,
drap,,
dragée,0a,
drague ; de bière,0a,
dragonne ; d'épée,,
dragonne,,
drache ; de bierre,,
drache,,
douzaine de ?,,
douve ; pour pipe,,
douve ; en bois pour teinture en cuve,,
douve ; de deux pouces,,
douve,,
douvain,,
douelle ; à tonneau,6,
douelle ; à quartz,6,
douelle ; à pièce,6,
douelle ; à pipe,6,
douelle ; à fond,6,
douelle ; à barrique,6,
douelle ; fonçaille,6,
douelle ; de sapin,6,
douelle,6,
doublure de martre pour habit,,
dossier ; de chaise,8,
dospin ; en pierre,,
doréas,6d,
dorure ; fine ; en galon ; d'or,8,
dorure ; fine,8,
"dorure ; fausse ; en or et argent ; battu, tiré et laminé",8,
dorure ; fausse ; en or et argent,8,
dorure ; fausse,8,
dorure,8,
dorpin ; en pierre,,
dominoterie et carte géographique,8,
dominoterie ; en image,8,
dominoterie,8,
domino,8,
divers gros et menu ouvrage de bois,,
marchandise,,
ditors,,
distillat,,
dissouchaye,,
disque de charrue en fer,,
dindon,0a,
dinde,,
dimit,,
dimelle,,
dictionnaire ; du commerce,,
dictamus,,
diamant fin,6,
devant de veste,,
dessein de papier,,
derle,,
dentelle et blonde,6c,
dentelle ; à peu de soie,6a,
dentelle ; mi soie,6c,
dentelle ; grosse,6a,
dentelle ; fine,6a,
dentelle ; en dorure,,
dentelle ; du Puy,6a,
dentelle ; diverse,6a,
dentelle ; de soie et blonde,,
dentelle ; de soie ; blonde,6c,
dentelle ; de soie ; blanche,6c,
dentelle ; de soie,6c,
dentelle ; de malines,6a,
dentelle ; de fil et soie,6a,
dentelle ; de fil ; grosse,6a,
dentelle ; de fil ; fine,6a,
dentelle ; de fil ; du Puy,6a,
dentelle ; de fil ; dorure ; d'argent,6,
dentelle ; de fil ; diverse,,
dentelle ; de fil ; de tulle,,
dentelle ; de fil ; de soie,6c,
dentelle ; de fil ; de lin,6a,
dentelle ; de fil ; de laine,,
dentelle ; de fil ; de crin,,
dentelle ; de fil ; de Normandie,6a,
dentelle ; de fil ; de Lille,6a,
dentelle ; de fil ; de Flandre,6a,
dentelle ; de fil ; de Caen,6a,
dentelle ; de fil ; de Bergame,6a,
dentelle ; de fil ; d'or ; fin,6,
dentelle ; de fil ; d'or ; faux,6,
dentelle ; de fil ; d'Alençon,6a,
dentelle ; de fil ; commune,6a,
dentelle ; de fil ; blanc ; de Lille,6a,
dentelle ; de fil ; blanc ; commune,6a,
dentelle ; de fil ; blanc,6a,
dentelle ; de fil,6a,
dentelle ; de fer,6,
dentelle ; de normandie,6a,
dentelle ; d'or et d'argent ; fin,6,
dentelle ; d'or et d'argent ; faux,,
dentelle ; d'or et d'argent,6,
dentelle ; d'or ; fin,6,
dentelle ; d'or ; faux,6,
dentelle ; d'or,6,
dentelle ; d'argent ; fin,6,
dentelle ; d'argent ; faux,6,
dentelle ; commune,6a,
dentelle ; blanche,6,
dentelle,6a,
dent ; de vache marine,,
dent ; de morphil,,
dent ; de cheval ; marin,,
dent ; d'éléphant,,
denrée alimentaire,,
denrée ; divers,0a,
demoiselle ; de sapin,6,
demoiselle ; de bois,6,
demoiselle,6,
demitte,,
demelle ; de fil,,
degras ; de peau,4,
degras,4,
étoffe ; de laine ; dauphine,,
datte et pistache,,
datte,0a,
darins,6a,
dame-jeanne ; de verre,6,
dame-jeanne,6,
damassé de laine,,
damas ; à frange ; d'argent,6c,
damas ; de faux,6c,
damas ; de Luques,6c,
damas ; cafard,6c,
damas,6c,
dalle ; en céramique dure,,
dalle,8,
dais ; pour église,6,
cévadille,,
céruse et blanc-de-plomb,,
drogue ; pour la peinture et la teinture ; blanc de céruse,,
céleri,,
cédrat ; zeste confit,,
cédrat,0a,
câpre et olive,,
câpre,0a,
câble ; pour navire moyen,,
câble ; de navire,,
câble ; assorti,6,
câble,6,
cylindre ; en cuivre,,
cylindre,,
cygne ; en vie,,
cygne,,
cuvier ; de terre,6,
cuvier,6,
cuve,6,
cuscute luzerne,,
curous,,
curlas,,
curcuma,0b,
cuny,,
cumin,0b,
culotte ; tricot,,
culotte ; de toile,,
culotte ; de peau,8,
culotte,8,
cul ; d'artichaut,0a,
cuivrerie,6,
"cuivre, bronze et laiton",6,
cuivre et pièce de cuivre,,
cuivre dit laiton ; en feuille,6,
cuivre ; à couverture,,
cuivre ; à cloche,,
cuivre ; à chaudron,,
cuivre ; vieux et en mitraille,,
cuivre ; vieux,6,
cuivre ; tanné,6,
cuivre ; tangoul,6,
cuivre ; satin,6,
cuivre ; rouge en platte,,
cuivre ; rouge en masse pour être raffiner,,
cuivre ; rouge en chaudron,,
"cuivre ; rouge crü ou en bloc, pour Namur",,
cuivre ; rouge brun,6,
cuivre ; rouge ouvré,6,
cuivre ; rouge ; neuf,6,
cuivre ; rouge,6,
cuivre ; rompu,6,
cuivre ; potin ; gris,6,
cuivre ; potin,6,
cuivre ; potier,6,
cuivre ; poil et salé,6,
ouvrage ; de cuivre,6,
cuivre ; ordinaire,6,
cuivre ; non ouvré ; en rosette ou plaque,6,
cuivre ; laminé,6,
cuivre ; jaune non ouvré,6,
cuivre ; jaune fondu,,
cuivre ; jaune et rouge,6,
cuivre ; jaune en platte,,
cuivre ; jaune en clou,,
cuivre ; jaune en bloc,,
cuivre ; jaune avec calamine,,
cuivre ; jaune,6,
cuivre ; fumée,,
cuivre ; forgé,6,
cuivre ; fine,,
cuivre ; en étuve,6,
cuivre ; en toupe,6,
cuivre ; en rouleau,6,
cuivre ; en rosette,6,
robinet ; de cuivre,8,
cuivre ; en poterie,6,
cuivre ; en potasse,6,
cuivre ; en poil,6,
cuivre ; en platte,,
cuivre ; en platine et plaque,6,
cuivre ; en platine,6,
cuivre ; en plateau,6,
cuivre ; en plaque,6,
cuivre ; en planche ; gravée,6,
cuivre ; en planche,6,
cuivre ; en pain ; en brut,6,
cuivre ; en pain,6,
neptune de cuivre,6,
monnaie ; cuivre,9a,
cuivre ; en mitraille,6,
cuivre ; en masse,,
cuivre ; en lingot,6,
cuivre ; en limaille,6,
cuivre ; en lancher,6,
cuivre ; en lame,6,
hôpitaux ; de cuivre,,
cuivre ; en grelot,6,
cuivre ; en fourrure et rozette,6,
cuivre ; en fourrure,6,
cuivre ; en fond de chaudron,,
cuivre ; en fond,6,
cuivre ; en feuille ; en planche,6,
cuivre ; en feuille,6,
cuivre ; en coupe,6,
cuivre ; en clochette,6,
cuivre ; en chaudron,6,
cuivre ; en chanvrier,6,
cuivre ; en cachet,6,
cuivre ; en bassin,6,
cuivre ; en barre,6,
récipient ; en cuivre,6,
cuivre ; doré,6,
cuivre ; divers,6,
cuivre ; dite potin,6,
cuivre ; de pompe,6,
cuivre ; de fourrure,6,
cuivre ; de fer ; en poids,6,
cuivre ; de fer,6,
cuivre ; de Namur,,
cuivre ; crû en bloc,,
cuivre ; crû,,
cuivre ; cru en masse,,
cuivre ; cercle en poil,6,
cuivre ; rouge brut,6,
cuivre ; brut,,
cuivre ; brun,6,
cuivre ; battu,6,
"cuivre , de Russie",6,
cuivre,6,
cuisse ; d'oie,0a,
cuisse,0a,
cuirasse,,
cuir et peau ; non apprêté,,
cuir et peau ; de bœuf et de vache ; apprêté,6,
cuir et peau,,
cuir ; épais,,
cuir ; à semelle,,
cuir ; vieux,6,
cuir ; tanné pour semelle,,
cuir ; tanné pour empeigne,,
cuir ; tanné ; fort,6,
cuir ; tanné ; en poil,6,
cuir ; tanné,6,
cuir ; séché,,
cuir ; sec et salé,,
cuir ; salé à poil,,
cuir ; salé ; divers,,
cuir ; rouge,,
cuir ; pour soufflet,,
cuir ; pour semelle,,
cuir ; pour botte,6,
cuir ; non apprêté,,
cuir ; maroquin,,
cuir ; jaune,6,
cuir ; génisse ; corroyé,,
cuir ; fort,6,
cuir ; fin,,
cuir ; en retail,,
cuir ; en poil ; divers,,
cuir ; en grain,,
cuir ; en bassin,6,
cuir ; en banderolle,6,
cuir ; d'alun (jaune),,
cuir ; déchet,,
cuir ; doré vieux,,
cuir ; doré,,
cuir ; divers ; tanné,6,
cuir ; divers,,
cuir ; de vache ; tissé,6,
cuir ; de vache ; tanné,,
cuir ; de vache ; en poil,,
cuir ; de vache ; en grain,,
cuir ; de vache ; en croutte,6,
cuir ; de vache ; corroyé,6,
cuir ; de vache ; apprêté,6,
cuir ; de vache,,
cuir ; de porc,,
cuir ; de moscovie,,
cuir ; de génisse ; en poil,,
cuir ; de génisse ; corroyé,6,
cuir ; de génisse,,
cuir ; de chèvre,,
cuir ; de cheval ; tanné,6,
cuir ; de cheval ; en poil,,
cuir ; de cheval,,
