marchandises,marchandises_norm_ortho,mériteplusdetravail,imprimatur,nbr_dans_bdc,source_bdc
Sapins ; à fre.couble,sapin à faire comble,,Pierre Gervais,2,1
Sapins ; à fre.pioche,sapin à faire pioches,,Pierre Gervais,1,1
Sapins ; comble,sapin comble,,Pierre Gervais,2,1
Sapins ; pioche,sapin pioche,,Pierre Gervais,1,1
Sapins a faire gaffe,sapin à faire gaffes,,Pierre Gervais,1,1
Sapins; à faire comble,sapin à faire comble,,Pierre Gervais,1,1
Sapins; à faire échelle,sapin à faire échelle,,Pierre Gervais,1,1
Sapins; à faire proche,sapin à faire pioches,,Pierre Gervais,1,1
Saquins,saquins,x,Pierre Gervais,3,1
Sarazin,sarrasin,,Pierre Gervais,1,1
sardes et anchois,sardes et anchois,x,Pierre Gervais,1,1
sardinals,sardinals,x,Pierre Gervais,2,1
Sardine,sardines,,Pierre Gervais,8,1
Sardines,sardines,,Pierre Gervais,104,1
sardines,sardines,,Pierre Gervais,6,1
Sardines ; apretées,sardines apprêtées,,Pierre Gervais,1,1
Sardines ; aprettées,sardines apprêtées,,Pierre Gervais,1,1
Sardines ; fraiches,sardines fraîches,,Pierre Gervais,4,1
Sardines ; Salées,sardines salées,,Pierre Gervais,2,1
Sardines ; salées,sardines salées,,Pierre Gervais,23,1
Sardines ; salés,sardines salées,,Pierre Gervais,1,1
Sardines ; sallées,sardines salées,,Pierre Gervais,2,1
Sardines a l'huile,sardines à l'huile,,Pierre Gervais,1,1
Sardines à l'huile,sardines à l'huile,,Pierre Gervais,3,1
Sardines confites,sardines confites,,Pierre Gervais,2,1
Sardines confites au vinaigre,sardines confites au vinaigre,,Pierre Gervais,1,1
Sardines confites dans l'huile,sardines confites dans l'huile,,Pierre Gervais,4,1
Sardines fraiches,sardines fraîches,,Pierre Gervais,7,1
Sardines presées,sardines pressées,,Pierre Gervais,1,1
Sardines pressées,sardines pressées,,Pierre Gervais,12,1
sardines salée,sardines salées,,Pierre Gervais,2,1
Sardines Salées,sardines salées,,Pierre Gervais,3,1
Sardines salées,sardines salées,,Pierre Gervais,63,1
sardines salées,sardines salées,,Pierre Gervais,23,1
Sardines salés,sardines salées,,Pierre Gervais,1,1
Sardines sallées,sardines salées,,Pierre Gervais,1,1
Sardinne,sardines,,Pierre Gervais,1,1
Sardinnes,sardines,,Pierre Gervais,1,1
Sardinnes sallées,sardines salées,,Pierre Gervais,1,1
Sarge,sarge,x,Pierre Gervais,4,1
Sarge de Languedoc,sarge du Languedoc,x,Pierre Gervais,3,1
Sarge de poitou,sarge de Poitou,x,Pierre Gervais,1,1
Sarge de Saint-maixan,sarge de Saint-Maixant,x,Pierre Gervais,2,1
Sarge de Saint-Mexant,sarge de Saint-Maixant,x,Pierre Gervais,1,1
Sarge de soye,sarge de soie,x,Pierre Gervais,1,1
Sargette ; fine,sargette fine,x,Pierre Gervais,1,1
Sargue,sargue,x,Pierre Gervais,1,1
Sargue fil et laine,sargue fil et laine,x,Pierre Gervais,2,1
Sargué fil et laine,sargue fil et laine,x,Pierre Gervais,1,1
Sarions d'Eparts,sarions d'Eparts,x,Pierre Gervais,1,1
sarots de toile,sareaux de toile,x,Pierre Gervais,,1
Sarrasin,sarrasin,,Pierre Gervais,,1
sas,sasses,x,Pierre Gervais,1,1
Sasfran,safran,,Pierre Gervais,2,1
Sassafras,sassafras,,Pierre Gervais,11,1
Sasses,sasses,,Pierre Gervais,4,1
sasses,sasses,,Pierre Gervais,2,1
Satemporis,salemporis,,Pierre Gervais,1,1
Satin,satin,,Pierre Gervais,11,1
satin,satin,,Pierre Gervais,1,1
Satin ; brodé ; en or,satin brodé en or,,Pierre Gervais,1,1
Satin ; de Florence et Gennes,satin de Florence et Gênes,,Pierre Gervais,1,1
Satin ; de la Chine,satin de la Chine,,Pierre Gervais,1,1
Satin gris,satin gris,,Pierre Gervais,1,1
satinade,satinade,,Pierre Gervais,2,1
satinades,satinade,,Pierre Gervais,1,1
Satins rayés et unis,satin rayé et uni,,Pierre Gervais,1,1
Satissoye,satissoie,x,Pierre Gervais,1,1
Saturne,Saturne,x,Pierre Gervais,1,1
Saucisses,saucisses,,Pierre Gervais,6,1
Saucisson,saucissons,,Pierre Gervais,39,1
saucisson,saucissons,,Pierre Gervais,3,1
Saucissons,saucissons,,Pierre Gervais,139,1
saucissons,saucissons,,Pierre Gervais,8,1
saude,saude,x,Pierre Gervais,1,1
Sauge,sauge,,Pierre Gervais,2,1
sauguine,sauguine,x,Pierre Gervais,1,1
Saulx,saulx,x,Pierre Gervais,1,1
Saumac,sumac,,Pierre Gervais,1,1
Saumare,saumure,,Pierre Gervais,1,1
Saumon,saumon,,Pierre Gervais,13,1
saumon,saumon,,Pierre Gervais,2,1
Saumon ; frais,saumon frais,,Pierre Gervais,16,1
Saumon ; fumé,saumon fumé,,Pierre Gervais,12,1
Saumon ; fumée,saumon fumé,,Pierre Gervais,3,1
Saumon ; fumés,saumon fumé,,Pierre Gervais,1,1
Saumon ; salé,saumon salé,,Pierre Gervais,124,1
Saumon ; salés,saumon salé,,Pierre Gervais,2,1
Saumon ; sallé,saumon salé,,Pierre Gervais,11,1
saumon en adaube,saumon en daube,x,Pierre Gervais,,1
Saumon frais,saumon frais,,Pierre Gervais,23,1
Saumon fraix,saumon frais,,Pierre Gervais,7,1
Saumon fumé,saumon fumé,,Pierre Gervais,9,1
saumon fumé,saumon fumé,,Pierre Gervais,1,1
Saumon fumés,saumon fumé,,Pierre Gervais,1,1
Saumon Madré,saumon madré,,Pierre Gervais,1,1
Saumon SAL...,saumon salé,x,Pierre Gervais,1,1
Saumon Salé,saumon salé,,Pierre Gervais,27,1
Saumon salé,saumon salé,,Pierre Gervais,113,1
saumon salé,saumon salé,,Pierre Gervais,23,1
Saumon salés,saumon salé,,Pierre Gervais,1,1
Saumon salez,saumon salé,,Pierre Gervais,1,1
Saumon Sallé,saumon salé,,Pierre Gervais,51,1
Saumon sallé,saumon salé,,Pierre Gervais,17,1
Saumonée,saumonée,,Pierre Gervais,1,1
Saumonnée,saumonée,,Pierre Gervais,1,1
Saumons,saumon,,Pierre Gervais,2,1
Saumons ; frais,saumon frais,,Pierre Gervais,51,1
Saumons ; fumés,saumon fumé,,Pierre Gervais,24,1
Saumons ; mariné,saumon mariné,,Pierre Gervais,2,1
Saumons ; marinés,saumon mariné,,Pierre Gervais,1,1
Saumons ; salé,saumon salé,,Pierre Gervais,1,1
Saumons ; salée,saumon salé,,Pierre Gervais,3,1
Saumons ; Salés,saumon salé,,Pierre Gervais,3,1
Saumons ; salés,saumon salé,,Pierre Gervais,142,1
Saumons ; salez,saumon salé,,Pierre Gervais,10,1
Saumons frais,saumon frais,,Pierre Gervais,3,1
saumons frais,saumon frais,,Pierre Gervais,,1
Saumons fumés,saumon fumé,,Pierre Gervais,1,1
saumons fumés,saumon fumé,,Pierre Gervais,,1
Saumons salé,saumon salé,,Pierre Gervais,1,1
Saumons; frais,saumon frais,,Pierre Gervais,4,1
Saumons; fumés,saumon fumé,,Pierre Gervais,4,1
Saumons; salés,saumon salé,,Pierre Gervais,15,1
Saumoule,saumoule,x,Pierre Gervais,15,1
saumoule,saumoule,x,Pierre Gervais,2,1
Saumure,saumure,,Pierre Gervais,35,1
saumure,saumure,,Pierre Gervais,11,1
saumures,saumure,,Pierre Gervais,1,1
Saumurre,saumure,,Pierre Gervais,1,1
Sauphas,sauphas,x,Pierre Gervais,1,1
sausisses de Boulogne,saucisses de Boulogne,,Pierre Gervais,,1
Saussisses,saucisses,,Pierre Gervais,1,1
Sauvagines,sauvagines,,Pierre Gervais,1,1
Sauvon,savon,x,Pierre Gervais,1,1
Savine,savine,x,Pierre Gervais,2,1
Savon,savon,,Pierre Gervais,715,1
savon,savon,,Pierre Gervais,22,1
Savon ; blanc,savon blanc,,Pierre Gervais,41,1
Savon ; d'Alican,savon d'Alicante,,Pierre Gervais,12,1
Savon ; d'alicant,savon d'Alicante,,Pierre Gervais,4,1
Savon ; d'Alicante,savon d'Alicante,,Pierre Gervais,,1
Savon ; d'alicante,savon d'Alicante,,Pierre Gervais,3,1
Savon ; de Gennes,savon de Gênes,,Pierre Gervais,1,1
Savon ; de Marseille,savon de Marseille,,Pierre Gervais,17,1
Savon ; de retour,savon de retour,,Pierre Gervais,1,1
Savon ; madré,savon madré,,Pierre Gervais,3,1
Savon ; marbre,savon marbré,,Pierre Gervais,1,1
Savon ; marbré,savon marbré,,Pierre Gervais,226,1
Savon ; mol,savon mol,,Pierre Gervais,1,1
Savon ; noir,savon noir,,Pierre Gervais,43,1
Savon blanc,savon blanc,,Pierre Gervais,7,1
savon blanc et marbré,savon blanc et marbré,,Pierre Gervais,,1
Savon d`Espagne,savon d`Espagne,,Pierre Gervais,,1
Savon d'alican,savon d'Alicante,,Pierre Gervais,1,1
Savon et cuir,savon et cuir,,Pierre Gervais,,1
Savon et pruneaux,savon et pruneaux,,Pierre Gervais,,1
Savon madre,savon madré,,Pierre Gervais,2,1
Savon Madré,savon madré,,Pierre Gervais,3,1
Savon madré,savon madré,,Pierre Gervais,2,1
Savon Noir,savon noir,,Pierre Gervais,20,1
Savon noir,savon noir,,Pierre Gervais,15,1
savon noir,savon noir,,Pierre Gervais,2,1
Savon vert,savon vert,,Pierre Gervais,,1
"Savon, verd",savon vert,,Pierre Gervais,1,1
Savon; blanc,savon blanc,,Pierre Gervais,4,1
Savon; d'Alicante,savon d'Alicante,,Pierre Gervais,1,1
Savon; marbré,savon marbré,,Pierre Gervais,16,1
Savon; noir,savon noir,,Pierre Gervais,3,1
Savon. verd,savon vert,,Pierre Gervais,,1
savonetes,savonnettes,,Pierre Gervais,1,1
Savonette,savonnettes,,Pierre Gervais,2,1
Savonettes,savonnettes,,Pierre Gervais,31,1
savonettes,savonnettes,,Pierre Gervais,1,1
Savonettes d'odeur,savonnettes d'odeur,,Pierre Gervais,1,1
Savonettes de Senteur,savonnettes de senteur,,Pierre Gervais,2,1
Savonettes de senteur,savonnettes de senteur,,Pierre Gervais,3,1
Savonnetes de Senteur,savonnettes de senteur,,Pierre Gervais,1,1
Savonnette,savonnettes,,Pierre Gervais,2,1
savonnette,savonnettes,,Pierre Gervais,1,1
Savonnettes,savonnettes,,Pierre Gervais,101,1
Savonnettes d'odeur,savonnettes d'odeur,,Pierre Gervais,1,1
Savonnettes de Senteur,savonnettes de senteur,,Pierre Gervais,1,1
Savonnettes de senteur,savonnettes de senteur,,Pierre Gervais,2,1
Savons,savon,,Pierre Gervais,449,1
Saxafra,sassafras,x,Pierre Gervais,5,1
saxafra,sassafras,x,Pierre Gervais,8,1
saxafrac,sassafras,x,Pierre Gervais,1,1
Saxafrais,sassafras,x,Pierre Gervais,1,1
Saxafras,sassafras,x,Pierre Gervais,41,1
Saxafrax,sassafras,x,Pierre Gervais,1,1
saxsafra,sassafras,x,Pierre Gervais,1,1
saye blanche,saye blanche,,Pierre Gervais,,1
saye blanche sans apprêt,saye blanche sans apprêt,,Pierre Gervais,,1
saye de Bruges,saye de Bruges,,Pierre Gervais,,1
saye de Liège,saye de Liège,,Pierre Gervais,,1
saye mellée,saye mêlée,,Pierre Gervais,,1
saye teinte,saye teinte,,Pierre Gervais,,1
saye teinte / aune,saye teinte aune,,Pierre Gervais,,1
Sayessa,sayessa,x,Pierre Gervais,1,1
Sayette fin,sayette fin,,Pierre Gervais,,1
Sayn,sain,x,Pierre Gervais,2,1
Sayndoux,saindoux,,Pierre Gervais,1,1
Scamenée,scammonée,,Pierre Gervais,1,1
Scammonée,scammonée,,Pierre Gervais,2,1
Scamoncé,scammonée,,Pierre Gervais,4,1
Scamoné,scammonée,,Pierre Gervais,2,1
Scamonée,scammonée,,Pierre Gervais,64,1
scamonée,scammonée,,Pierre Gervais,11,1
Scamonnée,scammonée,,Pierre Gervais,2,1
Scaps,scaps,x,Pierre Gervais,2,1
Scarfs,scarfs,,Pierre Gervais,,1
Scarlatine,écarlatine,,Pierre Gervais,3,1
Scaux ; de bois,seaux de bois,,Pierre Gervais,4,1
Sceaux,seaux,,Pierre Gervais,1,1
Sceaux ; de bois,seaux de bois,,Pierre Gervais,13,1
Sçeaux ; de bois,seaux de bois,,Pierre Gervais,2,1
Sceaux ; de fayence,seaux de faïence,,Pierre Gervais,1,1
Sceaux a l'eau,seaux à l'eau,,Pierre Gervais,1,1
Sceaux de Bois,seaux de bois,,Pierre Gervais,1,1
Sceaux de bois,seaux de bois,,Pierre Gervais,6,1
Sceaux de cuir,seaux de cuir,,Pierre Gervais,2,1
Sceaux ferre,seaux ferrés,,Pierre Gervais,1,1
Schine,schine,x,Pierre Gervais,1,1
Schiste,schiste,,Pierre Gervais,,1
Scielle,scielle,x,Pierre Gervais,1,1
Scier,scies,,Pierre Gervais,2,1
scier,scies,,Pierre Gervais,1,1
Scies,scies,,Pierre Gervais,44,1
scies,scies,,Pierre Gervais,8,1
Sçies,scies,,Pierre Gervais,6,1
scies à moulu,scies à moulu,,Pierre Gervais,1,1
Scies de fer,scies de fer,,Pierre Gervais,1,1
scies de fer,scies de fer,,Pierre Gervais,,1
scille maritime,scille maritime,x,Pierre Gervais,,1
Seamonnée,seamonnée,,Pierre Gervais,1,1
Seau a l'eau de sapin,seau à l'eau de sapin,,Pierre Gervais,1,1
seau cerclé de fer,seau cerclé de fer,,Pierre Gervais,1,1
Seau de Martre,seau de Martre,,Pierre Gervais,1,1
Seaumonée,saumonée,,Pierre Gervais,1,1
Seaumonnée,saumonée,,Pierre Gervais,1,1
Seaux,seaux,,Pierre Gervais,5,1
Seaux ; de bois,seaux de bois,,Pierre Gervais,14,1
Seaux ; de sapin,seaux de sapin,,Pierre Gervais,1,1
Seaux ; de verre,seaux de verre,,Pierre Gervais,1,1
seaux cerclés de fer,seaux cerclés de fer,,Pierre Gervais,1,1
Seaux de bois,seaux de bois,,Pierre Gervais,25,1
Seaux de Cuirs,seaux de cuir,,Pierre Gervais,3,1
Seaux de Fer ; blanc,seaux de fer-blanc,,Pierre Gervais,1,1
Seaux de Sapin,seaux de sapin,,Pierre Gervais,2,1
Seaux de veau,seaux de veau,x,Pierre Gervais,1,1
Seaux de Vin,seaux de vin,,Pierre Gervais,1,1
Sebeste,sebeste,x,Pierre Gervais,1,1
sebeste,sebeste,x,Pierre Gervais,2,1
Sebestes,sebeste,x,Pierre Gervais,4,1
sebestes,sebeste,x,Pierre Gervais,7,1
Sebestra,sebeste,x,Pierre Gervais,1,1
Sebestre,sebeste,x,Pierre Gervais,2,1
sebestres,sebeste,x,Pierre Gervais,1,1
Sebete,sebeste,x,Pierre Gervais,1,1
Secrétaire,secrétaire,,Pierre Gervais,3,1
Secrétaire d'acajou,secrétaire d'acajou,,Pierre Gervais,1,1
Secretaire de noyer,secrétaire de noyer,,Pierre Gervais,1,1
Secretaires,secrétaire,,Pierre Gervais,2,1
Secretaires de noyer,secrétaire de noyer,,Pierre Gervais,1,1
Sege ; de Saint Louis,sege de Saint-Louis,x,Pierre Gervais,2,1
segrin,segrin,x,Pierre Gervais,,1
Seigle,seigle,,Pierre Gervais,9,1
seigle,seigle,,Pierre Gervais,,1
seigle en jarbes,seigle en gerbes,,Pierre Gervais,,1
Seigle et bâtons,seigle et bâtons,,Pierre Gervais,,1
Seigle et blé,seigle et blé,,Pierre Gervais,,1
Seigle et orge,seigle et orge,,Pierre Gervais,,1
Seil de grain,seil de grains,x,Pierre Gervais,3,1
Sein doux,saindoux,,Pierre Gervais,2,1
Seindoux,saindoux,,Pierre Gervais,2,1
Seïndoux,saindoux,,Pierre Gervais,1,1
Seine a pêcher,seines à pêcher,,Pierre Gervais,1,1
Seines,seines,,Pierre Gervais,,1
Seines à pecher,seines à pêcher,,Pierre Gervais,1,1
Seines a Pêcher,seines à pêcher,,Pierre Gervais,1,1
Seines a perscher,seines à pêcher,,Pierre Gervais,1,1
Sekt,sekt,x,Pierre Gervais,,1
Sel,sel,,Pierre Gervais,1085,1
sel,sel,,Pierre Gervais,10,1
Sel ; ammoniac,sel ammoniac,,Pierre Gervais,84,1
Sel ; ammonisé,sel ammonisé,,Pierre Gervais,4,1
Sel ; amoniac,sel ammoniac,,Pierre Gervais,4,1
Sel ; antartique,sel antartique,x,Pierre Gervais,3,1
Sel ; armoniac,sel ammoniac,,Pierre Gervais,42,1
Sel ; blanc,sel blanc,,Pierre Gervais,6,1
Sel ; blanc ; pour la pêche,sel blanc pour les pêches,,Pierre Gervais,2,1
Sel ; chimique,sel chimique,,Pierre Gervais,2,1
Sel ; d'Angleterre,sel d'Angleterre,,Pierre Gervais,1,1
Sel ; d'angleterre,sel d'Angleterre,,Pierre Gervais,,1
Sel ; d'Epsum et globert,sel d'Epsom et Glauber,x,Pierre Gervais,1,1
Sel ; d'Hypsum,sel d'Epsom,x,Pierre Gervais,1,1
Sel ; d'Ipsum,sel d'Epsom,x,Pierre Gervais,1,1
Sel ; d'ipsum,sel d'Epsom,x,Pierre Gervais,2,1
Sel ; d'Oleron,sel d'Oléron,,Pierre Gervais,1,1
Sel ; d'orseille,sel d'orseille,,Pierre Gervais,1,1
Sel ; d'ypossum,sel d'Epsom,x,Pierre Gervais,2,1
Sel ; d'yposum,sel d'Epsom,x,Pierre Gervais,2,1
Sel ; d'Ypsum,sel d'Epsom,x,Pierre Gervais,2,1
Sel ; d'ypsum,sel d'Epsom,x,Pierre Gervais,25,1
Sel ; de,sel de,,Pierre Gervais,1,1
Sel ; de Bourgneuf,sel de Bourgneuf,,Pierre Gervais,2,1
Sel ; de carabé,sel de carabé,,Pierre Gervais,1,1
Sel ; de chimie,sel de chimie,,Pierre Gervais,1,1
Sel ; de corne ; de cerf,sel de corne de cerf,,Pierre Gervais,1,1
Sel ; de Franche Comté,sel de Franche-Comté,,Pierre Gervais,1,1
Sel ; de Glauber,sel d'Epsom,,Pierre Gervais,1,1
Sel ; de glauber,sel d'Epsom,,Pierre Gervais,1,1
Sel ; de Globert,sel de Glauber,,Pierre Gervais,6,1
Sel ; de globert,sel de Glauber,,Pierre Gervais,7,1
Sel ; de globes,sel de Glauber,,Pierre Gervais,1,1
Sel ; de grum,sel de grum,x,Pierre Gervais,2,1
Sel ; de jeme,sel de gemme,,Pierre Gervais,1,1
Sel ; de lorraine,sel de Lorraine,,Pierre Gervais,1,1
Sel ; de mer,sel de mer,,Pierre Gervais,2,1
Sel ; de nitre,sel de nitre,,Pierre Gervais,3,1
Sel ; de nitres,sel de nitre,,Pierre Gervais,1,1
Sel ; de Pouliguen,sel du Poulinguen,,Pierre Gervais,1,1
Sel ; de Poulinguen,sel du Poulinguen,,Pierre Gervais,2,1
Sel ; de Rez,sel de Ré,,Pierre Gervais,2,1
Sel ; de roche,sel de roche,,Pierre Gervais,4,1
Sel ; de samoine,sel de samoine,x,Pierre Gervais,2,1
Sel ; de Satturne,sel de Saturne,x,Pierre Gervais,2,1
Sel ; de Saturne,sel de Saturne,x,Pierre Gervais,8,1
Sel ; de saturne,sel de Saturne,x,Pierre Gervais,38,1
Sel ; de sauvene,sel de sauvene,x,Pierre Gervais,5,1
Sel ; de seignette,sel de seignette,x,Pierre Gervais,2,1
Sel ; de tamarin,sel de tamarin,,Pierre Gervais,3,1
Sel ; de tartre,sel de tartre,,Pierre Gervais,4,1
Sel ; de tartre et metique,sel de tartre émétique,x,Pierre Gervais,1,1
Sel ; de verre,sel de verre,,Pierre Gervais,11,1
Sel ; de vitriol,sel de vitriol,,Pierre Gervais,1,1
Sel ; du Croisic,sel du Croisic,,Pierre Gervais,2,1
Sel ; du Pouliguen,sel du Poulinguen,,Pierre Gervais,1,1
Sel ; geme,sel gemme,,Pierre Gervais,4,1
Sel ; géme,sel gemme,,Pierre Gervais,1,1
Sel ; gemme,sel gemme,,Pierre Gervais,1,1
Sel ; Glauber,sel Glauber,,Pierre Gervais,1,1
Sel ; grain,sel grains,,Pierre Gervais,1,1
Sel ; gris,sel gris,,Pierre Gervais,2,1
Sel ; grum,sel grum,x,Pierre Gervais,7,1
Sel ; medecinal,sel médicinal,,Pierre Gervais,7,1
Sel ; médecinal,sel médicinal,,Pierre Gervais,2,1
Sel ; medicinal,sel médicinal,,Pierre Gervais,1,1
Sel ; médicinal,sel médicinal,,Pierre Gervais,3,1
Sel ; mineral,sel minéral,,Pierre Gervais,1,1
Sel ; minéral,sel minéral,,Pierre Gervais,1,1
Sel ; misay,sel misay,x,Pierre Gervais,,1
Sel ; mistry,sel mistry,x,Pierre Gervais,5,1
Sel ; ordinaire,sel ordinaire,,Pierre Gervais,17,1
Sel ; peccain,sel peccain,x,Pierre Gervais,2,1
Sel ; sucin,sel sucsin,x,Pierre Gervais,1,1
Sel ; sucsin,sel sucsin,x,Pierre Gervais,2,1
Sel ; tartre ; émétique,sel tartre émétique,,Pierre Gervais,1,1
Sel ; végétal,sel végétal,,Pierre Gervais,1,1
Sel ; vieux,sel vieux,,Pierre Gervais,2,1
Sel ; volatile,sel volatile,,Pierre Gervais,,1
Sel ; volatille,sel volatile,,Pierre Gervais,2,1
Sel Ammoniac,sel ammoniac,,Pierre Gervais,1,1
Sel ammoniac,sel ammoniac,,Pierre Gervais,4,1
Sel armoniac,sel ammoniac,,Pierre Gervais,17,1
sel armoniac,sel ammoniac,,Pierre Gervais,10,1
sel blanc,sel blanc,,Pierre Gervais,,1
Sel chimique de glauber,sel chimique de Glauber,,Pierre Gervais,4,1
Sel chimique de lait,sel chimique de lait,,Pierre Gervais,2,1
Sel chimique de nitre,sel chimique de nitre,,Pierre Gervais,2,1
Sel chimique gemme,sel chimique gemme,,Pierre Gervais,2,1
Sel d`Espagne,sel d`Espagne,,Pierre Gervais,,1
sel d'absint,sel d'absinthe,x,Pierre Gervais,,1
sel d'absinthe (alsem),sel d'absinthe alsem,x,Pierre Gervais,,1
sel d'alsem,sel d'alsem,x,Pierre Gervais,,1
Sel d'Ammoniac,sel d'ammoniac,,Pierre Gervais,1,1
Sel d'ammoniac,sel d'ammoniac,,Pierre Gervais,1,1
Sel d'Angleterre,sel d'Angleterre,,Pierre Gervais,1,1
sel d'Angleterre,sel d'Angleterre,,Pierre Gervais,,1
Sel d'Epsom,sel d'Epsom,,Pierre Gervais,1,1
Sel d'epsum,sel d'Epsom,,Pierre Gervais,2,1
sel d'Espagne,sel d'Espagne,,Pierre Gervais,,1
Sel d'Ipsum,sel d'Epsom,,Pierre Gervais,2,1
Sel d'ipsum,sel d'Epsom,x,Pierre Gervais,9,1
sel d'ipsum,sel d'Epsom,x,Pierre Gervais,1,1
Sel d'Ipsun,sel d'Epsom,x,Pierre Gervais,1,1
Sel d'oleron,sel d'Oléron,,Pierre Gervais,22,1
Sel d'olleron,sel d'Oléron,,Pierre Gervais,16,1
Sel d'ollonne,sel d'Olonne,,Pierre Gervais,1,1
Sel d'olonne,sel d'Olonne,,Pierre Gervais,1,1
sel d'oseille,sel d'oseille,,Pierre Gervais,,1
Sel d'yposum,sel d'Epsom,x,Pierre Gervais,1,1
Sel D'ypsum,sel d'Epsom,x,Pierre Gervais,1,1
Sel d'Ypsum,sel d'Epsom,x,Pierre Gervais,1,1
Sel d'ypsum,sel d'Epsom,x,Pierre Gervais,11,1
sel de boue,sel de boue,,Pierre Gervais,,1
Sel de Bourgneuf,sel de Bourgneuf,,Pierre Gervais,31,1
Sel de Bretagne,sel de Bretagne,,Pierre Gervais,1,1
Sel de France,sel de France,,Pierre Gervais,,1
sel de gemme,sel de gemme,,Pierre Gervais,,1
Sel de glober,sel de Glauber,,Pierre Gervais,1,1
Sel de globert,sel de Glauber,,Pierre Gervais,1,1
Sel de lait,sel de lait,,Pierre Gervais,2,1
Sel de Lunenbourg,sel de Lunebourg,,Pierre Gervais,,1
Sel de Marenne,sel de Marennes,,Pierre Gervais,1,1
Sel de marenne,sel de Marennes,,Pierre Gervais,1,1
Sel de Marennes,sel de Marennes,,Pierre Gervais,6,1
Sel de marennes,sel de Marennes,,Pierre Gervais,10,1
Sel de marrennes,sel de Marennes,,Pierre Gervais,3,1
Sel de mer,sel de mer,,Pierre Gervais,18,1
Sel de mer et de salins,sel de mer et de salins,,Pierre Gervais,35,1
Sel de Nike,sel de nitre,,Pierre Gervais,1,1
Sel de Pouliguen,sel du Poulinguen,,Pierre Gervais,2,1
Sel de Poulinguen,sel du Poulinguen,,Pierre Gervais,3,1
Sel de Ré,sel de Ré,,Pierre Gervais,51,1
Sel de Rez,sel de Ré,,Pierre Gervais,48,1
Sel de rez,sel de Ré,,Pierre Gervais,5,1
Sel de Réz,sel de Ré,,Pierre Gervais,4,1
sel de Rocq,sel de Rocq,x,Pierre Gervais,,1
Sel de Saint Gilles,sel de Saint-Gilles,,Pierre Gervais,1,1
sel de Salurne,sel de Saturne,x,Pierre Gervais,,1
Sel de Saturne,sel de Saturne,x,Pierre Gervais,15,1
Sel de saturne,sel de Saturne,x,Pierre Gervais,17,1
sel de saturne,sel de Saturne,x,Pierre Gervais,2,1
Sel de saturne et autres,sel de Saturne et autres,x,Pierre Gervais,7,1
sel de seignette policreste et globere,sel de seignette policreste et Glauber,x,Pierre Gervais,,1
sel de st Huber ou de Portugal,sel de Saint-Hubert ou du Portugal,,Pierre Gervais,,1
Sel de tamarin,sel de tamarin,,Pierre Gervais,4,1
sel de tamarin,sel de tamarin,,Pierre Gervais,1,1
Sel de tamarins,sel de tamarin,,Pierre Gervais,1,1
sel de tartaric,sel de tartaric,x,Pierre Gervais,,1
sel de tartre,sel de tartre,,Pierre Gervais,,1
sel de vitre,sel de nitre,x,Pierre Gervais,,1
sel de vitriol,sel de vitriol,,Pierre Gervais,,1
Sel des sables dollomes,sel des Sables d'Olonne,,Pierre Gervais,1,1
Sel Dipsum,sel d'Epsom,,Pierre Gervais,1,1
Sel dipsum,sel d'Epsom,,Pierre Gervais,1,1
sel dipsum,sel d'Epsom,,Pierre Gervais,1,1
