marchandises_simplification,sitc18_rev3,imprimatur,status,beforeitems,afteritems,obsolete,urgent
raisin sec d'époque,0a,,ambiguous,,[Fruits ; secs ; en raisins ; d'époque],no,
raisin sec d'Espagne,0a,,ambiguous,,[Fruits ; raisins ; d'Espagne],no,
raisin sec de Corinthe,0a,,ambiguous,,[Fruits ; raisins ; de Corinthias] [Fruits ; secs ; en raisins ; de corinlles] [Fruits ; secs ; raisins ; de Corinthe] [Fruits ; raisins ; de Corinthe] [Fruits ; secs ; raisins ; de Corenthe],no,
raisin sec en grappes,0a,,ambiguous,,[Fruits ; raisins ; en grappes],no,
raisins,0a,,ambiguous,,[Fruits ; secs ; Raisins] [Fruits ; secs ; raisins] [Fruits ; crus ; raisins] [Fruits; Secs; Raisin] [Fruits ; secs ; raisin],no,
raisins frais,,,,,,no,
raisins secs,0a,,ambiguous,,[Fruits ; Fruits secs ; Raisins] [Fruits ; raisins ; secs] [Fruits ; secs ; en raisins] [Fruits secs en raisin] [Fruits; Raisins secs],no,
rame,6b,,existing,,,no,
rame de bateau,6b,,new,,,yes,
rames à ramer,6b,,new,,,yes,
rames de bois,6b,,ambiguous,,[Bois ; en rames],no,
rames de lin,6d,,new,,,no,
ramolaches,,,existing,,,yes,
ramure,2,,ambiguous,[Ramures],[Ramures],no,
ramure ; de sapin,2,,existing,,,yes,
ramure de sapin,2,,ambiguous,,[Ramure ; de sapin] [Ramures ; de sapin] [Ramures de sapin],no,
rapatelle,,,new,,,no,
râpe,6,,ambiguous,[Rapes] [rappes],[Rapes] [rappes],no,
râpes d'ivoire et à tabac,,,new,,,no,
rapière,,,existing,,,yes,
raponty,???,,ambiguous,[Raponty] [raponty],[Raponty] [raponty],no,
rapsel,???,,ambiguous,[Rapsel],[Rapsel],no,
râpure d'ivoire,,,new,,,no,
râpure de bois de cerf,,,new,,,no,
râpure de cerf,,,new,,,no,
râpure de forme,,,new,,,no,
raquette,8,,ambiguous,[Raquettes],[Raquettes],no,
raquette et volant,,,existing,,,yes,
ras et revêche de ???,,,new,,,no,
rasade,6k,,ambiguous,[Rasade] [Rasades] [rasade],[Rasade] [Rasades] [rasade] [Razade] [Rasage],no,
rasins frais,0a,,ambiguous,,[Fruits ; verds ; raisins],no,
rasoir,6j,,ambiguous,[Rasoirs] [Razoirs] [razoirs],[Rasoirs] [Razoirs] [razoirs] [Razoir],no,
rasoir ; commun,6j,,existing,,,yes,
rasoir commun,6j,,ambiguous,,[Rasoirs ; communs],no,
rasoirs,,,,,,no,
rasoirs communs,,,,,,no,
rasoirs de fer-blanc,6j,,new,,,no,
rasorde,,,new,,,no,
rassade,6k,,new,,,no,
rassade et verroterie,6k,,new,,,no,
rassade ou verroterie,,,,,,no,
rassades,6k,,ambiguous,,[Rassad] [Rassade] [Rassades] [Rasssade] [Rassade ou verroterie],no,
rassades et vitrifications,6k,,new,,,no,
ratafia,1,,ambiguous,,[Rataffia] [Ratafia] [Rattaffia] [Rattafia],no,
ratafia de cerise,1,,,,,no,
rateaux,6j,,new,,,yes,
râteaux,6j,,,,,no,
rateaux de fer,6j,,new,,,yes,
râteaux de fer,6j,,new,,,no,
ratières,,,new,,,no,
ratine,6e,,new,,,no,
ratine ; de Beauvais,6e,,existing,,,yes,
ratine ; de Hollande,6e,,existing,,,yes,
ratine ; frisée,6e,,existing,,,yes,
ratine aune,6e,,new,,,yes,
ratine commune,6e,,new,,,no,
ratine croisée,6e,,new,,,no,
ratine de Beauvais,6e,,ambiguous,,[Ratine de beauvais],no,
ratine de Hollande,6e,,ambiguous,,[Ratine d'hollande],no,
ratine fine,6e,,new,,,no,
ratine frisée,6e,,ambiguous,,[Ratine ; frisée],no,
ratine teint,6e,,new,,,yes,
ratisoire,6e,,new,,,yes,
rats de canons,,,new,,,no,
rave,0a,,ambiguous,[Rave] [Raves],[Rave] [Raves],no,
rave ; à filer,0a,,existing,,,yes,
rave ; de morue,0a,,existing,,,yes,
rave à filer,0a,,ambiguous,,[Rave a filé],no,
rave à pêche,,,,,,no,
rave à pêcher,,,new,,,no,
rave à seches,,,new,,,no,
rave de morue,0a,,ambiguous,,[Rase de morue] [Rave Morue] [Rave de Morue] [Rave de Moue] [Rave de morue] [Rave de morüe] [Raves ; de morue] [Raves ; de morüe] [Raves de Morue] [Raves de morue] [Raves de morues] [Raves de moruës] [Raves de morüe] [Raves; de morue] [Raves de Moruë] [rave de morue] [rave de morüe] [raves de morue] [Raves emerue],no,
raveaux,???,,ambiguous,[Raveaux],[Raveaux],no,
ravitaillement,,,existing,,,yes,
rayon,8,,ambiguous,[rayon],[rayon],no,
rayon de mouche à miel,,,new,,,yes,
raz ; de castor,6e,,existing,,,yes,
raz ; de laine,6e,,existing,,,yes,
raz ; de Saint-Cyr,6f,,existing,,,yes,
raz ; de Saint-Maure,6f,,existing,,,yes,
raz ; du Maroc,6e,,existing,,,yes,
raz d'Angleterre,,,,,,no,
raz de castor,6e,,ambiguous,,[Ras de castor] [Raz ; de castor] [Raz de castor] [raz ; de castor] [Raz castor],no,
raz de Fleury,6i,,new,,,no,
raz de laine,6e,,ambiguous,,[Raz de laine],no,
raz de Maroc,6e,,new,,,no,
raz de morue,6i,,new,,,no,
raz de Reims,6i,,new,,,no,
raz de Saint-Cyr,6f,,ambiguous,,[Raz ; de Saint-Cir] [Raz ; de St. Cir],no,
raz de Saint-Maur de soie,6f,,,,,no,
raz de Saint-Maure,6f,,ambiguous,,[Raz de Saint Maur] [Raz de Saint-Maur] [Raz de Saint-Maure] [Ratz de Saint Maure],no,
raz de soie de St Cyr,6f,,,,,no,
raz des Lo,,,,,,no,
raz du Maroc,6e,,ambiguous,,[Ras de Maroc] [Raz ; de Maroc] [Raz ; de maroc] [Raz de Maroc] [Raz de maroc] [Rats de maroc] [Ratz de maroc] [Rats de marok],no,
raze blanche,,,new,,,no,
reagal,2,,ambiguous,,[Réagal] [Reagal] [realgal] [Reagale],no,
réagal,2,,existing,,,yes,
rebut,,,existing,,,yes,
rechanges à nègre,,,new,,,no,
réchaud ; de terre,6,,existing,,,yes,
réchaud de fer,6j,,new,,,no,
réchaud de terre,6,,ambiguous,,[Rechaud de Terre],no,
réchauds à café de fer,,,,,,,
rechauds de cuivre ouvré,6j,,new,,,no,
récipient ; en cuivre,6j,,existing,,,yes,
récjaud à café de fer,6j,,new,,,yes,
rediné,,,new,,,no,
redingote,8,,ambiguous,[Redingottes] [Rodingottes],[Redingottes] [Rodingottes] [Redingotes],no,
redingotes,8,,new,,,no,
redingotes d'Angleterre et de drap,8,,new,,,no,
redingotes de drap,8,,new,,,no,
redon,2,,ambiguous,[Redon],[Redon],no,
redou,,,new,,,no,
registre,6c,,ambiguous,[Registres],[Registres] [Registre],no,
registre en blanc,,,,,,no,
registres blancs,6c,,new,,,no,
registres en blanc,6c,,new,,,no,
réglisse,2,,ambiguous,[Reglisse] [Réglise] [Réglisse] [reglise] [reglisse],[Reglisse] [Réglise] [Réglisse] [reglise] [reglisse] [Drogueries ; médécinales ; réglisse] [Drogues ; médicinales ; réglisse] [Drogues ; médécinales ; réglisse] [Drogues ; Medecinales en plantes ; Reglisse] [Drogues ; Médecinales en plantes ; Réglisse] [Drogues ; Médécinales ; Reglisse] [Drogues ; Médécinales ; Réglisse] [Reglise] [Racines ; Réglisse] [Reguelisse] [Drogues ; medicinales ; reglisses] [Reglissse],no,
réglisse en bois,2,,ambiguous,,[Drogueries ; médécinales ; réglisse ; en bois] [Drogues ; médécinales ; réglisse ; en bois] [Drogues ; médicinales ; reglisse ; en boits],no,
réglisse en jus,1,,ambiguous,,[Drogues ; médicinales ; reglisse ; en jus],no,
réglisse en poudre,2,,new,,,no,
réglisse moulu,2,,new,,,no,
réglisse par balles de 150 livres,2,,new,,,no,
réglisse sur bâne,2,,ambiguous,,[Drogues ; médecinales ; réglisse ; sur bâne],no,
régule d'antimoine,5,,ambiguous,,[Drogues ; chimiques et métalliques ; régule ; d'antimoine],no,
reliquaire,8,,ambiguous,[Reliquaires],[Reliquaires],no,
remède composé,5,,new,,,no,
remèdes,5,,ambiguous,[Remede] [Remedes] [Remède] [Remèdes],[Remede] [Remedes] [Remède] [Remèdes],no,
remèdes composés,5,,new,,,no,
remèdes sercé en feuilles,2,,ambiguous,,[Drogues ; médicinale ; remèdes ; sercé ; en feuilles],no,
remorque de navire,,,new,,,yes,
représentation des Tuileries,,,new,,,no,
réseau d'argent,6i,,ambiguous,,[Raiseau ; d'argent] [Raiseau d'argent] [Raiseaux ; d'argent] [Raisseau ; d'argent] [Raizeaux ; d'arg.] [Raizeaux d'argent] [Raizeaux d'argt],no,
réseau d'or,6i,,ambiguous,,[Raiseau ; d'or] [Raiseau d'or] [Raiseaux ; d'or] [Raizeaux ; d'or],no,
résine,2,,ambiguous,[Raisine] [Rasine] [Resine] [Résine],[Raisine] [Rasine] [Resine] [Résine] [Rezine],no,
résine ; de fer,2,,existing,,,yes,
résine ; de scamonée,2,,existing,,,yes,
résine ; en pot,2,,existing,,,yes,
résine en pot,2,,ambiguous,,[Raisiné en pots],no,
résine ou harpoix,2,,existing,,,yes,
résiner en pot,,,,,,no,
résines,2,,new,,,no,
résines de jalap,2,,ambiguous,,[Raisin de jalap] [Raisine ; de Jalap] [Raisine ; de jalap] [Raisine de jalap] [Raisine de jalop] [Raisine;de Jalap] [Resine de jalop] [Résine ; de jalap] [Drogues ; composées Pour medecine ; Résine de Jalap] [Resme de jalap] [Raisne de Jalap] [Résineux ; Jalap],no,
résines de scammonée,2,,new,,,no,
résines et poix de goudron,2,,new,,,no,
résines et térébenthine,2,,new,,,yes,
résines exotiques scammonée,2,,new,,,no,
résines ou harpoix,,,,,,no,
résines scammonée,2,,new,,,no,
ressorts,6j,,new,,,no,
ressorts de carrosses,7,,new,,,no,
ressorts de voiture,7,,new,,,no,
retaille ; de peau,2,,existing,,,yes,
retaille de peau,2,,ambiguous,,[Retail de peaux] [Retaille ; de peau] [retail de peau],no,
retaillons de drap,2,,new,,,no,
rets,,,,,,no,
rets à pêcher,6i,,new,,,no,
rets ou filets,6i,,new,,,yes,
rets pour la chasse et la pêche,6i,,new,,,yes,
rets pour tisseurs,6i,,new,,,yes,
reuche,???,,ambiguous,[Reuche],[Reuche] [Reunche ?],no,
réunies,5,,ambiguous,,[///Drogues diverses///Drogues diverses réunies] [Drogues réunies] [Drogues diverses réunies],no,
revêche,,,new,,,no,
réveil,,,existing,,,yes,
réverbères,,,new,,,no,
rez ; de charrue,6,,existing,,,yes,
rhapontica,,,existing,,,yes,
rhubarbe,0a,,ambiguous,[Rhubarbe] [Rhubarbes] [Rhubarde] [Rubarbe] [Rubarbes] [rhubarbe] [rubanbe] [rubarbe] [rubarbe de moscovie],[Rhubarbe] [Rhubarbes] [Rhubarde] [Rubarbe] [Rubarbes] [rhubarbe] [rubanbe] [rubarbe] [Drogues ; rhubarbe] [Drogues ; Medecinales en plantes ; Rhubarbe] [Drogues ; Médecinales en plantes ; Rhubarbe] [Drogueries ; médécinales ; rhubarbe] [Drogues ; Médécinales ; Rhubarbe] [Drogues ; médecinales ; rhubarbe] [Drogues ; médicinales ; rhubarbe] [Drogues ; médécinales ; rhubarbe] [Drogueries médicinales rhubarbe] [Drogues médicinales rhubarbe] [Drogues; Médicinales; Rubarbe] [Drogues ; medicinales ; rhubarbe],no,
rhubarbe ; de Moscou,0a,,existing,,,yes,
rhubarbe de Moscovie,0a,,ambiguous,,[Rubarbe de MOSCOUE] [Rubarbe de Moscoue] [Rubarbe de Moscovie] [rubarbe de moscovie] [Rhubarbe ; de moscovie] [Rubarbe ; de moscovie] [rhubarbe de moscovie] [Rubarbe de moscovie],no,
rhubarbe des Indes,0a,,new,,,no,
rhubarbe du levant,0a,,new,,,no,
rhubarbe et mechoacam,0a,,new,,,no,
rhubarbe fil,0a,,new,,,no,
rhum,1,,ambiguous,[Rhum],[Rhum] [Rum] [Denrées des colonies rhum] [Denrées des colonies rum],no,
rhum et sirop fin,1,,,,,no,
rhum et tafia,1,,ambiguous,,[Taffia et Rhum] [Rum et tafia] [Rhum et tafia] [Rum et Taffia] [Taffia et rhum],no,
rhum et tafia étranger,1,,new,,,no,
ricanias des Indes,,,new,,,no,
rideau,6i,,existing,,,yes,
rite de chanvre,6d,,new,,,no,
rivets,6b,,new,,,no,
rivets de bois,6b,,new,,,yes,
riz,0a,,existing,,,yes,
riz du Levant,0a,,new,,,no,
robe,8,,existing,,,yes,
robe ; brodée,8,,existing,,,yes,
robe ; de chambre,8,,existing,,,yes,
robe ; de toile peinte,8,,existing,,,yes,
robe brodée,8,,ambiguous,,[Robes ; brodées],no,
robes,8,,ambiguous,,[Robes],no,
robes brodées,,,,,,no,
robes brodées en laine et de femme,8,,new,,,no,
robes d'indienne,8,,new,,,no,
robes de chambre,8,,ambiguous,,[Robe ; de chambre] [Robe de chambre],no,
robes de femme,8,,new,,,no,
robes de taffetas,8,,,,,no,
robes fourrées,8,,new,,,no,
robes peinte et de toile,8,,new,,,no,
robine,,,new,,,no,
robinet ; de bronze,6j,,existing,,,yes,
robinet ; de cuivre,6j,,existing,,,yes,
robinet de bronze,6j,,ambiguous,,[Robinets ; de bronze],no,
robinet de cuivre,6j,,ambiguous,,[Cuivre ; en robinets] [Robinets ; de cuivre],no,
robinets,6j,,new,,,no,
robinets à tirer le vin,6j,,new,,,no,
rocaille,2,,ambiguous,[Rocaille] [Rocailles],[Rocaille] [Rocailles],no,
rocaille ; de verre,2,,existing,,,yes,
rocaille de corail,2,,new,,,no,
rocaille de verre,2,,ambiguous,,[Rocaille ; de verre] [Rocaille ; de verrre] [Rocaille de verre] [Rocailles ; de verre] [Rocailles de verre],no,
rocaille de verres,2,,new,,,no,
roche de corne,2,,existing,,,yes,
roche de diable,2,,new,,,yes,
rocou,2,,ambiguous,,[Roucou] [Drogue ; pour la peinture et la teinture ; rocou] [Drogues ; pour la peinture et la teinture ; rocou] [Drogues ; pour peinture et teinture ; rocou] [Drogues ; Pour la teinture ; Nocou] [Rocou] [rocou] [3///Suite des matières premières///Rocou] [Drogues; Pour peintures et teintures; Rocou] [Roco] [Denrées des îles rocou] [Marchandises de Colonies françaises de l'Amérique ; Rocou] [Denrées des Isles Françaises de l'Amérique : Rocou] [3///Matières premières///Rocou] [3///Matières première///Rocou],no,
rocou des Îles,2,,new,,,no,
rocous,2,,new,,,no,
rodon,2,,ambiguous,[Rodon],[Rodon],no,
rogne,2,,existing,,,yes,
rognon ; de castor,0b,,existing,,,yes,
rognon ; de cerf,0a,,existing,,,yes,
rognon ; de rat musqué,0a,,existing,,,yes,
rognon ; de stockfish,0a,,existing,,,yes,
rognon de castor,0b,,ambiguous,,[Rognon ; de castor] [Rognon de Castor] [Rognon de Castors] [Rognon de castor] [Rognons ; de Castor] [Rognons ; de castor] [Rognons caslor] [Rognons de Castor] [Rognons de castor] [Rognons de castors] [Rognons des Castor] [Roignons de Castor],no,
rognon de cerf,0a,,ambiguous,,[Rognons de cerf],no,
rognon de rat musqué,0a,,ambiguous,,[Rognons de rat musqué],no,
rognon de stockfish,0a,,ambiguous,,[Rognons de ftocfiche] [Rognons de stocfiche],no,
rognons de castor,,,,,,no,
rognons de cerf,,,,,,no,
rognons de peau,2,,ambiguous,,[Rognons ; de peaux],no,
rognons de rat musqué,,,,,,no,
rognons de stockfish,,,,,,no,
rognure,2,,existing,,,yes,
rognure ; d'écaille,2,,existing,,,yes,
rognure ; d'ivoire,2,,existing,,,yes,
rognure ; de carte,2,,existing,,,yes,
rognure ; de castor,2,,existing,,,yes,
rognure ; de corne,2,,existing,,,yes,
rognure ; de corne ; de cerf,2,,existing,,,yes,
rognure ; de cuir,2,,existing,,,yes,
rognure ; de dent d'éléphant,2,,existing,,,yes,
rognure ; de drap,2,,existing,,,yes,
rognure ; de gaïac,2,,existing,,,yes,
rognure ; de mis,2,,existing,,,yes,
rognure ; de papier,2,,existing,,,yes,
rognure ; de parchemin,2,,existing,,,yes,
rognure ; de peau,2,,existing,,,yes,
rognure d'écaille,2,,ambiguous,,[Rognures ; d'ecaille] [Rognures ; d'écaille] [Rognures; d'ecaille] [Rognures ; d'Ecaille] [Rognures d'ecaille],no,
rognure d'ivoire,2,,ambiguous,,[Rognures ; d'yvoire] [Rognures ; dyvoire],no,
rognure de baleine,2,,new,,,yes,
rognure de carte,2,,ambiguous,,[Rogneures de cartes] [Rognure ; de cartes] [Rognures ; de cartes] [Rognures de cartes] [Rognures; de cartes] [rognures de cartes],no,
rognure de castor,2,,ambiguous,,[Rognures ; de castor],no,
rognure de chapeau,2,,new,,,yes,
rognure de corne,2,,ambiguous,,[razure de corne] [Rognures ; de cornes] [rognures de cornes] [Rapure ; de corne] [Rapures ; de corne] [Rapures ; de cornes] [Rapures de corne] [Rognures ; de corne],no,
rognure de corne de cerf,2,,ambiguous,,[Rapure ; de corne ; de cerf] [Rapure ; de corne de cerf] [Rapure de corne de cerf] [Rapures ; de corne de cerf] [Râpures ; de cornes de cerf],no,
rognure de cuir,2,,ambiguous,,[Rognures ; de cuir] [Rognures de cuir] [rognures de cuirs],no,
rognure de dent d'éléphant,2,,ambiguous,,[Rognures ; de Dents ; d'elephants] [Rognures ; de dent d'éléphant] [Rognures ; de dents d'éléphant] [Rognures ; de dents d'Elephants],no,
rognure de drap,2,,ambiguous,,[Rognure ; de drap] [Rognures ; de drap] [Rognures ; de draps] [Rognures de drap] [Rogures ; de draps],no,
rognure de gaïac,2,,ambiguous,,[Rapure de gaiac],no,
rognure de mis,2,,ambiguous,,[Rognures ; de mis],no,
rognure de papier,2,,ambiguous,,[Rognures ; de papier] [rognures de papier] [Rognures de papier],no,
rognure de parchemin,2,,ambiguous,,[Rognures ; de parchemin] [Rognures; de parchemin] [rognures de parchemins],no,
rognures,2,,ambiguous,,[Rognure diverses] [Rognures ; diverses] [Rognures diverses],no,
rognures de ???,2,,new,,,no,
rognures de baleine,,,,,,no,
rognures de carte,,,,,,no,
rognures de carterie,2,,new,,,no,
rognures de cartes et de papier,2,,new,,,yes,
rognures de castor,,,,,,no,
rognures de chapeau,,,,,,no,
rognures de corne,,,,,,no,
rognures de corne de cerf,,,,,,no,
rognures de corne et de parchemin,2,,new,,,yes,
rognures de cuir,,,,,,no,
rognures de cuir et de peau,2,,new,,,yes,
rognures de dent d'éléphant,,,,,,no,
rognures de drap,,,,,,no,
rognures de fer-blanc,2,,new,,,yes,
rognures de gaïac,,,,,,no,
rognures de gants,2,,new,,,no,
rognures de mis,,,,,,no,
rognures de papier,,,,,,no,
rognures de parchemin,,,,,,no,
rognures de parchemin en valeur,2,,new,,,yes,
rognures de peau,2,,ambiguous,,[Rognures ; de peau] [Rognures ; de peaux] [Rognures; de peaux] [Rognûres ; de peau] [rognures de peaux],no,
rogue de maquereau,2,,new,,,no,
rogue de poisson,2,,new,,,no,
rogue pour la pêche,2,,new,,,no,
rogues,2,,ambiguous,,[Rogue] [Rogues] [rogue] [rogues] [Rognes],no,
rogues de maquereau,,,,,,no,
rogues de maquereaux,2,,new,,,no,
rogues de morue,2,,ambiguous,,[Roue de morue] [Rogue de Morue] [Rogue de Morue;] [Rogue de morue] [Rogues ; de morue] [Rogues ; de morüe] [Rogues de Morue;] [Rogues de Moruë] [Rogues de morue] [Rogues morue] [Roques ; de morue] [Roques ; de morüe] [rogue de Morue] [Rognes ; de morue] [Rognes de Morue;] [Rognes de morue],no,
rogues de poisson,2,,new,,,no,
rogues de stockfish,2,,new,,,no,
rogues pour la pêche,,,,,,no,
roizette,,,new,,,no,
roldor,???,,ambiguous,[Rol d'or] [Roldor],[Rol d'or] [Roldor],no,
rollet,,,existing,,,yes,
rollet aune,,,new,,,yes,
rollet et batiste,,,existing,,,yes,
romaine,8,,ambiguous,[Romaines],[Romaines] [Romaine],no,
romals,???,,ambiguous,,[Rouauls] [Ronnais] [Romais] [Romals] [Romale],no,
romals des Indes,,,new,,,no,
romals pour mouchoirs,8,,new,,,yes,
romals pour mouchoirs aune,8,,new,,,yes,
romals rouges,,,new,,,no,
romarin,,,existing,,,yes,
roquelance écarlate,???,,ambiguous,,[Roquelance écarlate],no,
roquette,,,new,,,no,
rosaire,8,,ambiguous,[Rosaire] [Rozaires],[Rosaire] [Rozaires],no,
rosarde,,,new,,,no,
rose ; de province,2,,existing,,,yes,
rose de province,2,,ambiguous,,[Roses ; de province],no,
roseau,2,,ambiguous,[Roseau] [Roseaux] [Royeaux] [Rozeau] [Rozeaux] [roseau] [roseaux] [rozeaux],[Roseau] [Roseaux] [Royeaux] [Rozeau] [Rozeaux] [roseau] [roseaux] [rozeaux],no,
roseau ; champêtre,2,,existing,,,yes,
roseau ; d'Espagne,2,,existing,,,yes,
roseau champêtre,2,,ambiguous,,[Roseaux ; champêtre],no,
roseau d'Espagne,2,,ambiguous,,[Roseaux ; d'Espagne] [Rozeaux ; d'Espagne] [roseaux d'Espagne],no,
roseau d'Inde,,,new,,,yes,
roseaux coupés,,,new,,,no,
rosée de vie,5,,ambiguous,,[Rozée de vie],no,
roses de Provins,,,new,,,no,
roses sèches,,,new,,,no,
rosette de cuivre,6j,,ambiguous,,[Cuivre ; en rosette] [Cuivre ; en rozelle] [Cuivre ; en rozette] [Cuivre en Rosette] [Cuivre en Rozette] [Cuivre en rofette] [Cuivre en rozette] [Cuivre; en rosette] [Cuivre ; en Rozette] [Cuivre en rosette],no,
rosette de cuivre et mitraille de cuivre,6j,,new,,,no,
rosette ou plaques de cuivres non ouvré,6j,,ambiguous,,[Cuivre ; non ouvré ; en rosette ou plaque],no,
rossière de toile,,,new,,,no,
rossoly,,,new,,,no,
rotin,2,,ambiguous,[Rotin] [Rotins] [Rottin] [Rottins],[Rotin] [Rotins] [Rottin] [Rottins],no,
rotin des Indes,2,,new,,,no,
rouane,,,new,,,no,
rouault,,,new,,,no,
roucou,5,,existing,,,yes,
roudon,,,new,,,no,
roue,6k,,ambiguous,[Roues] [Roües] [roues] [Roues ; diverses] [Roues diverses] [Roües ; diverses] [Roües diverses],[Roues] [Roües] [roues] [Roues ; diverses] [Roues diverses] [Roües ; diverses] [Roües diverses] [Rouës ; diverses] [Rouës diverses],no,
roue ; à cabrouet,6,,existing,,,yes,
roue ; de bois,6,,existing,,,yes,
roue ; de brouette,6,,existing,,,yes,
roue ; de chaise,6,,existing,,,yes,
roue ; de charrette,6,,existing,,,yes,
roue ; de morue,6,,existing,,,yes,
roue à cabrouet,6k,,ambiguous,,[Rouen à tabrouets] [Roues cabrouets] [Roues de cabrouet] [Roues de cabrouets] [Roues de tabrouet] [Roues à cabroues] [Roues à tabrouets] [Rouës ; de cabrouets] [Roues a cabrouets],no,
roue de brouette,6k,,ambiguous,,[Roues de Brouette] [Roues de brouettes],no,
roue de chaise,6k,,ambiguous,,[Roues de chaises] [Rouës de chaises] [Rouës ; de chaises],no,
roue de chariot,7,,new,,,yes,
roue de charrette,7,,ambiguous,,[Roues de Charettes] [Roues de charettes] [Roues de charrette] [Roues à charettes] [Roues à charrette] [Roues de charrete],no,
roue ferrée,7,,new,,,yes,
roue neuve,6k,,new,,,yes,
rouergue,???,,ambiguous,[Rouergues],[Rouergues],no,
roues de bois,6,,ambiguous,,[Roües ; de bois],no,
roues de brouettes,,,new,,,no,
roues de cabriolet,,,new,,,no,
roues de carrosses,,,new,,,no,
roues de chaises ferrées,8,,new,,,no,
roues non ferrées,6b,,new,,,no,
rouet,7,,ambiguous,[Rouet] [Rouets] [Roüets],[Rouet] [Rouets] [Roüets],no,
rouet ; à filer,7,,existing,,,yes,
rouet à filer,7,,ambiguous,,[Rouet ; a filer] [Rouet a Files] [Rouets ; a filer] [Rouets ; a filler] [Rouets a Files] [Rouets a filer] [Rouets à filer] [Roüets ; à filer] [Roüets a Filer] [Roüets a filer],no,
rouets de moulins,7,,new,,,no,
rouets petits,,,new,,,no,
rouge,5,,ambiguous,[Rouge] [rouge],[Rouge] [rouge],no,
rouge ; brun,5,,existing,,,yes,
rouge ; clair,5,,existing,,,yes,
rouge ; commun ; en poudre,5,,existing,,,yes,
rouge ; d'Angleterre,5,,existing,,,yes,
rouge ; d'Espagne,5,,existing,,,yes,
rouge ; d'Inde,5,,existing,,,yes,
rouge ; en pierre,5,,existing,,,yes,
rouge ; en poudre,5,,existing,,,yes,
rouge ; gras,5,,existing,,,yes,
rouge ; gros,5,,existing,,,yes,
rouge à peindre,5,,new,,,no,
rouge Annatto colorant,5,,new,,,yes,
rouge brun,5,,ambiguous,,[Rouge ; brun] [Rouge Brun] [Rouge brun] [rouge Brun] [Drogues ; pour la peinture et la teinture ; rouge ; brun] [Drogues; Pour peintures et teintures; Rouge brun],no,
rouge clair,5,,ambiguous,,[Rouge clair] [rouge clair],no,
rouge commun,5,,new,,,yes,
rouge commun en poudre,5,,ambiguous,,[rouge commun en poudre],no,
rouge d'Angleterre,5,,ambiguous,,[Rouge ; d'Angleterre] [Rouge d'angleterre] [rouge d'Angleterre] [rouge d'angleterre],no,
rouge d'Espagne,5,,ambiguous,,[Rouge ; d'Espagne] [Rouge d'Espagne] [rouge d'Espagne] [rouge d'espagne] [rouges d'Espagne],no,
rouge d'Inde,5,,ambiguous,,[Rouge ; d'Inde] [Rouge ; d'inde] [Rouge d'inde],no,
rouge de Perse,5,,new,,,yes,
rouge de Perse et de rosse,5,,new,,,yes,
rouge de rosse,5,,new,,,yes,
rouge de Venise,5,,new,,,no,
rouge en pierre,5,,ambiguous,,[Rouge ; en pierres] [Rouge en Pierres],no,
rouge en poudre,5,,ambiguous,,[Rouge de Poudre] [Rouge en poudre] [rouge en poudre],no,
rouge fin,5,,new,,,yes,
rouge gras,5,,ambiguous,,[Rouge gras] [Rouges gras],no,
rouge grode,5,,new,,,no,
rouge gros,5,,ambiguous,,[Rouge ; gros] [Rouge gros] [rouge gros],no,
rouge minéral,5,,ambiguous,,[Drogues ; pour la peinture et la teinture ; rouge ; minéral],no,
rouge perse et de rosse,5,,new,,,yes,
rouleau de cuivre,6j,,ambiguous,,[Cuivre ; en rouleau] [Cuivres en Rouleaux],no,
rouleau de laiton,,,new,,,no,
rouleau rôles,,,new,,,no,
roulette de bois commun à trois rouets,,,new,,,no,
rousols,,,new,,,no,
roussettes,,,new,,,no,
ruban,6i,,ambiguous,[Rubans] [Ruban ; divers] [Rubans ; divers] [Rubans de diverses matières] [Rubans divers] [Rubanerie diverse] [Rubannerie diverse] [Rubanneries diverses] [Rubanneris diverses],[Rubans] [Ruban ; divers] [Rubans ; divers] [Rubans de diverses matières] [Rubans divers] [Rubanerie diverse] [Rubannerie diverse] [Rubanneries diverses] [Rubanneris diverses],no,
ruban à perruques,6i,,new,,,no,
ruban au quart,6i,,ambiguous,,[Ruban ; au quart] [Ruban ; au quast] [Riban ; au quart],no,
ruban au quart de soie,6f,,ambiguous,,[Rubans; au quart de soye] [Ruban ; au quart de soye] [Rubans ; au quart de soye],no,
ruban d'argent,6i,,ambiguous,,[Ruban ; d'argent] [Ruban en argent] [Rubans d'argent] [Ruban d'argent],no,
ruban d'argent et d'or,6i,,new,,,no,
ruban d'argent et d'or et de soie,6f,,new,,,no,
ruban d'argent et de soie,6f,,new,,,no,
ruban d'argent faux et d'or faux et de soie,6f,,new,,,no,
ruban d'argent faux et de fil blanc,6d,,new,,,no,
ruban d'étoupes de chanvre,6d,,,,,no,
ruban d'étoupes de lin,6d,,,,,no,
ruban d'or,6j,,ambiguous,,[Ruban ; d'or] [Ruban d'or] [Rubans en or],no,
ruban d'or et de soie,6f,,new,,,no,
ruban de coutil,6d,,,,,no,
ruban de crin,6e,,,,,no,
ruban de cuivre,6j,,new,,,yes,
ruban de Elberfeld,6k,,new,,,yes,
ruban de fer,6j,,new,,,yes,
