numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantit_unit,prix_unitaire,value,probleme,remarks
385,Hasna,Archives de la CCI de Marseille - I 414,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,fleurs artifficielles,Marseille,Italie,"1 087,00",livres,"50,0000000","54350,00","0,00",
386,Hasna,Archives de la CCI de Marseille - I 415,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,fleurs de souffre,Marseille,Italie,"3 366,00",livres,"0,1500000","504,00","-0,90",
387,Hasna,Archives de la CCI de Marseille - I 416,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,folicule de sené,Marseille,Italie,"390,00",livres,"1,0000000","390,00","0,00",
388,Hasna,Archives de la CCI de Marseille - I 417,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,fromage,Marseille,Italie,"20 353,00",livres,"0,3500000","7123,00","-0,55",
389,Hasna,Archives de la CCI de Marseille - I 418,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,fruit vert,Marseille,Italie,"5 710,00",livres,"0,1000000","571,00","0,00",
390,Hasna,Archives de la CCI de Marseille - I 419,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,fusils,Marseille,Italie,"150,00",nombre,"15,0000000","2250,00","0,00",
391,Hasna,Archives de la CCI de Marseille - I 420,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,galles,Marseille,Italie,"3 172,00",livres,"0,5000000","1586,00","0,00",
392,Hasna,Archives de la CCI de Marseille - I 421,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,gans de laine,Marseille,Italie,"150,00",douzaines,"12,0000000","1800,00","0,00",
393,Hasna,Archives de la CCI de Marseille - I 422,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,gans de peaux,Marseille,Italie,"6,00",douzaines,"10,0000000","60,00","0,00",
394,Hasna,Archives de la CCI de Marseille - I 423,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,garance,Marseille,Italie,"300,00",livres,"0,4000000","120,00","0,00",
395,Hasna,Archives de la CCI de Marseille - I 424,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,gaudron,Marseille,Italie,"327 900,00",livres,"0,1000000","32790,00","0,00",
396,Hasna,Archives de la CCI de Marseille - I 425,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,gerofle,Marseille,Italie,"200,00",livres,"16,0000000","3200,00","0,00",
397,Hasna,Archives de la CCI de Marseille - I 426,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,glüe,Marseille,Italie,"600,00",livres,"1,0000000","600,00","0,00",
398,Hasna,Archives de la CCI de Marseille - I 427,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,gomme d'amandier,Marseille,Italie,"4 500,00",livres,"0,5000000","2250,00","0,00",
399,Hasna,Archives de la CCI de Marseille - I 428,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,gomme lacque,Marseille,Italie,"600,00",livres,"2,0000000","1200,00","0,00",
400,Hasna,Archives de la CCI de Marseille - I 429,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,grabeau de cire,Marseille,Italie,"3 786,00",livres,"0,5000000","1893,00","0,00",
401,Hasna,Archives de la CCI de Marseille - I 430,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,grabeau d'encens,Marseille,Italie,"1 450,00",livres,"0,2000000","290,00","0,00",
402,Hasna,Archives de la CCI de Marseille - I 431,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,grabeau de tartre,Marseille,Italie,"7 000,00",livres,"0,1500000","1050,00","0,00",
403,Hasna,Archives de la CCI de Marseille - I 432,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,graine de chanvre,Marseille,Italie,"24 000,00",livres,"0,2500000","6000,00","0,00",
404,Hasna,Archives de la CCI de Marseille - I 433,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,graine de lin,Marseille,Italie,"35 000,00",livres,"0,2500000","8750,00","0,00",
405,Hasna,Archives de la CCI de Marseille - I 434,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,graisse,Marseille,Italie,"1 064,00",livres,"0,3000000","319,00","-0,20",
406,Hasna,Archives de la CCI de Marseille - I 435,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,herbages,Marseille,Italie,"3,00",charges,"6,0000000","18,00","0,00",
407,Hasna,Archives de la CCI de Marseille - I 436,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,herbages,Marseille,Italie,"18 230,00",livres,"0,5000000","9115,00","0,00",
408,Hasna,Archives de la CCI de Marseille - I 437,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,herbes perelle,Marseille,Italie,"8 700,00",livres,"0,4000000","3480,00","0,00",
409,Hasna,Archives de la CCI de Marseille - I 438,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,huile d'amande,Marseille,Italie,"2 983,00",livres,"1,0000000","2983,00","0,00",
410,Hasna,Archives de la CCI de Marseille - I 439,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,huile de copahû,Marseille,Italie,"37,00",livres,"1,5000000","55,00","-0,50",
411,Hasna,Archives de la CCI de Marseille - I 440,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,huile de lin,Marseille,Italie,"19 700,00",livres,"0,3000000","5910,00","0,00",
412,Hasna,Archives de la CCI de Marseille - I 441,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,huile d'olive,Marseille,Italie,"84 033,00",milleroles,"40,0000000","3361320,00","0,00",
413,Hasna,Archives de la CCI de Marseille - I 442,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,7,1757,Imports,huile de poisson,Marseille,Italie,"4 600,00",livres,"0,2500000","1150,00","0,00",
414,Hasna,Archives de la CCI de Marseille - I 443,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,huile de vitriol,Marseille,Italie,"6 600,00",livres,"4,0000000","26400,00","0,00",
415,Hasna,Archives de la CCI de Marseille - I 444,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,jalap,Marseille,Italie,"400,00",livres,"2,0000000","800,00","0,00",
416,Hasna,Archives de la CCI de Marseille - I 445,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,jambons,Marseille,Italie,"1 100,00",livres,"0,5000000","550,00","0,00",
417,Hasna,Archives de la CCI de Marseille - I 446,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,indienne,Marseille,Italie,"7,00",pieces,"15,0000000","105,00","0,00",
418,Hasna,Archives de la CCI de Marseille - I 447,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,indigo,Marseille,Italie,"783,00",livres,"10,0000000","7830,00","0,00",
419,Hasna,Archives de la CCI de Marseille - I 448,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,ipecacuana,Marseille,Italie,"1 200,00",livres,"4,0000000","4800,00","0,00",
420,Hasna,Archives de la CCI de Marseille - I 449,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,iris,Marseille,Italie,"27 438,00",livres,"0,7500000","20578,00","-0,50",
421,Hasna,Archives de la CCI de Marseille - I 450,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,jus de citron,Marseille,Italie,"191 586,00",livres,"0,0600000","11495,00","-0,16",
422,Hasna,Archives de la CCI de Marseille - I 451,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,jus de reglisse,Marseille,Italie,"370 814,00",livres,"0,3500000","129784,00","-0,90",
423,Hasna,Archives de la CCI de Marseille - I 452,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,labdanum,Marseille,Italie,"500,00",livres,"1,0000000","500,00","0,00",
424,Hasna,Archives de la CCI de Marseille - I 453,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,lacque platte,Marseille,Italie,"4 100,00",livres,"1,3000000","5330,00","0,00",
425,Hasna,Archives de la CCI de Marseille - I 454,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,laine lavée,Marseille,Italie,"367 605,00",livres,"1,1000000","404365,00","-0,50",
426,Hasna,Archives de la CCI de Marseille - I 455,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,laine surge,Marseille,Italie,"257 015,00",livres,"0,4000000","102806,00","0,00",
427,Hasna,Archives de la CCI de Marseille - I 456,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,lampes de cuivre,Marseille,Italie,"100,00",nombre,"6,0000000","600,00","0,00",
428,Hasna,Archives de la CCI de Marseille - I 457,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,legumes,Marseille,Italie,"166 800,00",livres,"0,1500000","25020,00","0,00",
429,Hasna,Archives de la CCI de Marseille - I 458,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,librairie,Marseille,Italie,"21 460,00",livres,"2,0000000","42920,00","0,00",
430,Hasna,Archives de la CCI de Marseille - I 459,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,liege,Marseille,Italie,"1 300,00",livres,"0,1500000","195,00","0,00",
431,Hasna,Archives de la CCI de Marseille - I 460,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,limes d'acier,Marseille,Italie,"700,00",livres,"0,5000000","350,00","0,00",
432,Hasna,Archives de la CCI de Marseille - I 461,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,liqueurs,Marseille,Italie,"10 920,00",livres,"0,7500000","8190,00","0,00",
433,Hasna,Archives de la CCI de Marseille - I 462,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,litarge,Marseille,Italie,"4 800,00",livres,"0,1800000","864,00","0,00",
434,Hasna,Archives de la CCI de Marseille - I 463,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,lunettes d'aproche,Marseille,Italie,"110,00",douzaines,"36,0000000","3960,00","0,00",
435,Hasna,Archives de la CCI de Marseille - I 464,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,lustres de venise,Marseille,Italie,"950,00",livres,"1,5000000","1425,00","0,00",
436,Hasna,Archives de la CCI de Marseille - I 465,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,lin crû,Marseille,Italie,"700,00",livres,"0,6000000","420,00","0,00",
437,Hasna,Archives de la CCI de Marseille - I 466,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,mane,Marseille,Italie,"291 821,00",livres,"1,2500000","364776,00","-0,25",
438,Hasna,Archives de la CCI de Marseille - I 467,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,marbre brut,Marseille,Italie,"12 340,00",livres,"1,5000000","18510,00","0,00",
439,Hasna,Archives de la CCI de Marseille - I 468,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,marbre ouvré,Marseille,Italie,"3 800,00",livres,"0,0500000","190,00","0,00",
440,Hasna,Archives de la CCI de Marseille - I 469,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,marbre ouvré,Marseille,Italie,"550,00",carreaux,"0,6000000","330,00","0,00",
441,Hasna,Archives de la CCI de Marseille - I 470,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,marbre ouvré,Marseille,Italie,"1 795,00",mortiers,"1,5000000","2692,00","-0,50",
442,Hasna,Archives de la CCI de Marseille - I 471,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,marbre ouvré,Marseille,Italie,"3 649,00",pieces,"20,0000000","72980,00","0,00",
443,Hasna,Archives de la CCI de Marseille - I 472,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,masque de cire,Marseille,Italie,"150,00",livres,"1,0000000","150,00","0,00",
444,Hasna,Archives de la CCI de Marseille - I 473,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,meches souffrées,Marseille,Italie,"200,00",livres,"0,3000000","60,00","0,00",
445,Hasna,Archives de la CCI de Marseille - I 474,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,mercerie,Marseille,Italie,"19 967,00",livres,"3,5000000","69884,00","-0,50",
446,Hasna,Archives de la CCI de Marseille - I 475,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,miny,Marseille,Italie,"885,00",livres,"0,2000000","177,00","0,00",
447,Hasna,Archives de la CCI de Marseille - I 476,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,mouchoirs de coton,Marseille,Italie,"1 200,00",pieces,"2,0000000","2400,00","0,00",
448,Hasna,Archives de la CCI de Marseille - I 477,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,mouchoirs de soye,Marseille,Italie,"250,00",douzaines,"18,0000000","4500,00","0,00",
449,Hasna,Archives de la CCI de Marseille - I 478,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,nacres de perle,Marseille,Italie,"1 500,00",livres,"0,5000000","750,00","0,00",
450,Hasna,Archives de la CCI de Marseille - I 479,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,noisettes,Marseille,Italie,"194 600,00",livres,"0,1000000","19460,00","0,00",
451,Hasna,Archives de la CCI de Marseille - I 480,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,oignons,Marseille,Italie,"8,00",charges,"15,0000000","120,00","0,00",
452,Hasna,Archives de la CCI de Marseille - I 481,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,olives,Marseille,Italie,"120,00",livres,"0,0500000","6,00","0,00",
453,Hasna,Archives de la CCI de Marseille - I 482,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,oranges ,Marseille,Italie,"311,25",milliers,"10,0000000","3112,00","-0,50",
454,Hasna,Archives de la CCI de Marseille - I 483,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,orge,Marseille,Italie,"1 800,00",charges,"12,0000000","21600,00","0,00",
455,Hasna,Archives de la CCI de Marseille - I 484,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,orpiment,Marseille,Italie,"1 200,00",livres,"0,2400000","288,00","0,00",
456,Hasna,Archives de la CCI de Marseille - I 485,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,palmes en feuilles,Marseille,Italie,"6 000,00",livres,"0,5000000","3000,00","0,00",
457,Hasna,Archives de la CCI de Marseille - I 486,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,papier blanc,Marseille,Italie,"2 402,00",rames,"6,0000000","14412,00","0,00",
458,Hasna,Archives de la CCI de Marseille - I 487,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,papier blanc,Marseille,Italie,"467,00",livres,"0,2500000","116,00","-0,75",
459,Hasna,Archives de la CCI de Marseille - I 488,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,parapluye,Marseille,Italie,"1 078,00",livres,"3,0000000","3234,00","0,00",
460,Hasna,Archives de la CCI de Marseille - I 489,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,paste d'amende,Marseille,Italie,"11 925,00",livres,"0,4000000","4770,00","0,00",
461,Hasna,Archives de la CCI de Marseille - I 490,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,peaux d'agneaux,Marseille,Italie,"115,00",livres,"0,6000000","69,00","0,00",
462,Hasna,Archives de la CCI de Marseille - I 491,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,peaux de cerf,Marseille,Italie,"6,00",en nombre,"14,0000000","84,00","0,00",
463,Hasna,Archives de la CCI de Marseille - I 492,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,peaux de chamois,Marseille,Italie,"2 750,00",livres,"3,0000000","8250,00","0,00",
464,Hasna,Archives de la CCI de Marseille - I 493,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1757,Local,8,1757,Imports,peaux de chevre en poil,Marseille,Italie,"9 576,00",livres,"1,2500000","11970,00","0,00",
