numrodesource,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
109,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Gaudron,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"377 750,00",livres,"0,1500000","56662,00","-0,50",
110,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Lin cru,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"300,00",livres,"0,6000000","180,00","0,00",
111,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Mats de vaisseaux,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"2,00",en nombre,"130,0000000","130,00","0,00",130 pour les 2 mats
112,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Miny,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"4 800,00",livres,"0,2000000","960,00","0,00",
113,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Pelleterie crüe,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"4 500,00",livres,"1,2000000","5400,00","0,00",
114,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Piment,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"500,00",livres,"0,1000000","50,00","0,00",
115,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Planches de sapin,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"4 024,00",douzaines,"9,0000000","36216,00","0,00",
116,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Toille blanche,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"800,00",livres,"3,0000000","2400,00","0,00",
117,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Verres de cristal,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"1 000,00",livres,"2,0000000","2000,00","0,00",
118,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Zedoria,Marseille,Nord qui comprend les villes anseatiques et la moscovie,"181,00",livres,"1,2000000","217,00","-0,20",
119,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Amandes cassées,Marseille,Espagne,"46 010,00",livres,"0,2000000","9202,00","0,00",
120,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,3,1746,Import,Amecons,Marseille,Espagne,"30,00",milliers,"16,0000000","480,00","0,00",
121,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Anchoyes,Marseille,Espagne,"45,00",barils,"12,0000000","540,00","0,00",
122,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Anchoyes,Marseille,Espagne,"100 825,00",livres,"0,5000000","50412,00","-0,50",
123,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Anis,Marseille,Espagne,"39 346,00",livres,"0,2000000","7869,00","-0,20",
124,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Argent vif,Marseille,Espagne,"2 791,00",livres,"5,0000000","13955,00","0,00",
125,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Balais de palme,Marseille,Espagne,"6 360,00",douzaines,"0,9000000","5724,00","0,00",
126,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bas de fil,Marseille,Espagne,"1 000,00",livres,"5,0000000","5000,00","0,00",
127,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bas de filoselle ,Marseille,Espagne,"684,00",paires,"7,0000000","4788,00","0,00",en douzaines de paires
128,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bas de laine,Marseille,Espagne,"600,00",livres,"6,0000000","3600,00","0,00",
129,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Baume du Perou,Marseille,Espagne,"107,00",livres,"14,0000000","1498,00","0,00",
130,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bazannes tannées,Marseille,Espagne,"400,00",livres,"0,6000000","240,00","0,00",
131,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Beurre,Marseille,Espagne,"2 000,00",livres,"0,3000000","600,00","0,00",
132,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bierre,Marseille,Espagne,"9 000,00",livres,"0,1000000","900,00","0,00",
133,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bigues,Marseille,Espagne,"50,00",pièces,"1,0000000","50,00","0,00",
134,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bled froment,Marseille,Espagne,"11 455,00",charges,"25,0000000","286375,00","0,00",
135,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bois a bruler,Marseille,Espagne,"3 737 000,00",livres,"0,0090000","33633,00","0,00",
136,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bonnets de laine,Marseille,Espagne,"469,00",douzaines,"10,0000000","4690,00","0,00",
137,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bourdes,Marseille,Espagne,"8 722 525,00",livres,"0,0900000","785027,00","-0,25",
138,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Bray sec,Marseille,Espagne,"41 250,00",livres,"0,1500000","6187,00","-0,50",
139,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Brun rouge,Marseille,Espagne,"385 900,00",livres,"0,0250000","9647,00","-0,50",
140,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Cacao,Marseille,Espagne,"200,00",livres,"1,3000000","260,00","0,00",
141,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Canefice,Marseille,Espagne,"55,00",livres,"1,0000000","55,00","0,00",
142,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Capres,Marseille,Espagne,"5 000,00",livres,"0,2200000","1100,00","0,00",
143,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Carreaux de briques,Marseille,Espagne,"2 800,00",en nombre,"0,0150000","42,00","0,00",
144,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Carrouges,Marseille,Espagne,"3 100,00",livres,"0,0500000","155,00","0,00",
145,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Chanvre cru,Marseille,Espagne,"850,00",livres,"0,1800000","153,00","0,00",
146,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Charbon de bois,Marseille,Espagne,"41 600,00",livres,"0,0200000","832,00","0,00",
147,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Chocolat,Marseille,Espagne,"175,00",livres,"3,5000000","612,00","-0,50",
148,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Cire jaune,Marseille,Espagne,"9 260,00",livres,"1,3500000","12501,00","0,00",
149,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Citrons,Marseille,Espagne,"20,00",milliers,"30,0000000","600,00","0,00",
150,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Collequinte,Marseille,Espagne,"13 625,00",livres,"1,5000000","20437,00","-0,50",
151,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Colombine,Marseille,Espagne,"9 700,00",livres,"0,0500000","485,00","0,00",
152,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Corail blanc,Marseille,Espagne,"703,00",livres,"0,3000000","210,00","-0,90",
153,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Corail brut,Marseille,Espagne,"13 620,00",livres,"2,0000000","27240,00","0,00",
154,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Cordages de chanvre,Marseille,Espagne,"119 600,00",livres,"0,3000000","35880,00","0,00",
155,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Cordages d'espars,Marseille,Espagne,"2 920,00",douzaines,"7,0000000","20440,00","0,00",
156,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Cornes de mouton,Marseille,Espagne,"55 860,00",paires,"0,0500000","2793,00","0,00",
157,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Coton en laine,Marseille,Espagne,"53 976,00",livres,"0,5000000","26988,00","0,00",
158,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Couffins de palme,Marseille,Espagne,"125,00",douzaines,"6,0000000","750,00","0,00",
159,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Couperose verte,Marseille,Espagne,"1 500,00",livres,"0,0900000","135,00","0,00",
160,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Cordouan,Marseille,Espagne,"4 650,00",livres,"1,2500000","5812,00","-0,50",
161,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Couvertures de coton,Marseille,Espagne,"100,00",douzaines,"90,0000000","9000,00","0,00",
162,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Couvertures de laine,Marseille,Espagne,"118,00",pièces,"12,0000000","1416,00","0,00",
163,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Cuirs de bouef en poil,Marseille,Espagne,"486,00",pièces,"14,0000000","6804,00","0,00",
164,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Escayolles,Marseille,Espagne,"20 140,00",livres,"0,1000000","2014,00","0,00",
165,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Espars,Marseille,Espagne,"1 568,00",milliers,"40,0000000","62720,00","0,00",
166,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Fer en barres,Marseille,Espagne,"38 325,00",livres,"0,1450000","5557,00","-0,13",
167,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Fer vieux,Marseille,Espagne,"11 100,00",livres,"0,0750000","832,00","-0,50",
168,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Feves,Marseille,Espagne,"59,00",charges,"15,0000000","885,00","0,00",
169,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Figues,Marseille,Espagne,"433 848,00",livres,"0,1000000","43384,00","-0,80",
170,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Fil de chevre,Marseille,Espagne,"50 084,00",livres,"3,0000000","150252,00","0,00",
171,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Fil a coudre,Marseille,Espagne,"310,00",livres,"2,0000000","620,00","0,00",
172,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Fil d'espars,Marseille,Espagne,"3 261,00",grosses,"40,0000000","130440,00","0,00",
173,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Fil d'espars,Marseille,Espagne,"701,00",milliers,"50,0000000","35050,00","0,00",
174,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Fil de palmes,Marseille,Espagne,"3 500,00",livres,"0,3000000","1050,00","0,00",
175,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,4,1746,Import,Fressel de vermichel,Marseille,Espagne,"468,00",livres,"0,1000000","46,00","-0,80",
176,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,5,1746,Import,Fromage,Marseille,Espagne,"141 520,00",livres,"0,2500000","35380,00","0,00",
177,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,5,1746,Import,Gaudes,Marseille,Espagne,"15 700,00",livres,"0,0400000","628,00","0,00",
178,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,5,1746,Import,Gaudron,Marseille,Espagne,"250 800,00",livres,"0,1500000","37620,00","0,00",
179,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,5,1746,Import,Gomme commune,Marseille,Espagne,"1 180,00",livres,"0,2000000","236,00","0,00",
180,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,5,1746,Import,Harancades,Marseille,Espagne,"8,50",barils,"25,0000000","212,00","-0,50",
181,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,5,1746,Import,Harancades,Marseille,Espagne,"32 700,00",en nombre,"0,0125000","408,00","-0,75",
182,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,5,1746,Import,Harancades,Marseille,Espagne,"28 800,00",livres,"0,1500000","4320,00","0,00",
183,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,5,1746,Import,Huile d'olive,Marseille,Espagne,"9 254,00",milleroles,"36,0000000","333144,00","0,00",
