marchandises_normalisees,marchandises_simplifies,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_normalisees,nbr_bdc_marchandises_simplifies
Cordon,Cordes,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,200
Cordonnets,Cordes,6,6,0,,0,,,0,0,,,,,,,0,0,0,,1,1,200
Cordonnets ; de poil,Cordonnets ; de poil,6,6b,0,,0,,,0,0,,,25,,,,0,0,0,,1,2,2
Cordons,,,,,,,,,,,,,,,,,,,,,1,4,63124
Cordons ; d'argent,Cordons,6,6,0,,0,,,0,0,,,7,,,,0,0,0,,1,5,70
Cordons ; d'or,Cordons,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,11,70
Cordons ; d'or et d'argent,Cordons,6,6a,0,,0,,,0,0,,,4,,,,0,0,0,,1,5,70
Cordons ; de fil,Cordons,6,6a,0,,0,,,0,0,,,1,,,,0,0,0,,1,5,70
Cordons ; de filoselle,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cordons ; de fleurets,Cordons,6,6c,0,,0,,,0,0,,,61,,,,0,0,0,,1,7,70
Cordons ; de montre,Cordons,6,6,0,,0,,,0,0,,,15,,,,0,0,0,,1,2,70
Cordons ; de montre ; avec or,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cordons ; de soie,Cordons,6,6c,0,,0,,,0,0,,,4,,,,0,0,0,,1,35,70
Cordouan,Cordouan,6,6,0,Sorte de cuir dont on fait communément des souliers,0,,,0,0,,,27,,,,0,0,0,,1,27,27
Coriandre,Coriandre,0,0a,1,"Savary, volume 2, 1748 : « Outre les dragées de Coriandre que l'on fait, et dont les meilleures viennent de Verdun ; cette graine a quelque usage dans la médecine », s'utilise dans les remèdes et concoctions.",1,1,Corriander Seed,1,0,,,0,,,,0,0,0,,1,13,13
Coriandre et noix,,,,,,,,,,,,,,,,,,,,,1,1,63124
Coriandre et riz,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corinthes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cornalines,Cornalines,8,8,0,"Savary, volume 2, 1748 : « Pierre précieuse »",0,,,0,0,,,0,,,,0,0,0,,1,2,2
Cornes ; ?,Cornes,2,2,0,,0,,,0,0,,,13,,,,0,0,0,,1,3,632
Cornes ; de boucs et chèves,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cornes ; de bœuf,Cornes,2,2,0,,0,,,0,0,,,68,,,,0,0,0,,1,125,632
Cornes ; de bœuf et de vache,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,15,63124
Cornes ; de bœuf et vache,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cornes ; de cerf,Cornes,2,2,1,"Cf. P.H.Wallis  : Harts horn (Ceruus is deer), burned",1,0,Cornu Cervi Calcinatum,0,1,,,27,,,,0,0,0,,1,100,632
Cornes ; de lanterne,Cornes,2,2,0,,0,,,0,0,,,18,,,,0,0,0,,1,4,632
Cornes ; de mouton,Cornes,2,2,0,,0,,,0,0,,,14,,,,0,0,0,,1,149,632
Cornes ; de vache,,,,,,,,,,,,,,,,,,,,,1,2,63124
Cornes ; de vaches,Cornes,2,2,0,,0,,,0,0,2,2,3,,,,0,0,0,,1,2,632
Cornes ; diverses,Cornes,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,76,632
Cornes ; mêlées,Cornes,2,2,0,,0,,,0,0,,,20,,,,0,0,0,,1,14,632
Cornes ; plate,Cornes,2,2,0,,0,,,0,0,,,37,,,,0,0,0,,1,27,632
Cornes ; à faire peigner,,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,63124
Cornes ; à lanternes,Cornes,2,2,0,,0,,,0,0,,,32,,,,0,0,0,,1,132,632
Cornes ; de bétail,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,11,63124
Cornes ; de bœuf et vaches,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cornes ; de verre,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Cornichons,Cornichons,0,0a,0,,0,,,0,0,0,0a,12,,,,0,0,0,,1,39,39
Cornichons ; confits,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Corode,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Corou,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,21,63124
Corps,Corps,???,???,0,,0,,,0,0,,,6,,,,0,0,0,,1,33,33
Corps ; de jupe,Corps ; de jupe,8,8,0,,0,,,0,0,,,107,,,,0,0,0,,1,5,5
Corps ; piqués,Corps ; piqués,???,???,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,1
Corps d'arbres ;,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corps d'arbres ; brut,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corps d'arbres ; de 20 à 30 pieds,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corps d'arbres ; de 30 à 40 pieds,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corps d'arbres ; de 40 à 50 pieds,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corps d'arbres ; de la longeur de 50 à 60 pieds,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corps d'arbres ; en dessous de 20 pieds,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corps d'arbres ; reduit en pieds de gittes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Corrois ; de fusils,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cors ; de chasse,Cors ; de chasse,8,8,0,,0,,,0,0,8,8,2,,,,0,0,0,,1,5,5
Corsane,Corsane,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,2
Corsets,Corsets,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,1,1
Corsets ; de toile,Corsets ; de toile,8,8,0,,0,,,0,0,,,11,,,,0,0,0,,1,1,1
Corsets ; de Deimette,,8,8,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Corty,Corty,???,???,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,2
Corvos,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Coslus,Coslus,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,0,0,0
Costus,Costus,2,2,1,Costus est un genre d'environ 150 espèces de la famille des Costaceae. Il est présent dans toutes les régions tropicales. Cf. P.H.Wallis,1,0,Costus,1,0,,,4,,,,0,0,0,,1,6,6
Costus ; doux,Costus ; doux,2,2,1,Costus est un genre d'environ 150 espèces de la famille des Costaceae. Il est présent dans toutes les régions tropicales. Cf. P.H.Wallis,1,0,Costus,1,0,,,2,,,,0,0,0,,1,2,2
Cotillon ; de toile ; piquée,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cotinus,,,,,,,,,,,,,,,,,,,,,1,1,63124
Coton,Coton,2,2,0,,0,,,0,0,,,79,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,559,2055
Coton ; autre et de Méditerranée,,,,,,,,,,,,,,,,,,,,,1,1,63124
Coton ; cardé,Coton,2,2,0,,0,,,0,0,,,2,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,16,2055
Coton ; divers,Coton,2,2,0,,0,,,0,0,,,1,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,7,2055
Coton ; en laine,Coton,2,2,0,,0,,,0,0,2,2,41,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,712,2055
Coton ; en laine ; du Brésil,Coton,2,2,0,,0,,,0,0,,,3,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,1,2055
Coton ; en laine ; du Levant,Coton,2,2,0,,0,,,0,0,,,6,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,13,2055
Coton ; en mèche,,,,,,,,,,,,,,,,,,,,,1,1,63124
Coton ; en mêche,Coton,6,6d,0,Mèches de coton pour chandelles et lampes,0,,,0,0,6,6d,32,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,1,2055
Coton ; en ouatte,Coton,2,2,0,,0,,,0,0,,,28,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,3,2055
Coton ; en poil,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Coton ; en rames,Coton,6,6d,0,,0,,,0,0,,,,,,,0,0,0,,1,2,2055
Coton ; filé,Coton,6,6d,0,,0,,,0,0,,,31,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,682,2055
Coton ; filé ; blanc,Coton,6,6d,0,,0,,,0,0,,,1,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,2,2055
Coton ; filé ; commun,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Coton ; filé ; des Indes,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Coton ; filé ; du Levant,Coton,6,6d,0,,0,,,0,0,,,2,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,21,2055
Coton ; filé ; rouge,Coton,6,6d,0,,0,,,0,0,,,,Coton ; autres et de Méditerrannée,Coton ; autres et de Méditerrannée,,0,0,0,,1,3,2055
Coton ; filé ; étranger,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Coton ; filé ; commun,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,8,63124
Coton ; filé ; fin d'once,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,6,63124
Coton ; ouvré,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Coton ; rouge,Coton,2,2,0,,0,,,0,0,,,1,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,2,2055
Coton ; sits et mousseline,,,,,,,,,,,,,,,,,,,,,1,2,63124
Coton ; souffré,Coton,2,2,0,,0,,,0,0,,,1,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,21,2055
Coton ; teint,Coton,6,6d,0,,0,,,0,0,,,3,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,8,2055
Coton ; à broder,Coton,6,6d,0,,0,,,0,0,,,1,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,2,2055
Coton ; étoffes ; des Indes,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Coton et calicot,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cotonille,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Cotonnade,Cotonnade,6,6d,0,,0,,,0,0,,,4,Coton ; autre et de Méditerranée,Coton ; autre et de Méditerranée,,0,0,0,,1,95,95
Cotonnade ; bonneterie,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,85,63124
Cotonnade ; bonneterie ; de coton de fil,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,42,63124
Cotonnade ; chapellerie,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,18,63124
Cotonnade ; couvertures,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,33,63124
Cotonnade ; dentelles et blondes,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,18,63124
"Cotonnade ; draps, étoffes de toute sorte",,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,25,63124
Cotonnade ; gazes,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,10,63124
Cotonnade ; gazes et tulles,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
"Cotonnade ; gazes, crêpes et tulles",,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,16,63124
Cotonnade ; mouchoirs,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,35,63124
Cotonnade ; mouchoirs et schals,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,79,63124
Cotonnade ; mouchoirs ; de coton et fil,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,21,63124
Cotonnade ; rubannerie diverse,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,9,63124
Cotonnade ; schals,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,11,63124
Cotonnade ; toiles de coton,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Cotonnade ; toiles mousseline,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,65,63124
Cotonnade ; toiles mousselines unies et brûlées,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,14,63124
Cotonnade ; toiles mousselines unies et peintes,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,17,63124
Cotonnade ; toiles peintes et indiennes,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,65,63124
Cotonnade ; toiles peintes et siamoises,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,16,63124
"Cotonnade ; toiles peintes, indiennes et siamoises",,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,16,63124
"Cotonnade ; toiles peintes, teintes et imprimées, indiennes et siamoises",,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,25,63124
"Cotonnade ; toiles, basin et nankin",,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,89,63124
Cotonnade ; étoffe,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,71,63124
"Cotonnade ; étoffes, draps et velours",,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,14,63124
"Cotonnade ; étoffes, draps, velours et couvertures",,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,13,63124
Cotonnade ; Nankin,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,11,63124
Cotonnette,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cotonnille,Toile ; de coton,6,6d,0,Cotonnille ou basin uni (Dictionnaire Expilly),0,,,0,0,,,2,,,,0,0,0,,1,7,399
Cotonnées,Toile ; de coton,6,6d,0,"« Cotonnées, qu'on nomme aussi toisette. Petites étoffes qui se fabriquent en Hollande, ainsi appelées à cause qu'on y emploie du coton » (Savary)",0,,,0,0,,,2,,,,0,0,0,,1,29,399
Coton ; en laine,,,,,,,,,,,,,,,,,,,,,1,1,63124
Coton ; en masse,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,16,63124
Coton ; en rame,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,12,63124
Coton ; filé,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,14,63124
Coton ; filé ; en laine,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,12,63124
Coton ; filé ; en rame,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,26,63124
Coton ; filé ; fin,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Coton ; teint,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couchette ; de grès,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couchette ; garnie,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couettes,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couettes ; pour bancs,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couffes ; à boulangers,Couffes ; à boulangers,6,6,0,Larousse : « Synonyme de couffin »,0,,,0,0,,,32,,,,0,0,0,,1,23,23
Couffins ; d'espars,Couffins ; d'espars,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,7,7
Couffins ; d'osier,Couffins ; d'osier,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,2
Couffins ; de palmes,Couffins ; de palmes,6,6,0,,0,,,0,0,,,6,,,,0,0,0,,1,19,19
Coulemens de terre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couleur,Couleur,5,5,0,,0,,,0,0,,,1,,,,0,0,0,,1,13,13
Couleur et teinture ; préparée,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,97,63124
Couleur ou colorant,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couleurs ; à peindre,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Couperose,,2,2,0,"Savary, volume 2, 1748 : « Minéral qui se trouve dans les mines de cuivre »",,,,0,0,,,,,,,0,0,0,,1,25,63124
Couperose ; blanche,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,23,63124
Couperose ; verte,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,93,63124
Couperose et vermillon,,2,2,1,,,,,1,0,,,,,,,0,0,0,,1,6,63124
Coupis,Toile ; de coton,6,6d,0,"« Coupis : Toiles de coton a carreaux, qu'on apporte des Indes Orientales, particulièrement de Bengale. » (Savary)",0,,,0,0,,,2,,,,0,0,0,,1,34,399
Courbes ; de bois,Courbes ; de bois,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,1
Courbes ; de chêne,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Courroubis,Courroubis,???,???,0,,0,,,0,0,,,0,,,,0,0,0,,1,2,2
Courtepointe,Courtepointe,8,8,0,,0,,,0,0,,,22,,,,0,0,0,,1,2,2
Cour ; douant,,???,???,0,,0,,,0,0,,,,,,1,0,0,0,,1,1,63124
Coussins ; de velours,,,,,,,,,,,,,,,,,,,,,1,1,63124
Coussins ; à faire dentelle,Coussins ; à faire dentelle,8,8,0,,0,,,0,0,,,37,,,,0,0,0,,1,2,2
Couteau,Couteau,6,6,0,,0,,,0,0,,,3,,,,0,0,0,,1,198,281
Couteau ; commun,Couteau,6,6,0,,0,,,0,0,,,3,,,,0,0,0,,1,66,281
Couteau ; de chasse,Couteau,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,1,6,281
Couteau ; de table,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couteau ; de traite,Couteau,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,4,281
Couteau ; flamand,Couteau,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,6,281
Couteau ; garnis en argent,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couteau ; à couper paille et pour tanneurs,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couteau ; à fendre,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couteau ; à tanneurs,Couteau,6,6,0,,0,,,0,0,,,15,,,,0,0,0,,1,1,281
Couteaux,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couteaux ; communs,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,51,63124
Couteaux ; de Gaïac,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couteaux ; de gazat,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couteaux ; de table,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couteaux ; de traite,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,2,63124
Couteaux ; flamand,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,18,63124
Couteaux ; à hacher la paille,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couteaux ; à indigo,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Coutelas,Coutelas,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,1,1
Coutellerie,Coutellerie,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,9,9
Coutellerie ; commune,,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,5,63124
Coutellerie ; diverse,Coutellerie ; diverse,6,6,0,,0,,,0,0,,,10,,,,0,0,0,,1,30,30
Coutil,Coutil,6,6a,0,,0,,,0,0,,,4,,,,0,0,0,,1,238,247
Coutil ; de Hollande,,6,6a,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Coutil ; de fer,Coutil,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,1,247
Coutil ; à lit,Coutil,6,6a,0,,0,,,0,0,,,0,,,,0,0,0,,1,8,247
Coutres,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couvertures,Couvertures,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,4,625
Couvertures ; d'Elbeuf,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; d'etouppe,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couvertures ; d'etouppe de laine,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couvertures ; d'indienne,Couvertures,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,3,625
Couvertures ; d'étoupes,Couvertures,6,6,0,,0,,,0,0,,,82,,,,0,0,0,,1,17,625
Couvertures ; de Bazal,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de Béarn,Couvertures,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,5,625
Couvertures ; de Languedoc,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de Rouen,Couvertures,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,3,625
Couvertures ; de bourre,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,3,63124
Couvertures ; de bourre ; de soie,Couvertures,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,3,625
Couvertures ; de bourre ; de soie,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de capiton,Couvertures,6,6,0,,0,,,0,0,,,0,,,,0,0,0,,1,8,625
Couvertures ; de castalogne,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de coton,Couvertures,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,72,625
Couvertures ; de crin,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de fil et coton,Couvertures,6,6,0,,0,,,0,0,,,14,,,,0,0,0,,1,16,625
Couvertures ; de filoselle,Couvertures,6,6,0,,0,,,0,0,,,7,,,,0,0,0,,1,12,625
Couvertures ; de fleur,Couvertures,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,625
Couvertures ; de fleuret,,6,6,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de laine,Couvertures,6,6,0,,0,,,0,0,,,15,,,,0,0,0,,1,391,625
Couvertures ; de laine ; communes,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de laine ; de Montpellier,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de laine ; fines,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Couvertures ; de laine et coton,,6,6,0,,0,,,0,0,,,,,,,0,0,0,,1,15,63124
Couvertures ; de lisières,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couvertures ; de lit,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couvertures ; de locques,,,,,,,,,,,,,,,,,,,,,1,1,63124
Couvertures ; de ploc,,,,,,,,,,,,,,,,,,,,,1,3,63124
Couvertures ; de plocq,Couvertures,6,6,0,,0,,,0,0,,,10,,,,0,0,0,,1,6,625
Couvertures ; de soie,Couvertures,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,625
Couvertures ; diverses,Couvertures,6,6,0,,0,,,0,0,,,120,,,,0,0,0,,1,26,625
Couvertures ; en laine,Couvertures,6,6,0,,0,,,0,0,,,19,,,,0,0,0,,1,35,625
Couvertures ; en plocq,Couvertures,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,2,625
Couvertures ; peinte,Couvertures,6,6,0,,0,,,0,0,,,40,,,,0,0,0,,1,1,625
Couvertures ; pour chevaux,Couvertures,6,6,0,,0,,,0,0,6,6,7,,,,0,0,0,,1,3,625
Couvertures ; pour nuque,Couvertures,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,1,625
Couvertures ; à nègres,Couvertures,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,1,14,625
Couvertures ; de ploc,,,,,,,,,,,,,,,,,,,,,1,48,63124
Coëffures custodes pour chapeaux et coeffes de perruques,,,,,,,,,,,,,,,,,,,,,1,1,63124
Coëtif,Coëtif,6,???,0,"Sociétés des sciences, lettres et arts de Bayonne : bulletin : « Parmi les produits manufacturés, les textiles tiennent la première place : […] toiles grossières, coetifs »",0,,,0,0,,,5,,,,0,0,0,,1,4,4
Coïtif,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Crabes et geenaerts,,,,,,,,,,,,,,,,,,,,,1,1,63124
Crabes et limaçons,,,,,,,,,,,,,,,,,,,,,1,1,63124
Craie,Craie,2,2,0,,0,,,0,0,,,11,,,,0,0,0,,1,121,171
Craie ; blanche,Craie,2,2,0,,0,,,0,0,,,14,,,,0,0,0,,1,41,171
Craie ; noire,Craie,2,2,0,,0,,,0,0,5,5,49,,,,0,0,0,,1,3,171
Craie ; pour écrire,,,,,,,,,,,,,,,,,,,,,1,1,63124
Craie ; rouge,Craie,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,6,171
"Craie, blanc d'Espagne, ocre jaune et rouge",,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,34,63124
"Craie, ocre brun et rouge",,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,31,63124
Crain,,???,???,0,,0,,,0,0,,,,,,,0,0,0,,0,0,0
Crampons,,,,,,,,,,,,,,,,,,,,,1,1,63124
Crampons ; de fer,,,,,,,,,,,,,,,,,,,,,1,1,63124
Crapaudines,Crapaudines,6,6,0,Petites grilles qui protègent une entrée,0,,,0,0,,,2,,,,0,0,0,,1,1,2
Crapaudines ; de fer,Crapaudines,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,1,1,2
Crapaudines ; de fonte,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Craquelins (Bretzel),,,,,,,,,,,,,,,,,,,,,1,1,63124
Crasse ; d'amidon,Crasse,5,5,0,,0,,,0,0,,,9,,,,0,0,0,,1,1,49
Crasse ; d'huile,Crasse,5,5,0,,0,,,0,0,,,10,,,,0,0,0,,1,17,49
Crasse ; de cire,Crasse,5,5,0,,0,,,0,0,,,7,,,,0,0,0,,1,29,49
Crasse ; de plomb,,5,5,0,,0,,,0,0,,,,,,,0,0,0,,1,1,63124
Crasse ; de suif,Crasse,5,5,0,,0,,,0,0,,,1,,,,0,0,0,,1,2,49
Crasse ; de tan,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
Cravates,Cravates,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,4,4
Cravates ; de soie noire,,,,,,,,,,,,,,,,,,,,,1,1,63124
Cravates et Mouchoir de coton,,,,,,,,,,,,,,,,,,,,,1,1,63124
"Crayon, graphite et mine de plomb",,,,,,,,,,,,,,,,,,,,,1,1,63124
Crayons,Crayons,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,73,73
Crayons ; d'Allemagne,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,4,63124
Crayons ; noir,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,5,63124
Crayons et craie,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,16,63124
Crayons ; de pastel,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,20,63124
Crayons ; fin ; de pastel,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1,63124
"Crayons ; fin ; de pastel, laque et lack-lack des Indes",,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,20,63124
