numrodeligne,dataentryby,sources,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
340,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,11,1750,Exports,Truffes,Marseille,Espagne,"1 330,00",livres,"4,0000000","5 320,00","0,00",
341,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,11,1750,Exports,Tuilles,Marseille,Espagne,"297,00",milliers,"24,0000000","7 128,00","0,00",
342,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,11,1750,Exports,Vacquette,Marseille,Espagne,"558,00",livres,"0,6000000","334,80","-0,80",
343,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,11,1750,Exports,Velours,Marseille,Espagne,"180,00",pièces,"400,0000000","72 000,00","0,00",
344,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,11,1750,Exports,Verdet,Marseille,Espagne,"40 652,00",livres,"0,8000000","32 521,60","-0,60",
345,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Vermichel,Marseille,Espagne,"18 680,00",livres,"0,2000000","3 736,00","0,00",
346,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Verres de cristal,Marseille,Espagne,"1 325,00",livres,"2,0000000","2 650,00","0,00",
347,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Vin de Bourgogne,Marseille,Espagne,"55,00",milleroles,"110,0000000","6 050,00","0,00",
348,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Vin de champagne,Marseille,Espagne,"22,00",milleroles,"150,0000000","3 300,00","0,00",
349,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Vin de chipres,Marseille,Espagne,"2,00",milleroles,"90,0000000","180,00","0,00",
350,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Vin muscat,Marseille,Espagne,"75,00",milleroles,"50,0000000","3 750,00","0,00",
351,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Vin rouge commun,Marseille,Espagne,"341,00",milleroles,"8,0000000","2 728,00","0,00",
352,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Vitriol de chipres,Marseille,Espagne,"1 172,00",livres,"0,6000000","703,20","-0,20",
353,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Yeux d'ecrivisses,Marseille,Espagne,"110,00",livres,"1,2500000","137,50","-0,50",
354,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Amandes cassées,Marseille,Hollande,"41 451,00",livres,"0,2000000","8 290,20","-0,20",
355,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Aristoloche,Marseille,Hollande,"550,00",livres,"0,1000000","55,00","0,00",
356,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Bois d'olivier pelé,Marseille,Hollande,"975,00",livres,"0,0400000","39,00","0,00",
357,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Bol,Marseille,Hollande,"1 300,00",livres,"0,1500000","195,00","0,00",
358,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Caffé,Marseille,Hollande,"40 290,00",livres,"1,5000000","60 435,00","0,00",
359,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Canefice,Marseille,Hollande,"14 030,00",livres,"0,3000000","4 209,00","0,00",
360,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Capres,Marseille,Hollande,"45 182,00",livres,"0,3000000","13 554,60","-0,60",
361,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Ceruse,Marseille,Hollande,"2 000,00",livres,"0,2000000","400,00","0,00",
362,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Cire blanche ouvrée,Marseille,Hollande,"200,00",livres,"1,8000000","360,00","0,00",
363,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Cire jaune,Marseille,Hollande,"2 800,00",livres,"1,4000000","3 920,00","0,00",
364,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Citrons,Marseille,Hollande,"45,00",milliers,"15,0000000","675,00","0,00",
365,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Colequinte,Marseille,Hollande,"90,00",livres,"1,5000000","135,00","0,00",
366,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Confitures,Marseille,Hollande,"840,00",livres,"1,0000000","840,00","0,00",
367,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Corail ouvré,Marseille,Hollande,"5 725,00",livres,"160,0000000","916 000,00","0,00",
368,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Cordes de chanvre,Marseille,Hollande,"250,00",livres,"0,3000000","75,00","0,00",
369,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Cornes de cerf,Marseille,Hollande,"140,00",livres,"0,3000000","42,00","0,00",
370,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Coton filé,Marseille,Hollande,"9 183,00",livres,"1,1000000","10 101,30","-0,30",
371,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Coton en laine,Marseille,Hollande,"3 550,00",livres,"1,0000000","3 550,00","0,00",
372,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Creme de tartre,Marseille,Hollande,"2 358,00",livres,"0,4500000","1 061,10","-0,10",
373,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Cristal taillé,Marseille,Hollande,"626,00",livres,"2,0000000","1 252,00","0,00",
374,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Cumin,Marseille,Hollande,"48 625,00",livres,"0,2000000","9 725,00","0,00",
375,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Draps londrin,Marseille,Hollande,"300,00",livres,"7,0000000","2 100,00","0,00",
376,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Draperie petite,Marseille,Hollande,"200,00",livres,"3,0000000","600,00","0,00",
377,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,12,1750,Exports,Drogueries,Marseille,Hollande,"200,00",livres,"1,0000000","200,00","0,00",
378,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Eau de la Reyne d'hongrie,Marseille,Hollande,"2 600,00",livres,"0,7500000","1 950,00","0,00",
379,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Eau de vie,Marseille,Hollande,"191 810,00",livres,"0,1500000","28 771,50","-0,50",
380,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Encens,Marseille,Hollande,"7 570,00",livres,"0,8000000","6 056,00","0,00",
381,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Eponges,Marseille,Hollande,"17 162,00",livres,"1,0000000","17 162,00","0,00",
382,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Etoffe de soye,Marseille,Hollande,"300,00",livres,"40,0000000","12 000,00","0,00",
383,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Fayance,Marseille,Hollande,"414,00",livres,"0,5000000","207,00","0,00",
384,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Figues,Marseille,Hollande,"312,00",livres,"0,1000000","31,20","-0,20",
385,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Fil a coudre,Marseille,Hollande,"60,00",livres,"2,0000000","120,00","0,00",
386,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Fleur de souffre,Marseille,Hollande,"7 806,00",livres,"0,2000000","1 561,20","-0,20",
387,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Galles,Marseille,Hollande,"100 375,00",livres,"0,5000000","50 187,50","-0,50",
388,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Garence,Marseille,Hollande,"5 950,00",livres,"0,4000000","2 380,00","0,00",
389,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Graine d'avignon,Marseille,Hollande,"3 150,00",livres,"0,2500000","787,50","-0,50",
390,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Graine de genievre,Marseille,Hollande,"6 400,00",livres,"0,1000000","640,00","0,00",
391,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Graine de jardin,Marseille,Hollande,"5 000,00",livres,"1,1000000","5 500,00","0,00",
392,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Graine jaune,Marseille,Hollande,"650,00",livres,"0,2600000","169,00","0,00",
393,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Herbes perelles,Marseille,Hollande,"9 360,00",livres,"0,5000000","4 680,00","0,00",
394,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Huile de jasmin,Marseille,Hollande,"400,00",livres,"0,7500000","300,00","0,00",
395,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Huile de noix,Marseille,Hollande,"1 033,00",livres,"0,4000000","413,20","-0,20",
396,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Huile d'olive fine,Marseille,Hollande,"1 313,00",milleroles,"50,0000000","65 650,00","0,00",
397,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Huile d'olive fine,Marseille,Hollande,"1 560,00",livres,"0,4000000","624,00","0,00",
398,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Indigo,Marseille,Hollande,"9 500,00",livres,"4,5000000","42 750,00","0,00",
399,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Iris,Marseille,Hollande,"9 880,00",livres,"0,7500000","7 410,00","0,00",
400,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Jus de reglisse,Marseille,Hollande,"16 230,00",livres,"0,7500000","12 172,50","-0,50",
401,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Laine lavée,Marseille,Hollande,"64 540,00",livres,"1,1000000","70 994,00","0,00",
402,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Legumes,Marseille,Hollande,"17 600,00",livres,"0,1500000","2 640,00","0,00",
403,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Librairie,Marseille,Hollande,"1 450,00",livres,"2,0000000","2 900,00","0,00",
404,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Liege,Marseille,Hollande,"150,00",livres,"0,1500000","22,50","-0,50",
405,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Liqueurs à boire,Marseille,Hollande,"8 420,00",livres,"0,7500000","6 315,00","0,00",
406,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Mane de Calabre,Marseille,Hollande,"5 500,00",livres,"1,5000000","8 250,00","0,00",
407,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Mercerie,Marseille,Hollande,"16 870,00",livres,"3,5000000","59 045,00","0,00",
408,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Miel,Marseille,Hollande,"103 800,00",livres,"0,1500000","15 570,00","0,00",
409,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Mirabolans,Marseille,Hollande,"270,00",livres,"1,2500000","337,50","-0,50",
410,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,13,1750,Exports,Mirrhe,Marseille,Hollande,"1 027,00",livres,"2,0000000","2 054,00","0,00",
411,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,14,1750,Exports,Oignons de fleurs,Marseille,Hollande,"1 350,00",livres,"0,6000000","810,00","0,00",
412,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,14,1750,Exports,Orcanette,Marseille,Hollande,"920,00",livres,"0,5500000","506,00","0,00",
413,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,14,1750,Exports,Pignons cassés,Marseille,Hollande,"3 970,00",livres,"0,2500000","992,50","-0,50",
414,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,14,1750,Exports,Poissons salés,Marseille,Hollande,"16 260,00",livres,"0,2500000","4 065,00","0,00",
415,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,14,1750,Exports,Porcelaine,Marseille,Hollande,"300,00",livres,"5,0000000","1 500,00","0,00",
416,Pascal Fontaine,Archives de la CCI de Marseille - I 22,Local/Marseille/Archives_de_la_CCI_de_Marseille-I22/Marseille – Exports – 1750,Local,14,1750,Exports,Prunes,Marseille,Hollande,"42 781,00",livres,"0,2000000","8 556,20","-0,20",
