simplification,nbr_occurences_simpl,obsolete,grains,nbr_occurences_grains
toile apprêtée de chanvre et de lin écrue unie,2,non,Pas grain (0),827454
toile apprêtée de chanvre et de lin écrue unie de 13 fils inclusivement à 20 fils exclusivement,1,non,Pas grain (0),827454
toile apprêtée de chanvre et de lin écrue unie de 8 fils inclusivement à 13 fils exclusivement,1,non,Pas grain (0),827454
toile apprêtée de chanvre et de lin écrue unie de moins de 8 fils,1,non,Pas grain (0),827454
toile ardoisée et grise de lin,5,non,Pas grain (0),827454
toile ardoisée et rayée et rayonnée,85,non,Pas grain (0),827454
toile ardoisée et rayonnée,57,non,Pas grain (0),827454
toile ardoisée grise et écrue,3,non,Pas grain (0),827454
toile au lain,1,non,Pas grain (0),827454
toile au lait,7,non,Pas grain (0),827454
toile au lait lin,1,non,Pas grain (0),827454
toile bajas,1,non,Pas grain (0),827454
toile bajouge,1,non,Pas grain (0),827454
toile barrière,2,non,Pas grain (0),827454
toile Barrois,1,non,Pas grain (0),827454
toile basin coutil croisée et autre de chanvre et de lin,2,non,Pas grain (0),827454
toile basin coutil croisée et autres,2,non,Pas grain (0),827454
toile basin coutil croisée et autres de chanvre et de lin,3,non,Pas grain (0),827454
toile batiste en carreaux,5,non,Pas grain (0),827454
toile batiste et lino,9,oui,,13751
toile batiste et linon,9,oui,,13751
toile beaugrain,8,non,Pas grain (0),827454
toile blancard,124,non,Pas grain (0),827454
toile blancard cirée large,1,non,Pas grain (0),827454
toile blancard de chanvre,1,non,Pas grain (0),827454
toile blancard de lin,8,non,Pas grain (0),827454
toile blancard de Rouen,13,non,Pas grain (0),827454
toile blancard et fleuret,8,non,Pas grain (0),827454
toile blanche,925,non,Pas grain (0),827454
toile blanche à étoupe,1,non,Pas grain (0),827454
toile blanche à imprimer,1,non,Pas grain (0),827454
toile blanche abati,1,non,Pas grain (0),827454
toile blanche aman,2,oui,Pas grain (0),827454
toile blanche bleue et de lin,1,non,Pas grain (0),827454
toile blanche cirée,1,non,Pas grain (0),827454
toile blanche commune,5,non,Pas grain (0),827454
toile blanche d'aman,2,non,,13751
toile blanche damassée de lin pour nappes et serviettes,3,non,Pas grain (0),827454
toile blanche de 13 à 20 fils,2,non,Pas grain (0),827454
toile blanche de 13 fils,2,non,Pas grain (0),827454
toile blanche de 20 aunes,1,non,Pas grain (0),827454
toile blanche de 20 fils et au-dessus,2,non,Pas grain (0),827454
toile blanche de chanvre,11,non,Pas grain (0),827454
toile blanche de chanvre 398 lignes,1,non,Pas grain (0),827454
toile blanche de chanvre et de lin,5,non,Pas grain (0),827454
toile blanche de chanvre et de lin de 13 à 20 fils,2,non,Pas grain (0),827454
toile blanche de chanvre et de lin de 20 fils et au-dessus,2,non,Pas grain (0),827454
toile blanche de chanvre et de lin de moins de 13 fils,2,non,Pas grain (0),827454
toile blanche de chanvre et de lin unie,2,non,Pas grain (0),827454
toile blanche de chanvre et de lin unie de 13 fils inclusivement à 20 fil exclusivement,1,non,Pas grain (0),827454
toile blanche de chanvre et de lin unie de 20 fils et au-dessus,1,non,Pas grain (0),827454
toile blanche de chanvre et de lin unie de moins de 13 fils,1,non,Pas grain (0),827454
toile blanche de Cholet,3,non,Pas grain (0),827454
toile blanche de coton,304,non,Pas grain (0),827454
toile blanche de coton du Levant,1,non,,13751
toile blanche de coton et de ???,1,non,Pas grain (0),827454
toile blanche de coton et des Indes,6,non,Pas grain (0),827454
toile blanche de coton et fil,1,non,Pas grain (0),827454
toile blanche de coton et fine,3,non,Pas grain (0),827454
toile blanche de coton et nationale,6,non,Pas grain (0),827454
toile blanche de coton et rayée,1,non,Pas grain (0),827454
toile blanche de coton pour mouchoirs,8,non,Pas grain (0),827454
toile blanche de coton saisie,1,non,,13751
toile blanche de fil grosse,1,non,,13751
toile blanche de France,2,non,Pas grain (0),827454
toile blanche de Hollande,2,non,Pas grain (0),827454
toile blanche de la Compagnie,3,non,Pas grain (0),827454
toile blanche de lin,26,non,Pas grain (0),827454
toile blanche de lin ??? à la frontière,0,non,Pas grain (0),827454
toile blanche de lin à 10 sols et en dessus,17,non,Pas grain (0),827454
toile blanche de lin en dessous de 10 sols par aune,11,non,Pas grain (0),827454
toile blanche de lin et haut prix,5,non,Pas grain (0),827454
toile blanche de lin et toile de lin,11,non,Pas grain (0),827454
toile blanche de lin pour nappes et serviettes,6,non,Pas grain (0),827454
toile blanche de ménage,3,non,Pas grain (0),827454
toile blanche de Saint Quentin et Valenciennes,3,non,Pas grain (0),827454
toile blanche de Saint-Quentin,3,non,Pas grain (0),827454
toile blanche demitte,1,non,Pas grain (0),827454
toile blanche escanite,1,non,Pas grain (0),827454
toile blanche et rouge,1,non,Pas grain (0),827454
toile blanche et rousse,54,non,Pas grain (0),827454
toile blanche et rousse guingans,15,non,,13751
toile blanche et teinte,100,non,Pas grain (0),827454
toile blanche étrangère,3,non,Pas grain (0),827454
toile blanche fine,8,non,Pas grain (0),827454
toile blanche fine et de lin,3,non,Pas grain (0),827454
toile blanche guinée,3,non,Pas grain (0),827454
toile blanche large,1,non,Pas grain (0),827454
toile blanche ordinaire,18,non,Pas grain (0),827454
toile blanche ordre,1,non,Pas grain (0),827454
toile blanche peinte,18,non,Pas grain (0),827454
toile blanche pour essuie-mains,5,non,Pas grain (0),827454
toile blanchie,2,non,Pas grain (0),827454
toile bleue,35,non,Pas grain (0),827454
toile bleue de coton,12,non,Pas grain (0),827454
toile bleue des Indes,1,non,Pas grain (0),827454
toile bleue et rouge,1,non,Pas grain (0),827454
toile bocadillo,2,non,Pas grain (0),827454
toile boelans,1,non,Pas grain (0),827454
toile bonnets,1,non,Pas grain (0),827454
toile boucassine,21,non,Pas grain (0),827454
toile bougran,112,non,Pas grain (0),827454
toile bougran de chanvre,1,non,,13751
toile bougran gommée,3,non,Pas grain (0),827454
toile boulange,1,non,Pas grain (0),827454
toile bourlegambis,6,non,Pas grain (0),827454
toile branle,4,oui,,13751
toile branle imitant celles des Indes,1,oui,,13751
toile brantes des Indes,1,oui,Pas grain (0),827454
toile brauls,4,oui,Pas grain (0),827454
toile brauls des Indes,2,oui,Pas grain (0),827454
toile brauls imitant celles des Indes,1,oui,Pas grain (0),827454
toile brin,2,non,Pas grain (0),827454
toile brin de Dinant,2,non,Pas grain (0),827454
toile brin trois-quart de Combourg,5,non,Pas grain (0),827454
toile brochée,2,non,Pas grain (0),827454
toile brodée,2,non,Pas grain (0),827454
toile brodée en laine et de coton,1,non,Pas grain (0),827454
toile brodée en soie et de coton,1,non,Pas grain (0),827454
toile brodée et de coton,5,non,Pas grain (0),827454
toile bueadille,0,non,Pas grain (0),827454
toile cacanava,2,non,Pas grain (0),827454
toile cadéas,1,non,Pas grain (0),827454
toile caissie,77,non,Pas grain (0),827454
toile caissière,1,non,Pas grain (0),827454
toile calanea,1,non,Pas grain (0),827454
toile calias,1,non,Pas grain (0),827454
toile canevas,154,non,Pas grain (0),827454
toile canevas de chanvre,1,non,Pas grain (0),827454
toile canevas de fil,2,non,Pas grain (0),827454
toile canevas gommée,3,non,Pas grain (0),827454
toile canevas tracé,7,non,Pas grain (0),827454
toile carotte,1,non,Pas grain (0),827454
toile carotte double,1,non,Pas grain (0),827454
toile carotte simple,1,non,Pas grain (0),827454
toile carrée,1,non,Pas grain (0),827454
toile casse,1,non,Pas grain (0),827454
toile casselis,4,non,Pas grain (0),827454
toile cassie,2,non,Pas grain (0),827454
toile ce chasse,3,non,Pas grain (0),827454
toile cerda,1,non,Pas grain (0),827454
toile céruse,2,non,Pas grain (0),827454
toile céruse de chanvre,1,non,,13751
toile chapelur,1,non,Pas grain (0),827454
toile chapilas,3,non,Pas grain (0),827454
toile chasselas,225,non,Pas grain (0),827454
toile chebiny,5,non,Pas grain (0),827454
toile chille,1,non,Pas grain (0),827454
toile chitte,3,non,Pas grain (0),827454
toile choilette,1,non,Pas grain (0),827454
toile cirée,580,non,Pas grain (0),827454
toile cirée commune,1,non,Pas grain (0),827454
toile cirée de 13 à 20 fils,1,non,Pas grain (0),827454
toile cirée de chanvre et de lin de 13 à 20 fils,1,non,Pas grain (0),827454
toile cirée de chanvre et de lin de 20 fils et au-dessus,2,non,Pas grain (0),827454
toile cirée de chanvre et de lin de 8 à 13 fils,1,non,Pas grain (0),827454
toile cirée de chanvre et de lin de moins de 8 fils,2,non,Pas grain (0),827454
toile cirée de chanvre et de lin unie,2,non,Pas grain (0),827454
toile cirée de moins de 8 fils,1,non,Pas grain (0),827454
toile cirée et de crin et gommée,30,non,Pas grain (0),827454
toile cirée et gommée,12,non,Pas grain (0),827454
toile cirée et lustrée,122,non,Pas grain (0),827454
toile cirée et peinte,10,non,Pas grain (0),827454
toile cirée large,8,non,Pas grain (0),827454
toile cirée pour paravent,1,non,Pas grain (0),827454
toile cirée trois-quart,1,non,Pas grain (0),827454
toile cirsaca,7,oui,Pas grain (0),827454
toile claire,1,non,Pas grain (0),827454
toile claire de coton et de fil,2,non,Pas grain (0),827454
toile cochelis,26,non,Pas grain (0),827454
toile coffres,1,non,Pas grain (0),827454
toile colette,1,non,Pas grain (0),827454
toile commune,315,non,Pas grain (0),827454
toile commune de 25 aunes,1,non,Pas grain (0),827454
toile commune de basin,3,non,Pas grain (0),827454
toile commune de coton,2,non,Pas grain (0),827454
toile commune de Dinant,2,non,Pas grain (0),827454
toile commune de Lille,1,non,Pas grain (0),827454
toile commune de lin,41,non,Pas grain (0),827454
toile commune écrue et grosse et de lin,6,non,Pas grain (0),827454
toile commune et fine,4,non,Pas grain (0),827454
toile cordat,42,non,Pas grain (0),827454
toile corne,2,non,,13751
toile corot,169,non,Pas grain (0),827454
toile corot double,2,non,Pas grain (0),827454
toile corot imitant celle des Indes,1,non,Pas grain (0),827454
toile corot simple,1,non,Pas grain (0),827454
toile cotonnade,5,non,Pas grain (0),827454
toile cotonnade commune,4,non,,13751
toile cotonnade fine,3,non,,13751
toile cotonnade sur fil grossière,1,non,,13751
toile cottray,44,non,Pas grain (0),827454
toile coupis,12,non,Pas grain (0),827454
toile coupis imitant celle des Indes,1,non,Pas grain (0),827454
toile coutil,330,non,Pas grain (0),827454
toile coutil commune,14,non,Pas grain (0),827454
toile coutil croisée,1,non,Pas grain (0),827454
toile coutil de fil,13,non,Pas grain (0),827454
toile coutil de fil et de laine,1,non,Pas grain (0),827454
toile coutil pour lit,1,non,Pas grain (0),827454
toile crée,73,non,Pas grain (0),827454
toile crée de 50 aunes,1,non,Pas grain (0),827454
toile crée entrelarge,1,non,Pas grain (0),827454
toile crée gratienne,2,non,Pas grain (0),827454
toile crée large,54,non,Pas grain (0),827454
toile crée large de lin,1,non,Pas grain (0),827454
toile crée margé,1,non,Pas grain (0),827454
toile crée rayée,2,non,Pas grain (0),827454
toile crée rosconne,3,non,Pas grain (0),827454
toile cretonne,1,non,Pas grain (0),827454
toile crin,2,non,Pas grain (0),827454
toile crise,1,non,Pas grain (0),827454
toile crue,144,non,Pas grain (0),827454
toile crue de 20 aunes,1,non,Pas grain (0),827454
toile crue de ménage,3,non,Pas grain (0),827454
toile crue et teinte,1,non,Pas grain (0),827454
toile crue grise et ardoisée,4,non,Pas grain (0),827454
toile crue large,2,non,Pas grain (0),827454
toile cunbabis,1,non,Pas grain (0),827454
toile custas,3,non,Pas grain (0),827454
toile custas imitant celle des Indes,1,non,Pas grain (0),827454
toile d'abas,1,non,Pas grain (0),827454
toile d'Agen,6,non,Pas grain (0),827454
toile d'Alençon,1,non,Pas grain (0),827454
toile d'Alep,13,non,Pas grain (0),827454
toile d'Allemagne,69,non,Pas grain (0),827454
toile d'Allemagne et toile de Silésie,1,non,Pas grain (0),827454
toile d'aman,165,non,Pas grain (0),827454
toile d'Angers,1,non,Pas grain (0),827454
toile d'anne,1,non,Pas grain (0),827454
toile d'antale,27,non,Pas grain (0),827454
toile d'Antioche,146,non,Pas grain (0),827454
toile d'antrain,2,non,Pas grain (0),827454
toile d'Argouges,1,non,Pas grain (0),827454
toile d'Artische,1,non,Pas grain (0),827454
toile d'aune,2,non,Pas grain (0),827454
toile d'Autriche,1,non,Pas grain (0),827454
toile d'auxonne,2,non,Pas grain (0),827454
toile d'azar,13,non,Pas grain (0),827454
toile d'azur,6,non,Pas grain (0),827454
toile d'azur bleue,1,non,Pas grain (0),827454
toile d'ecripe,1,non,Pas grain (0),827454
toile d'emballage,742,non,Pas grain (0),827454
toile d'emballage 2270 lignes,1,non,Pas grain (0),827454
toile d'emballage de lin,1,non,Pas grain (0),827454
toile d'emballage neuve,1,non,Pas grain (0),827454
toile d'emballage vieille,1,non,Pas grain (0),827454
toile d'éponge,1,non,Pas grain (0),827454
toile d'Ernée,1,non,Pas grain (0),827454
toile d'étoupe 7/8,1,non,Pas grain (0),827454
toile d'étoupes,109,non,Pas grain (0),827454
toile d'étoupes 1000 lignes,1,non,Pas grain (0),827454
toile d'étoupes de lin,36,non,Pas grain (0),827454
toile d'eutalogue,1,non,,13751
toile d'Hambrie,1,non,Pas grain (0),827454
toile d'herbes,1,non,Pas grain (0),827454
toile d'Irlande,2,non,Pas grain (0),827454
toile d'Olonne,24,non,Pas grain (0),827454
toile d'Orange,2,non,Pas grain (0),827454
toile damassée,22,non,Pas grain (0),827454
toile damassée de 1 aune,2,non,Pas grain (0),827454
toile damassée de 2 1/2 aunes,2,non,Pas grain (0),827454
toile damassée de 2 aunes,2,non,Pas grain (0),827454
toile damassée de 3 aunes large,2,non,Pas grain (0),827454
toile damassée de Caux,1,non,Pas grain (0),827454
toile de ???,2,non,Pas grain (0),827454
toile de ??? lin,1,non,Pas grain (0),827454
toile de 15 aunes de Hollande,8,non,Pas grain (0),827454
toile de 3 aunes de largeur et en dessus,1,non,Pas grain (0),827454
toile de 3 aunes pour nappes,1,non,Pas grain (0),827454
toile de 30 aunes,0,non,Pas grain (0),827454
toile de 30 aunes de Hollande,8,non,Pas grain (0),827454
toile de 36 aunes de Hollande,1,non,Pas grain (0),827454
toile de 4 fils,1,non,Pas grain (0),827454
toile de 7/8,1,non,Pas grain (0),827454
toile de balle,1,non,Pas grain (0),827454
toile de Barbezieux,3,non,Pas grain (0),827454
toile de Barrois,3,non,Pas grain (0),827454
toile de Barrois et Clinchamp,8,non,Pas grain (0),827454
toile de basin,242,non,Pas grain (0),827454
toile de basin brodé et de coton et de fil,1,non,Pas grain (0),827454
toile de basin clair et uni,1,non,Pas grain (0),827454
toile de basin coton et fil,2,non,Pas grain (0),827454
toile de basin de coton,4,non,Pas grain (0),827454
toile de basin de coton commune,5,non,Pas grain (0),827454
toile de basin de coton et de fil,3,non,Pas grain (0),827454
toile de basin de coton et de fil et teinte,1,non,Pas grain (0),827454
toile de basin de Rouen,2,non,Pas grain (0),827454
toile de basin et de coutil,5,non,Pas grain (0),827454
toile de basin étranger,4,non,Pas grain (0),827454
toile de basin fin,4,non,Pas grain (0),827454
toile de basin gros,6,non,Pas grain (0),827454
toile de basin national,5,non,Pas grain (0),827454
toile de basine,1,non,Pas grain (0),827454
toile de bazouges,1,non,Pas grain (0),827454
toile de Beaufort,2,non,Pas grain (0),827454
toile de Beaujolais,1,non,Pas grain (0),827454
toile de Beauvais,29,non,Pas grain (0),827454
toile de Bernay,1,non,Pas grain (0),827454
toile de Bézier,1,non,Pas grain (0),827454
toile de bleue,1,non,Pas grain (0),827454
toile de Bonbourg,1,non,Pas grain (0),827454
toile de Bretagne,643,non,Pas grain (0),827454
toile de Bretagne ??? brin,1,non,Pas grain (0),827454
toile de Bretagne 3/4,1,non,Pas grain (0),827454
toile de Bretagne 7/8,1,non,Pas grain (0),827454
toile de Bretagne à carreaux,71,non,Pas grain (0),827454
toile de Bretagne à nègre,1,non,Pas grain (0),827454
toile de Bretagne bas brins,13,non,Pas grain (0),827454
toile de Bretagne beurrière,1,non,Pas grain (0),827454
toile de Bretagne blancard,1,non,Pas grain (0),827454
toile de Bretagne blanche,36,non,Pas grain (0),827454
toile de Bretagne blanche large,1,non,Pas grain (0),827454
toile de Bretagne cirée,18,non,Pas grain (0),827454
toile de Bretagne cirée large,3,non,Pas grain (0),827454
toile de Bretagne commune,1,non,Pas grain (0),827454
toile de Bretagne cotonnade,1,non,Pas grain (0),827454
toile de Bretagne cottray,1,non,Pas grain (0),827454
toile de Bretagne crée,39,non,Pas grain (0),827454
toile de Bretagne crée étroite,1,non,Pas grain (0),827454
toile de Bretagne crée large,97,non,Pas grain (0),827454
toile de Bretagne crée large de 40 aunes,1,non,Pas grain (0),827454
toile de Bretagne crue,21,non,Pas grain (0),827454
toile de Bretagne d'emballage,4,non,Pas grain (0),827454
toile de Bretagne d'étoupe,1,non,Pas grain (0),827454
toile de Bretagne d'Olonne,44,non,Pas grain (0),827454
toile de Bretagne de ???,1,non,Pas grain (0),827454
toile de Bretagne de ??? fil,6,non,Pas grain (0),827454
toile de Bretagne de 3 aunes,1,non,Pas grain (0),827454
toile de Bretagne de 4 fils,21,non,Pas grain (0),827454
toile de Bretagne de 6 fils,2,non,Pas grain (0),827454
toile de Bretagne de balles,5,non,Pas grain (0),827454
toile de Bretagne de bazot,1,non,Pas grain (0),827454
toile de Bretagne de brin,28,non,Pas grain (0),827454
toile de Bretagne de challe,3,non,Pas grain (0),827454
toile de Bretagne de chanvre,12,non,Pas grain (0),827454
toile de Bretagne de coton,3,non,Pas grain (0),827454
toile de Bretagne de couleur,16,non,Pas grain (0),827454
toile de Bretagne de couture,1,non,Pas grain (0),827454
toile de Bretagne de fil,2,non,Pas grain (0),827454
toile de Bretagne de halle,9,non,Pas grain (0),827454
toile de Bretagne de ménage,48,non,Pas grain (0),827454
toile de Bretagne de réforme,1,non,Pas grain (0),827454
toile de Bretagne de rondelette,1,non,Pas grain (0),827454
