simplification,nbr_occurences_simpl,ulrich,obsolete,nbr_occurences_ulrich
toile anglaise des prises,1,out,non,288284
toile Antioche,6,out,non,288284
toile apprêtée de chanvre et de lin écrue de 13 à 20 fils,1,out,non,288284
toile apprêtée de chanvre et de lin écrue de 20 fils et au-dessus,1,out,non,288284
toile apprêtée de chanvre et de lin écrue de 8 à 13 fils,1,out,non,288284
toile apprêtée de chanvre et de lin écrue de moins de 8 fils,1,out,non,288284
toile apprêtée de chanvre et de lin écrue unie,1,out,non,288284
toile apprêtée de chanvre et de lin écrue unie de 13 fils inclusivement à 20 fils exclusivement,1,out,non,288284
toile apprêtée de chanvre et de lin écrue unie de 8 fils inclusivement à 13 fils exclusivement,1,out,non,288284
toile apprêtée de chanvre et de lin écrue unie de moins de 8 fils,1,out,non,288284
toile ardoisée et grise de lin,1,out,non,288284
toile ardoisée et rayée et rayonnée,2,out,non,288284
toile ardoisée et rayonnée,1,out,non,288284
toile ardoisée grise et écrue,1,out,non,288284
toile au lain,1,out,non,288284
toile au lait,5,out,non,288284
toile au lait lin,1,out,non,288284
toile bajas,1,out,non,288284
toile bajouge,1,out,non,288284
toile barrière,1,out,non,288284
toile Barrois,1,out,non,288284
toile bas brin,3,out,non,288284
toile basin coutil croisée et autre de chanvre et de lin,1,out,non,288284
toile basin coutil croisée et autres,1,out,non,288284
toile basin coutil croisée et autres de chanvre et de lin,1,out,non,288284
toile beaugrain,3,out,non,288284
toile blancard,65,out,non,288284
toile blancard cirée large,1,out,non,288284
toile blancard de chanvre,1,out,non,288284
toile blancard de lin,2,out,non,288284
toile blancard de Rouen,13,out,non,288284
toile blancard et fleuret,8,out,non,288284
toile blanche,772,out,non,288284
toile blanche à étoupe,1,out,non,288284
toile blanche à imprimer,1,out,non,288284
toile blanche abati,1,out,non,288284
toile blanche aman,2,out,non,288284
toile blanche bleue et de lin,1,out,non,288284
toile blanche cirée,1,out,non,288284
toile blanche commune,5,out,non,288284
toile blanche damassée de lin pour nappes et serviettes,1,out,non,288284
toile blanche de 13 à 20 fils,2,out,non,288284
toile blanche de 13 fils,2,out,non,288284
toile blanche de 20 aunes,1,,non,1091
toile blanche de 20 fils et au-dessus,2,out,non,288284
toile blanche de chanvre,3,out,non,288284
toile blanche de chanvre 398 lignes,1,out,non,288284
toile blanche de chanvre et de lin,5,out,non,288284
toile blanche de chanvre et de lin de 13 à 20 fils,1,out,non,288284
toile blanche de chanvre et de lin de 20 fils et au-dessus,1,out,non,288284
toile blanche de chanvre et de lin de moins de 13 fils,1,out,non,288284
toile blanche de chanvre et de lin unie,1,out,non,288284
toile blanche de chanvre et de lin unie de 13 fils inclusivement à 20 fil exclusivement,1,out,non,288284
toile blanche de chanvre et de lin unie de 20 fils et au-dessus,1,out,non,288284
toile blanche de chanvre et de lin unie de moins de 13 fils,1,out,non,288284
toile blanche de Cholet,3,out,non,288284
toile blanche de coton,96,cotton goods,non,9461
toile blanche de coton et de ???,1,cotton goods,non,9461
toile blanche de coton et des Indes,3,cotton goods,non,9461
toile blanche de coton et fil,1,cotton goods,non,9461
toile blanche de coton et fine,3,cotton goods,non,9461
toile blanche de coton et nationale,1,cotton goods,non,9461
toile blanche de coton et rayée,1,cotton goods,non,9461
toile blanche de coton pour mouchoirs,2,cotton goods,non,9461
toile blanche de France,2,out,non,288284
toile blanche de Hollande,1,out,non,288284
toile blanche de la Compagnie,3,out,non,288284
toile blanche de lin,10,out,non,288284
toile blanche de lin ??? à la frontière,5,out,non,288284
toile blanche de lin à 10 sols et en dessus,1,out,non,288284
toile blanche de lin de 12 sols par aune,1,out,oui,288284
toile blanche de lin de 2 sols par aune,1,out,oui,288284
toile blanche de lin de 20 sols par aune,1,out,oui,288284
toile blanche de lin de 30 sols par aune,1,out,oui,288284
toile blanche de lin de 8 sols par aune,1,out,oui,288284
toile blanche de lin en dessous de 10 sols,2,out,oui,288284
toile blanche de lin en dessous de 10 sols par aune,2,,non,1091
toile blanche de lin et haut prix,1,out,non,288284
toile blanche de lin et toile de lin,1,out,non,288284
toile blanche de lin pour nappes et serviettes,1,out,non,288284
toile blanche de ménage,3,out,non,288284
toile blanche de Saint Quentin et Valenciennes,1,out,non,288284
toile blanche de Saint-Quentin,3,out,non,288284
toile blanche demitte,1,out,non,288284
toile blanche en pièces de 20 aunes,1,out,oui,288284
toile blanche escanite,1,out,non,288284
toile blanche et rouge,1,out,non,288284
toile blanche et rousse,1,out,non,288284
toile blanche et teinte,3,out,non,288284
toile blanche étrangère,3,out,non,288284
toile blanche fine,8,out,non,288284
toile blanche fine et de lin,3,out,non,288284
toile blanche guinée,3,out,non,288284
toile blanche large,1,out,non,288284
toile blanche ordinaire,2,out,non,288284
toile blanche ordre,1,out,non,288284
toile blanche peinte,18,out,non,288284
toile blanche pour essuie-mains,1,out,non,288284
toile blanchie,2,out,non,288284
toile bleue,23,out,non,288284
toile bleue de coton,8,cotton goods,non,9461
toile bleue des Indes,1,out,non,288284
toile bleue et rouge,1,out,non,288284
toile bleue peinte,1,out,non,288284
toile bocadillo,2,out,non,288284
toile boelans,1,out,non,288284
toile bonnets,1,out,non,288284
toile boucassine,18,out,non,288284
toile bougran,3,out,non,288284
toile boulange,1,out,non,288284
toile bourlegambis,1,out,non,288284
toile brantes des Indes,1,out,non,288284
toile brauls,4,out,non,288284
toile brauls des Indes,1,out,non,288284
toile brauls imitant celles des Indes,1,out,non,288284
toile brin,2,out,non,288284
toile brin de Dinant,1,out,non,288284
toile brin trois-quart de Combourg,5,out,non,288284
toile brochée,2,out,non,288284
toile brodée,2,out,non,288284
toile brodée en laine et de coton,1,cotton goods,non,9461
toile brodée en soie et de coton,1,cotton goods,non,9461
toile brodée et de coton,5,cotton goods,non,9461
toile bueadille,1,out,non,288284
toile cacanava,1,out,non,288284
toile cachelas des Indes,3,out,non,288284
toile cadéas,1,out,non,288284
toile caissie,60,out,non,288284
toile caissière,1,out,non,288284
toile caladaris,24,out,non,288284
toile calanea,1,out,non,288284
toile calias,1,out,non,288284
toile canevas,28,out,non,288284
toile carotte,1,out,non,288284
toile carotte double,1,out,non,288284
toile carotte simple,1,out,non,288284
toile carrée,1,out,non,288284
toile casse,1,out,non,288284
toile casselis,4,out,non,288284
toile cassie,2,out,non,288284
toile ce chasse,1,out,non,288284
toile cerda,1,out,non,288284
toile céruse,2,out,non,288284
toile chapelur,1,out,non,288284
toile chapilas,3,out,non,288284
toile chasselas,28,out,non,288284
toile chebiny,5,out,non,288284
toile chille,1,out,non,288284
toile chitte,3,out,non,288284
toile choilette,1,out,non,288284
toile Cholet,126,out,non,288284
toile Cholet à carreaux,1,out,non,288284
toile cholette,6,out,non,288284
toile cirée,283,out,non,288284
toile cirée commune,1,out,non,288284
toile cirée de 13 à 20 fils,1,out,non,288284
toile cirée de chanvre et de lin de 13 à 20 fils,1,out,non,288284
toile cirée de chanvre et de lin de 20 fils et au-dessus,1,out,non,288284
toile cirée de chanvre et de lin de 8 à 13 fils,1,out,non,288284
toile cirée de chanvre et de lin de moins de 8 fils,1,out,non,288284
toile cirée de chanvre et de lin unie,1,out,non,288284
toile cirée de moins de 8 fils,1,out,non,288284
toile cirée et de crin et gommée,2,out,non,288284
toile cirée et gommée,2,out,non,288284
toile cirée et lustrée,1,out,non,288284
toile cirée et peinte,9,out,non,288284
toile cirée large,8,out,non,288284
toile cirée pour paravent,1,out,non,288284
toile cirée trois-quart,1,out,non,288284
toile cirsaca,7,out,non,288284
toile claire,1,out,non,288284
toile claire de coton et de fil,2,cotton goods,non,9461
toile cochelis,3,out,non,288284
toile coffres,1,out,non,288284
toile colette,1,out,non,288284
toile commune,77,out,non,288284
toile commune de 25 aunes,1,out,non,288284
toile commune de basin,1,cotton goods,non,9461
toile commune de coton,2,cotton goods,non,9461
toile commune de Dinant,1,out,non,288284
toile commune de Lille,1,out,non,288284
toile commune de lin,29,out,non,288284
toile commune écrue et grosse et de lin,1,out,non,288284
toile commune et fine,2,out,non,288284
toile cordat,34,out,non,288284
toile cordeillat,1,out,non,288284
toile corot,147,out,non,288284
toile corot double,2,out,non,288284
toile corot imitant celle des Indes,1,out,non,288284
toile corot simple,1,out,non,288284
toile cotonnade,5,cotton goods,non,9461
toile cottray,32,out,non,288284
toile coupis,10,out,non,288284
toile coupis imitant celle des Indes,1,out,non,288284
toile coutil,163,out,non,288284
toile coutil commune,12,out,non,288284
toile coutil croisée,1,out,non,288284
toile coutil de fil,13,out,non,288284
toile coutil de fil et de laine,1,out,non,288284
toile coutil pour lit,1,out,non,288284
toile crée,52,out,non,288284
toile crée de 50 aunes,1,,non,1091
toile crée entrelarge,1,out,non,288284
toile crée gratienne,1,out,non,288284
toile crée large,42,out,non,288284
toile crée large de lin,1,out,non,288284
toile crée margé,1,out,non,288284
toile crée pièces de 50 aunes,1,out,oui,288284
toile crée rayée,1,out,non,288284
toile crée rosconne,1,out,non,288284
toile cretonne,1,out,non,288284
toile crin,2,out,non,288284
toile crise,1,out,non,288284
toile crue,101,out,non,288284
toile crue de 20 aunes,1,,non,1091
toile crue de ménage,3,out,non,288284
toile crue et teinte,1,out,non,288284
toile crue grise et ardoisée,1,out,non,288284
toile crue large,2,out,non,288284
toile crue pièces de 20 aunes,1,out,oui,288284
toile cunbabis,1,out,non,288284
toile custas,2,out,non,288284
toile custas imitant celle des Indes,1,out,non,288284
toile d'abas,1,out,non,288284
toile d'Agen,6,out,non,288284
toile d'Alençon,1,out,non,288284
toile d'Alep,11,out,non,288284
toile d'Allemagne,44,out,non,288284
toile d'Allemagne et toile de Silésie,1,out,non,288284
toile d'aman,126,out,non,288284
toile d'amat,1,out,non,288284
toile d'Angers,1,out,non,288284
toile d'anne,1,out,non,288284
toile d'antale,25,out,non,288284
toile d'Antioche,110,out,non,288284
toile d'antrain,1,out,non,288284
toile d'Argouges,1,out,non,288284
toile d'Artische,1,out,non,288284
toile d'aune,2,out,non,288284
toile d'Autriche,1,out,non,288284
toile d'auxonne,1,out,non,288284
toile d'azar,9,out,non,288284
toile d'azur,5,out,non,288284
toile d'azur bleue,1,out,non,288284
toile d'ecripe,1,out,non,288284
toile d'emballage,483,out,non,288284
toile d'emballage 2270 lignes,1,out,non,288284
toile d'emballage de lin,1,out,non,288284
toile d'emballage neuve,1,out,non,288284
toile d'emballage vieille,1,out,non,288284
toile d'éponge,1,out,non,288284
toile d'Ernée,1,out,non,288284
toile d'étoupe 7/8,1,out,non,288284
toile d'étoupes,51,out,non,288284
toile d'étoupes 1000 lignes,1,out,non,288284
toile d'étoupes de lin,18,out,non,288284
toile d'Hambrie,1,out,non,288284
toile d'herbe,1,out,non,288284
toile d'Irlande,2,out,non,288284
toile d'Olonne,20,out,non,288284
toile d'Orange,2,out,non,288284
toile damassée,6,out,non,288284
toile damassée de 1 aune,1,out,non,288284
toile damassée de 2 1/2 aunes,1,out,non,288284
toile damassée de 2 aunes,1,out,non,288284
toile damassée de 3 aunes large,1,out,non,288284
toile damassée de Caux,1,out,non,288284
toile de ???,2,,non,1091
toile de ??? lin,1,out,non,288284
toile de 15 aunes de Hollande,8,out,non,288284
toile de 3 aunes de largeur et en dessus,1,out,non,288284
toile de 3 aunes pour nappes,1,out,non,288284
toile de 30 aunes,1,out,non,288284
toile de 30 aunes de Hollande,8,out,non,288284
toile de 36 aunes de Hollande,1,out,non,288284
toile de 4 fils,1,out,non,288284
toile de 7/8,1,out,non,288284
toile de balle,1,out,non,288284
toile de Barbezieux,3,out,non,288284
toile de Barois,1,,oui,1091
toile de Barrois,4,out,non,288284
toile de Barrois et Clinchamp,1,out,non,288284
toile de basin,81,cotton goods,non,9461
toile de basin brodé et de coton et de fil,1,cotton goods,non,9461
toile de basin clair et uni,1,cotton goods,non,9461
toile de basin coton et fil,2,cotton goods,non,9461
toile de basin de coton,4,cotton goods,non,9461
toile de basin de coton commune,5,cotton goods,non,9461
toile de basin de coton et de fil,3,cotton goods,non,9461
toile de basin de coton et de fil et teinte,1,cotton goods,non,9461
toile de basin de Rouen,1,cotton goods,non,9461
toile de basin et de coutil,1,cotton goods,non,9461
toile de basin étranger,4,cotton goods,non,9461
toile de basin fin,2,cotton goods,non,9461
toile de basin gros,3,cotton goods,non,9461
toile de basin national,5,cotton goods,non,9461
toile de basine,1,cotton goods,non,9461
toile de bazouges,1,out,non,288284
toile de Beaufort,2,out,non,288284
toile de Beaujolais,1,out,non,288284
toile de Beauvais,29,out,non,288284
toile de Bernay,1,out,non,288284
toile de Bézier,1,out,non,288284
toile de bleue,1,out,non,288284
toile de Bonbourg,1,out,non,288284
toile de Bretagne,474,out,non,288284
toile de Bretagne ??? brin,1,out,non,288284
toile de Bretagne 3/4,1,out,non,288284
toile de Bretagne 7/8,1,out,non,288284
toile de Bretagne à 4 fils,1,out,oui,288284
toile de Bretagne à carreaux,38,out,non,288284
toile de Bretagne à nègre,1,out,non,288284
toile de Bretagne bas brin,2,out,non,288284
toile de Bretagne beurrière,1,out,non,288284
toile de Bretagne blancard,1,out,non,288284
toile de Bretagne blanche,19,out,non,288284
toile de Bretagne blanche large,1,out,non,288284
toile de Bretagne cirée,6,out,non,288284
toile de Bretagne cirée large,3,out,non,288284
toile de Bretagne commune,1,out,non,288284
toile de Bretagne cotonnade,1,cotton goods,non,9461
toile de Bretagne cottray,1,out,non,288284
toile de Bretagne crée,11,out,non,288284
toile de Bretagne crée étroite,1,out,non,288284
toile de Bretagne crée large,74,out,non,288284
toile de Bretagne crée large de 40 aunes,1,out,non,288284
toile de Bretagne crue,16,out,non,288284
toile de Bretagne d'aune,5,out,oui,288284
toile de Bretagne d'emballage,3,out,non,288284
toile de Bretagne d'étoupe,1,out,non,288284
toile de Bretagne d'Olonne,28,out,non,288284
toile de Bretagne de ???,1,out,non,288284
toile de Bretagne de ??? fil,3,out,non,288284
toile de Bretagne de 3 aunes,1,out,non,288284
toile de Bretagne de 4 fils,16,out,non,288284
toile de Bretagne de 6 fils,1,out,non,288284
toile de Bretagne de balles,1,out,non,288284
toile de Bretagne de bas brin,5,out,non,288284
toile de Bretagne de bazot,1,out,non,288284
toile de Bretagne de brin,17,out,non,288284
toile de Bretagne de challe,1,out,non,288284
toile de Bretagne de chanvre,11,out,non,288284
toile de Bretagne de coton,3,cotton goods,non,9461
toile de Bretagne de couleur,7,out,non,288284
toile de Bretagne de couture,1,out,non,288284
toile de Bretagne de fil,2,out,non,288284
toile de Bretagne de halle,85,out,non,288284
toile de Bretagne de haut brin,15,out,non,288284
toile de Bretagne de ménage,37,out,non,288284
toile de Bretagne de quatre fils,1,out,oui,288284
toile de Bretagne de réforme,1,out,non,288284
toile de Bretagne de rondelette,1,out,non,288284
toile de Bretagne de rosconne,6,out,non,288284
toile de Bretagne de Saint-???,1,out,non,288284
toile de Bretagne de Savigny,2,out,non,288284
toile de Bretagne de sept huit,1,out,non,288284
toile de Bretagne de serpillère,1,out,non,288284
toile de Bretagne de St. Georges,12,out,non,288284
toile de Bretagne diverse,38,out,non,288284
toile de Bretagne écrue,6,out,non,288284
toile de Bretagne écrue large,1,out,non,288284
toile de Bretagne entre large,27,out,non,288284
toile de Bretagne étroite,120,out,non,288284
toile de Bretagne fine claire,1,out,non,288284
toile de Bretagne fine étroite,1,out,non,288284
toile de Bretagne fine large,1,out,non,288284
toile de Bretagne Fougères,1,out,non,288284
toile de Bretagne gratienne,58,out,non,288284
toile de Bretagne grenade,1,out,non,288284
toile de Bretagne grise,5,out,non,288284
toile de Bretagne gros brin,2,out,non,288284
toile de Bretagne guingan,2,out,non,288284
toile de Bretagne haut brin,1,out,non,288284
toile de Bretagne haute louise,1,out,non,288284
toile de Bretagne jaune,2,out,non,288284
toile de Bretagne lacormen,1,out,non,288284
toile de Bretagne large,113,out,non,288284
toile de Bretagne ouvrée,3,out,non,288284
toile de Bretagne peinte,1,out,non,288284
toile de Bretagne platille,3,out,non,288284
toile de Bretagne pour voile,64,out,non,288284
toile de Bretagne quatre fils,3,out,oui,288284
toile de Bretagne rayée,12,out,non,288284
toile de Bretagne rayée à carreaux,1,out,non,288284
toile de Bretagne reforme,3,out,non,288284
