simplification,nbr_occurences_simpl,beaver,obsolete,nbr_occurences_beaver
corail ouvré,1,No link with beaver,non,554828
corail râpé,1,No link with beaver,non,554828
corail rouge,3,No link with beaver,non,554828
corail rouge ouvré,2,No link with beaver,non,554828
corail taillé,2,No link with beaver,non,554828
corail terraille,22,No link with beaver,non,554828
coraline,2,No link with beaver,non,554828
corbeilles,8,No link with beaver,non,554828
corbeilles d'auf,1,No link with beaver,non,554828
corbeilles d'osier,118,No link with beaver,non,554828
corbeilles d'osier petites,1,No link with beaver,non,554828
corbeilles garnies,1,No link with beaver,non,554828
cordage,759,No link with beaver,non,554828
cordage ???,3,No link with beaver,non,554828
cordage à boyaux,1,No link with beaver,non,554828
cordage blanc,3,No link with beaver,non,554828
cordage d'auf,43,No link with beaver,non,554828
cordage d'autre végétaux,6,No link with beaver,non,554828
cordage d'autre végétaux jonc sparte et tilleul,1,No link with beaver,non,554828
cordage d'emballage,8,No link with beaver,non,554828
cordage d'espars,229,No link with beaver,non,554828
cordage de câbles neufs,1,No link with beaver,non,554828
cordage de caret,1,No link with beaver,non,554828
cordage de chanvre,763,No link with beaver,non,554828
cordage de chanvre neuf,4,No link with beaver,non,554828
cordage de chanvre vieux,6,No link with beaver,non,554828
cordage de filin,2,No link with beaver,non,554828
cordage de jonc,15,No link with beaver,non,554828
cordage de satangres,1,No link with beaver,non,554828
cordage de thil,2,No link with beaver,non,554828
cordage de tilleul,11,No link with beaver,non,554828
cordage de vieux,1,No link with beaver,non,554828
cordage dit filin,1,No link with beaver,non,554828
cordage en morceaux,1,No link with beaver,non,554828
cordage et cordes,2,No link with beaver,non,554828
cordage et ficelle,18,No link with beaver,non,554828
cordage filets neuf,1,No link with beaver,non,554828
cordage filets neuf ou en état de servir,4,No link with beaver,non,554828
cordage goudronné,8,No link with beaver,non,554828
cordage gros,1,No link with beaver,non,554828
cordage herbe,1,No link with beaver,non,554828
cordage menu,1,No link with beaver,non,554828
cordage neuf,7,No link with beaver,non,554828
cordage noir,4,No link with beaver,non,554828
cordage pourri,2,No link with beaver,non,554828
cordage refait,2,No link with beaver,non,554828
cordage vieux,42,No link with beaver,non,554828
corde du Levant,1,No link with beaver,non,554828
cordeillat,109,No link with beaver,non,554828
cordeillat d'Oléron,2,No link with beaver,non,554828
cordeillat de Colmar,13,No link with beaver,non,554828
cordeillat de laine,5,No link with beaver,non,554828
cordeillat de Piémont,1,No link with beaver,non,554828
cordeillat de Provence,2,No link with beaver,non,554828
cordelats,1,No link with beaver,non,554828
cordellerie,3,No link with beaver,non,554828
cordes,3,No link with beaver,non,554828
cordes à arçons,9,No link with beaver,non,554828
cordes d'auf,14,No link with beaver,non,554828
cordes d'emballage,9,No link with beaver,non,554828
cordes d'espars,1,No link with beaver,non,554828
cordes d'or,1,No link with beaver,non,554828
cordes de bois à brûler,1,No link with beaver,non,554828
cordes de boyau et pour violons,1,No link with beaver,non,554828
cordes de boyaux,130,No link with beaver,non,554828
cordes de chanvre,31,No link with beaver,non,554828
cordes de fil de fer,1,No link with beaver,non,554828
cordes de jonc,3,No link with beaver,non,554828
cordes de roseaux,1,No link with beaver,non,554828
cordes de thil,2,No link with beaver,non,554828
cordes de tilleul,1,No link with beaver,non,554828
cordes et câble et ficelles,2,No link with beaver,non,554828
cordes et écorce de tilleul,1,No link with beaver,non,554828
cordes et ficelles,12,No link with beaver,non,554828
cordes ficelle,1,No link with beaver,non,554828
cordes neuves,1,No link with beaver,non,554828
cordes pour carder,5,No link with beaver,non,554828
cordes pour carder le coton,1,No link with beaver,non,554828
cordes pour corder,2,No link with beaver,non,554828
cordes pour fouets,2,No link with beaver,non,554828
cordes pour guitare,4,No link with beaver,non,554828
cordes pour instruments,10,No link with beaver,non,554828
cordes pour violons,166,No link with beaver,non,554828
cordes pour violons ???,1,No link with beaver,non,554828
cordes vieilles,5,No link with beaver,non,554828
cordial,1,No link with beaver,non,554828
cordillaterie,43,No link with beaver,non,554828
cordonnerie de cuir,34,No link with beaver,non,554828
cordonnerie et sellerie de cuir,200,No link with beaver,non,554828
cordonnet,2,No link with beaver,non,554828
cordonnet de fil,3,No link with beaver,non,554828
cordonnet de poil,2,No link with beaver,non,554828
cordonnet de poil de chèvre,1,No link with beaver,non,554828
cordonnet de soie,1,No link with beaver,non,554828
cordonnet pour cannes,1,No link with beaver,non,554828
cordons,9,No link with beaver,non,554828
cordons d'argent,3,No link with beaver,non,554828
cordons d'argent et d'or,3,No link with beaver,non,554828
cordons d'or,8,No link with beaver,non,554828
cordons d'or et d'argent,1,No link with beaver,non,554828
cordons d'or et de soie,1,No link with beaver,non,554828
cordons de fil,7,No link with beaver,non,554828
cordons de fil de lin,1,No link with beaver,non,554828
cordons de filoselle,3,No link with beaver,non,554828
cordons de fleuret,7,No link with beaver,non,554828
cordons de laine,1,No link with beaver,non,554828
cordons de montre de soie,1,No link with beaver,non,554828
cordons de montres,2,No link with beaver,non,554828
cordons de montres avec or,1,No link with beaver,non,554828
cordons de soie,36,No link with beaver,non,554828
cordons de soie à canne,2,No link with beaver,non,554828
cordons de soie d'argent,1,No link with beaver,non,554828
cordons de soie d'argent et d'or et de soie,3,No link with beaver,non,554828
cordons dorure d'argent,2,No link with beaver,non,554828
cordons dorure d'argent et d'or,2,No link with beaver,non,554828
cordons dorure d'or,3,No link with beaver,non,554828
cordons pour chapeaux,1,No link with beaver,non,554828
cordouans,107,No link with beaver,non,554828
cordouans en basane,5,No link with beaver,non,554828
coriandre,32,No link with beaver,non,554828
coriandre et noix,1,No link with beaver,non,554828
coriandre et riz,1,No link with beaver,non,554828
corinthes,5,No link with beaver,non,554828
cornalines,7,No link with beaver,non,554828
cornalines fines,1,No link with beaver,non,554828
cornalines montées en or,2,No link with beaver,non,554828
cornalines pour la Compagnie des Indes,1,No link with beaver,non,554828
corne fine,1,No link with beaver,non,554828
cornes,98,No link with beaver,non,554828
cornes à faire peigner,1,No link with beaver,non,554828
cornes à lanternes,199,No link with beaver,non,554828
cornes à peignes,1,No link with beaver,non,554828
cornes brutes,4,No link with beaver,non,554828
cornes de béliers,1,No link with beaver,non,554828
cornes de bétail,14,No link with beaver,non,554828
cornes de bétail brutes,5,No link with beaver,non,554828
cornes de bétail brutes clapons ou râpées,3,No link with beaver,non,554828
cornes de bétail en feuillets,5,No link with beaver,non,554828
cornes de bétail préparées,4,No link with beaver,non,554828
cornes de bœuf,172,No link with beaver,non,554828
cornes de bœuf et de vache,17,No link with beaver,non,554828
cornes de bœuf et de vache crues,1,No link with beaver,non,554828
cornes de bouc et de chèvre,1,No link with beaver,non,554828
cornes de boucs,1,No link with beaver,non,554828
cornes de cerf,169,No link with beaver,non,554828
cornes de cerf dupié,1,No link with beaver,non,554828
cornes de cerf en morceaux,12,No link with beaver,non,554828
cornes de cerf et de snack,23,No link with beaver,non,554828
cornes de cerf et de snack en morceaux,10,No link with beaver,non,554828
cornes de fer,1,No link with beaver,non,554828
cornes de lanternes,5,No link with beaver,non,554828
cornes de licorne,1,No link with beaver,non,554828
cornes de mouton,412,No link with beaver,non,554828
cornes de plate,1,No link with beaver,non,554828
cornes de rhinocéros,1,No link with beaver,non,554828
cornes de vache,5,No link with beaver,non,554828
cornes de verre,3,No link with beaver,non,554828
cornes plates,32,No link with beaver,non,554828
cornes plates ou en feuilles,1,No link with beaver,non,554828
cornes pour manches de couteaux,1,No link with beaver,non,554828
cornes rondes,2,No link with beaver,non,554828
cornet de soie,1,No link with beaver,non,554828
cornichons,60,No link with beaver,non,554828
cornichons confits,1,No link with beaver,non,554828
cornichons confits au vinaigre,1,No link with beaver,non,554828
coroas,1,No link with beaver,non,554828
corodarix,1,No link with beaver,non,554828
corode,3,No link with beaver,non,554828
corps d'arbre,1,No link with beaver,non,554828
corps d'arbre bruts,1,No link with beaver,non,554828
corps d'arbre de 20 à 30 pieds,1,No link with beaver,non,554828
corps d'arbre de 30 à 40 pieds,1,No link with beaver,non,554828
corps d'arbre de 40 à 50 pieds,1,No link with beaver,non,554828
corps d'arbre de 50 à 60 pieds,1,No link with beaver,non,554828
corps d'arbre en dessous de 20 pieds,1,No link with beaver,non,554828
corps d'arbre réduits en pieds de gittes,1,No link with beaver,non,554828
corps de femme,1,No link with beaver,non,554828
corps de fille,1,No link with beaver,non,554828
corps de jupes,6,No link with beaver,non,554828
corps piqué,1,No link with beaver,non,554828
corps piqué de jupes,1,No link with beaver,non,554828
cors de chasse,4,No link with beaver,non,554828
cors de chasse et trompettes,1,No link with beaver,non,554828
cors serinettes serpent trompettes,3,No link with beaver,non,554828
cors serinettes trombones trompettes,2,No link with beaver,non,554828
corsane,2,No link with beaver,non,554828
corsets,1,No link with beaver,non,554828
corsets baleinés,3,No link with beaver,non,554828
corsets brodés en soie,1,No link with beaver,non,554828
corsets de demitte,7,No link with beaver,non,554828
corsets de toile,2,No link with beaver,non,554828
cortillaterie,4,No link with beaver,non,554828
corty,1,No link with beaver,non,554828
corvos,1,No link with beaver,non,554828
cosmétiques divers pâtes poudres et savons parfumés etc.,2,No link with beaver,non,554828
costus,9,No link with beaver,non,554828
costus doux,5,No link with beaver,non,554828
costus verus,1,No link with beaver,non,554828
coteaux flamands,1,No link with beaver,non,554828
cotenis,1,No link with beaver,non,554828
côtes de baleine,5,No link with beaver,non,554828
cotillon de toile piquée,1,No link with beaver,non,554828
coton,629,No link with beaver,non,554828
coton ???,1,No link with beaver,non,554828
coton à broder,2,No link with beaver,non,554828
coton autres de Méditerranée,1,No link with beaver,non,554828
coton autres de Turquie,1,No link with beaver,non,554828
coton autres longue soie,1,No link with beaver,non,554828
coton bleu,1,No link with beaver,non,554828
coton brut et fil de coton,44,No link with beaver,non,554828
coton brut et fil de coton des Îles,1,No link with beaver,non,554828
coton brut et fil de coton étranger,2,No link with beaver,non,554828
coton cardé,16,No link with beaver,non,554828
coton courte soie,13,No link with beaver,non,554828
coton courte soie des entrepôts,1,No link with beaver,non,554828
coton de laine,41,No link with beaver,non,554828
coton de Malte,1,No link with beaver,non,554828
coton de Senirre,1,No link with beaver,non,554828
coton de Smyrne,1,No link with beaver,non,554828
coton des colonies françaises,1,No link with beaver,non,554828
coton des Îles et des Indes,2,No link with beaver,non,554828
coton des Indes,10,No link with beaver,non,554828
coton en balles et toile,1,No link with beaver,non,554828
coton en feuilles cardées et gommées ouates,2,No link with beaver,non,554828
coton en fil,1,No link with beaver,non,554828
coton en laine,1524,No link with beaver,non,554828
coton en laine de retour,1,No link with beaver,non,554828
coton en laine des Indes,1,No link with beaver,non,554828
coton en laine du Brésil,1,No link with beaver,non,554828
coton en laine du Levant,48,No link with beaver,non,554828
coton en ouate,4,No link with beaver,non,554828
coton en rames,16,No link with beaver,non,554828
coton en rames et fil de coton,26,No link with beaver,non,554828
coton imprimé,1,No link with beaver,non,554828
coton longue soie,12,No link with beaver,non,554828
coton longue soie des entrepôts,1,No link with beaver,non,554828
coton par Dunkerque,1,No link with beaver,non,554828
coton rouge,2,No link with beaver,non,554828
coton sitz et mousseline,1,No link with beaver,non,554828
coton sitz et mousseline en balles,1,No link with beaver,non,554828
coton soufré,78,No link with beaver,non,554828
coton teint,11,No link with beaver,non,554828
