simplification,nbr_occurences_simpl,obsolete,porcelaine,nbr_occurences_porcelaine
saumon salé et séché,5,non,Sans lien avec la porcelaine,815441
saumon sec,1,oui,Sans lien avec la porcelaine,815441
saumon séché,1,non,,37165
saumonée,4,non,Sans lien avec la porcelaine,815441
saumure,108,non,Sans lien avec la porcelaine,815441
saumure salée,1,non,Sans lien avec la porcelaine,815441
sauphas,1,non,Sans lien avec la porcelaine,815441
saur,1,non,Sans lien avec la porcelaine,815441
sauvagines,1,non,Sans lien avec la porcelaine,815441
savine,2,non,Sans lien avec la porcelaine,815441
savoine languine,1,non,Sans lien avec la porcelaine,815441
savon,2459,non,Sans lien avec la porcelaine,815441
savon blanc,92,non,Sans lien avec la porcelaine,815441
savon blanc et marbré,131,non,Sans lien avec la porcelaine,815441
savon blanc noir rouge marbré,2,non,Sans lien avec la porcelaine,815441
savon d'Alicante,23,non,Sans lien avec la porcelaine,815441
savon d'Espagne,1,non,Sans lien avec la porcelaine,815441
savon de Gênes,1,non,Sans lien avec la porcelaine,815441
savon de Marseille,18,non,Sans lien avec la porcelaine,815441
savon de retour,1,non,Sans lien avec la porcelaine,815441
savon de terre,1,non,Sans lien avec la porcelaine,815441
savon et pruneaux,4,non,Sans lien avec la porcelaine,815441
savon et sirop de sucre,1,non,,37165
savon et sucre,1,non,Sans lien avec la porcelaine,815441
savon et verdet,4,non,Sans lien avec la porcelaine,815441
savon gras,2,non,Sans lien avec la porcelaine,815441
savon madré,83,non,Sans lien avec la porcelaine,815441
savon marbré,250,non,Sans lien avec la porcelaine,815441
savon mol,4,non,Sans lien avec la porcelaine,815441
savon noir,211,non,Sans lien avec la porcelaine,815441
savon vert,4,non,Sans lien avec la porcelaine,815441
savonnettes,383,non,Sans lien avec la porcelaine,815441
savonnettes de senteur,13,non,Sans lien avec la porcelaine,815441
sayessa,3,non,Sans lien avec la porcelaine,815441
sayne,14,non,Sans lien avec la porcelaine,815441
scammonée,194,non,Sans lien avec la porcelaine,815441
scapa,1,non,Sans lien avec la porcelaine,815441
scaps,4,non,Sans lien avec la porcelaine,815441
schakos,2,non,Sans lien avec la porcelaine,815441
schakos garnis,2,non,Sans lien avec la porcelaine,815441
schakos sans garniture,2,non,Sans lien avec la porcelaine,815441
scie ?,1,oui,,37165
scielle,1,non,Sans lien avec la porcelaine,815441
scies,114,non,Sans lien avec la porcelaine,815441
scies ?,0,non,,37165
scies à moulu,1,non,Sans lien avec la porcelaine,815441
scies communes,4,non,Sans lien avec la porcelaine,815441
scies de fer,23,non,Sans lien avec la porcelaine,815441
scies de long,1,non,,37165
scies fines,4,non,Sans lien avec la porcelaine,815441
scies pour la Compagnie des Indes,1,non,Sans lien avec la porcelaine,815441
scille maritime,4,non,Sans lien avec la porcelaine,815441
scinque,1,non,Sans lien avec la porcelaine,815441
scortins d'auf,1,non,Sans lien avec la porcelaine,815441
sculptures,16,non,Sans lien avec la porcelaine,815441
seaux,8,non,Sans lien avec la porcelaine,815441
seaux à l'eau,1,non,Sans lien avec la porcelaine,815441
seaux à l'eau de sapin,1,non,Sans lien avec la porcelaine,815441
seaux cerclés de fer,2,non,Sans lien avec la porcelaine,815441
seaux d'eau,1,non,,37165
seaux de bois,72,non,Sans lien avec la porcelaine,815441
seaux de bois ferré,1,non,Sans lien avec la porcelaine,815441
seaux de cuir,7,non,Sans lien avec la porcelaine,815441
seaux de faïence,1,non,Substitut 1 de la porcelaine,2997
seaux de fer-blanc,1,non,Sans lien avec la porcelaine,815441
seaux de sapin,9,non,Sans lien avec la porcelaine,815441
seaux de veau,1,non,Sans lien avec la porcelaine,815441
seaux de verre,1,non,Sans lien avec la porcelaine,815441
seaux de vin,1,non,Sans lien avec la porcelaine,815441
seaux ferrés,1,non,Sans lien avec la porcelaine,815441
sébeste,50,non,Sans lien avec la porcelaine,815441
sébiles,1,non,,37165
secrétaire,6,non,Sans lien avec la porcelaine,815441
secrétaire d'acajou,4,non,Sans lien avec la porcelaine,815441
secrétaire de noyer,2,non,Sans lien avec la porcelaine,815441
sege de Saint-Louis,2,non,Sans lien avec la porcelaine,815441
segrin,1,non,Sans lien avec la porcelaine,815441
seigle,1,non,Sans lien avec la porcelaine,815441
seil de bois,1,oui,Sans lien avec la porcelaine,815441
seil de grains,3,oui,Sans lien avec la porcelaine,815441
sel,11374,non,Sans lien avec la porcelaine,815441
sel amine,1,non,,37165
sel ammoniac en grabeau,7,non,,37165
sel ammonisé,4,non,Sans lien avec la porcelaine,815441
sel antarctique,8,non,Sans lien avec la porcelaine,815441
sel arcanum,1,non,,37165
sel arctique,2,non,Sans lien avec la porcelaine,815441
sel blanc,144,non,Sans lien avec la porcelaine,815441
sel blanc pour la pêche,2,non,Sans lien avec la porcelaine,815441
sel chimique,304,non,Sans lien avec la porcelaine,815441
sel chimique de Glauber,4,non,Sans lien avec la porcelaine,815441
sel chimique de lait,2,non,Sans lien avec la porcelaine,815441
sel chimique de nitre,2,non,Sans lien avec la porcelaine,815441
sel chimique gemme,5,non,Sans lien avec la porcelaine,815441
sel commun,1,non,Sans lien avec la porcelaine,815441
sel composé,3,non,Sans lien avec la porcelaine,815441
sel d'absinthe (alsem),4,non,Sans lien avec la porcelaine,815441
sel d'alsem,1,non,Sans lien avec la porcelaine,815441
sel d'ammoniac,522,non,Sans lien avec la porcelaine,815441
sel d'ammoniac brut ou en poudre,20,non,Sans lien avec la porcelaine,815441
sel d'ammoniac raffiné,25,non,Sans lien avec la porcelaine,815441
sel d'Angleterre,33,non,Sans lien avec la porcelaine,815441
sel d'antimoine,2,non,Sans lien avec la porcelaine,815441
sel d'Epsom,209,non,Sans lien avec la porcelaine,815441
sel d'Epsom et Glauber,1,non,Sans lien avec la porcelaine,815441
sel d'Espagne,9,non,Sans lien avec la porcelaine,815441
sel d'étain,1,non,Sans lien avec la porcelaine,815441
sel d'Oléron,42,non,Sans lien avec la porcelaine,815441
sel d'Oléron de Ré,1,non,Sans lien avec la porcelaine,815441
sel d'Olonne,2,non,Sans lien avec la porcelaine,815441
sel d'opium,7,non,Sans lien avec la porcelaine,815441
sel d'oseille,12,non,Sans lien avec la porcelaine,815441
sel de,1,non,Sans lien avec la porcelaine,815441
sel de baryte,1,non,Sans lien avec la porcelaine,815441
sel de boue,1,non,Sans lien avec la porcelaine,815441
sel de Bourgneuf,160,non,Sans lien avec la porcelaine,815441
sel de Bretagne,1,non,Sans lien avec la porcelaine,815441
sel de carabé,1,non,Sans lien avec la porcelaine,815441
sel de caret,1,non,,37165
sel de chimie,1,non,Sans lien avec la porcelaine,815441
sel de corne de cerf,1,non,Sans lien avec la porcelaine,815441
sel de fat ???,0,non,Sans lien avec la porcelaine,815441
sel de Franche-Comté,1,non,Sans lien avec la porcelaine,815441
sel de Glauber,58,non,Sans lien avec la porcelaine,815441
sel de gruau,3,non,Sans lien avec la porcelaine,815441
sel de grum,2,non,Sans lien avec la porcelaine,815441
sel de lait,14,non,Sans lien avec la porcelaine,815441
sel de Lorraine,1,non,Sans lien avec la porcelaine,815441
sel de marais,2,non,Sans lien avec la porcelaine,815441
sel de Marennes,21,non,Sans lien avec la porcelaine,815441
sel de mer,19,non,Sans lien avec la porcelaine,815441
sel de mer et de salins,35,non,Sans lien avec la porcelaine,815441
sel de natron,24,non,,37165
sel de natron en couffe,2,non,,37165
sel de nitre,15,non,Sans lien avec la porcelaine,815441
sel de paume,2,non,Sans lien avec la porcelaine,815441
sel de plomb,1,non,Sans lien avec la porcelaine,815441
sel de potasse,4,non,Sans lien avec la porcelaine,815441
sel de prunelle,2,non,Sans lien avec la porcelaine,815441
sel de Prusse,1,non,Sans lien avec la porcelaine,815441
sel de Ré,111,non,Sans lien avec la porcelaine,815441
sel de roche,4,non,Sans lien avec la porcelaine,815441
sel de Rocq,4,non,Sans lien avec la porcelaine,815441
sel de sa pêche,1,non,,37165
sel de Saint-Gilles,1,non,Sans lien avec la porcelaine,815441
sel de Saint-Hubert ou du Portugal,3,non,Sans lien avec la porcelaine,815441
sel de samoine,2,non,Sans lien avec la porcelaine,815441
sel de Saturne,3,non,Sans lien avec la porcelaine,815441
sel de Saturne et autres,7,oui,Sans lien avec la porcelaine,815441
sel de sauvene,5,non,Sans lien avec la porcelaine,815441
sel de Seignette,3,non,Sans lien avec la porcelaine,815441
sel de Seignette policreste et Glauber,5,non,Sans lien avec la porcelaine,815441
sel de tamarin,17,non,Sans lien avec la porcelaine,815441
sel de tartaric,1,non,Sans lien avec la porcelaine,815441
sel de tartre,8,non,Sans lien avec la porcelaine,815441
sel de tartre émétique,1,non,Sans lien avec la porcelaine,815441
sel de verre,14,non,Sans lien avec la porcelaine,815441
sel de vitriol,4,non,Sans lien avec la porcelaine,815441
sel des mines anglaises,1,non,Sans lien avec la porcelaine,815441
sel des prises,3,non,Sans lien avec la porcelaine,815441
sel des sables d'Olonne,2,non,Sans lien avec la porcelaine,815441
sel dit beggere,2,non,Sans lien avec la porcelaine,815441
sel du Croisic,209,non,Sans lien avec la porcelaine,815441
sel du Poulinguen,62,non,Sans lien avec la porcelaine,815441
sel du Sable d'Olonne,0,oui,,37165
sel émétique,1,non,Sans lien avec la porcelaine,815441
sel en boue,6,non,Sans lien avec la porcelaine,815441
sel en gomme,1,non,Sans lien avec la porcelaine,815441
sel en grabeau,1,non,Sans lien avec la porcelaine,815441
sel en grains,4,non,Sans lien avec la porcelaine,815441
sel en lest,1,non,,37165
sel en pain,1,non,Sans lien avec la porcelaine,815441
sel en tonne,29,non,,37165
sel faux,2,non,,37165
sel gemme,47,non,Sans lien avec la porcelaine,815441
sel Glauber,6,non,Sans lien avec la porcelaine,815441
sel gris,84,non,Sans lien avec la porcelaine,815441
sel gruau,1,non,Sans lien avec la porcelaine,815441
sel grum,10,non,Sans lien avec la porcelaine,815441
sel marin de marais,5,non,Sans lien avec la porcelaine,815441
sel marin gemme,3,non,Sans lien avec la porcelaine,815441
sel médicinal,48,non,Sans lien avec la porcelaine,815441
sel médicinal divers,4,non,Sans lien avec la porcelaine,815441
sel minéral,11,non,Sans lien avec la porcelaine,815441
sel misay,1,non,Sans lien avec la porcelaine,815441
sel mistry,23,non,Sans lien avec la porcelaine,815441
sel ordinaire,32,non,Sans lien avec la porcelaine,815441
sel oxalate aide de potasse (sel d'oseille),1,non,Sans lien avec la porcelaine,815441
sel peccain,2,non,Sans lien avec la porcelaine,815441
sel policreste,1,non,,37165
sel policreste et d'Epsom,18,non,Sans lien avec la porcelaine,815441
sel pour la pêche,3,non,,37165
sel pour la pêche libre,12,non,Sans lien avec la porcelaine,815441
sel purgatif,1,non,Sans lien avec la porcelaine,815441
sel regerat,1,non,Sans lien avec la porcelaine,815441
sel sublimé,2,non,Sans lien avec la porcelaine,815441
sel sucsin,3,non,Sans lien avec la porcelaine,815441
sel sulfates de soude,32,oui,Sans lien avec la porcelaine,815441
sel sulfates de soudes,32,non,,37165
sel teint,1,non,Sans lien avec la porcelaine,815441
sel tonnes,1,non,,37165
sel végétal,3,non,Sans lien avec la porcelaine,815441
sel vieux,2,non,Sans lien avec la porcelaine,815441
sel volatil,5,non,Sans lien avec la porcelaine,815441
sellerie,42,non,Sans lien avec la porcelaine,815441
sellerie commune,1,non,Sans lien avec la porcelaine,815441
sellerie de cuir,54,non,Sans lien avec la porcelaine,815441
sellerie en harnais,1,non,Sans lien avec la porcelaine,815441
selles,213,non,Sans lien avec la porcelaine,815441
selles avec leurs harnais,1,non,,37165
selles communes,7,non,Sans lien avec la porcelaine,815441
selles de bois,5,non,Sans lien avec la porcelaine,815441
selles de cuir,1,non,Sans lien avec la porcelaine,815441
selles de femme,2,non,Sans lien avec la porcelaine,815441
selles de fer,1,non,Sans lien avec la porcelaine,815441
selles de maître,1,non,Sans lien avec la porcelaine,815441
selles de poste,1,non,Sans lien avec la porcelaine,815441
selles de sapin,1,non,Sans lien avec la porcelaine,815441
selles de velours,116,non,Sans lien avec la porcelaine,815441
selles garnies de velours,1,non,Sans lien avec la porcelaine,815441
selles neuves,1,non,Sans lien avec la porcelaine,815441
selles vieilles,2,non,Sans lien avec la porcelaine,815441
sellet et télescope,1,non,Sans lien avec la porcelaine,815441
selliers,3,non,Sans lien avec la porcelaine,815441
semble de moissar,1,non,,37165
semé,6,oui,Sans lien avec la porcelaine,815441
semelles et talons,1,non,Sans lien avec la porcelaine,815441
semen contra,148,non,Sans lien avec la porcelaine,815441
semen dacy,3,non,Sans lien avec la porcelaine,815441
semence de Caroy,1,non,Sans lien avec la porcelaine,815441
semence de perles,1,non,Sans lien avec la porcelaine,815441
semence écarlate,1,non,Sans lien avec la porcelaine,815441
semence froide,22,non,Sans lien avec la porcelaine,815441
semencine,13,non,Sans lien avec la porcelaine,815441
semenconna,1,non,Sans lien avec la porcelaine,815441
semoirs,1,non,Sans lien avec la porcelaine,815441
semoule,118,non,Sans lien avec la porcelaine,815441
sempiterne,27,non,Sans lien avec la porcelaine,815441
sendaline,2,non,Sans lien avec la porcelaine,815441
séné,654,non,Sans lien avec la porcelaine,815441
séné en follicule,3,oui,Sans lien avec la porcelaine,815441
séné en grabeau,160,non,Sans lien avec la porcelaine,815441
sennes,45,non,Sans lien avec la porcelaine,815441
senobre,4,non,Sans lien avec la porcelaine,815441
sequins,16,non,Sans lien avec la porcelaine,815441
sequins par Marseille,1,non,Sans lien avec la porcelaine,815441
serains,1,non,Sans lien avec la porcelaine,815441
serans,4,non,Sans lien avec la porcelaine,815441
serans à peigner,1,non,Sans lien avec la porcelaine,815441
serans à peigner le lin,4,non,Sans lien avec la porcelaine,815441
séraphine,1,non,Sans lien avec la porcelaine,815441
sercliers,1,non,Sans lien avec la porcelaine,815441
serge,76,non,Sans lien avec la porcelaine,815441
serge ???,2,non,Sans lien avec la porcelaine,815441
serge 1/2 Londres,1,non,Sans lien avec la porcelaine,815441
serge à doubler,87,non,Sans lien avec la porcelaine,815441
serge à doubler et drap,2,non,,37165
serge à doubler et drapée,7,non,,37165
serge à draper,2,non,,37165
serge à fleurs,1,non,,37165
serge aune blanche,1,oui,Sans lien avec la porcelaine,815441
serge aune commune,1,oui,Sans lien avec la porcelaine,815441
serge aune commune teinte,1,oui,Sans lien avec la porcelaine,815441
serge aune d'Angleterre,1,oui,Sans lien avec la porcelaine,815441
serge aune drapée,1,oui,Sans lien avec la porcelaine,815441
serge aune teinte,1,oui,Sans lien avec la porcelaine,815441
serge blanche,18,non,Sans lien avec la porcelaine,815441
serge Blicourt,1,non,Sans lien avec la porcelaine,815441
serge commune,37,non,Sans lien avec la porcelaine,815441
serge commune teinte,23,non,Sans lien avec la porcelaine,815441
serge croisée,2,non,Sans lien avec la porcelaine,815441
serge croisée de laine,1,non,Sans lien avec la porcelaine,815441
serge d'Angleterre,5,non,Sans lien avec la porcelaine,815441
serge d'Arnetal,6,non,Sans lien avec la porcelaine,815441
serge d'Aumale,29,non,Sans lien avec la porcelaine,815441
serge d'Aumale de laine,2,non,Sans lien avec la porcelaine,815441
serge d'Aumale imprimée,2,non,Sans lien avec la porcelaine,815441
serge de ??? commune,0,non,,37165
serge de Blicourt,9,oui,,37165
serge de Bruxelles,1,non,Sans lien avec la porcelaine,815441
serge de fil et de laine,6,non,Sans lien avec la porcelaine,815441
serge de fil et laine,1,non,Sans lien avec la porcelaine,815441
serge de laine,790,non,Sans lien avec la porcelaine,815441
serge de laine ???,4,non,Sans lien avec la porcelaine,815441
serge de laine Blicourt,2,non,Sans lien avec la porcelaine,815441
serge de laine d'Aumale,6,non,Sans lien avec la porcelaine,815441
serge de laine de Blicourt,9,non,Sans lien avec la porcelaine,815441
serge de laine de Rome,1,non,Sans lien avec la porcelaine,815441
serge de laine de Rouen,1,non,Sans lien avec la porcelaine,815441
serge de laine diverse,6,non,Sans lien avec la porcelaine,815441
serge de laine drapée,2,non,Sans lien avec la porcelaine,815441
serge de laine et de soie,1,non,Sans lien avec la porcelaine,815441
serge de laine étroite,2,non,Sans lien avec la porcelaine,815441
serge de laine forte,1,non,Sans lien avec la porcelaine,815441
serge de laine imprimée,3,non,Sans lien avec la porcelaine,815441
serge de laine large,3,non,Sans lien avec la porcelaine,815441
serge de laine Minorque,6,non,Sans lien avec la porcelaine,815441
