marchandises,orthographic_normalization_class,état_du_travail,nbr_occurences_source,nbr_occurences_ortho
Glu,glu,,12,69
Glû,glu,,1,69
glü,glu,,1,69
Glü,glu,,1,69
Glue,glu,,31,69
Gluë,glu,,1,69
glüe,glu,,7,69
Glüe,glu,,13,69
gobelet de cristal,gobelets de cristal,,1,34
Gobelet de cristal,gobelets de cristal,,1,34
Gobelet de verre,gobelets de cristal,,1,34
Gobelet de Verre,gobelets de verre,,1,24
Gobelets,gobelets,,5,7
Gobelets ; de cristal,gobelets de cristal,,4,34
Gobelets ; de verre,gobelets de verre,,3,24
gobelets de Bierre,gobelets de bière,,1,1
Gobelets de christal,gobelets de cristal,,1,34
gobelets de cristal,gobelets de cristal,,2,34
Gobelets de cristal,gobelets de cristal,,12,34
Gobelets de porcelaine,gobelets de porcelaine,,1,1
gobelets de Terres,gobelets de terre,,2,3
gobelets de verre,gobelets de verre,,1,24
gobelets de Verre,gobelets de verre,,1,24
Gobelets de verre,gobelets de verre,,4,24
Gobelets de verres,gobelets de verre,,1,24
Gobelets en verre de cristal,gobelets en verre de cristal,,1,1
Gobellets,gobelets,,1,7
Gobellets de cristal,gobelets de cristal,,1,34
Gobles de cuivre,gobelets de cuivre,,1,1
Goblet a boire,gobelets à boire,,1,1
goblet de Grez,gobelets de grès,,1,1
Goblet de verre,gobelets de verre,,1,24
Goblets,gobelets,,1,7
Goblets ; de cristal,gobelets de cristal,,1,34
Goblets ; de verre,gobelets de verre,,3,24
goBlets de cristal,gobelets de cristal,,1,34
Goblets de cristal,gobelets de cristal,,7,34
Goblets de Crital,gobelets de cristal,,1,34
Goblets de terre,gobelets de terre,,1,3
goblets de verre,gobelets de verre,,3,24
Goblets de verre,gobelets de verre,,3,24
goblets de verres,gobelets de verre,,1,24
goblets en verre,gobelets de verre,,2,24
Goblets peints,gobelets peints,,1,1
Godron,goudron,,1,1066
Gogorans,gogorans,,1,65
Goldron,goudron,,36,1066
Goldrons,goudron,,1,1066
Gollon d'or et dargent,galon d'or et d'argent,,1,31
Gome,gomme,,1,31
Gome ; adragan,gomme adragant,,1,300
Gome ; animée,gomme animée,,1,7
Gome ; anpatte,gomme en pâte,,1,2
Gome ; arabique,gomme arabique,,1,512
Gome ; armoniac,gomme ammoniac,x,1,103
Gome ; conviola,gomme conviola,x,1,2
Gome ; copale,gomme copale,x,2,187
Gome ; de cedre,gomme de cèdre,,1,27
Gome ; de gayac,gomme de gaïac,,1,31
Gome ; elemy,gomme élémi,,1,92
Gome ; gutte,gomme gutte,,4,112
Gome ; lacque,gomme laque,,4,275
Gome ; tamaqua,gomme tamaqua,x,1,1
gome adragan,gomme adragant,,1,300
Gome adragan,gomme adragant,,2,300
gome arabique,gomme arabique,,1,512
Gome arabique,gomme arabique,,3,512
Gome armoniac,gomme ammoniac,,2,103
gome copale,gomme copale,x,2,187
Gome copale,gomme copale,x,2,187
gome d'amandier,gomme d'amandier,,3,59
gome d'amendier,gomme d'amandier,,1,59
gome de gayac,gomme de Gaillac,,1,29
gome de Gayac,gomme de Gaillac,,1,29
Gome Elemi,gomme élémi,,1,92
gome elemy,gomme élémi,,1,92
Gome laque,gomme laque,,2,275
gome sandarac,gomme sandarac,,1,126
Gome sandarac,gomme sandarac,,1,126
Gome thurique,gomme thurique,,1,137
Gome turique,gomme thurique,,1,137
gomme,gomme,,1,31
Gomme,gomme,,27,31
Gomme ; a dragan,gomme adragant,,6,300
Gomme ; a dragant,gomme adragant,,2,300
Gomme ; à dragant,gomme adragant,,6,300
Gomme ; a dragante,gomme adragant,,1,300
Gomme ; à drayau,gomme adragant,,2,300
Gomme ; adragan,gomme adragant,,57,300
Gomme ; Adragan,gomme adragant,,2,300
Gomme ; adragant,gomme adragant,,18,300
Gomme ; adragante,gomme adragant,,4,300
Gomme ; amandes,gomme amandes,,1,1
Gomme ; ammoniac,gomme ammoniac,,16,103
Gomme ; ammoniaque,gomme ammoniac,,2,103
Gomme ; amoniac,gomme ammoniac,,2,103
Gomme ; animée,gomme animée,,5,7
Gomme ; arabique,gomme arabique,,199,512
Gomme ; Arabique,gomme arabique,,4,512
Gomme ; aragon,gomme adragant,x,1,300
Gomme ; armonaic,gomme ammoniac,,1,103
Gomme ; armoniac,gomme ammoniac,,15,103
Gomme ; barbarie,gomme barbarie,,1,4
Gomme ; brique,gomme brique,x,2,2
Gomme ; Caregne,gomme caregne,x,1,1
Gomme ; cepale,gomme copale,x,1,187
Gomme ; charique,gomme chimique,x,1,6
Gomme ; chimique,gomme chimique,,2,6
Gomme ; churique,gomme chimique,,3,6
Gomme ; clemy,gomme élémi,x,3,92
Gomme ; commune,gomme commune,,59,89
Gomme ; conviola,gomme conviola,x,1,2
Gomme ; copale,gomme copale,x,90,187
Gomme ; copalle,gomme copale,,1,187
Gomme ; Copola,gomme copale,x,1,187
Gomme ; coppale,gomme copale,x,1,187
Gomme ; d'amandier,gomme d'amandier,,28,59
Gomme ; d'amandiers,gomme d'amandier,,1,59
Gomme ; d'ambrette,gomme d'ambrette,x,1,2
Gomme ; d'amendier,gomme d'amandier,,1,59
Gomme ; d'ammoniac,gomme d'ammoniac,,1,1
Gomme ; de barbarie,gomme de Barbarie,,10,32
Gomme ; de Barbarie,gomme de Barbarie,,21,32
Gomme ; de cedre,gomme de cèdre,,10,27
Gomme ; de cèdre,gomme de cèdre,,3,27
Gomme ; de dragan,gomme adragant,,3,300
Gomme ; de fénégal,gomme du Sénégal,,2,253
Gomme ; de Galbanum,gomme de galbanum,,1,1
Gomme ; de garpac,gomme de gaïac,x,1,31
Gomme ; de gayac,gomme de gaïac,,27,31
Gomme ; de Gayac,gomme de gaïac,,1,31
Gomme ; de geda,gomme de geda,x,5,5
Gomme ; de gutte,gomme de gutte,,1,1
Gomme ; de Levant,gomme du Levant,,1,1
Gomme ; de palme,gomme de palme,,1,1
Gomme ; de palmier,gomme de palmier,,1,1
Gomme ; de sandara,gomme sandarac,x,4,126
Gomme ; de sandarac,gomme sandarac,x,3,126
Gomme ; de Sandarac,gomme de sandarac,,1,5
Gomme ; de senegal,gomme du Sénégal,,13,253
Gomme ; de Senegal,gomme du Sénégal,,16,253
Gomme ; de Senégal,gomme du Sénégal,,2,253
Gomme ; de Sénegal,gomme du Sénégal,,2,253
Gomme ; de sénégal,gomme du Sénégal,,11,253
Gomme ; de Sénégal,gomme du Sénégal,,59,253
Gomme ; de seraza,gomme de seraza,x,1,2
Gomme ; de Seraza,gomme de seraza,x,1,2
Gomme ; demy,gomme élémi,x,3,92
Gomme ; du Païs,gomme du pays,,1,4
Gomme ; du Senegal,gomme du Sénégal,,2,253
Gomme ; du Sénégal,gomme du Sénégal,,1,253
Gomme ; ederée,gomme ederée,x,2,11
Gomme ; élemi,gomme élémi,x,6,92
Gomme ; elemy,gomme élémi,x,16,92
Gomme ; Elemy,gomme élémi,x,2,92
Gomme ; elémy,gomme élémi,x,1,92
Gomme ; élemy,gomme élémi,x,16,92
Gomme ; elency,gomme élémi,x,1,92
Gomme ; elene,gomme élémi,x,1,92
Gomme ; elmy,gomme élémi,x,1,92
Gomme ; emery,gomme émeri,,1,2
Gomme ; en feuilles,gomme en feuilles,,1,2
Gomme ; en grabeau,gomme en grabeau,,1,1
Gomme ; en patte,gomme en pâte,,1,2
Gomme ; eterni,gomme élémi,x,2,92
Gomme ; exotique,gomme exotique,,4,8
Gomme ; gatte,gomme gutte,x,3,112
Gomme ; gayac,gomme gaïac,,1,2
Gomme ; geda,gomme gedda,x,1,10
Gomme ; gulle,gomme gutte,,1,112
Gomme ; gut,gomme gutte,,1,112
Gomme ; gute,gomme gutte,,2,112
Gomme ; gutte,gomme gutte,,40,112
Gomme ; guttée,gomme gutte,,1,112
Gomme ; hederée,gomme ederée,x,2,11
Gomme ; l'elemy,gomme élémi,,1,92
Gomme ; lacque,gomme laque,,117,275
Gomme ; laïque,gomme laque,,1,275
Gomme ; lamaqua,gomme tamaque,x,1,2
Gomme ; laque,gomme laque,,19,275
Gomme ; opoponax,gomme opoponax,x,2,4
Gomme ; quile,gomme quile,x,1,1
Gomme ; rouge,gomme rouge,,3,5
Gomme ; sagapenum,gomme sagapenum,x,1,5
Gomme ; sagapin,gomme sagapenum,x,1,5
Gomme ; sandara,gomme sandarac,x,2,126
Gomme ; sandarac,gomme sandarac,x,30,126
Gomme ; Sandarac,gomme sandarac,x,6,126
Gomme ; sandaracque,gomme sandarac,,1,126
Gomme ; sandrrac,gomme sandarac,x,2,126
Gomme ; senegal,gomme du Sénégal,,3,253
Gomme ; Senegal,gomme du Sénégal,,1,253
Gomme ; serafique,gomme séraphique,x,1,7
Gomme ; seraphique,gomme séraphique,x,5,7
Gomme ; séraphique,gomme séraphique,x,1,7
Gomme ; tacamaca,gomme tacamaca,x,2,5
Gomme ; tacumaca,gomme tacamaca,x,1,5
Gomme ; Tandarac,gomme tandarac,x,2,2
Gomme ; tatamaque,gomme tamaque,x,1,2
Gomme ; thurique,gomme thurique,x,47,137
Gomme ; Thurique,gomme thurique,x,5,137
Gomme ; turique,gomme thurique,x,2,137
Gomme : édorée,gomme ederée,x,1,11
Gomme a,gomme à ???,,1,1
gomme a dragan,gomme adragant,,3,300
Gomme a dragan,gomme adragant,,5,300
gomme à dragan,gomme adragant,,4,300
Gomme à dragant,gomme adragant,,1,300
Gomme a dragon,gomme adragant,,4,300
gomme adagan,gomme adragant,,1,300
gomme adragan,gomme adragant,,16,300
Gomme adragan,gomme adragant,,84,300
Gomme Adragan,gomme adragant,,1,300
Gomme adragant,gomme adragant,,16,300
Gomme adragante,gomme adragant,,7,300
gomme alemy,gomme élémi,,1,92
Gomme ammoniac,gomme ammoniac,,3,103
Gomme ammoniaque,gomme ammoniac,,1,103
Gomme amoniac,gomme ammoniac,,2,103
Gomme animée,gomme animée,,1,7
Gomme animée ou Courbary,gomme animée ou courbaril,x,1,1
Gomme apoponase,gomme opoponax,x,1,4
Gomme apoponax,gomme opoponax,,1,4
gomme arabique,gomme arabique,,41,512
Gomme arabique,gomme arabique,,192,512
Gomme arabique ; par Marseille,gomme arabique par Marseille,,1,1
Gomme arabiques,gomme arabique,,2,512
Gomme Arabiques,gomme arabique,,11,512
gomme armoniac,gomme ammoniac,,11,103
Gomme armoniac,gomme ammoniac,,45,103
Gomme armonias,gomme ammoniac,,1,103
Gomme atimaix,gomme atimaix,x,1,1
Gomme avalique,gomme arabique,,1,512
Gomme barbarie,gomme barbarie,,2,4
Gomme bedelium,gomme bedelium,x,1,1
Gomme Carana,gomme carans,,1,2
Gomme clinique,gomme clinique,,1,1
Gomme cochenille,gomme cochenille,,1,1
gomme commune,gomme commune,,7,89
Gomme commune,gomme commune,,16,89
Gomme Commune,gomme commune,,1,89
Gomme comune,gomme commune,,3,89
Gomme copal,gomme copale,x,8,187
gomme copale,gomme copale,x,6,187
Gomme copale,gomme copale,x,27,187
Gomme Copale,gomme copale,x,1,187
gomme copalle,gomme copale,x,1,187
Gomme copalle,gomme copale,x,1,187
Gomme Copalle,gomme copale,x,2,187
Gomme d'Acajou,gomme d'acajou,,1,4
Gomme d'accajou,gomme d'acajou,,3,4
Gomme d'adragan,gomme d'adragant,,1,1
gomme d'amandier,gomme d'amandier,,10,59
Gomme d'amandier,gomme d'amandier,,8,59
gomme d'ambrette,gomme d'ambrette,,1,2
Gomme d'amendier,gomme d'amandier,,1,59
Gomme d'Arabiques,gomme d'arabique,,1,1
Gomme d'elemy,gomme d'élémi,,1,2
Gomme d'Eleny,gomme d'élémi,,1,2
gomme de barbarie,gomme de barbarie,,5,30
Gomme de barbarie,gomme de barbarie,,10,30
Gomme de Barbarie,gomme de barbarie,,15,30
Gomme de cedre,gomme de cèdre,,10,27
Gomme de Cedre,gomme de cèdre,,1,27
Gomme de Cèdre,gomme de cèdre,,1,27
Gomme de cerisier,gomme de cerisier,,1,1
Gomme de cidre,gomme de cèdre,,1,27
gomme de copahu,gomme de Copahu,,1,1
Gomme de dragon,gomme de dragon,,1,1
Gomme de gayac,gomme de Gaillac,,22,29
Gomme de Gayac,gomme de Gaillac,,5,29
Gomme de giette,gomme de giette,x,1,1
Gomme de pays,gomme de pays,,5,5
gomme de sandarac,gomme de sandarac,,1,5
Gomme de sandarac,gomme de sandarac,,3,5
gomme de senegal,gomme du Sénégal,,5,253
Gomme de senegal,gomme du Sénégal,,5,253
Gomme de Senegal,gomme du Sénégal,,16,253
Gomme de sénégal,gomme du Sénégal,,1,253
Gomme de Sénégal,gomme du Sénégal,,1,253
gomme de toute espèce,gomme de toute espèce,,1,1
gomme demy,gomme demi,,1,1
gomme dit lac,gomme dite laque,,1,1
Gomme Dragon,gomme adragant,,1,300
Gomme du pays,gomme du pays,,2,4
Gomme du Pays,gomme du pays,,1,4
gomme du senegal,gomme du Sénégal,,1,253
Gomme du senegal,gomme du Sénégal,,1,253
Gomme du Senegal,gomme du Sénégal,,19,253
gomme du Sénégal,gomme du Sénégal,,9,253
Gomme du Sénégal,gomme du Sénégal,,1,253
Gomme ederée,gomme ederée,x,1,11
Gomme Ederée,gomme ederée,x,1,11
Gomme edorie,gomme ederée,x,2,11
Gomme édorie,gomme ederée,,1,11
gomme elemi,gomme élémi,,3,92
Gomme elemi,gomme élémi,,3,92
gomme elemy,gomme élémi,,6,92
Gomme elemy,gomme élémi,,12,92
Gomme Elemy,gomme élémi,,3,92
Gomme eleny,gomme élémi,,1,92
Gomme Eleny,gomme élémi,,2,92
Gomme elesne,gomme élémi,,1,92
Gomme Elmy,gomme élémi,,1,92
Gomme emery,gomme émeri,x,1,2
Gomme en feuilles,gomme en feuilles,,1,2
Gomme Etemy,gomme élémi,x,1,92
Gomme galles,gomme galle,,1,1
Gomme Gayac,gomme gaïac,,1,2
Gomme gedda,gomme gedda,x,5,10
gomme gutte,gomme gutte,,6,112
Gomme gutte,gomme gutte,,41,112
Gomme Gutte,gomme gutte,,9,112
Gomme guttes,gomme gutte,,1,112
Gomme harabique,gomme arabique,,1,512
Gomme hederee,gomme ederée,x,1,11
Gomme keraque,gomme keraque,x,1,1
Gomme Lac,gomme laque,,1,275
gomme lacque,gomme laque,,15,275
Gomme lacque,gomme laque,,54,275
Gomme Lacque,gomme laque,,8,275
gomme lacque en bois,gomme laque en bois,,1,1
gomme lacque en feuilles,gomme laque en feuilles,,2,3
gomme laque,gomme laque,,4,275
Gomme laque,gomme laque,,27,275
Gomme Laque,gomme laque,,2,275
Gomme laque en feuilles,gomme laque en feuilles,,1,3
Gomme laque plate,gomme laque plate,,1,1
gomme odorie,gomme odorie,x,1,1
gomme rouge,gomme rouge,,2,5
Gomme sagapenum,gomme sagapenum,x,2,5
Gomme sagapetnam,gomme sagapenum,,1,5
Gomme sandara,gomme sandarac,x,1,126
gomme sandarac,gomme sandarac,x,20,126
Gomme sandarac,gomme sandarac,x,36,126
Gomme sandarack,gomme sandarac,x,4,126
Gomme sandarasse,gomme sandarasse,,1,1
gomme senegal,gomme Sénégal,,2,2
Gomme senegal,gomme du Sénégal,,21,253
Gomme Senegal,gomme du Sénégal,,16,253
Gomme Sénégal,gomme du Sénégal,,8,253
gomme seraphine,gomme séraphine,x,1,9
Gomme seraphine,gomme séraphine,,2,9
Gomme seraphique,gomme séraphine,,5,9
Gomme serapine,gomme séraphine,,1,9
Gomme sercacole,,,1,2599
Gomme squinante,gomme squinante,,1,1
Gomme tacamaca,gomme tacamaca,,1,5
gomme thurique,gomme thurique,,8,137
Gomme thurique,gomme thurique,,36,137
Gomme Thurique,gomme thurique,,3,137
gomme topal,gomme topal,x,1,1
Gomme tunique,gomme thurique,x,1,137
gomme turique,gomme thurique,x,15,137
Gomme turique,gomme thurique,x,16,137
Gomme turique de Levant,gomme thurique du Levant,x,1,1
gomme: à dragan,gomme adragant,,1,300
Gommeétamy,gomme élémi,,1,92
Gommes,gomme,,2,31
Gommes ; a dragan,gomme adragant,,2,300
Gommes ; arabique,gomme arabique,,3,512
Gommes ; armoniac,gomme ammoniac,,1,103
Gommes ; capale,gomme copale,x,2,187
Gommes ; carans,gomme carans,x,1,2
Gommes ; churique,gomme thurique,x,1,137
Gommes ; commune,gomme commune,,1,89
Gommes ; d'amandier,gomme d'amandier,,5,59
Gommes ; de barbarie,gomme de Barbarie,,1,32
Gommes ; de gayac,gomme de gaïac,,1,31
Gommes ; de Senegal,gomme du Sénégal,,2,253
Gommes ; de Sénégal,gomme du Sénégal,,4,253
Gommes ; demy,gomme élémi,,1,92
Gommes ; diverses,gomme diverse,,1,556
Gommes ; exotiques,gomme exotique,,3,8
Gommes ; gutte,gomme gutte,,2,112
Gommes ; lacque,gomme laque,,1,275
Gommes ; sandarac,gomme sandarac,x,2,126
Gommes ; Sandarac,gomme sandarac,x,1,126
Gommes ; tacamaque,gomme tacamaca,x,1,5
Gommes à dragant,gomme adragant,,2,300
Gommes a dragon,gomme adragant,,1,300
Gommes acacias,gomme acacia,,6,11
Gommes accacia,gomme acacia,,2,11
Gommes accacias,gomme acacia,,3,11
Gommes adragan,gomme adragant,,2,300
Gommes adragante,gomme adragant,,43,300
Gommes arabique,gomme arabique,,53,512
Gommes barbarie,gomme barbarie,,1,4
Gommes commune,gomme commune,,1,89
Gommes copal,gomme copale,x,25,187
Gommes Copal,gomme copale,x,5,187
Gommes copale,gomme copale,x,9,187
gommes d'amandiers,gomme d'amandier,,1,59
Gommes de Sénégal,gomme du Sénégal,,1,253
Gommes diverses,gomme diverse,,555,556
Gommes diverses ; adragante,gomme diverse adragant,,1,1
Gommes diverses ; arabique,gomme diverse arabique,,1,1
Gommes diverses réunies,gomme diverse réunie,,13,13
Gommes du sénégal,gomme du Sénégal,,4,253
Gommes du Sénégal,gomme du Sénégal,,7,253
Gommes élastique,gomme élastique,,7,7
Gommes exotiques,gomme exotique,,1,8
"Gommes exotiques ; d'acacia, acajou, adragante et arabique",gomme exotique d'acacia acajou adragante et arabique,,1,1
Gommes gedda,gomme gedda,x,4,10
Gommes gutte,gomme gutte,,1,112
Gommes lacques,gomme laque,,1,275
Gommes laque,gomme laque,,19,275
Gommes pures ; (d'amandier et de cerisier),gomme pure (d'amandier et de cerisier),,1,2
Gommes pures ; exotiques,gomme pure exotique,,4,4
Gommes pures ; exotiques ; des entrepôts,gomme pure exotique des entrepôts,,1,1
Gommes pures (d'amandier et de cerisier),gomme pure (d'amandier et de cerisier),,1,2
Gommes sandarac,gomme sandarac,x,5,126
Gommes Sandarac,gomme sandarac,x,1,126
Gommes sandarack,gomme sandarac,x,5,126
Gommes Sandarak,gomme sandarac,x,1,126
Gommes sénégal,gomme du Sénégal,,2,253
Gommes Sénégal,gomme du Sénégal,,17,253
Gommes Thurique,gomme thurique,,1,137
gonds,gonds,,1,1
Gorgoran,gogorans,,5,65
Gorgorans,gogorans,,4,65
Goudran,goudron,,12,1066
goudron,goudron,,27,1066
Goudron,goudron,,137,1066
Goudron ; de Suède,goudron de Suède,,1,1
Goudron et poix,goudron et poix,,1,1
gouëdron,goudron,,1,1066
gouldron,goudron,,1,1066
Goules,goules,x,1,1
Goumable,gournable,,1,18
goupis,goupil,x,1,1
Gourdes,gourde,,1,1
gourgouran,gogorans,,1,65
Gourgouran,gogorans,,42,65
gourgourans,gogorans,,9,65
Gourgourans,gogorans,,3,65
Gournabe,gournable,,1,18
Gournabe ; de chesne,gournable de chêne,,1,3
Gournabes,gournable,,3,18
gournable,gournable,,1,18
Gournable,gournable,,5,18
Gournable de Chene,gournable de chêne,,1,3
gournables,gournable,,2,18
gournaBles,gournable,,2,18
Gournables,gournable,,3,18
gournaBles de chesne,gournable de chêne,,1,3
Gournables de sapin,gournable de sapin,,1,1
goutieres ou gulots,gouttières ou gulots,,1,1
Grabea de cire,grabeau de cire,,1,81
Grabeau ; d'email,grabeau d'email,,1,1
Grabeau ; d'encens,grabeau d'encens,,24,100
Grabeau ; d'indigo,grabeau d'indigo,,36,88
Grabeau ; d'Indigo,grabeau d'indigo,,4,88
Grabeau ; d'yvoire,grabeau d'ivoire,,1,2
Grabeau ; de cachenille,grabeau de cochenille,,8,78
Grabeau ; de canefice,grabeau de canefice,,2,8
Grabeau ; de cire,grabeau de cire,,18,81
Grabeau ; de cochenille,grabeau de cochenille,,34,78
Grabeau ; de corail,grabeau de corail,,10,26
Grabeau ; de gomme,grabeau de gomme,,8,16
Grabeau ; de jalap,grabeau de jalap,,1,1
Grabeau ; de mirrbe,grabeau de myrrhe,,1,19
Grabeau ; de mirrhe,grabeau de myrrhe,,3,19
Grabeau ; de mirthe,grabeau de myrthe,x,2,4
Grabeau ; de poivre,grabeau de poivre,,10,32
Grabeau ; de quinquina,grabeau de quinquina,,2,3
Grabeau ; de sel armoniac,grabeau de sel ammoniac,,1,5
Grabeau ; de sene,grabeau de séné,,1,125
Grabeau ; de sené,grabeau de séné,,27,125
Grabeau ; de séné,grabeau de séné,,1,125
Grabeau ; de storax,grabeau de storax,,1,1
Grabeau ; de tartre,grabeau de tartre,,15,25
Grabeau ; de vermillon,grabeau de vermillon,,1,1
Grabeau ; Manelle,grabeau manelle,x,1,1
Grabeau canefice,grabeau canefice,,2,2
Grabeau cochenille,grabeau cochenille,,1,1
Grabeau d'aspic,grabeau d'aspic,,1,1
Grabeau d'encen,grabeau d'encens,,2,100
grabeau d'encens,grabeau d'encens,,9,100
Grabeau d'encens,grabeau d'encens,,57,100
Grabeau d'Encens,grabeau d'encens,,1,100
grabeau d'indigo,grabeau d'indigo,,1,88
Grabeau d'indigo,grabeau d'indigo,,46,88
Grabeau d'Indigo,grabeau d'indigo,,1,88
Grabeau d'yvoire,grabeau d'ivoire,,1,2
Grabeau de benefice,grabeau de canefice,,1,8
Grabeau de canefice,grabeau de canefice,,4,8
grabeau de cire,grabeau de cire,,13,81
Grabeau de cire,grabeau de cire,,46,81
grabeau de cochenille,grabeau de cochenille,,4,78
Grabeau de cochenille,grabeau de cochenille,,30,78
grabeau de corail,grabeau de corail,,8,26
Grabeau de corail,grabeau de corail,,6,26
Grabeau de Galipot,grabeau de galipot,x,1,1
grabeau de gome,grabeau de gomme,,1,16
Grabeau de gomme,grabeau de gomme,,7,16
Grabeau de mehirr,grabeau de myrrhe,,1,19
Grabeau de Mhierre,grabeau de myrrhe,,1,19
grabeau de mhirre,grabeau de myrrhe,,2,19
Grabeau de mhirre,grabeau de myrrhe,,1,19
Grabeau de mioche,grabeau de mioche,,1,1
Grabeau de mirhe,grabeau de myrrhe,,1,19
grabeau de mirre,grabeau de myrrhe,,1,19
grabeau de mirrhe,grabeau de myrrhe,,3,19
Grabeau de mirrhe,grabeau de myrrhe,,5,19
Grabeau de Mirthe,grabeau de myrthe,,1,4
Grabeau de mirthre,grabeau de myrthe,x,1,4
grabeau de poivre,grabeau de poivre,,3,32
Grabeau de poivre,grabeau de poivre,,19,32
Grabeau de quinquina,grabeau de quinquina,,1,3
grabeau de rubarbe,grabeau de rhubarbe,,1,1
Grabeau de sel armoniac,grabeau de sel ammoniac,,3,5
Grabeau de sel d'ammoniac,grabeau de sel d'ammoniac,,1,1
grabeau de sené,grabeau de séné,,14,125
Grabeau de sené,grabeau de séné,,72,125
Grabeau de Sené,grabeau de séné,,3,125
grabeau de senné,grabeau de séné,,1,125
Grabeau de senné,grabeau de séné,,1,125
grabeau de tartre,grabeau de tartre,,4,25
Grabeau de tartre,grabeau de tartre,,6,25
Grabeau encens,grabeau encens,,1,1
Grabeau indigo,grabeau indigo,,3,3
Grabeau sené,grabeau de séné,,3,125
Grabeaux ; d'encens,grabeau d'encens,,4,100
Grabeaux ; de cochenille,grabeau de cochenille,,1,78
Grabeaux de canefice,grabeau de canefice,,1,8
Grabeaux de corail,grabeau de corail,,1,26
grabeeau d'encens,grabeau d'encens,,1,100
grabot demine,grabot de mine,x,1,1
Graibe de Lain,graine de lin,x,1,654
Graien ; de Luzerne,graine de luzerne,x,1,94
