simplification,nbr_occurences_simpl,coton,obsolete,nbr_occurences_coton
objets des Indes et de peu importance,5,not raw cotton,non,817071
objets divers,2,not raw cotton,non,817071
objets divers dont la valeur du plus fort n'excède pas 25000 livre,5,not raw cotton,oui,817071
objets divers dont le plus fort article n'excède pas 2400 livres,4,,oui,38841
objets divers dont les plus forts articles n'excèdent pas 10000 livres,3,not raw cotton,oui,817071
objets manufacturés réunis,187,not raw cotton,non,817071
obliques,1,not raw cotton,non,817071
obusiers de fonte,2,not raw cotton,non,817071
ocre,532,not raw cotton,non,817071
ocre broyé,1,,non,38841
ocre brun,2,not raw cotton,non,817071
ocre brun jaune ou rouge,1,not raw cotton,non,817071
ocre de toute espèce,107,not raw cotton,non,817071
ocre en pierre,3,not raw cotton,non,817071
ocre en poudre,3,not raw cotton,non,817071
ocre et brun rouge,4,not raw cotton,non,817071
ocre jaune,42,not raw cotton,non,817071
ocre jaune et rouge,1,not raw cotton,non,817071
ocre noir,3,not raw cotton,non,817071
ocre ou craie blanche,1,not raw cotton,non,817071
ocre rouge,36,not raw cotton,non,817071
octant,1,not raw cotton,non,817071
odautes,1,not raw cotton,non,817071
odeure,1,not raw cotton,non,817071
œil de bœuf,11,not raw cotton,non,817071
œil de bœuf garni de cuivre,3,not raw cotton,non,817071
œillards,1,not raw cotton,non,817071
œillards de Brie,1,not raw cotton,non,817071
œillets,4,not raw cotton,non,817071
œufs,356,not raw cotton,non,817071
œufs 15 ou 16 au kilogramme,4,not raw cotton,non,817071
œufs d'autruche,1,not raw cotton,non,817071
œufs de composition,1,not raw cotton,non,817071
œufs de faisan,1,not raw cotton,non,817071
œufs de gibier et de volaille,2,not raw cotton,non,817071
œufs de perdrix rouge,1,not raw cotton,non,817071
œufs de poisson,1,not raw cotton,non,817071
œufs de poule,2,not raw cotton,non,817071
œufs de thon,1,not raw cotton,non,817071
œufs de thon salés,1,,non,38841
œufs de volaille,1,not raw cotton,non,817071
œufs et volaille,19,not raw cotton,non,817071
ogarie,0,not raw cotton,non,817071
oies,5,not raw cotton,non,817071
oies salées,1,not raw cotton,non,817071
oignons,190,not raw cotton,non,817071
oignons communs,6,not raw cotton,non,817071
oignons d'esquilles,18,not raw cotton,non,817071
oignons d'hyacinthe,2,not raw cotton,non,817071
oignons de ???,1,,non,38841
oignons de Barbarie,2,not raw cotton,non,817071
oignons de fleurs,374,not raw cotton,non,817071
oignons de fleurs et plantes,122,not raw cotton,non,817071
oignons de jonquilles,4,not raw cotton,non,817071
oignons de narcisse,1,not raw cotton,non,817071
oignons de narcisses,2,not raw cotton,non,817071
oignons de squille,4,not raw cotton,oui,817071
oignons de tubéreuse,10,not raw cotton,non,817071
oignons ordinaires,1,not raw cotton,non,817071
oint,2,not raw cotton,non,817071
oint vieux,6,not raw cotton,non,817071
oiseau à l'eau de vie,1,not raw cotton,non,817071
oiseaux,2,not raw cotton,non,817071
oiseaux de proie,1,not raw cotton,non,817071
oiseaux petits,140,not raw cotton,non,817071
oleane ou rocou,47,not raw cotton,non,817071
olives,1020,not raw cotton,non,817071
olives au vinaigre,10,not raw cotton,non,817071
olives confites,3,not raw cotton,non,817071
olives d'Espagne,1,not raw cotton,non,817071
olives et picholines confites,2,not raw cotton,non,817071
olives fraîches,2,not raw cotton,non,817071
olives fraîches et arachis,2,not raw cotton,non,817071
olives marinées,6,not raw cotton,non,817071
olives salées,43,not raw cotton,non,817071
olives salées au vinaigre,5,not raw cotton,non,817071
olives salées et au vinaigre,0,not raw cotton,non,817071
olivettes,1,not raw cotton,non,817071
olivier,2,not raw cotton,non,817071
onetes de coton,0,not raw cotton,non,817071
ongles d'écaille de tortue,5,not raw cotton,non,817071
ongles de bœuf,2,not raw cotton,non,817071
ongles de caret,8,not raw cotton,non,817071
onguent,5,not raw cotton,non,817071
onguent de laurier,2,not raw cotton,non,817071
opales brutes,1,not raw cotton,non,817071
opiat et pilules,1,not raw cotton,non,817071
opiats,3,not raw cotton,non,817071
opium,235,not raw cotton,non,817071
opoponax,25,not raw cotton,non,817071
optiques,1,not raw cotton,non,817071
or à dorer,2,not raw cotton,non,817071
or battu,19,not raw cotton,non,817071
or battu et fin,1,not raw cotton,non,817071
or brut brisé en lingots en masse,1,not raw cotton,non,817071
or brut en barres bijoux cassés lingots masse poudre,2,not raw cotton,non,817071
or en baissette,1,not raw cotton,non,817071
or en coquille,1,not raw cotton,non,817071
or en feuilles,8,not raw cotton,non,817071
or en lingot,1,not raw cotton,non,817071
or en poudre,1,not raw cotton,non,817071
or et argent,7,not raw cotton,non,817071
or et argent balles,2,not raw cotton,non,817071
or et argent battu,32,not raw cotton,non,817071
or et argent en barres et lingot,32,not raw cotton,non,817071
or et argent en feuilles,11,not raw cotton,non,817071
or et argent en fil,100,not raw cotton,non,817071
or et argent en fil et cantille et paillette,9,not raw cotton,non,817071
or et argent en lingot,3,not raw cotton,non,817071
or et argent faux,100,not raw cotton,non,817071
or et argent faux battu en livret de 24 feuilles,79,not raw cotton,non,817071
or et argent fin battu en livret de 24 feuilles,57,not raw cotton,non,817071
or et argent monnayés,57,not raw cotton,non,817071
or et argent paillette,1,not raw cotton,non,817071
or et argent trait,1,not raw cotton,non,817071
or faux,4,not raw cotton,non,817071
or faux battu,1,not raw cotton,non,817071
or laminé ou tiré,3,not raw cotton,non,817071
or massif,3,not raw cotton,non,817071
or pur,1,not raw cotton,non,817071
or travaillé,3,not raw cotton,non,817071
orange,686,not raw cotton,non,817071
orange aigre,72,not raw cotton,non,817071
orange chinoise,7,not raw cotton,non,817071
orange confite,2,not raw cotton,non,817071
orange de Malte,1,not raw cotton,non,817071
orange douce,92,not raw cotton,non,817071
orange du Portugal,2,not raw cotton,non,817071
orange en caisse,1,not raw cotton,non,817071
orange et citron,258,not raw cotton,non,817071
orange et limon,2,,non,38841
orange fraîche,17,not raw cotton,non,817071
orange ordinaire,1,not raw cotton,non,817071
orange petite,1,not raw cotton,non,817071
orange sèche,6,not raw cotton,non,817071
orange séchée à faire chapelets,1,not raw cotton,non,817071
orangelets,4,not raw cotton,non,817071
orangelets secs,6,not raw cotton,non,817071
orangers,19,not raw cotton,non,817071
orangers à planter,1,not raw cotton,non,817071
orangers petits,6,not raw cotton,non,817071
orbe,2,not raw cotton,non,817071
orcanette,17,not raw cotton,non,817071
orcillons à faire colle,1,not raw cotton,non,817071
oreillers,1,not raw cotton,non,817071
oreilles et oreillons à faire colle,101,not raw cotton,non,817071
oreillons,68,not raw cotton,non,817071
orfèvrerie,257,not raw cotton,non,817071
orfèvrerie d'argent,54,not raw cotton,non,817071
orfèvrerie d'argent et d'or,34,not raw cotton,non,817071
orfèvrerie d'or,10,not raw cotton,non,817071
orfèvrerie d'or et d'argent,13,not raw cotton,non,817071
orfèvrerie d'or ou de vermeil,7,not raw cotton,non,817071
orfèvrerie de platine,1,not raw cotton,non,817071
organdis,4,not raw cotton,non,817071
organeaux,3,not raw cotton,non,817071
orge,1069,,non,38841
orge de ???,1,,non,38841
orge de retour,1,,non,38841
orge en gerbe,19,,non,38841
orge germé,16,,non,38841
orge jaune,1,not raw cotton,non,817071
orge mondé,186,not raw cotton,non,817071
orge moulu,3,not raw cotton,non,817071
orge non germé,2,not raw cotton,non,817071
orge paillarge,1,,non,38841
orge perlé,47,not raw cotton,non,817071
orge perlé et mondé,149,,non,38841
orgue d'Allemagne,1,not raw cotton,oui,817071
orgues,37,not raw cotton,non,817071
orgues d'Allemagne,1,,non,38841
orgues d'église,1,not raw cotton,non,817071
orgues de bois,1,not raw cotton,non,817071
orgues de savoyard,3,not raw cotton,non,817071
orgues portatives,5,not raw cotton,non,817071
origan,28,not raw cotton,non,817071
origine inconnue,1,,non,38841
ormeaux,1,,non,38841
ormeaux à planter,2,not raw cotton,non,817071
ormes à planter,1,,non,38841
ornements d'église,122,not raw cotton,non,817071
ornements de dessert,2,not raw cotton,non,817071
ornements de fer,2,not raw cotton,non,817071
ornements de table,2,not raw cotton,non,817071
orobes,2,not raw cotton,non,817071
orpiment,327,not raw cotton,non,817071
orpiment broyé,4,not raw cotton,non,817071
orpiment en pierre,1,not raw cotton,non,817071
orpin,81,not raw cotton,non,817071
orpin broyé,1,not raw cotton,non,817071
orpin rouge,2,not raw cotton,non,817071
orseille,62,not raw cotton,non,817071
orseille apprêtée,10,not raw cotton,non,817071
orseille bleu cendré tournesol en pâte,5,not raw cotton,non,817071
orseille en drapeaux,1,not raw cotton,non,817071
orseille en herbes,6,not raw cotton,non,817071
orseille ou tournesol préparé,11,not raw cotton,non,817071
orseille sèche,86,not raw cotton,non,817071
orseille violette cud beard,4,not raw cotton,non,817071
orties,1,not raw cotton,non,817071
ortites de menuisier,1,not raw cotton,non,817071
orviétan,1,not raw cotton,non,817071
os de bétail,2,not raw cotton,non,817071
os de bœuf,60,not raw cotton,non,817071
os de bœuf et vache,1,not raw cotton,non,817071
os de cœur de bœuf,1,not raw cotton,non,817071
os de cœur de cerf et de seiche,2,not raw cotton,non,817071
os de mouton,1,not raw cotton,non,817071
os de seiche,9,not raw cotton,non,817071
os de seiche serpia officinalis,7,not raw cotton,non,817071
os desséchés,2,not raw cotton,non,817071
os et sabots de bétail,2,not raw cotton,non,817071
oseille,1,not raw cotton,non,817071
oseille apprêtée,1,not raw cotton,non,817071
osier,397,not raw cotton,non,817071
osier d'en dessous de 7 paumes,9,not raw cotton,non,817071
osier de 10 à 11 paumes,123,not raw cotton,non,817071
osier de 12 à 14 paumes,91,not raw cotton,non,817071
osier de 7 à 9 paumes,27,not raw cotton,non,817071
osier de fer-blanc,3,not raw cotton,non,817071
osier en bottes brut,7,not raw cotton,non,817071
osier en bottes fendu et pelé,2,not raw cotton,non,817071
osier en bottes fendu ou pelé,2,not raw cotton,non,817071
osier en dessous de 10 paumes,35,not raw cotton,non,817071
osier fendu ou pelé,3,not raw cotton,non,817071
osier torches,8,not raw cotton,non,817071
osserie de Dieppe,19,not raw cotton,non,817071
ouate,97,not raw cotton,non,817071
ouate d'étoupes,38,not raw cotton,non,817071
ouate de coton,103,maybe raw cotton,non,170
ouate de laine,12,not raw cotton,non,817071
ouate de soie,58,not raw cotton,non,817071
outes ?,1,,non,38841
outil d'acier pur,1,not raw cotton,oui,817071
outils,195,not raw cotton,non,817071
outils à battre l'or,1,not raw cotton,non,817071
outils à faire cartes et moules,3,not raw cotton,non,817071
outils à soutirer le vin,4,not raw cotton,non,817071
outils à sucre,1,not raw cotton,non,817071
outils à tirer le vin,1,,non,38841
outils à tirer le vin au claire,1,not raw cotton,non,817071
outils d'acier,1,,oui,38841
outils d'acier et de fer,5,not raw cotton,non,817071
outils d'acier pur,8,not raw cotton,non,817071
outils d'agriculture,1,not raw cotton,non,817071
outils d'horloge,2,,non,38841
outils d'horlogerie,3,not raw cotton,non,817071
outils d'imprimerie,9,not raw cotton,non,817071
outils d'imprimerie et de marbre,1,not raw cotton,non,817071
outils de cuisine,7,not raw cotton,non,817071
outils de cuivre ou de laiton,6,not raw cotton,non,817071
outils de fer,21,not raw cotton,non,817071
outils de fer à forgeron,1,not raw cotton,non,817071
outils de fer de forgeron,1,not raw cotton,non,817071
outils de fer pur,8,not raw cotton,non,817071
outils de fer rechargé d'acier,8,not raw cotton,non,817071
outils de frecatage,1,not raw cotton,non,817071
outils de la pêche,301,,non,38841
outils de la pêche à corail,1,,non,38841
outils de labourage,3,not raw cotton,non,817071
outils de lapidaire,1,not raw cotton,non,817071
outils de maréchal,1,,non,38841
outils de marine,1,not raw cotton,non,817071
outils de ménage,6,not raw cotton,non,817071
outils de menuiserie,18,not raw cotton,non,817071
outils de menuisier,1,not raw cotton,non,817071
outils de moulins,1,not raw cotton,non,817071
outils de moulins à papier,2,not raw cotton,non,817071
outils de moulins de fer,4,not raw cotton,non,817071
outils de pêche,324,not raw cotton,non,817071
outils de pêche à la morue,4,,non,38841
outils de pêche à la morue verte,37,,non,38841
outils de pêche au poisson frais,2,,non,38841
outils de pêche aux moules,25,,non,38841
outils de pêche par Marseille,1,not raw cotton,non,817071
outils menuisier,3,not raw cotton,non,817071
outils pour boulanger,1,not raw cotton,non,817071
outils pour charpentier,11,not raw cotton,non,817071
outils pour ferblantier,2,not raw cotton,non,817071
outils pour la pêche,115,,oui,38841
outils pour laboureur,3,not raw cotton,non,817071
outils pour marchands de vin,2,not raw cotton,non,817071
outils pour miroitier,2,not raw cotton,non,817071
outils pour orfèvre,3,not raw cotton,non,817071
outils pour ouvrier,1,not raw cotton,non,817071
outils pour sécheurs,10,not raw cotton,non,817071
outils pour tisserand,3,not raw cotton,non,817071
outlis d'imprimerie,1,,non,38841
outremer,1,not raw cotton,non,817071
outres de peau pleines,2,,non,38841
outres vides,2,not raw cotton,non,817071
outres vieilles,1,,non,38841
ouvrage d'architecture,0,,oui,38841
ouvrage de bois,0,,oui,38841
ouvrage de coton,0,,oui,38841
ouvrage de toile,0,,oui,38841
ouvrage de toile pour linge de table,0,,oui,38841
ouvrage en argenture et dorure,0,,oui,38841
ouvrages,95,not raw cotton,non,817071
ouvrages ???,2,not raw cotton,non,817071
ouvrages ??? à couvrir,1,not raw cotton,non,817071
ouvrages brisés et vieux ouvrages de laiton,1,not raw cotton,non,817071
ouvrages d'acier,13,not raw cotton,non,817071
ouvrages d'agate,4,,non,38841
ouvrages d'agate et agate chique,1,,non,38841
ouvrages d'airain,16,not raw cotton,non,817071
ouvrages d'albâtre,6,not raw cotton,non,817071
ouvrages d'albâtre et ouvrages de bois et ouvrages de marbre,8,not raw cotton,non,817071
ouvrages d'ambre,1,not raw cotton,non,817071
ouvrages d'ambre jaune,1,not raw cotton,non,817071
ouvrages d'architecture,1,not raw cotton,non,817071
ouvrages d'argent,2,not raw cotton,non,817071
ouvrages d'argent et d'or,5,not raw cotton,non,817071
ouvrages d'argent et d'or et de soie,24,not raw cotton,non,817071
ouvrages d'argent et d'or faux,2,not raw cotton,non,817071
ouvrages d'argent et de soie,2,not raw cotton,non,817071
ouvrages d'argent fil et soie,1,not raw cotton,non,817071
ouvrages d'argent fin d'or et de soie,1,not raw cotton,non,817071
ouvrages d'argent or et soie,1,not raw cotton,non,817071
ouvrages d'argent plaqué,1,not raw cotton,non,817071
ouvrages d'auf,45,not raw cotton,non,817071
ouvrages d'auf bandeaux,1,not raw cotton,non,817071
ouvrages d'auf en cousses,1,not raw cotton,non,817071
ouvrages d'auf et de jonc,2,not raw cotton,non,817071
ouvrages d'écaille,1,not raw cotton,non,817071
ouvrages d'étain,988,not raw cotton,non,817071
ouvrages d'horlogerie,13,not raw cotton,oui,817071
ouvrages d'horlogerie montés,7,not raw cotton,non,817071
ouvrages d'industrie,301,not raw cotton,non,817071
ouvrages d'industrie étrangers,54,not raw cotton,non,817071
ouvrages d'ivoire,110,not raw cotton,non,817071
ouvrages d'opium,1,not raw cotton,non,817071
ouvrages d'optiques,5,not raw cotton,non,817071
ouvrages d'or,1,not raw cotton,non,817071
ouvrages d'or faux,3,not raw cotton,non,817071
ouvrages d'orfèvrerie,6,not raw cotton,non,817071
ouvrages d'osier,20,not raw cotton,non,817071
ouvrages d'osserie,2,,non,38841
ouvrages de bergamotes,1,,non,38841
ouvrages de bois,859,not raw cotton,non,817071
ouvrages de bois de buis,0,,oui,38841
ouvrages de bois de noyer,1,not raw cotton,non,817071
ouvrages de bois de Saint-Claude,1,not raw cotton,non,817071
ouvrages de bois de sapin,1,not raw cotton,non,817071
ouvrages de bois doré,17,not raw cotton,non,817071
ouvrages de bois en atelier de coluses,1,not raw cotton,non,817071
ouvrages de bois en plaqué,2,not raw cotton,non,817071
ouvrages de bois et ouvrages d'osier,10,not raw cotton,non,817071
ouvrages de bois et ouvrages de cuir,18,not raw cotton,non,817071
ouvrages de bois et ouvrages de cuivre,16,not raw cotton,non,817071
ouvrages de bois et ouvrages de fer-blanc,5,not raw cotton,non,817071
ouvrages de bois et ouvrages de modes et fleurs artificielles,18,not raw cotton,non,817071
