marchandises_norm_ortho,marchandises_simplification
toile de coton corroyée,toile de coton corroyée
toile de coton cotonette,toile de coton cotonnette
toile de coton d'Angleterre,toile de coton d'Angleterre
toile de coton de ???,toile de coton de ???
toile de coton de coton des Indes,toile de coton des Indes
toile de coton de coton étranger,toile de coton étranger
toile de coton de coton français,toile de coton de coton français
toile de coton de duvet,toile de coton de duvet
toile de coton de France,toile de coton de France
toile de coton de juve,toile de coton de juve
toile de coton de la Compagnie,toile de coton de la Compagnie
toile de coton de mousseline,mousselines de coton
toile de coton de Rouen,toile de coton de Rouen
toile de coton des Indes,toile de coton des Indes
toile de coton des Indes brodée,toile de coton des Indes brodée
toile de coton dite armanie,toile de coton dite armanie
toile de coton dite Guinée,guinée de coton
toile de coton diverse,toile de coton
toile de coton du Levant,toile de coton du Levant
toile de coton du Piémont,toile de coton du Piémont
toile de coton en basin,toile en basin de coton
toile de coton en basin brodé en soie,toile en basin de coton brodé en soie
toile de coton en fil,toile de fil de coton
toile de coton en Guinée bleue,guinée bleue de coton
toile de coton en mousselines,toile de coton mousseline
toile de coton en mousselinette,mousselinette de coton
toile de coton en Nankin,nankin
toile de coton en siamoise,toile de coton en siamoise
toile de coton et fil,toile de coton et de fil
toile de coton et fil peinte,toile de coton et de fil peinte
toile de coton et laine,toile de coton et de laine
toile de coton et lin,toile de coton et de lin
toile de coton et mousselines,mousselines et toile de coton
toile de coton et Nankin,toile de coton
toile de coton étrangère,toile de coton étrangère
toile de coton façon de Nankin,nankin
toile de coton futaine,futaine de coton
toile de coton imprimé,toile de coton imprimée
toile de coton imprimée,toile de coton imprimée
toile de coton imprimée aune,toile de coton imprimée aune
toile de coton imprimée bas prix,toile à bas prix de coton et imprimée
toile de coton imprimée bas prix aune,toile à bas prix de coton et imprimée
toile de coton imprimée haut prix,toile de coton imprimée et à haut prix
toile de coton imprimée haut prix aune,toile de coton imprimée et à haut prix
toile de coton indienne,indienne de coton
toile de coton mousseline,mousselines de coton
toile de coton mousseline broché,mousselines brochée de coton
toile de coton mousseline brodée,mousselines brodée de coton
toile de coton mousselines,mousselines de coton
toile de coton mousselines et mousselinette,mousselines et mousselinette de coton
toile de coton nankin,nankin
toile de coton Nankin,nankin
toile de coton nationale,toile de coton nationale
toile de coton non ???,toile de coton non ???
toile de coton peinte,toile de coton peinte
toile de coton peinte et imprimée,toile de coton imprimée et peinte
toile de coton peinte et imprimée aune,toile de coton imprimée et peinte
toile de coton peinte et indienne,indienne de coton peinte
toile de coton peinte nationale,toile de coton nationale et peinte
toile de coton peinte peigne et imprimée,toile de coton imprimée et peigne et peinte
toile de coton persiste,toile de coton persiste
toile de coton piquée,toile de coton piquée
toile de coton pointe,toile de coton pointe
toile de coton pour mouchoirs,toile de coton pour mouchoirs
toile de coton pour nègre,toile de coton pour nègre
toile de coton quadrillée,toile de coton quadrillée
toile de coton rayée,toile de coton rayée
toile de coton rousse,toile de coton rousse
toile de coton saisie,toile de coton saisie
toile de coton siamoise,siamoise de coton
toile de coton siamoise à bouquets,siamoise à bouquet de coton
toile de coton siamoise blanche,siamoise blanche de coton
toile de coton siamoise imprimée,siamoise de coton imprimée
toile de coton siamoise teinte,siamoise de coton teinte
toile de coton soyée,toile de coton et soie
toile de coton teinte,toile de coton teinte
toile de coton teinte bas prix,toile de coton teinte et bas prix
toile de coton teinte et imprimée,toile de coton imprimée et teinte
toile de coton teinte haut prix,toile de coton haut prix et teinte
toile de coton teinte pour mouchoirs,toile de coton pour mouchoirs teinte
toile de cottray,toile de cottray
toile de couleur,toile de couleur
toile de couleur rayée,toile rayée de couleur
toile de couleurs,toile de couleur
toile de coutil,toile de coutil
toile de coutil et à carreaux,toile à carreaux et de coutil
toile de Coutil rayée,toile de coutil rayée
toile de crin,toile de crin
toile de crin à tamis (rapatelle),toile de crin à tamis
toile de demi large,toile de demi large
toile de demi-Hollande,toile de demi-Hollande
toile de différente qualité,toile
toile de Dinant,toile de Dinant
toile de Dinant commune,toile commune de Dinant
toile de fil,toile de fil
toile de fil à carreaux,toile de fil à carreaux
toile de fil basin,basin de fil
toile de fil batiste,batiste de fil
toile de fil blanche,toile de fil blanche
toile de fil commune,toile de fil commune
toile de fil commune de chanvre,toile de chanvre commune et de fil
toile de fil coutil,toile de fil coutil
toile de fil de ???,toile de fil de ???
toile de fil de chanvre,toile de chanvre
toile de fil de coton,toile de fil de coton
toile de fil de coton diverse,toile de fil de coton
toile de fil de coton siamoise,toile de fil de coton siamoise
toile de fil dite guingan,guingan de fil
toile de fil diverse,toile de fil
toile de fil en coton,toile de coton et de fil
toile de fil en coton siamoise,siamoise de coton et de fil
toile de fil en coutil,toile de fil en coutil
toile de fil et coton,toile de coton et de fil
toile de fil et coton basin,basin de coton et basin de fil
toile de fil et coton blanche,toile blanche de coton et fil
toile de fil et coton diverse,toile de coton et de fil
toile de fil et coton en siamoise blanche,siamoise blanche de coton et de fil
toile de fil et coton en siamoise imprimée,siamoise de coton et de fil et imprimée
toile de fil et coton en siamoise teinte,siamoise de coton et de fil et teinte
toile de fil et coton et siamoise,toile de fil et coton
toile de fil et coton imprimée,toile de coton et de fil imprimée
toile de fil et coton siamoise,siamoise de coton et de fil
toile de fil et coton teinte,toile de coton et de fil teinte
toile de fil et de coton,toile de coton et de fil
toile de fil et de coton dire siamoise aune,siamoise de coton et de fil
toile de fil et de coton dite siamoise,siamoise de coton et de fil
toile de fil et de coton en siamoise,siamoise de coton et de fil
toile de fil et de coton siamoise,siamoise de coton et de fil
toile de fil matelas,matelas de toile de coton et de fil
toile de fil peinte,toile de fil peinte
toile de fil teint,toile de fil teinte
toile de fil teinte,toile de fil teinte
toile de filezie,toile de filezie
toile de Flandre,toile de Flandre
toile de Flandre delin,toile de lin de Flandre
toile de Flandre fine,toile fine de Flandre
toile de fleuret de Rouen,toile de fleuret de Rouen
toile de Fougère,toile de Fougères
toile de Fougères,toile de Fougères
toile de frame,toile de frame
toile de France,toile de France
toile de Frise,toile de Frise
toile de Gand,toile de Gand
toile de Grandville,toile de Grandville
toile de Grenade,toile de Grenade
toile de Grenoble,toile de Grenoble
toile de gris,toile de gris
toile de Guinée,guinée
toile de guingan,guingan
toile de halle,toile de halle
toile de Hanovre,toile de Hanovre
toile de haut brin,toile de haut brin
toile de Hollande,toile de Hollande
toile de Hollande blanche,toile de Hollande blanche
toile de Hollande de 15 aunes,toile de 15 aunes de Hollande
toile de Hollande de 30 aunes,toile de 30 aunes de Hollande
toile de Hollande de 36 aunes,toile de 36 aunes de Hollande
toile de Hollande de façon de Hambourg,toile de façon de Hambourg et de Hollande
toile de Hollande fine de 36 aunes,toile de Hollande fine de 36 aunes
toile de Hollande pièces de 15 aunes,toile de Hollande pièces de 15 aunes
toile de Hollande pièces de 30 aunes,toile de Hollande pièces de 30 aunes
toile de killis,toile de killis
toile de laine à blutoir,toile de laine pour blutoir
toile de laine dite herbage,toile de laine dite herbage
toile de Landerneau,toile de Landerneau
toile de Languenan,toile de Languenan
toile de Laval,toile de Laval
toile de Laval de renvoi,toile de Laval de renvoi
toile de Léon,toile de Léon
toile de Lille,toile de Lille
toile de lin,toile de lin
toile de lin à carreaux,toile à carreaux et de lin
toile de lin à doubler,toile de lin à doubler
toile de lin à faire drap,toile à faire drap de lin
toile de lin à matelas,toile de lin à matelas
toile de lin au lait,toile de lin au lait
toile de lin basin,basin de lin
toile de lin batiste,batiste
toile de lin batiste et linog,batiste et linog
toile de lin batiste et linon,batiste et linon
toile de lin Beauvais,toile de lin de Beauvais
toile de lin blanche,toile de lin blanche
toile de lin blanche ??? à la frontière,toile blanche de lin ??? à la frontière
toile de lin blanche à 10 sols et en dessus aune,toile blanche de lin à 10 sols et en dessus
toile de lin blanche commune,toile blanche de lin
toile de lin blanche damassée pour nappes et serviettes,toile blanche damassée de lin pour nappes et serviettes
toile de lin blanche de 12 sols par aune,toile blanche de lin de 12 sols par aune
toile de lin blanche de 2 sols par aune,toile blanche de lin de 2 sols par aune
toile de lin blanche de 20 sols par aune,toile blanche de lin de 20 sols par aune
toile de lin blanche de 30 sols par aune,toile blanche de lin de 30 sols par aune
toile de lin blanche de 8 sols par aune,toile blanche de lin de 8 sols par aune
toile de lin blanche de bas prix,toile à bas prix blanche de lin
toile de lin blanche en dessous de 10 sols,toile blanche de lin en dessous de 10 sols
toile de lin blanche en dessous de 10 sols aune,toile blanche de lin en dessous de 10 sols
toile de lin blanche et assortie,toile blanche de lin et toile de lin
toile de lin blanche fine,toile blanche fine et de lin
toile de lin blanche haut prix,toile blanche de lin et haut prix
toile de lin blanche pour nappes et serviettes,toile blanche de lin pour nappes et serviettes
toile de lin bleue et blanche,toile blanche bleue et de lin
toile de lin brochée,toile de lin brochée
toile de lin Cambrai,toile de lin Cambrai
toile de lin Cholet,toile de lin de Cholet
toile de lin cirée,toile de lin cirée
toile de lin claire,toile de lin claire
toile de lin claire et gaze,toile de lin claire et gaze
toile de lin commune,toile de lin
toile de lin coutel,toile de lin coutel
toile de lin coutil,toile de lin coutil
toile de lin crée large,toile crée large de lin
toile de lin crue,toile de lin crue
toile de lin d'Abbeville,toile de lin d'Abbeville
toile de lin d'Alençon,toile de lin d'Alençon
toile de lin d'Amiens,toile de lin d'Amiens
toile de lin d'emballage,toile d'emballage de lin
toile de lin de 13 aunes,toile de lin de 13 aunes
toile de lin de 15 aunes,toile de lin de 15 aunes
toile de lin de Beaujolais,toile de lin de Beaujolais
toile de lin de Beauvais,toile de lin de Beauvais
toile de lin de Bernay,toile de lin de Bernay
toile de lin de Cambrai,toile de Cambrai et de lin
toile de lin de châles,toile de châles et de lin
toile de lin de Cholet,toile de lin de Cholet
toile de lin de Flandre,toile de lin de Flandre
toile de lin de Frise,toile de lin de Frise
toile de lin de Gand,toile de lin de Gand
toile de lin de Hollande,toile de lin de Hollande
toile de lin de Laval,toile de lin de Laval
toile de lin de Lille,toile de lin de Lille
toile de lin de linge de tables,toile de lin de linge de tables
toile de lin de linon,toile de lin de linon
toile de lin de Marigny,toile de lin de Marigny
toile de lin de ménage,toile de lin de ménage
toile de lin de Rouen,toile de lin de Rouen
toile de lin de Russie,toile de lin de Russie
toile de lin de Saint Quentin,toile de lin de Saint-Quentin
toile de lin de Saint-Malo,toile de lin de St. Malo
toile de lin de Saint-Quentin,toile de lin de Saint-Quentin
toile de lin de Senlis,toile de lin de Senlis
toile de lin de Servins,toile de lin de Servins
toile de lin de Troyes,toile de lin de Troyes
toile de lin de Valenciennes,toile de lin de Valenciennes
toile de lin dite batiste,batiste de lin
toile de lin dite d'Anvers,toile de lin d'Anvers
toile de lin dite linon,linon de lin
toile de lin dite platille,platille
toile de lin diverse,toile de lin
toile de lin diverse batiste et linon,batiste de lin et linon de lin
toile de lin du pays,toile de lin du pays
toile de lin écrue,toile écrue de lin
toile de lin écrue grosse et ordinaire,toile commune écrue et grosse et de lin
toile de lin en batiste,batiste
toile de lin en batiste et linon,batiste de lin et linon de lin
toile de lin en claire,toile en claire et de lin
toile de lin en linge de tables,linge de table de lin
toile de lin en linon,linon de lin
toile de lin en nappes et serviettes,nappes et serviettes de lin
toile de lin en sacs,sacs de lin
toile de lin entre large,toile de lin entre large
toile de lin et coton,toile de coton et de lin
toile de lin et de chanvre,toile de chanvre et de lin
toile de lin et de chanvre à matelas,toile de chanvre et de lin pour matelas
toile de lin et de chanvre blanche,toile blanche de chanvre et de lin
toile de lin et de chanvre blanche de 13 à 20 fils,toile blanche de chanvre et de lin de 13 à 20 fils
toile de lin et de chanvre blanche de 20 fils et au-dessus,toile blanche de chanvre et de lin de 20 fils et au-dessus
toile de lin et de chanvre blanche de moins de 13 fils,toile blanche de chanvre et de lin de moins de 13 fils
toile de lin et de chanvre blanche sans distinction d'espèce,toile blanche de chanvre et de lin
toile de lin et de chanvre cirée de 13 à 20 fils,toile cirée de chanvre et de lin de 13 à 20 fils
