simplification,nbr_occurences_simpl,obsolete,v_glass_beads,nbr_occurences_v_glass_beads
poix résines,217,non,out,820768
poix terck daguet goudron,123,non,out,820768
polimi,72,non,out,820768
polimi de poil,11,non,out,820768
polimi gris,2,non,out,820768
polonaises,2,non,out,820768
polypode,10,non,out,820768
pomargues,1,non,out,820768
pomelles à voiliers,1,non,out,820768
pomette d'acier,1,non,out,820768
pommade,543,non,out,820768
pommade commune,1,non,out,820768
pommade de senteur,31,oui,out,820768
pommade et poudre,10,non,out,820768
pommade et poudre et savonnettes,2,non,out,820768
pommade et savonnettes,110,non,out,820768
pommeaux de cuivre doré,1,non,out,820768
pommes,214,non,out,820768
pommes crues,1,non,out,820768
pommes d'api,2,non,out,820768
pommes de caille,1,non,out,820768
pommes de cannes,1,non,out,820768
pommes de grenade,22,non,out,820768
pommes de paradis,1,non,out,820768
pommes de rainettes,4,non,out,820768
pommes de terre,81,non,out,820768
pommes elemy,1,non,out,820768
pommes et poires,17,non,out,820768
pommes fraîches,38,non,out,820768
pommes sèches,2,non,out,820768
pompes,13,non,out,820768
pompes à boire,1,non,out,820768
pompes à éteindre le feu,1,non,out,820768
pompes à feu,5,non,out,820768
pompes à Hollande,1,non,out,820768
pompes à incendie,3,non,out,820768
pompes à laver les vitres,1,non,out,820768
pompes à main et petites,1,non,out,820768
pompes à navire,2,non,out,820768
pompes de bois,27,non,out,820768
pompes de cuivre,1,non,out,820768
pompes de fer,1,non,out,820768
pompes de Hollande,1,non,out,820768
pompes de navire,0,non,out,820768
pompes de plomb,1,non,out,820768
pompes de plomb de 20 pieds,1,non,out,820768
pompes pour pompiers,3,non,out,820768
pompons,1,non,out,820768
pompons d'argent et de soie,1,non,out,820768
poncire,67,non,out,820768
ponçure de pin,1,non,out,820768
Pondichéry,1,non,out,820768
poopee ?,1,non,,37440
popeline,17,non,out,820768
popeline de coton et soie,2,non,out,820768
popeline de filoselle,1,non,out,820768
popeline de laine,1,non,,37440
popeline de soie,1,oui,out,820768
popeline des prises,1,non,out,820768
populeum,4,non,out,820768
porcelaine,1665,non,out,820768
porcelaine à la valeur,1,non,out,820768
porcelaine commune,133,non,out,820768
porcelaine commune et fine,2,non,out,820768
porcelaine contrefaite,5,non,out,820768
porcelaine de Chine,2,non,out,820768
porcelaine de Hollande,12,non,out,820768
porcelaine de Saint-Cloud,5,non,out,820768
porcelaine de Saxe,10,non,out,820768
porcelaine de Tournai,2,non,out,820768
porcelaine des Indes,53,non,out,820768
porcelaine diverse,4,non,out,820768
porcelaine du Faubourg Saint-Antoine,1,non,out,820768
porcelaine du Japon,1,non,out,820768
porcelaine et faïence,2,non,out,820768
porcelaine fine,8,non,out,820768
porcelaine fine à la valeur,1,non,out,820768
porcelaine fine au kilogramme,2,non,out,820768
porcelaine Hollande,1,non,out,820768
porcelaine soucoupes et tasses,1,non,out,820768
porcelets,86,non,out,820768
porcelets et porcs,19,non,out,820768
porcs,280,non,out,820768
porcs au-dessous de 6 mois,4,non,out,820768
porcs au-dessus de 6 mois,1,non,out,820768
porcs confits,6,non,out,820768
porcs de 6 mois et au-dessus,4,non,out,820768
porcs de lait,156,non,out,820768
porcs de lait au-dessous de 3 mois,2,non,out,820768
porcs et porcelets,1,non,out,820768
porcs frais,10,non,out,820768
porcs fumés,1,non,out,820768
porcs gras,293,non,out,820768
porcs gras en vie,1,non,out,820768
porcs gras et maigres,1,non,out,820768
porcs maigres,20,non,out,820768
porcs maigres salés,2,non,out,820768
porcs poulets,2,non,out,820768
porcs salé,0,oui,,37440
porcs salé et petit salé,1,oui,,37440
porcs salés,385,non,out,820768
porcs salés et petit salé,6,non,,37440
porcs tués,1,non,out,820768
porcs tués petits,1,non,out,820768
porphyre,1,non,out,820768
porte de verre,1,non,out,820768
porte la frine,1,non,,37440
portefeuilles,3,non,out,820768
portemanteaux,4,non,out,820768
portemanteaux de cuir,2,non,out,820768
portemanteaux de cuir de Russie,3,non,out,820768
portemanteaux de peau de Russie,1,oui,out,820768
portemanteaux de Russie,1,oui,out,820768
portevoix,1,non,out,820768
portevue,6,non,out,820768
portrait,1,non,out,820768
portrait à cadres dorés,1,non,out,820768
portrait de cour,5,non,out,820768
portrait de famille,3,non,out,820768
portrait et ses bordures,1,non,out,820768
portrait et ses bordures dorées,1,non,out,820768
portrait et ses bordures dorées et en pastel,1,non,out,820768
poste royale,20,non,,37440
pot à fleurs de faïence,1,non,,37440
pot de terre,2,non,out,820768
pot de terre couvert d'étain,2,non,out,820768
potache,4,non,out,820768
potasse,1187,non,out,820768
potasse et védasse,6,non,out,820768
potasse et védasse et gravelée,86,non,out,820768
potasse gravelée et védasse,32,non,out,820768
poterie,140,non,out,820768
poterie à feu,1,non,out,820768
poterie commune,3,non,out,820768
poterie crue,1,non,out,820768
poterie d'orient,0,non,,37440
poterie de cuivre,1,non,out,820768
poterie de Delft,1,non,out,820768
poterie de faïence,263,non,out,820768
poterie de faïence et verrerie,53,non,out,820768
poterie de fer,31,non,out,820768
poterie de grès,240,non,out,820768
poterie de grès barbançons,1,non,out,820768
poterie de grès barbues,1,non,out,820768
poterie de grès cavelle,1,non,out,820768
poterie de grès commune,4,non,out,820768
poterie de grès commune et fine,2,non,out,820768
poterie de grès diverse,32,non,out,820768
poterie de grès fine,2,non,out,820768
poterie de grès moques,1,non,out,820768
poterie de livre,4,non,out,820768
poterie de pierre,70,non,out,820768
poterie de pierre et de terre,262,non,out,820768
poterie de raffinerie,1,non,out,820768
poterie de terraille,1,oui,out,820768
poterie de terre,432,oui,out,820768
poterie de terre barbançons,4,oui,out,820768
poterie de terre cannette,1,oui,out,820768
poterie de terre cruche,1,oui,out,820768
poterie de terre cuite,447,non,out,820768
poterie de terre cuite diverse,57,non,,37440
poterie de terre diverse,57,oui,out,820768
poterie de terre grossière,7,non,out,820768
poterie de terre terraille,43,oui,out,820768
poterie des Indes,1,non,out,820768
poterie diverse,31,non,out,820768
poterie du pays,1,non,,37440
poterie et terre,2,non,out,820768
poterie façon d'Angleterre et de terre,1,non,out,820768
poterie grès,1,non,out,820768
poterie jarre,10,non,out,820768
poterie ordinaire,1,non,out,820768
poterie petite et forme à sucre,1,non,out,820768
poterie terraille,59,oui,out,820768
poterie tuiles et verrerie,3,non,out,820768
potin,101,non,out,820768
potin à plomber pots,6,non,out,820768
potin bleu,1,non,,37440
potin cru,117,non,out,820768
potin gris,18,non,out,820768
potin raffiné,83,non,out,820768
pots,67,non,out,820768
pots à fleurs de faïence,1,non,out,820768
pots à forme à sucre,3,non,out,820768
pots à forme à sucre de terre,4,non,out,820768
pots à huile de terre,1,non,out,820768
pots à moutarde et verres à boire,1,non,out,820768
pots à peintures,1,non,out,820768
pots à raffinerie,2,non,out,820768
pots à rouler du tabac,1,non,out,820768
pots à sucre,1,non,,37440
pots à sucre de terre,9,non,out,820768
pots d'étain,2,non,out,820768
pots de brai en fer,1,non,out,820768
pots de cervier,1,non,out,820768
pots de chaises de commodité,1,non,out,820768
pots de chaises de faïence,1,non,out,820768
pots de chambre de faïence,1,non,out,820768
pots de faïence,2,non,out,820768
pots de faïence à eau,1,non,out,820768
pots de faïence à jardin,1,non,out,820768
pots de faïence de commodité,1,non,out,820768
pots de fer,25,non,out,820768
pots de grès,19,non,out,820768
pots de grès couverts d'étain,1,non,out,820768
pots de grès grands,1,non,out,820768
pots de rechange,2,non,out,820768
pots de rouge,3,non,out,820768
pots de sucre,1,non,out,820768
pots de terre,96,non,out,820768
pots de terre et forme de terre à sucre,1,non,out,820768
pots de terre grands,1,non,out,820768
pots de terre pour apothicaire,1,non,out,820768
pots de terre rouge,1,non,out,820768
pots garnis d'étain et de terre,1,non,out,820768
pots non garnis et de terre,1,non,out,820768
pots pour chaises de commodité,2,non,out,820768
pou de soie,1,non,out,820768
poudre,84,non,out,820768
poudre ??? nationales d'après les états du département de poudre et de salpêtre,2,non,out,820768
poudre à cacheter,1,non,out,820768
poudre à canons,243,non,out,820768
poudre à canons de guerre,2,non,out,820768
poudre à canons et à tirer,12,non,out,820768
poudre à cirer,1,non,out,820768
poudre à encre,1,non,out,820768
poudre à fers,1,non,out,820768
poudre à feu,114,non,out,820768
poudre à fusil,3,non,out,820768
poudre à fusil et à tirer,14,non,out,820768
poudre à giboyer,1,non,,37440
poudre à liser,1,non,out,820768
poudre à odeur,2,non,out,820768
poudre à poudrer,700,non,out,820768
poudre à poudrer et de senteur,2,non,out,820768
poudre à poudrer et pommade,1,non,out,820768
poudre à tirer,345,non,out,820768
poudre à tirer d'après les états fournis par le directeur des poudres et salpêtre,5,non,out,820768
poudre à tirer fine,1,non,out,820768
poudre blanche,2,non,out,820768
poudre brillant,2,non,out,820768
poudre bronzante,4,non,out,820768
poudre cosmétique,5,non,out,820768
poudre d'Ailhaud,34,non,out,820768
poudre d'aventurine,2,non,out,820768
poudre d'émeri,1,non,out,820768
poudre d'iris,6,non,out,820768
poudre d'or,1,non,out,820768
poudre d'oxaca,1,non,out,820768
poudre de canons,1,non,out,820768
poudre de capucin,14,non,out,820768
poudre de carène,1,non,out,820768
poudre de chasse,1,non,out,820768
poudre de gouaxaca,1,non,out,820768
poudre de guerre,3,non,out,820768
poudre de marbre,1,non,out,820768
poudre de mine,1,non,out,820768
poudre de plomb,1,non,out,820768
poudre de riz,2,non,out,820768
poudre de sapin,1,non,out,820768
poudre de terre,3,non,out,820768
poudre de traite,6,non,out,820768
poudre de traite d'Angleterre et de Hollande,1,non,out,820768
poudre en grenaille,1,non,out,820768
poudre en lest,1,non,,37440
poudre en pommade,1,non,out,820768
poudre et salpêtre,3,non,,37440
poudre et teinture verte,5,non,out,820768
poudre fine,1,non,out,820768
poudre jaune,1,non,out,820768
poudre médicinale,8,non,out,820768
poudre noire,1,non,out,820768
poudre précipité,1,non,out,820768
poudre purgative,3,non,out,820768
poudre purgative d'Ailhaud,3,non,out,820768
poudre verte,1,non,out,820768
poulailler de cordonnier,2,non,out,820768
poulains,210,non,out,820768
poulains à zin,1,non,out,820768
poulains de 18 mois,1,non,,37440
poulains de somme,2,non,out,820768
poulains mulards,2,non,out,820768
poulardes,7,non,out,820768
poules,29,non,out,820768
poules d'étain,1,non,out,820768
poules d'Inde,1,non,out,820768
poules de bois,1,non,out,820768
poules des Indes,2,non,out,820768
poules en vie,1,non,out,820768
poules et poulets,1,non,out,820768
poulets,63,non,out,820768
poulets d'Inde,4,non,out,820768
poulets de cane,1,non,out,820768
poulies,20,non,out,820768
poulies de bois,3,non,out,820768
poulies de gaïac,1,non,out,820768
poulies de sapin,1,non,out,820768
poulies de vaisseaux,2,non,out,820768
poulies garnies,2,non,out,820768
poupée,6,non,out,820768
poupée d'enfant,1,non,out,820768
pour la pêche,20,oui,,37440
pour la pêche à la morue,7,oui,,37440
pour la pêche au poisson frais,1,oui,,37440
pour la pêche aux moules,1,oui,,37440
pour la poste royale,13,oui,,37440
pour le cabotage,9,non,,37440
pour les peintures et la teinture,1,non,out,820768
pourette,1,non,out,820768
pourette de mûrier,1,non,out,820768
pousses de houblon et vignes,3,non,out,820768
poussière,2,non,out,820768
poussière d'écorce de pin,1,non,out,820768
poussière d'encens,34,non,out,820768
poussière de barille,1,oui,out,820768
poussière de bourde,2,oui,out,820768
poussière de buis,3,non,out,820768
poussière de foin,3,non,out,820768
poussière de martre,1,non,out,820768
poussière de mûriers,1,non,out,820768
poussière de pin,3,non,out,820768
poussière de raisin,1,non,out,820768
poussière de résines,4,non,out,820768
poussière de soude,7,oui,out,820768
poussière de soudes,7,non,,37440
poussière de tartre,57,non,out,820768
poussière de terre,1,non,out,820768
poussière de vitriol,2,non,out,820768
poussins,3,non,out,820768
poutardes,1,non,out,820768
poutargues,83,non,out,820768
poutines,1,non,out,820768
poutreaux,24,non,out,820768
poutreaux de 12 pieds,0,non,out,820768
poutreaux de 9 pieds,0,non,out,820768
poutreaux de bois,1,non,,37440
poutreaux de chêne,2,non,out,820768
poutreaux de sapin,12,non,out,820768
poutreaux de sapin de 10 pieds,0,non,out,820768
poutreaux de sapin de 24 pieds,0,non,out,820768
poutrelles,12,non,out,820768
poutrelles de frêne,1,non,out,820768
poutrelles de sapin,4,non,out,820768
poutrelles et solives,1,non,out,820768
poutres,2138,non,out,820768
poutres de 16 à 28 pieds,1,non,out,820768
poutres de 60 pieds,1,non,out,820768
poutres de bois pour bâtir,1,non,out,820768
poutres de chêne,5,non,out,820768
poutres de chêne de 20 pieds,1,non,out,820768
poutres de chêne de 24 à 39 pieds,1,non,out,820768
poutres de chêne de 30 pieds,2,non,out,820768
poutres de chêne de 34 pieds,1,non,out,820768
poutres de chêne de 45 pieds,1,non,out,820768
poutres de sapin,50,non,out,820768
poutres de sapin de 12 pieds,1,non,out,820768
poutres de sapin de 14 pieds,2,non,out,820768
poutres de sapin de 22 pieds,3,non,out,820768
poutres de sapin de 24 pieds,4,non,out,820768
poutres de sapin de 25 pieds,3,non,out,820768
poutres de sapin de 26 pieds,2,non,out,820768
poutres de sapin de 27 pieds,1,non,out,820768
poutres de sapin de 28 pieds,1,non,out,820768
poutres de sapin de 30 pieds,3,non,out,820768
poutres de sapin de 32 pieds,1,non,out,820768
poutres de sapin de 34 pieds,1,non,out,820768
poutres de sapin de 35 pieds,2,non,out,820768
poutres de sapin de 36 pieds,2,non,out,820768
poutres de sapin de 40 pieds,3,non,out,820768
poutres de sapin de 45 pieds,4,non,out,820768
poutres de sapin de 55 pieds,2,non,out,820768
poutres et poutrelles,3,non,out,820768
poutres et solives de sapin,1,non,out,820768
poutres grosses,1,non,out,820768
pouzzolane,42,non,out,820768
prastre,2,non,out,820768
preceintes,33,non,out,820768
preceintes de 30 à 40 pieds à 5 à 8 pouces d'épaisseur,1,non,out,820768
preceintes de chêne,5,non,out,820768
precipité,14,non,out,820768
précipité,31,non,out,820768
précipité rouge,7,non,out,820768
preillons à faire colle,1,non,out,820768
prélat de toile,1,non,out,820768
prélat pour navire,1,non,out,820768
préparation de chimie,1,non,out,820768
presse,4,non,out,820768
presse à étoffe,1,non,out,820768
presse à imprimer,4,non,out,820768
presse de bois,1,non,out,820768
presse de bois de mâture,1,non,out,820768
présure,40,non,out,820768
présure en peaux de caillé,1,non,,37440
prêtes,1,non,,37440
pretes torches,2,non,out,820768
primaselle,2,non,out,820768
primula veris,1,non,out,820768
prisonnier,2,non,,37440
prisonnier anglais,15,non,,37440
prisonnier échangé,1,non,,37440
prisonnier français,2,non,,37440
prisonnier français échangé,1,non,,37440
provisions,1433,non,out,820768
provisions à poudrer,1,non,out,820768
provisions de bouche,663,non,out,820768
provisions de Carême,5,non,out,820768
provisions de caserne,20,non,out,820768
provisions diverses principalement en beurre,13,non,out,820768
prumerdants,1,non,,37440
pruneaux,4987,non,out,820768
pruneaux Brignoles,1,non,out,820768
pruneaux communs,24,non,out,820768
pruneaux cuits,1,non,out,820768
pruneaux d'Amont,47,non,out,820768
pruneaux de Bordeaux,1,non,out,820768
pruneaux de Sainte-Catherine,66,non,out,820768
pruneaux de Tours,1,non,out,820768
pruneaux et prunes,4,non,out,820768
pruneaux et raisin sec,3,non,out,820768
pruneaux et sucre,40,non,out,820768
pruneaux et verdet,15,non,out,820768
pruneaux noirs,5,non,out,820768
prunelle,19,non,out,820768
prunelle buratée de laine,1,non,out,820768
prunelle de laine,18,non,out,820768
prunelle de laine burail,4,non,out,820768
prunelle de laine burat,2,non,out,820768
prunelle de laine et de soie,1,non,out,820768
prunelle de laine raz de castor,2,oui,out,820768
prunelle de laine raze de castor,2,non,,37440
prunelle de poil,18,non,out,820768
prunelle de renvoi,1,non,,37440
prunelle de soie,2,non,out,820768
prunelle fine,3,non,out,820768
prunelle mêlée de soie,2,non,out,820768
prunes,362,non,out,820768
prunes ???,1,non,,37440
prunes Brignoles,72,non,out,820768
prunes communes,135,non,out,820768
prunes communes sèches,13,non,out,820768
prunes d'ente,5,non,out,820768
prunes de Bordeaux,2,non,out,820768
prunes de Brignoles,1,oui,,37440
prunes de Sainte-Catherine,93,non,out,820768
prunes et figue et raisin,72,non,,37440
prunes et pruneaux,0,non,out,820768
prunes et raisin,1,non,out,820768
