simplification,nbr_occurences_simpl,revolutionempire,obsolete,nbr_occurences_revolutionempire
souliers communs,23,Ouvrages divers et mélangés,non,16505
souliers couverts en callemande et pour femme,1,Ouvrages divers et mélangés,non,16505
souliers couverts en étoffe,3,Ouvrages divers et mélangés,non,16505
souliers couverts en étoffe pour femme,5,Ouvrages divers et mélangés,non,16505
souliers couverts en soie et pour femme,8,Soieries diverses,non,3516
souliers d'enfant,6,Ouvrages divers et mélangés,non,16505
souliers d'étoffe de soie,7,Soieries diverses,non,3516
souliers d'homme,20,Ouvrages divers et mélangés,non,16505
souliers de chanvre,1,Ouvrages divers et mélangés,non,16505
souliers de corde,2,Ouvrages divers et mélangés,non,16505
souliers de cordonnier,12,Cordonnerie et sellerie,non,2064
souliers de cordonnier pour femme,6,Cordonnerie et sellerie,non,2064
souliers de cordonnier pour homme,12,Cordonnerie et sellerie,non,2064
souliers de cordonnier vieux,1,Cordonnerie et sellerie,non,2064
souliers de cuir,49,"Cuirs, peaux et pelleterie",non,22200
souliers de cuir couverts en soie pour femme,5,"Cuirs, peaux et pelleterie",non,22200
souliers de cuir et pour femme,3,"Cuirs, peaux et pelleterie",non,22200
souliers de cuir et pour homme,5,"Cuirs, peaux et pelleterie",non,22200
souliers de cuir et pour homme et femme,1,"Cuirs, peaux et pelleterie",non,22200
souliers de cuir pour homme,6,"Cuirs, peaux et pelleterie",non,22200
souliers de cuir pour homme et femme,5,"Cuirs, peaux et pelleterie",non,22200
souliers de dame,1,Ouvrages divers et mélangés,non,16505
souliers de maroquin,3,Ouvrages divers et mélangés,non,16505
souliers de soie,13,Ouvrages divers et mélangés,non,16505
souliers en terre,1,Ouvrages divers et mélangés,non,16505
souliers enfant,1,Ouvrages divers et mélangés,non,16505
souliers neufs,11,Ouvrages divers et mélangés,non,16505
souliers pantoufles et galoches,0,Ouvrages divers et mélangés,non,16505
souliers par paires,2,Ouvrages divers et mélangés,non,16505
souliers petits,2,Ouvrages divers et mélangés,non,16505
souliers pour enfant,12,Ouvrages divers et mélangés,non,16505
souliers pour femme,40,Ouvrages divers et mélangés,non,16505
souliers pour homme,77,Ouvrages divers et mélangés,non,16505
souliers pour homme et femme,2,Ouvrages divers et mélangés,non,16505
souliers vieux,3,Ouvrages divers et mélangés,non,16505
souline étoffe des Indes,1,Produits inconnus,non,7059
soupières de faïence,1,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
souquets de mâts,2,"Ouvrages de bois, liège et jonc",non,32327
southoy,1,Produits inconnus,non,7059
soutien,0,Produits inconnus,non,7059
soux de grabanite,1,Produits inconnus,non,7059
soux en feuilles,1,Produits inconnus,non,7059
soyette de fil,1,Textiles manufacturés divers et mélangés,non,1795
spalme,3,Drogues diverses,non,10513
spalte,1,Produits inconnus,non,7059
spardilles,7,Cordonnerie et sellerie,non,2064
spart brut,3,Bois divers hors combustible,non,12455
spart brut et presle,2,Bois divers hors combustible,non,12455
sparterie,10,"Ouvrages de bois, liège et jonc",non,32327
sparterie brute en auf jonc et roseau,26,Bois divers hors combustible,non,12455
spath,1,Matières premières diverses,non,15181
spéculation,2,Produits inconnus,non,7059
spermaceti,73,Parfumerie et toilette,non,3571
sperme,1,Matières premières diverses,non,15181
sperme de baleine,14,Parfumerie et toilette,non,3571
sphères,1,Divers incertains,non,8518
spiante,1,Produits inconnus,non,7059
spicaceltica,47,Drogues médicinales diverses,non,11402
spicajudica,1,Matières premières diverses,non,15181
spicanardi,16,Drogues médicinales diverses,non,11402
spinenardi,1,Matières premières diverses,non,15181
spirinck,0,Produits inconnus,non,7059
spode,3,Drogues médicinales diverses,non,11402
sprottes,1,Pêche et fruits de mer,non,13709
square,1,Produits inconnus,non,7059
squille de grain,4,Produits inconnus,non,7059
squine,151,Drogues médicinales diverses,non,11402
stafisagre,29,Matières premières diverses,non,15181
stagnon,1,Ouvrages métalliques,non,20598
statue de pierre,1,Objets d'art et d'histoire naturelle,non,2314
statue de plomb,1,Ouvrages métalliques,non,20598
stechas arabique,1,Matières premières diverses,non,15181
stephais,1,Produits inconnus,non,7059
sthouchais,1,Produits inconnus,non,7059
stil de bois,1,Drogues diverses,non,10513
stil de grain,59,Matières brutes et transformées pour teinture,non,17255
stil de grains et vermillon,1,Matières brutes et transformées pour teinture,non,17255
stinkerque,28,Châles et mouchoirs hors soie,non,3850
stinkerque à barre,1,Châles et mouchoirs hors soie,non,3850
stinkerque brodées,1,Châles et mouchoirs hors soie,non,3850
stinkerque brodées de couleur,1,Châles et mouchoirs hors soie,non,3850
stinkerque de fil organdis,1,Châles et mouchoirs hors soie,non,3850
stirax liquide,1,Drogues diverses,non,10513
stockfisch,640,Pêche et fruits de mer,non,13709
stockfisch mariné et salé,15,Pêche et fruits de mer,non,13709
stockfisch salé,4,Pêche et fruits de mer,non,13709
storax,202,Drogues diverses,non,10513
storax calames,2,Gommes diverses,non,4177
storax calamin,1,Gommes diverses,non,4177
storax en grabeau,1,Gommes diverses,non,4177
storax en larme,1,Gommes diverses,non,4177
storax liquide,7,Drogues diverses,non,10513
stragondis,5,Produits inconnus,non,7059
sublimé,142,Drogues diverses,non,10513
sublimé corosif,13,Drogues diverses,non,10513
subsistances,27,Subsistances diverses et mélangées,non,10028
substances et produits chimiques,29,Drogues diverses,non,10513
substances et produits chimiques principalement eau-forte et couperose,14,Drogues diverses,non,10513
substances et produits chimiques principalement en eau-forte et couperose bleue et blanche,12,Drogues diverses,non,10513
suc de réglisse,27,Réglisse,non,1602
succade,1,Subsistances diverses et mélangées,non,10028
sucre,3049,Sucre,non,10265
sucre à devises et à casser,0,Sucre,non,10265
sucre bâtard,1,Sucre,non,10265
sucre blanc,1271,Sucre,non,10265
sucre blanc brut des entrepôts étranger,0,Sucre,non,10265
sucre blanc brut étranger,3,Sucre,non,10265
sucre blanc en pain,4,Sucre,non,10265
sucre blanc en poudre,1,Sucre,non,10265
sucre blanc et sucre terré,49,Sucre,non,10265
sucre blanc et sucre terré des Îles françaises de l'Amérique,1,Sucre,non,10265
sucre blanc et sucre terré et sucre têtes,3,Sucre,non,10265
sucre blanc et tabatières de bergamote,1,Sucre,non,10265
sucre blanc terré et têtes,20,Sucre,non,10265
sucre brun,83,Sucre,non,10265
sucre brun brut,3,Sucre,non,10265
sucre brun prix bas,0,Sucre,non,10265
sucre brut,1683,Sucre,non,10265
sucre brut autre que blanc,6,Sucre,non,10265
sucre brut autre que blanc des entrepôts étranger,0,Sucre,non,10265
sucre brut autre que blanc étranger,4,Sucre,non,10265
sucre brut blanc,4,Sucre,non,10265
sucre brut blanc ou terré,5,Sucre,non,10265
sucre brut des colonies françaises au-delà du Cap,2,Sucre,non,10265
sucre brut en forme,1,Sucre,non,10265
sucre brut et sucre terré,5,Sucre,non,10265
sucre brut par Nantes,1,Sucre,non,10265
sucre candi,238,Sucre,non,10265
sucre candi en pain et en poudre raffiné,1,Sucre,non,10265
sucre candi et en pain,3,Sucre,non,10265
sucre candi et sucre en pain par Bayonne Bordeaux Le Havre et Dunkerque,1,Sucre,non,10265
sucre candi raffiné,1,Sucre,non,10265
sucre carré,1,Sucre,non,10265
sucre cassonade,1,Sucre,non,10265
sucre commun,24,Sucre,non,10265
sucre d'érable,10,Sucre,non,10265
sucre d'orge,14,Sucre,non,10265
sucre de Brésil et sucre blanc et sucre cru,0,Sucre,non,10265
sucre de canne,1,Sucre,non,10265
sucre de Cayenne,1,Sucre,non,10265
sucre de Cayenne terré,5,Sucre,non,10265
sucre de forme,1,Sucre,non,10265
sucre de lait,1,Sucre,non,10265
sucre de réglisse,2,Sucre,non,10265
sucre de têtes,15,Sucre,non,10265
sucre des Indes brut,1,Sucre,non,10265
sucre des Indes terré,2,Sucre,non,10265
sucre des Indes têtes,1,Sucre,non,10265
sucre des prises terré,1,Sucre,non,10265
sucre dit lompen,0,Sucre,non,10265
sucre du Brésil,2,Sucre,non,10265
sucre en blanc,1,Sucre,non,10265
sucre en dragées,0,Sucre,non,10265
sucre en forme terré,1,Sucre,non,10265
sucre en lait,1,Sucre,non,10265
sucre en pain,925,Sucre,non,10265
sucre en pain blanc,1,Sucre,non,10265
sucre en pain et en poudre raffiné,1,Sucre,non,10265
sucre en pain et sucre raffiné,9,Sucre,non,10265
sucre en pain et sucre raffiné et sucre têtes etc.,1,Sucre,non,10265
sucre en pain et sucre terré,2,Sucre,non,10265
sucre en pain par Le Havre,1,Sucre,non,10265
sucre en pain par Strasbourg,1,Sucre,non,10265
sucre en pain par Strasbourg Metz et Riltzeim,1,Sucre,non,10265
sucre en pain pour la Compagnie des Indes,1,Sucre,non,10265
sucre en pain raffiné,25,Sucre,non,10265
sucre en pain sorti avec prime,13,Sucre,non,10265
sucre en poudre,2,Sucre,non,10265
sucre en poudre blanc,0,Sucre,non,10265
sucre en poudre blanc de haut prix,0,Sucre,non,10265
sucre en poudre brun,0,Sucre,non,10265
sucre et raisin sec,3,Denrées coloniales et épiceries diverses,non,3107
sucre et rocou,7,Denrées coloniales et épiceries diverses,non,3107
sucre et tabac,11,Denrées coloniales et épiceries diverses,non,3107
sucre et verdet,5,Denrées coloniales et épiceries diverses,non,3107
sucre ferré,3,Sucre,non,10265
sucre fin,3,Sucre,non,10265
sucre mélasse,3,Denrées coloniales et épiceries diverses,non,3107
sucre mélisse,1,Denrées coloniales et épiceries diverses,non,3107
sucre mes ???,1,Sucre,non,10265
sucre moscovade,11,Sucre,non,10265
sucre noix,1,Denrées coloniales et épiceries diverses,non,3107
sucre orianne,1,Sucre,non,10265
sucre raffiné,296,Sucre,non,10265
sucre roulé,1,Sucre,non,10265
sucre royal,2,Sucre,non,10265
sucre terré,1432,Sucre,non,10265
sucre terré autre que blanc,1,Sucre,non,10265
sucre terré autre que blanc des entrepôts étranger,0,Sucre,non,10265
sucre terré autre que blanc étranger,3,Sucre,non,10265
sucre terré blanc,1,Sucre,non,10265
sucre terré blanc des entrepôts étranger,0,Sucre,non,10265
sucre terré blanc étranger,7,Sucre,non,10265
sucre terré blanc ordinaire et têtes de forme,11,Sucre,non,10265
sucre terré brun étranger,3,Sucre,non,10265
sucre terré commun,1,Sucre,non,10265
sucre terré des colonies françaises au-delà du Cap,0,Sucre,non,10265
sucre terré des Indes,1,Sucre,non,10265
sucre terré et sucre têtes,18,Sucre,non,10265
sucre terré moyen,1,Sucre,non,10265
sucre terré par Bayonne Marseille et Nantes,1,Sucre,non,10265
sucre terré par Chapareillan,1,Sucre,non,10265
sucre terré têtes,19,Sucre,non,10265
sucre terré têtes de forme,1,Sucre,non,10265
sucre têtes,414,Sucre,non,10265
sucre têtes de forme,136,Sucre,non,10265
sucre vergeoise,142,Sucre,non,10265
sucrerie,18,Sucre,non,10265
sucrerie drapée,2,Sucre,non,10265
sucrier,4,Ouvrages divers et mélangés,non,16505
sucrier de faïence,2,"Porcelaine, poterie, faïence et ouvrages de terre",non,7632
sucs d'espèces particulières,2,Drogues diverses,non,10513
suie de cheminée,2,Matières premières diverses,non,15181
suif,2297,Graisses diverses,non,3366
suif à chandelle,18,Graisses diverses,non,3366
suif brut,10,Graisses diverses,non,3366
suif de mouton,1,Graisses diverses,non,3366
suif en branche,1,Graisses diverses,non,3366
suif en chandelle et en rames,1,Graisses diverses,non,3366
suif en masse,0,Graisses diverses,non,3366
suif en pain,95,Graisses diverses,non,3366
suif en poil,1,Graisses diverses,non,3366
suif en rames,13,Graisses diverses,non,3366
suif en vessie,1,Graisses diverses,non,3366
suif fondu,68,Graisses diverses,non,3366
suif pour faire du savon,0,Graisses diverses,non,3366
suif pour raffiner le cuivre,0,Graisses diverses,non,3366
suif soudes,9,Divers mélangés,non,39767
suin,1,Graisses diverses,non,3366
suine,0,Produits inconnus,non,7059
sulfate d'alumine,2,Drogues diverses,non,10513
sulfate d'ammoniaque,2,Drogues diverses,non,10513
sulfate de cuivre,5,Drogues diverses,non,10513
sulfate de cuivre de fer et de zinc,2,Drogues diverses,non,10513
sulfate de cuivre et de fer,1,Drogues diverses,non,10513
sulfate de fer,5,Drogues diverses,non,10513
sulfate de magnésie de potasse et de soudes,2,Drogues diverses,non,10513
sulfate de plomb,1,Drogues diverses,non,10513
sulfate de potasse,7,Drogues diverses,non,10513
sulfate de quinine,2,Drogues diverses,non,10513
sulfate de zinc,3,Drogues diverses,non,10513
sulfure d'arsenic jaune et rouge,4,Drogues diverses,non,10513
sulfure de mercure en pierres,3,Drogues diverses,non,10513
sumac,645,Matières brutes et transformées pour teinture,non,17255
sumac des corroyeurs,42,Matières brutes et transformées pour teinture,non,17255
sumac et autres feuilles tinctoriales,2,Matières brutes et transformées pour teinture,non,17255
sumeuille de cuivre,0,Produits inconnus,non,7059
surge de laine,4,Laines non transformées diverses,non,4917
surons,1,Ouvrages divers et mélangés,non,16505
sutoze,1,Produits inconnus,non,7059
tabac,1256,Tabac,non,3274
tabac à fumer,35,Tabac,non,3274
tabac à mâcher,1,Tabac,non,3274
tabac à râper,4,Tabac,non,3274
tabac à varié,1,Tabac,non,3274
tabac avarié,4,Tabac,non,3274
tabac briquet,5,Tabac,non,3274
tabac brut,1,Tabac,non,3274
tabac commun,15,Tabac,non,3274
tabac commun en feuilles,1,Tabac,non,3274
tabac d'Espagne,45,Tabac,non,3274
tabac d'Espagne en feuilles,1,Tabac,non,3274
tabac de ???,1,Tabac,non,3274
tabac de Brésil,1,Tabac,non,3274
tabac de caisse,1,Tabac,non,3274
tabac de cantine,20,Tabac,non,3274
tabac de carottes,2,Tabac,oui,3274
tabac de Clairac,1,Tabac,non,3274
tabac de coco,1,Tabac,non,3274
tabac de Hollande,10,Tabac,non,3274
tabac de la Ferme,216,Tabac,non,3274
tabac de la Havane,11,Tabac,non,3274
tabac de renvoi,1,Tabac,non,3274
tabac de Séville,2,Tabac,non,3274
tabac de St. Domingue,18,Tabac,non,3274
tabac de St. Vincent,2,Tabac,non,3274
tabac de Virginie,30,Tabac,non,3274
tabac de Virginie en feuilles,10,Tabac,non,3274
tabac des Indes,1,Tabac,non,3274
tabac des prises,7,Tabac,non,3274
tabac divers,1,Tabac,non,3274
tabac du Brésil,70,Tabac,non,3274
tabac du Brésil acheté à Lisbonne,2,Tabac,non,3274
tabac du Brésil acheté à Lisbonne en faisant route pour la Côte d'Or,2,Tabac,non,3274
tabac du Brésil de Virginie,0,Tabac,non,3274
tabac du Brésil pris à Lisbonne par les bâtiments français négriers expédiés des ports de France pour la Côte d'Or,1,Tabac,non,3274
tabac du Brésil pris à Lisbonne par les bâtiments négriers expédiés des côtes de France pour la Côte d'Or,1,Tabac,non,3274
tabac en ???,1,Tabac,non,3274
tabac en andouille,9,Tabac,non,3274
tabac en caisse,5,Tabac,non,3274
tabac en cantine,1,Tabac,non,3274
tabac en carotte,83,Tabac,non,3274
tabac en carotte et en feuilles,1,Tabac,non,3274
tabac en carotte et en feuilles et en côtes,2,Tabac,non,3274
tabac en carotte et en feuilles et râpé,1,Tabac,non,3274
tabac en carotte et fabriqué,2,Tabac,non,3274
tabac en carotte et feuilles côtes,1,Tabac,oui,3274
tabac en carotte et rolles,0,Tabac,non,3274
tabac en carotte par Bayonne,1,Tabac,non,3274
tabac en cordes,16,Tabac,non,3274
tabac en coren ???,0,Tabac,non,3274
tabac en côtes,19,Tabac,non,3274
tabac en côtes et en feuilles,27,Tabac,non,3274
tabac en côtes et en feuilles des entrepôts pour la régie,0,Tabac,non,3274
tabac en côtes et en feuilles pour la régie,6,Tabac,non,3274
tabac en feuille,1,Tabac,non,3274
tabac en feuilles,2,Tabac,non,3274
tabac en feuilles de la Louisiane,1,Tabac,non,3274
tabac en feuilles de Virginie,10,Tabac,non,3274
tabac en feuilles et autres,3,Tabac,non,3274
tabac en feuilles et en poudre,1,Tabac,non,3274
tabac en feuilles par Bayonne,1,Tabac,non,3274
tabac en feuilles par Dunkerque,1,Tabac,non,3274
tabac en filé,1,Tabac,non,3274
tabac en graine,1,Tabac,non,3274
tabac en manoque,19,Tabac,non,3274
tabac en poudre,281,Tabac,non,3274
tabac en poudre commun,1,Tabac,non,3274
tabac en poudre commun supérieur,1,Tabac,non,3274
tabac en poudre de la Havane,3,Tabac,non,3274
tabac en rolle,3,Tabac,non,3274
tabac en rouleau,12,Tabac,non,3274
tabac et savon,1,Divers mélangés,non,39767
tabac et son d'Espagne,0,Divers mélangés,non,39767
tabac fabriqué,52,Tabac,non,3274
tabac fabriqué et préparé,4,Tabac,non,3274
tabac ficelé,6,Tabac,non,3274
tabac filé,76,Tabac,non,3274
tabac fin,2,Tabac,non,3274
tabac frisé,2,Tabac,non,3274
tabac haché,4,Tabac,non,3274
tabac haché et à fumer,0,Tabac,non,3274
tabac pour échantillon,1,Tabac,non,3274
tabac pressé d'Allemagne,0,Tabac,non,3274
tabac râpé,92,Tabac,non,3274
tabac râpé de la Ferme,7,Tabac,non,3274
tabac râpé par Dunkerque,1,Tabac,non,3274
tabac viedé,1,Tabac,non,3274
tabagies,1,Tabac,non,3274
tabatières,113,Ouvrages divers et mélangés,non,16505
tabatières à bergamote,1,Ouvrages divers et mélangés,non,16505
tabatières communes,2,Ouvrages divers et mélangés,non,16505
tabatières corne,1,Ouvrages divers et mélangés,non,16505
tabatières d'agate,7,Ouvrages divers et mélangés,non,16505
tabatières d'argent,21,Ouvrages métalliques,non,20598
tabatières d'argent et d'or,1,Ouvrages métalliques,non,20598
tabatières d'argent et dorées,1,Ouvrages métalliques,non,20598
tabatières d'argent et petites,2,Ouvrages métalliques,non,20598
tabatières d'écaille,52,Ouvrages divers et mélangés,non,16505
tabatières d'écaille à charnière d'or,1,Ouvrages divers et mélangés,non,16505
tabatières d'écaille à pitons d'argent,1,Ouvrages divers et mélangés,non,16505
tabatières d'écaille garnies d'argent,1,Ouvrages divers et mélangés,non,16505
tabatières d'écaille incrustées d'argent,1,Ouvrages divers et mélangés,non,16505
tabatières d'écaille incrustées d'argent et d'or,2,Ouvrages divers et mélangés,non,16505
