simplification,nbr_occurences_simpl,obsolete,hamburg,nbr_occurences_hamburg
planches de sapin de 11 à 12 pieds,5,non,,687735
planches de sapin de 11 à 14 pieds,1,non,,687735
planches de sapin de 11 a 20 pieds de long et de 1 pouce d'épaisseur,1,non,,687735
planches de sapin de 11 pieds,22,non,,687735
planches de sapin de 12 à 13 pieds,6,non,,687735
planches de sapin de 12 à 14 pieds,4,non,,687735
planches de sapin de 12 à 15 pieds,4,non,,687735
planches de sapin de 12 à 16 pieds,4,non,,687735
planches de sapin de 12 à 18 pieds,1,non,,687735
planches de sapin de 12 à 20 pieds,2,non,,687735
planches de sapin de 12 pieds,63,non,,687735
planches de sapin de 13 à 14 pieds,4,non,,687735
"planches de sapin de 13 a 17 pieds et de 1 à 1,5 pouce d'épaisseur",2,non,,687735
planches de sapin de 13 à 18 pieds,1,non,,687735
planches de sapin de 13 pieds,20,non,,687735
"planches de sapin de 13 pieds et de 1,25 pouce d'épaisseur",1,non,,687735
planches de sapin de 14 à 15 pieds,1,non,,687735
planches de sapin de 14 à 16 pieds,3,non,,687735
planches de sapin de 14 pieds,13,non,,687735
planches de sapin de 14 pieds de long,1,non,,687735
planches de sapin de 14 pieds de long et de 10 de large,1,non,,687735
planches de sapin de 15 à 16 pieds,1,non,,687735
planches de sapin de 15 a 17 pieds de long et de 1 pieds d'épaisseur,1,non,,687735
planches de sapin de 15 à 18 pieds,3,non,,687735
planches de sapin de 15 à 20 pieds,4,non,,687735
planches de sapin de 15 à 30 pieds,1,non,,687735
planches de sapin de 15 pieds,27,non,,687735
planches de sapin de 16 à 17 pieds,3,non,,687735
planches de sapin de 16 à 18 pieds,2,non,,687735
planches de sapin de 16 a 20 pieds et de 1 a 2 pouces d'épaisseur,2,oui,,687735
planches de sapin de 16 pieds,28,non,,687735
planches de sapin de 17 à 18 pieds,1,non,,687735
planches de sapin de 17 à 20 pieds,3,non,,687735
planches de sapin de 17 pieds,2,non,,687735
planches de sapin de 18 à 20 pieds,8,non,,687735
planches de sapin de 18 à 21 pieds,1,non,,687735
planches de sapin de 18 à 22 pieds,1,non,,687735
planches de sapin de 18 pieds,60,non,,687735
planches de sapin de 20 à 22 pieds,2,non,,687735
planches de sapin de 20 à 24 pieds,2,non,,687735
planches de sapin de 20 à 25 pieds,3,non,,687735
planches de sapin de 20 à 26 pieds,3,non,,687735
planches de sapin de 20 à 27 pieds,3,non,,687735
planches de sapin de 20 à 30 pieds,4,non,,687735
planches de sapin de 20 pieds,36,non,,687735
planches de sapin de 21 à 22 pieds,2,non,,687735
planches de sapin de 21 à 24 pieds,1,non,,687735
planches de sapin de 21 pieds,4,non,,687735
planches de sapin de 22 à 23 pieds,1,non,,687735
planches de sapin de 22 pieds,23,non,,687735
planches de sapin de 22 pieds,1,non,,687735
planches de sapin de 23 pieds,4,non,,687735
planches de sapin de 24 à 26 pieds,1,non,,687735
planches de sapin de 24 à 27 pieds,1,non,,687735
planches de sapin de 24 à 30 pieds,2,non,,687735
planches de sapin de 24 à 36 pieds,1,non,,687735
planches de sapin de 24 pieds,23,non,,687735
planches de sapin de 25 à 26 pieds,4,non,,687735
planches de sapin de 25 pieds,21,non,,687735
planches de sapin de 26 à 27 pieds,11,non,,687735
planches de sapin de 26 à 30 pieds,1,non,,687735
planches de sapin de 26 pieds,31,non,,687735
planches de sapin de 27 à 28 pieds,3,non,,687735
"planches de sapin de 27 a 28 pieds et de 1,5 pouce d'épaisseur",1,non,,687735
planches de sapin de 27 à 29 pieds,2,non,,687735
planches de sapin de 27 à 30 pieds,4,non,,687735
planches de sapin de 27 pieds,26,non,,687735
planches de sapin de 28 à 29 pieds,1,non,,687735
planches de sapin de 28 à 30 pieds,5,non,,687735
planches de sapin de 28 à 32 pieds,1,non,,687735
planches de sapin de 28 pieds,18,non,,687735
planches de sapin de 29 à 30 pieds,1,non,,687735
planches de sapin de 29 à 32 pieds,1,non,,687735
planches de sapin de 29 pieds,1,non,,687735
planches de sapin de 3 à 4 pieds,9,non,,687735
planches de sapin de 3 à 6 pieds,2,non,,687735
planches de sapin de 3 pieds,2,non,,687735
planches de sapin de 3/4 pouce,2,non,,687735
planches de sapin de 30 à 32 pieds,3,non,,687735
planches de sapin de 30 à 33 pieds,1,non,,687735
planches de sapin de 30 à 34 pieds,4,non,,687735
planches de sapin de 30 à 35 pieds,1,non,,687735
planches de sapin de 30 à 36 pieds,2,non,,687735
planches de sapin de 30 à 38 pieds,1,non,,687735
planches de sapin de 30 à 40 pieds,1,non,,687735
planches de sapin de 30 pieds,49,non,,687735
planches de sapin de 31 pieds,3,non,,687735
planches de sapin de 32 à 33 pieds,3,non,,687735
planches de sapin de 32 pieds,11,non,,687735
planches de sapin de 33 à 34 pieds,1,non,,687735
planches de sapin de 33 pieds,5,non,,687735
planches de sapin de 34 à 35 pieds,1,non,,687735
planches de sapin de 34 pieds,1,non,,687735
planches de sapin de 35 pieds,4,non,,687735
planches de sapin de 36 pieds,9,non,,687735
planches de sapin de 38 pieds,2,non,,687735
planches de sapin de 4 à 5 pieds,32,non,,687735
planches de sapin de 4 à 5 pieds à 4 sous,1,non,,687735
planches de sapin de 4 à 6 pieds,1,non,,687735
planches de sapin de 4 pieds,12,non,,687735
planches de sapin de 4 pieds à 6 pouces,0,non,,687735
planches de sapin de 40 pieds,5,non,,687735
planches de sapin de 44 à 50 pieds,1,non,,687735
planches de sapin de 45 pieds,1,non,,687735
planches de sapin de 48 pieds,3,non,,687735
planches de sapin de 5 à 12 pieds à 1 pouce 1 pouce 1/2 d'épaisseur,1,non,,687735
planches de sapin de 5 à 6 pieds,23,non,,687735
planches de sapin de 5 à 6 pieds à 4 sous,1,non,,687735
planches de sapin de 5 à 7 pieds,2,non,,687735
planches de sapin de 5 à 8 pieds,1,non,,687735
planches de sapin de 5 pieds,17,non,,687735
planches de sapin de 50 pieds,3,non,,687735
planches de sapin de 6 a 10 pieds et de 1 pouce d'épaisseur,2,non,,687735
planches de sapin de 6 à 15 pieds,1,non,,687735
planches de sapin de 6 à 7 pieds,14,non,,687735
planches de sapin de 6 à 8 pieds,1,non,,687735
planches de sapin de 6 pieds,12,non,,687735
planches de sapin de 6 pieds et de 1 pouce d'épaisseur,1,non,,687735
"planches de sapin de 6,5 pieds",1,non,,687735
planches de sapin de 7 à 10 pieds,1,non,,687735
planches de sapin de 7 à 12 pieds,1,non,,687735
planches de sapin de 7 à 8 pieds,31,non,,687735
planches de sapin de 7 à 8 pieds à 6 sous,1,non,,687735
planches de sapin de 7 à 9 pieds,2,non,,687735
planches de sapin de 7 pieds,15,non,,687735
planches de sapin de 75 pieds,1,non,,687735
planches de sapin de 8 à 10 pieds,8,non,,687735
planches de sapin de 8 à 10 pieds à 10 sous,1,non,,687735
planches de sapin de 8 à 11 pieds,1,non,,687735
"planches de sapin de 8 a 11 pieds et de 1 a 1,5 pouce d'épaisseur",3,non,,687735
planches de sapin de 8 à 12 pieds,2,non,,687735
"planches de sapin de 8 a 12 pieds et de 1 a 1,5 pouce d'épaisseur",5,non,,687735
planches de sapin de 8 à 13 pieds,1,non,,687735
planches de sapin de 8 à 36 pieds,1,non,,687735
planches de sapin de 8 à 7 pieds,1,non,,687735
planches de sapin de 8 à 9 pieds,55,non,,687735
planches de sapin de 8 à 9 pieds à 10 sous,1,non,,687735
planches de sapin de 8 à 9 pieds à 12 sous,1,non,,687735
planches de sapin de 8 pieds,46,non,,687735
planches de sapin de 8 pieds à 12 sous,1,non,,687735
"planches de sapin de 8,5 pieds",1,non,,687735
planches de sapin de 85 pieds,1,non,,687735
planches de sapin de 9 à 10,1,non,,687735
planches de sapin de 9 à 10 pieds,57,non,,687735
planches de sapin de 9 à 10 pieds à 15 sous,1,non,,687735
planches de sapin de 9 à 10-11 pieds,1,non,,687735
planches de sapin de 9 à 11 pieds,7,non,,687735
planches de sapin de 9 à 12 pieds,2,non,,687735
planches de sapin de 9 à 13 pieds,1,non,,687735
planches de sapin de 9 à 15 pieds,2,non,,687735
planches de sapin de 9 pieds,47,non,,687735
planches de sapin de 9 pieds de longueur,2,non,,687735
"planches de sapin de 9 pieds et de 1,25 pouce d'épaisseur",1,non,,687735
planches de sapin de Coperwick,0,non,,687735
planches de sapin de Norvège,66,non,,687735
planches de sapin de Poméranie,18,non,,687735
planches de sapin de Prusse,0,non,,687735
planches de sapin de rebut,6,non,,687735
planches de sapin de rebut de 75 pieds,1,non,,687735
planches de sapin demi planches,8,non,,687735
planches de sapin duicroco,1,non,,687735
planches de sapin en bouts,7,non,,687735
planches de sapin et rebut,2,non,,687735
planches de sapin fendues,2,non,,687735
planches de sapin grand,8,non,,687735
planches de sapin moyennes,1,non,,687735
planches de sapin pour bordage,1,non,,687735
planches de sapin pour grenier,9,non,,687735
planches de sapin rebut,3,non,,687735
planches de sapin rebut de 10 pieds,1,non,,687735
planches de sapin rebut de 26 pieds,1,non,,687735
planches de sapin refendues,5,non,,687735
planches de sapin resciées,3,non,,687735
planches de sapin rouge,2,non,,687735
planches de sapin rouge de 9 pieds,0,non,,687735
planches de sapin vieilles,1,non,,687735
planches de serva,1,non,,687735
planches de Suisse,1,non,,687735
planches de vathout,51,non,,687735
planches de wagheschot,89,non,,687735
planches demies,2,oui,,687735
planches dites feuillet,2,non,,687735
planches dites feuillet et quartiers,3,non,,687735
planches dites genoux de bateaux,32,non,,687735
planches dites Noordschedelen de 11 à 12 pieds,2,non,,687735
planches dites Noordschedelen de 15 à 16 pieds,3,non,,687735
planches du Danemark,3,non,,687735
planches en faux,2,non,,687735
planches en lest,1,non,,687735
planches en poutres,2,non,,687735
planches et poutrelles de bois de passementerie,3,non,,687735
planches et rouleau en laiton,1,non,,687735
planches fendues,1,non,,687735
planches laquées,1,non,,687735
planches lourdes,64,non,,687735
planches moyennes,1,non,,687735
planches petites,3,non,,687735
planches petites de sapin,12,non,,687735
planches pour faux,1,non,,687735
planches pour grenier,6,non,,687735
planches pour grenier de 16 pieds,1,non,,687735
planches pour grenier de 18 pieds,1,non,,687735
planches pour grenier de 27 pieds,1,non,,687735
planches pour grenier de 30 pieds,1,non,,687735
planches pour grenier de 34 pieds,1,non,,687735
planches pour grenier de 36 pieds,1,non,,687735
planches refendues,2,non,,687735
planches sciées,8,non,,687735
planches sciées de long,7,non,,687735
plançons,5,non,,687735
plançons courbes,1,non,,687735
plançons de chêne,2,non,,687735
plantes d'asperges et jets de houblon,6,non,,687735
plantes de jasmin,5,non,,687735
plantes de romarin,24,non,,687735
plantes diverses,22,non,,687735
plantes herbes racines etc.,23,non,,687735
plants ???,1,non,,687735
plants d'arbres,49,non,,687735
plants d'arbres à fruits,3,non,,687735
plants d'argent,1,non,,687735
plants d'artichauts,2,non,,687735
plants d'asperges,24,non,,687735
plants d'oignon,3,non,,687735
plants d'oignons,1,non,,687735
plants d'oranger,60,non,,687735
plants de bois,1,non,,687735
plants de bois sauvages,1,non,,687735
plants de cédrat,3,non,,687735
plants de chinois et fleurs,1,non,,687735
plants de choux,2,non,,687735
plants de citronnier,8,non,,687735
plants de fleurs,31,non,,687735
plants de jardin,2,non,,687735
plants de jasmin,9,non,,687735
plants de mûriers,22,non,,687735
plants de rouge d'Espagne,1,non,,687735
plants de tabac,5,non,Tabac ; de Virginie,4271
plants de vigne,104,non,,687735
plaques,955,non,,687735
plaques de bois,1,non,,687735
plaques de cheminée,5,non,,687735
plaques de cheminées en fer,4,non,,687735
plaques de cornes,1,non,,687735
plaques de cuivre,45,non,,687735
plaques de cuivre rouge,3,non,,687735
plaques de fer,59,non,Fer,16604
plaques de fer battu,1,non,Fer,16604
plaques de fer de fonte,2,non,Fer,16604
plaques de four,1,non,,687735
plaques en fer battu,0,oui,Fer,16604
plaques en fer en fonte,0,oui,Fer,16604
plaques en tôle,1,non,,687735
plaques et ouvrages de cuivre,9,non,,687735
plastic de soie,1,non,,687735
plastres,0,oui,,687735
plat de grès,17,non,,687735
plat de terre anglais,1,non,,687735
plateaux,4,non,,687735
plateaux argentés,1,non,,687735
plateaux de bois,3,non,,687735
plateaux de bois pour peser,1,non,,687735
plateaux de bordure de cuivre,1,non,,687735
plateaux de cuivre,3,non,,687735
plateaux de fer,1,non,,687735
plateaux de fer vernis,2,non,,687735
plateaux de noyer,1,non,,687735
plateaux pour fléaux,1,non,,687735
plateaux vernis,2,non,,687735
plateaux vernis et de cote,1,non,,687735
plates de cuivre,11,non,,687735
plates de cuivre ciselées et gravées,2,non,,687735
plates de cuivre jaune,23,non,,687735
plates de cuivre rouge,87,non,,687735
plates de fer,20,non,,687735
platies,2,non,,687735
platille,362,non,,687735
platille de lin,7,non,,687735
platille de lin de Silésie,3,non,,687735
platille de retour,1,non,,687735
platille de retour faute de vente,1,oui,,687735
platille des Indes,6,non,,687735
platille pour Guinée,1,non,,687735
platille roussie,1,non,,687735
platines,4,non,,687735
platines à cassave,13,non,,687735
platines à verdet,1,non,,687735
platines de cuivre,108,non,,687735
platines de cuivre et plaques de cuivre,0,non,,687735
platines de fer,11,non,,687735
platines de fer coulé de fonte,1,non,,687735
platines de fer-blanc,1,non,,687735
platines de ferrure,2,non,,687735
platines de fusils,11,non,,687735
platines de serrure,0,oui,,687735
platines en lingots,2,non,,687735
platines minerai,1,non,,687735
platon,1,non,,687735
plâtre,569,non,,687735
plâtre brut,1,non,,687735
plâtre calciné ou brut,2,non,,687735
plâtre calciné ou moulé préparé,2,non,,687735
plâtre calciné ou moulé soit préparé,4,non,,687735
plâtre de pierres,2,non,,687735
plâtre et pierres ditto,118,non,,687735
plâtre et pierres ditto par livre,10,non,,687735
plâtre gris,2,non,,687735
plâtre moulu,2,non,,687735
plâtre moulu soit préparé,1,non,,687735
plats d'étain,2,non,,687735
plats de boire,1,non,,687735
plats de bois,8,non,,687735
plats de d'étain,1,non,,687735
plats de faïence,1,non,,687735
plats de fer,15,non,,687735
plats de sapin,1,non,,687735
plats et pots d'étain,1,non,,687735
plattile,0,oui,,687735
plawens,4,non,,687735
plawens ou codde,11,non,,687735
pléd,0,oui,,687735
plesny,1,non,,687735
plètes de 21 pièces chaque,0,oui,,687735
pleviers,2,non,,687735
plies sèches,4,non,,687735
ploc,0,oui,,687735
ploc de 30 pieds,0,oui,,687735
ploc filé,0,oui,,687735
ploc non filé,0,oui,,687735
ploc salé,0,oui,,687735
plocq,107,non,,687735
plomb,492,non,Plomb,4656
plomb à gibier,9,non,Plomb,4656
plomb à tirer,2,oui,Plomb,4656
plomb argenté,1,non,Plomb,4656
plomb battu ou laminé,7,non,Plomb,4656
plomb brut,15,non,Plomb,4656
plomb brut en pain,1,non,Plomb,4656
plomb de caisse de thé,1,non,Plomb,4656
plomb de chasse,79,non,Plomb,4656
plomb de cuivre battu,4,non,,687735
plomb de pêche,1,non,Plomb,4656
plomb de soude,1,oui,Plomb,4656
plomb de soudes,1,non,,687735
plomb de toutes sortes,7,oui,,687735
plomb divers,30,oui,Plomb,4656
plomb en barre,22,oui,Plomb,4656
plomb en barres,23,non,,687735
plomb en bloc,127,non,Plomb,4656
plomb en feuilles,5,non,Plomb,4656
plomb en grenaille,1002,non,Plomb,4656
plomb en lingot,8,non,Plomb,4656
plomb en masse,1,non,Plomb,4656
plomb en pain,27,non,Plomb,4656
plomb en plaque,19,non,Plomb,4656
plomb en poids,2,non,,687735
plomb en rolles et travaillé,128,non,Plomb,4656
plomb en rouleau,113,non,Plomb,4656
plomb en rouleau et en tables,2,non,,687735
plomb en rouleau lingots,4,non,,687735
plomb en rouleau lingots etc.,2,non,,687735
plomb en rouleau lingots tables,1,non,,687735
plomb en saumon,1393,non,Plomb,4656
plomb en saumon d'Allemagne,2,non,Plomb,4656
plomb en saumon et grenaille,9,non,,687735
plomb en saumon et rouleau,6,non,,687735
plomb en saumon et table,6,non,,687735
plomb en saumon pour grenaille,1,non,,687735
plomb en saumon pour table,3,non,,687735
plomb en saumon rouleau,2,oui,,687735
plomb en saumon salé,1,non,,687735
plomb et toutenague,93,non,Plomb,4656
plomb giboyer,1,oui,Plomb,4656
plomb laminé,49,non,Plomb,4656
plomb laminé rouleau,1,non,,687735
plomb pour filets à pêcher,1,non,Plomb,4656
plomb sable,0,non,,687735
plomb thé,1,non,Plomb,4656
plomb tuyaux d'orgues,2,non,Plomb,4656
plomb vieux,34,non,Plomb,4656
plombagine,4,non,,687735
plomp de mer,0,oui,,687735
plumes,223,non,,687735
plumes à cure-dents,15,non,,687735
plumes à écrire,769,non,,687735
plumes à écrire d'oie,3,non,,687735
plumes à écrire et à lit,164,non,,687735
plumes à écrire et à lit duvet et édredon,15,non,,687735
plumes à écrire non travaillées,2,non,,687735
plumes à lit,537,non,,687735
plumes à lit brutes,1,non,,687735
plumes à lit vives,119,non,,687735
plumes à manchon,10,non,,687735
plumes à phants,1,non,,687735
plumes à plumet,1,non,,687735
plumes à volant,14,non,,687735
plumes apprêtées,3,non,,687735
plumes apprêtées à écrire,19,non,,687735
plumes apprêtées blanches de parure,2,non,,687735
plumes apprêtées blanches grandes de parure,2,non,,687735
plumes apprêtées d'autruche,364,non,,687735
plumes apprêtées de coq,1,non,,687735
plumes apprêtées de parure,2,non,,687735
plumes apprêtées grandes de parure,2,non,,687735
plumes apprêtées noires de parure,4,non,,687735
plumes apprêtées petites de parure,2,non,,687735
plumes blanches brutes de parure,2,non,,687735
