simplification,nbr_occurences_simpl,surement_pas_canada,canada,details_provenance,obsolete,nbr_occurences_canada
serviettes et nappes des Indes,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
serviettes ouvrées,8,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sevan de cuir de Russie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
Sèvres,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
shetas des Indes,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siagne,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siague,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise,851,0,Hors Canada,,non,156575
siamoise à bouquet de coton,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise à bouquets de laine de coton et de fil,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise à bouquets de laine de fil,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise à fleurs,41,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise à fleurs de soie,3,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise à peu de soie,70,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise au quart de soie,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise au sixième de soie,9,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise blanche de coton,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise blanche de coton et de fil,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise brochée de coton et de fil,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise commune,18,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton au quart de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton au sixième de soie,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton et de fil,95,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton et de fil et imprimée,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton et de fil et teinte,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton et de fil imprimée,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton et de fil unie,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton et toile de coton peinte,16,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton imprimée,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de coton teinte,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de fil imprimée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de fil peinte,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de fil rayée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de fil simple,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de fil teinte,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de Rouen,8,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise de soie,9,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise en crin,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise fil coton,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise fil de coton,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise fine,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise imprimée,9,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siamoise teinte,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sicader,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sigle vis de laine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
simarouba,17,0,Hors Canada,,non,156575
simples,1,0,Peut-être Canada,,non,25417
sinabre,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siné,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
singalette,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
singe,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
siragondis,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop,271,0,Hors Canada,,non,156575
sirop à boire,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop brut,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop calbasse,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop d'alkermès,109,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop d'altea,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop d'amont,28,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop d'amour,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop d'orgeat,8,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop d'orgeat au fiasque,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de Calabre,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de calbasse,2,0,Hors Canada,,non,156575
sirop de capillaire,625,0,Hors Canada,,non,156575
sirop de capillaire et autre composés,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de capitaine,9,0,Hors Canada,,non,156575
sirop de cédrat,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de citron,1,0,Hors Canada,,non,156575
sirop de coriandre,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de framboise,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de l'étranger,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de limon,56,0,Hors Canada,,non,156575
sirop de mélasse,781,0,Hors Canada,,non,156575
sirop de mûre,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de raffinerie,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de sucre,256,0,Hors Canada,antilles,non,156575
sirop de sucre candi,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de vinaigre,9,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop de violette,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop des Indes,70,0,Hors Canada,Indes,non,156575
sirop et sucre,9,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop fin,31,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop fin et mélasse,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop fins et sucre,9,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop médicinal,1,0,Peut-être Canada,,non,25417
sirop mélasse,23,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sirop terré,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sistes condales,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
sistresaye,15,0,Hors Canada,,non,156575
sivadille,12,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
slatille des Indes,4,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
slin de laine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
smalte,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soberton,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
socle de fer,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
socreton,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
socrotour,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
socs,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
socs de charrues,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
socs de fer,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie,525,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie à broder,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie à coudre,299,0,Hors Canada,,non,156575
soie à coudre teinte,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie à tricoter,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie apprêtée,391,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie ardasse,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie ardassine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie blanche,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie blanche à l'aune,1,,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
soie blanche sans apprêt,2,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie blanche sans apprêt à l'aune,1,,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
soie bourre cardée en feuilles et ouates,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre écrue,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre écrue en masse,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre écrue et teinte,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre écrue filée moulinée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre écrue filée non moulinée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre en masse teinte,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre filée fleuret écru,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre filée fleuret teint,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre filée-fleuret en masse,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie bourre fleuret écru et teint,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie brousse,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie Canton,1,0,Hors Canada,,non,156575
soie cendre,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie cocon,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie cocons perus,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie commune,2,0,Hors Canada,,non,156575
soie crue,444,0,Hors Canada,,non,156575
soie crue organsine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de ???,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de Bruges,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de charrues,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de Chypre,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de fleuret,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de la chaîne,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de laine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de Liège,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de Nankin,39,0,Hors Canada,,non,156575
soie de porcs,179,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de porcs ???,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de porcs et soie de sanglier,91,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de porcs étrangère,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de porcs ouvré,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de Provence,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de sanglier,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de toile,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de toile vieille,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie de Zagora,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie des Indes,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie des pays étrangers,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie dite filoselle,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
soie dite fleuret,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
soie du Bengale,2,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie écrue,11,0,Hors Canada,,non,156575
soie écrue moulinée,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie écrue moulinée doupion,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en bourre,1,1,Pas importé en France depuis l'Atlantique avant 1765,,oui,356012
soie en cocon,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en cocons et en estrasse,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en estrasse,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en étoupes,4,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en fleuret,5,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en laine,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en masses,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en rames,15,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en strasse,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie en suaze,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie étoupes,6,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie exportée de Marseille,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie fleuret ???,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie floche,1,,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie galette,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie grège,32,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie grège ???,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie grège autre que doupion,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie grège de Provence,1,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
soie grège doupion,3,1,Pas importé en France depuis l'Atlantique avant 1765,,non,356012
