simplification,nbr_occurences_simpl,obsolete,coffee,nbr_occurences_hamburg,nbr_occurences_coffee
quinoa,3,non,Not coffee,442379,825945
quinquina,1013,non,Not coffee,442379,825945
quinquina de grabeau,3,non,,,43966
quinquina des Indes,1,non,Not coffee,442379,825945
quinquina en extrait,1,non,Not coffee,442379,825945
quinquina en grabeau,3,non,Not coffee,442379,825945
quinquina rouge,1,non,,,43966
quinquina vrai,4,non,,,43966
quintessence,14,non,Not coffee,442379,825945
quintessence de bergamote,2,non,Not coffee,442379,825945
quintessence de citron,2,non,Not coffee,442379,825945
quintessence de rose,1,non,Not coffee,442379,825945
quire,1,non,Not coffee,442379,825945
rabots,2,non,Not coffee,442379,825945
racinages,1,non,Not coffee,442379,825945
racine d'alizary,4,oui,,,43966
racine de pivoine,1,oui,Not coffee,442379,825945
racines,92,non,Not coffee,442379,825945
racines à barreau,1,non,Not coffee,442379,825945
racines à teindre,1,non,Not coffee,442379,825945
racines d' ???,0,oui,Not coffee,442379,825945
racines d'alizari,123,non,Not coffee,442379,825945
racines d'alizary,4,oui,,,43966
racines d'angélique,25,non,Not coffee,442379,825945
racines d'Angleterre,1,non,Not coffee,442379,825945
racines d'arcanette,5,non,Not coffee,442379,825945
racines d'Espagne,1,non,Not coffee,442379,825945
racines d'esquine,5,non,Not coffee,442379,825945
racines d'ipécacuanha,2,non,Not coffee,442379,825945
racines d'iris,1,non,,,43966
racines d'iris de Florence,12,non,Not coffee,442379,825945
racines d'orcanette,2,non,Not coffee,442379,825945
racines d'ortie,1,non,Not coffee,442379,825945
racines de ???,0,oui,Not coffee,442379,825945
racines de brionc,1,non,Not coffee,442379,825945
racines de buis,1,non,,,43966
racines de calamus,1,non,Not coffee,442379,825945
racines de chicorée sèche non torréfiées,3,non,Not coffee,442379,825945
racines de dictame,6,non,Not coffee,442379,825945
racines de fouchet,1,non,Not coffee,442379,825945
racines de gaïac,1,non,Not coffee,442379,825945
racines de galanga,3,non,Not coffee,442379,825945
racines de garance,5,non,Not coffee,442379,825945
racines de garou,2,non,Not coffee,442379,825945
racines de ginseng,1,non,Not coffee,442379,825945
racines de guimauve,3,non,Not coffee,442379,825945
racines de jalap,8,non,Not coffee,442379,825945
racines de jardin,1,non,Not coffee,442379,825945
racines de la Chine,1,non,Not coffee,442379,825945
racines de lin,1,non,Not coffee,442379,825945
racines de mechoacam,1,non,Not coffee,442379,825945
racines de paruru brana,1,non,Not coffee,442379,825945
racines de persil,1,non,Not coffee,442379,825945
racines de pierrestre,6,oui,Not coffee,442379,825945
racines de pivoine,1,non,,,43966
racines de rhubea,1,non,Not coffee,442379,825945
racines de riz,8,non,Not coffee,442379,825945
racines de rubea,1,non,Not coffee,442379,825945
racines de rutum,1,non,Not coffee,442379,825945
racines de salsepareille,3,non,Not coffee,442379,825945
racines de sassafras,1,non,Not coffee,442379,825945
racines de scammonée,1,non,Not coffee,442379,825945
racines de sequin,1,non,Not coffee,442379,825945
racines de turbit,1,non,Not coffee,442379,825945
racines de violette,2,non,Not coffee,442379,825945
racines de vipère,1,non,Not coffee,442379,825945
racines de zedoar,6,non,Not coffee,442379,825945
racines du pays,1,non,Not coffee,442379,825945
racines jalap,12,non,Not coffee,442379,825945
racines médicinales,3,non,Not coffee,442379,825945
racines rhubarbe,12,non,Not coffee,442379,825945
raclure d'alizari,1,non,,,43966
raclure de bois de cerf,1,non,Not coffee,442379,825945
raclure de carnet,2,non,Not coffee,442379,825945
raclure de chamois,2,non,Not coffee,442379,825945
raclure de corne,71,non,Not coffee,442379,825945
raclure de corne de cerf,19,non,Not coffee,442379,825945
raclure de fer,2,non,Not coffee,442379,825945
raclures de pieds de mouton,1,non,Not coffee,442379,825945
radeau,2,non,Not coffee,442379,825945
radis chins,2,non,Not coffee,442379,825945
radis dictame,1,non,Not coffee,442379,825945
ragot d'or,1,non,,,43966
raie,282,non,Not coffee,442379,825945
rais,109,non,Not coffee,442379,825945
rais à charrettes,2,non,Not coffee,442379,825945
rais à charrue,0,oui,Not coffee,442379,825945
rais à charrues,15,non,Not coffee,442379,825945
rais à pêcher,0,oui,Not coffee,442379,825945
raiseau d'argent et d'or,2,non,Not coffee,442379,825945
raiseau d'argent ou d'or,11,non,Not coffee,442379,825945
raisin,299,non,Not coffee,12010,825945
raisin de Calabre,1,non,Not coffee,12010,825945
raisin de Corinthe,66,non,Not coffee,12010,825945
raisin de Corinthe et autre,3,oui,Not coffee,12010,825945
raisin de Damas,9,non,Not coffee,12010,825945
raisin de Galop,1,non,Not coffee,12010,825945
raisin de Provence,1,non,Not coffee,12010,825945
raisin de Provence sec,2,non,Not coffee,12010,825945
raisin en barils,14,non,Not coffee,12010,825945
raisin en grappe,12,non,Not coffee,12010,825945
raisin en grappes,1,oui,Not coffee,12010,825945
raisin frais,77,non,Not coffee,12010,825945
raisin frais de Corinthe,4,non,Not coffee,12010,825945
raisin frais muscat,1,non,Not coffee,12010,825945
raisin jalap,4,non,,,43966
raisin muscat,1,non,Not coffee,442379,825945
raisin muscat à l'eau-de-vie,2,non,Not coffee,12010,825945
raisin sec,1245,non,Not coffee,12010,825945
raisin sec d'époque,1,non,Not coffee,12010,825945
raisin sec d'Espagne,1,non,Not coffee,12010,825945
raisin sec de Corinthe,30,non,Not coffee,12010,825945
raisiné en pot,1,non,Not coffee,12010,825945
raisins frais,5,oui,,,43966
raison passe,7,non,Not coffee,442379,825945
rame,0,oui,Not coffee,442379,825945
rames,6,non,Not coffee,442379,825945
rames à filer,1,non,Not coffee,442379,825945
rames à ramer,2,non,Not coffee,442379,825945
rames de bateau,95,non,Not coffee,442379,825945
rames de bois,2,non,Not coffee,442379,825945
rames de fer,2,non,Not coffee,9794,825945
rames de frêne,1,non,Not coffee,442379,825945
rames de lin,71,non,Not coffee,442379,825945
rames de lin commun,2,non,,,43966
rames de morue,1,non,Not coffee,442379,825945
ramolaches,2,non,Not coffee,442379,825945
rampe de fer,2,non,Not coffee,442379,825945
ramure,3,non,Not coffee,442379,825945
ramure de sapin,18,non,Not coffee,442379,825945
rapatelle,3,non,Not coffee,442379,825945
râpes,7,non,Not coffee,442379,825945
râpes à tabac,1,non,Not coffee,442379,825945
râpes d'ivoire à tabac,1,non,Not coffee,442379,825945
raphia,0,non,,,43966
raponty,7,non,Not coffee,442379,825945
rapsel,1,non,Not coffee,442379,825945
râpure d'ivoire,0,oui,Not coffee,442379,825945
râpure de bois de cerf,0,oui,Not coffee,442379,825945
râpure de cerf,0,oui,Not coffee,442379,825945
râpure de cerf et d'ivoire,0,oui,Not coffee,442379,825945
râpure de forme,0,oui,Not coffee,442379,825945
râpures de cornes de bétail sabots de bétail etc.,0,oui,Not coffee,442379,825945
raquette,7,non,Not coffee,442379,825945
raquette et volants,3,non,Not coffee,442379,825945
ras et revêche de ???,2,non,Not coffee,442379,825945
rasade,0,oui,Not coffee,442379,825945
rase,5,non,Not coffee,442379,825945
rase blanche,1,non,Not coffee,442379,825945
rase blanche pour teinture,1,oui,Not coffee,442379,825945
rase pour peintures,2,non,Not coffee,442379,825945
rasoirs,36,non,Not coffee,442379,825945
rasoirs communs,1,non,Not coffee,442379,825945
rasoirs de fer-blanc,1,non,Not coffee,442379,825945
rasorde,2,non,Not coffee,442379,825945
rassade,0,oui,Not coffee,442379,825945
rassade et verroterie,0,oui,Not coffee,442379,825945
rassade ou verroterie,3,oui,Not coffee,442379,825945
rassades,346,non,Not coffee,442379,825945
rassades de retour,1,non,,,43966
rassades de retour faute de vente,1,oui,Not coffee,442379,825945
rassades des prises,1,non,Not coffee,442379,825945
rassades et verrerie,4,non,,,43966
rassades et vitrifications,24,non,Not coffee,442379,825945
rassades ou verroterie,9,non,Not coffee,442379,825945
ratafia,175,non,Not coffee,442379,825945
ratafia de cerise,1,non,Not coffee,442379,825945
ratafia de citron,1,non,Not coffee,442379,825945
râteaux,4,non,Not coffee,442379,825945
râteaux de fer,2,non,Not coffee,442379,825945
ratières,1,non,Not coffee,442379,825945
ratine,397,non,Not coffee,442379,825945
ratine aune,1,oui,Not coffee,442379,825945
ratine commune,1,non,Not coffee,442379,825945
ratine croisée,6,non,Not coffee,442379,825945
ratine d'Angleterre,1,non,Not coffee,442379,825945
ratine de Beauvais,1,non,Not coffee,442379,825945
ratine de Hollande,1,non,Not coffee,442379,825945
ratine de laine,1,non,Not coffee,442379,825945
ratine des prises,1,non,Not coffee,442379,825945
ratine fine,10,non,Not coffee,442379,825945
ratine frisée,3,non,Not coffee,442379,825945
ratine grise des prises,1,non,Not coffee,442379,825945
ratine petite,3,non,Not coffee,442379,825945
ratine teinte,8,non,Not coffee,442379,825945
rats de canons,1,non,Not coffee,442379,825945
rattes petites,5,non,Not coffee,442379,825945
rave,8,non,Not coffee,442379,825945
rave à filer,1,non,Not coffee,442379,825945
rave à pêche,1,non,Not coffee,442379,825945
rave à pêcher,7,non,Not coffee,442379,825945
rave à seches,0,oui,Not coffee,442379,825945
rave à sèches,1,non,Not coffee,442379,825945
rave de morue,178,non,Not coffee,442379,825945
rave de stockfish,1,non,Not coffee,442379,825945
raveaux,1,non,Not coffee,442379,825945
rayon,1,non,Not coffee,442379,825945
rayon de mouches à miel,69,non,Not coffee,442379,825945
raz anglais,1,oui,Not coffee,442379,825945
raz croisé,1,oui,Not coffee,442379,825945
raz d'Angleterre,1,oui,Not coffee,442379,825945
raz de castor,45,oui,Not coffee,442379,825945
raz de Fleury,2,oui,Not coffee,442379,825945
raz de laine,6,oui,Not coffee,442379,825945
raz de morue,1,oui,Not coffee,442379,825945
raz de Reims,2,oui,Not coffee,442379,825945
raz de Saint-Lo,0,oui,Not coffee,442379,825945
raz de Saint-Lô,2,oui,Not coffee,442379,825945
raz de Saint-Maur,13,oui,Not coffee,442379,825945
raz de soie de Saint-Cyr,4,oui,Not coffee,442379,825945
raz de soie de Saint-Maur,2,oui,Not coffee,442379,825945
raz de soie de St Cyr,1,oui,Not coffee,442379,825945
raz des prises,1,oui,Not coffee,442379,825945
raz du Maroc,288,oui,Not coffee,442379,825945
raz Maroc,0,oui,Not coffee,442379,825945
raze anglais,1,non,,,43966
raze blanche,1,non,Not coffee,442379,825945
raze croisé,1,non,,,43966
raze d'Angleterre,1,non,,,43966
raze de castor,45,non,,,43966
raze de Fleury,2,non,,,43966
raze de laine,8,non,,,43966
raze de Maroc,360,non,,,43966
raze de Maroc teint,3,non,,,43966
raze de Reims,2,non,,,43966
raze de Saint-Lô,2,non,,,43966
raze de Saint-Maur,16,non,,,43966
raze de Sel,2,non,,,43966
raze de soie de Saint-Cyr,5,non,,,43966
raze de soie de Saint-Maur,2,non,,,43966
raze des prises,1,non,,,43966
reagal,27,non,Not coffee,442379,825945
rebuts de corail,1,non,Not coffee,442379,825945
rechanges à nègre,1,non,Not coffee,442379,825945
rechanges de toile à nègres,1,non,Not coffee,442379,825945
rechanges de toile de halle,1,non,Not coffee,442379,825945
réchaud à café de fer,1,non,,,43966
réchaud avec leurs pieds de fer,1,non,Not coffee,442379,825945
réchaud de cuivre,5,non,Not coffee,442379,825945
réchaud de fer,2,non,Not coffee,442379,825945
réchaud de fer-blanc,1,non,,,43966
réchaud de terre,2,non,Not coffee,442379,825945
réchaud en fer,4,non,Not coffee,442379,825945
réchauds à café de fer,1,oui,Not coffee,442379,825945
réchauds de cuivre ouvré,1,oui,Not coffee,442379,825945
réchauds de fer-blanc,1,oui,,,43966
rediné,1,non,Not coffee,442379,825945
redingotes,30,non,Not coffee,442379,825945
redingotes d'Angleterre et de drap,1,non,Not coffee,442379,825945
redingotes de baracan,1,oui,,,43966
redingotes de baracon,1,non,,,43966
redingotes de drap,1,non,Not coffee,442379,825945
redingotes de prise,0,oui,Not coffee,442379,825945
redingotes de ratine,1,non,Not coffee,442379,825945
redingotes des prises,1,non,Not coffee,442379,825945
redingotes habillement ou casaques,63,non,,,43966
redon,3,non,Not coffee,442379,825945
redou,0,oui,Not coffee,442379,825945
registres,9,non,Not coffee,442379,825945
registres blancs,29,non,Not coffee,442379,825945
réglisse,710,non,Not coffee,442379,825945
réglisse de bois,3,oui,Not coffee,442379,825945
réglisse en bois,10,non,Not coffee,442379,825945
réglisse en jus,6,non,Not coffee,442379,825945
réglisse en pâte,1,non,,,43966
réglisse en poudre,1,non,Not coffee,442379,825945
réglisse et autre,2,non,Not coffee,442379,825945
réglisse moulu,1,non,Not coffee,442379,825945
réglisse par balles de 150 livres,1,non,Not coffee,442379,825945
réglisse sur bâne,2,non,Not coffee,442379,825945
regrets d'orfèvre,5,non,Not coffee,442379,825945
régule d'antimoine,11,non,Not coffee,442379,825945
reliquaire,1,non,Not coffee,442379,825945
remèdes,77,non,Not coffee,442379,825945
remèdes composés,5,non,Not coffee,442379,825945
remèdes pour la goutte,1,non,Not coffee,442379,825945
remèdes sercé en feuilles,1,non,Not coffee,442379,825945
repouty,1,non,Not coffee,442379,825945
représentation des Tuileries,1,non,Not coffee,442379,825945
représentation du Saint Sépulcre,1,non,Not coffee,442379,825945
réseau d'argent,15,non,Not coffee,442379,825945
réseau d'or,4,non,Not coffee,442379,825945
résidu d'acide vitriolique,1,non,Not coffee,1044,825945
résidus d'acide nitrique,1,non,Not coffee,442379,825945
résidus d'acide sulfuriques,1,non,Not coffee,442379,825945
résine de gaïac,0,oui,Not coffee,442379,825945
résines,307,non,Not coffee,442379,825945
résines de gaïac,1,non,Not coffee,442379,825945
résines de jalap,21,non,Not coffee,442379,825945
résines de scammonée,1,non,Not coffee,442379,825945
résines et térébenthine,21,non,Not coffee,442379,825945
résines exotiques,9,non,Not coffee,442379,825945
résines exotiques autres que assa foetida copal jalap et scammonée,0,oui,Not coffee,442379,825945
résines exotiques autres que assa foetida copale jalap et scammonée,2,non,Not coffee,442379,825945
résines exotiques des entrepôts,0,non,Not coffee,442379,825945
résines exotiques scammonée,12,non,Not coffee,442379,825945
résines ou harpoix,0,oui,Not coffee,442379,825945
résines ou poix,122,non,Not coffee,442379,825945
résines scammonée,23,non,Not coffee,442379,825945
ressorts,1,non,Not coffee,442379,825945
ressorts d'horlogerie,1,non,,,43966
ressorts de carrosses,1,non,Not coffee,442379,825945
ressorts de montre,2,non,,,43966
ressorts de pendules,3,non,,,43966
ressorts de voiture,2,non,Not coffee,442379,825945
restant de beurre,6,non,,,43966
restant de cargaison,2,non,,,43966
restant de chaux,1,oui,,,43966
restant de fer,1,oui,,,43966
restant de futaille,4,oui,,,43966
restant de futailles,0,oui,,,43966
restant de marchandises,0,non,,,43966
restant de planches,1,oui,,,43966
restant de sa cargaison,1,non,,,43966
restant de sa cargaison pour Cherbourg,1,oui,,,43966
restant de sel,2,oui,,,43966
restant de sel de sa pêche,1,oui,,,43966
restant de vin,6,non,,,43966
restes de pierres,1,non,,,43966
retaille de carte,1,non,Not coffee,442379,825945
retaille de cuir,4,non,Not coffee,442379,825945
retaille de peau,6,non,Not coffee,442379,825945
retaille de peau de veau corroyée,1,non,Not coffee,442379,825945
retaillons de drap,1,non,Not coffee,442379,825945
rets,1,non,Not coffee,442379,825945
rets à pêcher,0,oui,Not coffee,442379,825945
rets ou filets,0,oui,Not coffee,442379,825945
rets pour la chasse et la pêche,0,oui,Not coffee,442379,825945
rets pour tisseurs,12,non,Not coffee,442379,825945
reuche,2,non,Not coffee,442379,825945
revêche,6,non,Not coffee,442379,825945
réveil,5,non,Not coffee,442379,825945
réveils,2,non,,,43966
réverbères,3,non,Not coffee,442379,825945
rhubarbe,798,non,Not coffee,442379,825945
rhubarbe commune,1,non,Not coffee,442379,825945
rhubarbe de Moscovie,35,non,Not coffee,442379,825945
rhubarbe des Indes,1,non,Not coffee,442379,825945
rhubarbe du Levant,20,non,Not coffee,442379,825945
rhubarbe en grabeau,1,non,,,43966
rhubarbe et mechoacam,28,non,Not coffee,442379,825945
rhubarbe fil,1,non,Not coffee,442379,825945
rhum,51,non,Not coffee,442379,825945
rhum de prise,0,oui,Not coffee,442379,825945
rhum des prises,1,non,Not coffee,442379,825945
rhum et sirop fin,22,non,Not coffee,442379,825945
rhum et tafia,44,non,Not coffee,442379,825945
rhum et tafia étranger,1,non,Not coffee,442379,825945
ricanias des Indes,1,non,Not coffee,442379,825945
ricin,1,non,,,43966
rideaux de lit en satin,2,non,,,43966
rideaux de lit en satin brodé,2,non,,,43966
rideaux de soie vieux,1,non,Not coffee,442379,825945
rite de chanvre,1,non,Not coffee,442379,825945
rivets,1,non,Not coffee,442379,825945
riz,3449,non,Not coffee,2076,825945
riz de retour de Beaucaire,1,non,,,43966
riz des entrepôts,0,non,Not coffee,2076,825945
riz du Levant,2,non,Not coffee,2076,825945
riz en grabeau,1,non,,,43966
riz grains et légumes,89,non,,,43966
robes,8,non,Not coffee,442379,825945
robes brodées,2,non,Not coffee,442379,825945
