goods_simpl_classification;ulrich_classification
verres moulein;out
verres ouvrés;out
verres ouvrés en gobeleterie ???;out
verres peints;out
verres pour boire;out
verres pour estampes;out
verres pour lunettes et montres;out
verres pour lustre;out
verres pour montre;out
verres taillés à cadran et à lunettes;out
verres verroterie;out
verroterie;out
verroterie en rassades;out
verroterie et rassades;out
verroterie pour l'entrepôt de Guinée;out
verrunes;out
vers à soie;out
verses d'osier;out
vert;out
vert d'ambre;out
vert d'eau;out
vert d'Espagne;out
vert de grès;out
vert de mer;out
vert de montagne;out
vert de vessie;out
vert distillé;out
vert moulu;out
vert rouge;out
verunes;out
vesces;out
vesces en gerbes;out
vessie;out
vessie de cerf et autres;out
vestes;out
vestes blanches;out
vestes brodée d'argent et d'or et de soie;out
vestes brodées;out
vestes brodées d'argent et d'or;out
vestes brodées d'argent et or et de soie;out
vestes brodées d'or;out
vestes brodées d'or et de soie;out
vestes brodées de soie;out
vestes brodées et de satin;out
vestes d'argent d'étoffe et de soie;out
vestes d'estame des prises;out
vestes de basin;out
vestes de basin brodées;out
vestes de coton;cotton goods
vestes de coton et fil;cotton goods
vestes de drap;out
vestes de drap brodées en or;out
vestes de drap brodées en or et argent;out
vestes de drap et chapeaux bordés d'argent;out
vestes de drap galonnées d'argent;out
vestes de laine;out
vestes de peau;out
vestes de satin;out
vestes de soie;out
vestes de soie argent et or;out
vestes de soie unies;out
vestes de toile;out
vestes de toile brodées;out
vestes de toile grise;out
vestes de toile guingan;out
vestes de velours;out
vestes en dorure de soie;out
vestes en droguet de soie;out
vestes et bordures;out
vestes et culottes à nègre;out
vestes et gilets de soie;out
vestes galonnées d'argent;out
vestes peintes;out
vestes piquées;out
vestes vieilles;out
vétille;out
viande;out
viande apprêtée;out
viande confite;out
viande de boucherie;out
viande de boucherie fraîche;out
viande de boucherie salée;out
viande de boucherie salée de porcs;out
viande de boucherie salée de porcs lard compris;out
viande de cochon;out
viande de gibier et de volaille;out
viande de pâte;out
viande fraîche;out
viande fumée;out
viande salée;out
vieille voile de moulins et autres;out
vièle;out
vieux clavecin;out
vieux-oint;out
vilebrequin;out
villes;out
vin;out
vin anti-scorbutique;out
vin au muid;out
vin blanc;out
vin blanc d'Espagne;out
vin blanc de France;out
vin blanc en bouteilles;out
vin commun;out
vin commun d'Espagne;out
vin cuit;out
vin d'absinthe;out
vin d'Aiguillon;out
vin d'Alicante;out
vin d'Alicante en bouteilles;out
vin d'Alsace;out
vin d'ambrion;out
vin d'Amont;out
vin d'amour;out
vin d'an de ville;out
vin d'Andelys;out
vin d'Andrésis;out
vin d'Anjou;out
vin d'Arbois;out
vin d'Aubagne;out
vin d'Aument;out
vin d'Aunis;out
vin d'Auxerre;out
vin d'Auxonne;out
vin d'Égypte;out
vin d'Épernay;out
vin d'Espagne;out
vin d'Espagne de Malvoisie;out
vin d'Espagne et de liqueur;out
vin d'Espagne ordinaire;out
vin d'Espagne tisse;out
vin d'Inde;out
vin d'Oléron;out
vin d'Oléron rouge;out
vin d'Operto;out
vin d'orange;out
vin d'Orléans;out
vin de ???;out
vin de Bar;out
vin de Bar et de Liège et d'Hay...;out
vin de Bar et vin de Metz;out
vin de Bar-sur-Aube;out
vin de Bar-sur-aube;out
vin de Barcelone;out
vin de Bastillon;out
vin de Bayonne;out
vin de Beaune;out
vin de Benicarlo dernière récolte;out
vin de Bergerac;out
vin de Béziers;out
vin de Blaye;out
vin de Blaye et de Bourg;out
vin de Blois;out
vin de Bordeaux;out
vin de Bordeaux au muid;out
vin de Bordeaux de Blaye;out
vin de Bordeaux de haut;out
vin de Bordeaux de retour;out
vin de Bordeaux de ville;out
vin de Bordeaux en bouteilles;out
vin de Bordeaux fin;out
vin de Bordeaux médiocre;out
vin de Bordeaux ordinaire;out
vin de Bourbonne;out
vin de Bourg;out
vin de Bourgogne;out
vin de Bourgogne de grand;out
vin de Bourgogne de Pommard;out
vin de Bourgogne en bouteilles;out
vin de Bourgogne en muid;out
vin de Bourgogne et vin de Champagne;out
vin de Bourgogne Mâcon;out
vin de Bretagne;out
vin de Cabreton;out
vin de Cahors;out
vin de Calabre;out
vin de Castillon;out
vin de Catalogne;out
vin de Cauret;out
vin de cédrat;out
vin de Cette;out
vin de Chablis;out
vin de Chagny;out
vin de Châlon;out
vin de Chalosse;out
vin de Champagne;out
vin de Champagne en bouteilles;out
vin de Champagne en muid;out
vin de Charente;out
vin de Chaumont;out
vin de Chenôve;out
vin de Chypre;out
vin de Chypre en bouteilles;out
vin de Ciola;out
vin de Cioutan;out
vin de Clérac;out
vin de Clermontois;out
vin de Cognac;out
vin de Comté;out
vin de Condrieux;out
vin de Constance;out
vin de Côte;out
vin de Côte du Rhône;out
vin de Côte-Rotie;out
vin de Coulanges;out
vin de Damazan;out
vin de Dauphiné;out
vin de deviet;out
vin de Dijon;out
vin de Domé;out
vin de Domme;out
vin de Doures;out
vin de Faial;out
vin de fap;out
vin de ferme;out
vin de Flacres;out
vin de Flandre;out
vin de Fleurance;out
vin de Florence;out
vin de forêt;out
vin de France;out
vin de France bouteilles;out
vin de France de Champagne;out
vin de France de santé en bouteilles;out
vin de France de santé en muid;out
vin de France en bouteilles;out
vin de France-Comté;out
vin de Frontignan;out
vin de Fronton;out
vin de Gaillac;out
vin de Garonne;out
vin de Gascogne;out
vin de Gênes;out
vin de Gensac;out
vin de Gevrey;out
vin de Gilly;out
vin de Grave;out
vin de Graves;out
vin de Grèce;out
vin de Guacy;out
vin de Guyenne;out
vin de haule;out
vin de haut;out
vin de haut renvoyé;out
vin de Hongrie;out
vin de hors;out
vin de jauge gros bard;out
vin de l'Agenais;out
vin de l'île de Ré;out
vin de la Charente;out
vin de la ci-devant province du Languedoc;out
vin de la Ferté;out
vin de la Moselle;out
vin de La Rochelle;out
vin de la Rochelle;out
vin de Langres;out
vin de Langres ???;out
vin de Lantirini;out
vin de Libourne;out
vin de Liège d'Hay etc.;out
vin de lignum;out
vin de liquan;out
vin de liqueurs;out
vin de liqueurs de muscat;out
vin de liqueurs étranger;out
vin de Lires;out
vin de Loge;out
vin de Lorraine;out
vin de Lyon;out
vin de Mâcon;out
vin de Madère;out
vin de Malaga;out
vin de Malaga de Rancio;out
vin de Malaga en muid;out
vin de Malvoisie;out
vin de Manheim;out
vin de Marennes;out
vin de Marseille;out
vin de Médoc;out
vin de Mercurey;out
vin de Metz;out
vin de Meursault;out
vin de Mezac;out
vin de Moissac;out
vin de montagne;out
vin de Montreuil;out
vin de Moselle;out
vin de Mursante;out
vin de Murville;out
vin de mus ???;out
vin de muscat;out
vin de muscat de Frontignan;out
vin de muscat ordinaire;out
vin de N. Jean;out
vin de Nantes;out
vin de Naples;out
vin de Navarre;out
vin de Nuits;out
vin de Pacaret;out
vin de Paiaret;out
vin de palme;out
vin de Paquarat;out
vin de pays;out
vin de Peralte;out
vin de Picardan;out
vin de poisson;out
vin de Porto;out
vin de Porto Rico;out
vin de Portugal;out
vin de Pouligny;out
vin de Prague;out
vin de Provence;out
vin de Querée;out
vin de Rancio;out
vin de Ré;out
vin de Reims;out
vin de Rezac;out
vin de Rianco et de Xérès;out
vin de Ricey;out
vin de Rivesac;out
vin de Rivesaltes;out
vin de rivière;out
vin de Rochefort;out
vin de Rome;out
vin de Rota;out
vin de Roussillon;out
vin de Rouys;out
vin de Rully;out
vin de Ruys;out
vin de Saint-Jean;out
vin de Saint-Jean d'Angély;out
vin de Saint-Laurent;out
vin de Saint-Laurent du Var;out
vin de Saintonge;out
vin de Savigny;out
vin de Savoie;out
vin de St. Seau;out
vin de Ste. Foy;out
vin de Suisse;out
vin de Syracuse;out
vin de Tavel;out
vin de teinte;out
vin de Ténérife;out
vin de terre;out
vin de Tezac;out
vin de Thiaucourt;out
vin de Tinto;out
vin de Tokay;out
vin de Tonnerre;out
vin de Touraine;out
vin de Vienne;out
vin de ville;out
vin de ville de Bordeaux;out
vin de ville de renvoi;out
vin de ville et de haut;out
vin de Vougeot;out
vin de Wermut;out
vin de Xérès;out
vin des Canaries;out
vin des grandes borderies;out
vin des Îles;out
vin dit Bleckaert;out
vin divers;out
vin doux;out
vin du Barrois;out
vin du Béarn et Gascogne;out
vin du Bugey;out
vin du Cap;out
vin du Cap Breton;out
vin du cap de Bonne Espérance;out
vin du Cap des Indes;out
vin du Croisic;out
vin du Dauphiné;out
vin du Hainaut;out
vin du Languedoc;out
vin du Lyonnais;out
vin du mont Vésuve;out
vin du Nantais;out
vin du Périgord;out
vin du Portugal;out
vin du Quercy;out
vin du Rhin;out
vin du Rhin de retour;out
vin du Rhin en bouteilles;out
vin du Rhin en cercles;out
vin du Rhin et de Moselle;out
vin du Rhône;out
vin du Roussillon;out
vin en bouteille;out
vin en bouteille commun;out
vin en bouteille de Franche-Comté;out
vin en bouteilles;out
vin en bouteilles autre que de la Gironde ordinaire;out
vin en bouteilles d'Orléans;out
vin en bouteilles de Bordeaux;out
vin en bouteilles de Bordeaux fin;out
vin en bouteilles de la Gironde;out
vin en bouteilles de liqueurs;out
vin en bouteilles de Malaga;out
vin en bouteilles du Lyonnais;out
vin en bouteilles muscat;out
vin en cercles;out
vin en cercles de liqueurs;out
vin en futailles;out
vin en futailles autre que de la Gironde ordinaire;out
vin en futailles de la Gironde ordinaire;out
vin en futailles de liqueurs;out
vin en muid;out
vin en muid muscat;out
vin et autres boissons bière;out
vin et autres boissons cidre;out
vin et autres boissons vin de liqueurs de différente espèce;out
vin et autres boissons vin divers;out
vin et autres boissons vin divers de Bordeaux;out
vin et eau-de-vie;out
vin et eau-de-vie de vin;out
vin et fer;out
vin et vin de liqueurs divers;out
vin et vinaigre;out
vin étranger;out
vin étranger au ???;out
vin étranger blanc;out
vin étranger commun;out
vin étranger de ???;out
vin étranger de toute sorte;out
vin étranger en bouteilles;out
vin étranger en muid;out
vin étranger fuo;out
vin fin;out
vin fin en bouteilles;out
vin français;out
vin gâté;out
vin gris;out
vin hors;out
vin jauge ??? Paris;out
vin jauge de Soissons;out
vin jauge gros bard;out
vin jauge Paris;out
vin mousseux;out
vin Nantes;out
vin noir;out
vin ordinaire;out
vin ordinaire divers;out
vin ordinaire en bouteilles;out
vin ordinaire en miel;out
vin Rancio;out
vin Rota;out
vin rouge;out
vin rouge commun;out
vin rouge d'Espagne;out
vin rouge de France;out
vin rouge de renvoi;out
vin rouge en bouteilles;out
vin rouge et blanc;out
vin rouge gros bard;out
vin rouge ordinaire;out
vin rouge très gras;out
vin Saint-Ange;out
vin Saint-Laurent;out
vin Tinto;out
vin vendange;out
vin verdé de Florence;out
vinaigre;out
vinaigre ???;out
vinaigre de bière;out
vinaigre de bière cidre et poiré;out
vinaigre de composition;out
vinaigre de fruits;out
vinaigre de vin;out
vinaigre de vin en bouteille;out
vinaigre de vin en futaille;out
vinaigre ordinaire;out
vinaigre parfumé;out
vinvoin;out
viole;out
violende;out
violette;out
violon;out
violoncelle;out
violons;out
violons d'enfant;out
violons gros;out
violons petits;out
vipères;out
vipères sèches;out
vipères vives;out
vipérine;out
vipérine en racine;out
vipres;out
virez;out
vispapan ???;out
vitre de verre;out
vitrifications émail;out
vitrifications en grains percés à broder ou à tricoter;out
vitrifications en grains percés pour chapelets et colliers;out
vitrifications en masses à tailler;out
vitrifications en masses ou en tubes à tailler;out
vitrifications taillées en grands ou rassades percés;out
vitrifications taillées en pierres à bijoux;out
vitriol;vitriol
vitriol blanc;vitriol
vitriol bleu;vitriol
vitriol de Chypre;vitriol
vlottes;out
voëdes;out
voide;out
voile;out
voile brochée;out
voile brodée;out
voile de bateaux;out
voile de laine;out
voile de navire;out
voile de novice;out
voile de serge de laine;out
voile de soie;out
voile de vaisseaux;out
voile du Maroc;out
voile neuve;out
voile poil et soie;out
voilures;out
vois de pinceaux planches;out
voitures;out
voitures à échelles;out
voitures à ressorts;out
voitures avec hamais;out
voitures cabriolets;out
voitures carriole;out
voitures complètes;out
voitures de chafre;out
voitures et leurs roues;out
voitures étrangères;out
voitures garnies ou peintes à ressorts;out
voitures neuves;out
volailles;out
volailles grasses;out
volailles oies;out
volants;out
volants à boutonnière d'or;out
volants de camelot;out
vrille;out
vulnéraire de Suisse;out
wagheschot en blocs;out
wagons;out
wathout en blocs;out
wollegoet blanche;out
wollegoet mêlée;out
wollegoet teinte;out
wuinnes;out
