simplification,nbr_occurences_simpl,edentreaty,obsolete,nbr_occurences_edentreaty
étoffe de peluches pour nègre,1,,non,739563
étoffe de plocq,2,,non,739563
étoffe de poil,37,,non,739563
étoffe de poil de chameau,14,,non,739563
étoffe de poil de laine et de velours d'Utrecht,4,,non,739563
étoffe de poil et de velour d'Utrecht,1,,non,739563
étoffe de poil et de velours,2,,non,739563
étoffe de poil et fil,1,,non,739563
étoffe de poil et laine velours,2,,non,739563
étoffe de poil et laine velours d'Utrecht,1,,non,739563
étoffe de prunelle,0,,oui,739563
étoffe de pure soie,2,,non,739563
étoffe de pure soie et unie,3,,non,739563
étoffe de pure soie façonnée,2,,non,739563
étoffe de Reims,1,,non,739563
étoffe de riche,1,,non,739563
étoffe de Rouen,1,,non,739563
étoffe de soie,2982,Soie,non,9986
étoffe de soie à fil,1,,non,739563
étoffe de soie au peu,4,,oui,739563
étoffe de soie au quart,168,,non,739563
étoffe de soie aune,1,,oui,739563
étoffe de soie avec argent et or,1,,non,739563
étoffe de soie blonde,5,,non,739563
étoffe de soie brochée,1,,non,739563
étoffe de soie brochée d'argent et d'or faux,1,,non,739563
étoffe de soie brochée d'argent et d'or fin,1,,non,739563
étoffe de soie brochée de soie,2,,non,739563
étoffe de soie brodée,5,,non,739563
étoffe de soie brodée d'or,2,,non,739563
étoffe de soie brodée en dorure,1,,non,739563
étoffe de soie brodée en soie retour,1,,non,739563
étoffe de soie crêpe,10,,non,739563
étoffe de soie croisée,1,,non,739563
étoffe de soie crue,1,,non,739563
étoffe de soie d'armoisin,1,,non,739563
étoffe de soie d'or et d'argent faux,3,,oui,739563
étoffe de soie d'Utrecht,1,,non,739563
étoffe de soie de crêpe,2,,non,739563
étoffe de soie de fleuret et soie,4,,non,739563
étoffe de soie de laine,1,,non,739563
étoffe de soie de lin,1,,non,739563
étoffe de soie de renvoi,1,,non,739563
étoffe de soie de Saint Bours,1,,non,739563
étoffe de soie de velours,3,,non,739563
étoffe de soie des Indes,41,Soie,non,9986
étoffe de soie dite Florence,1,,non,739563
étoffe de soie dite milleret,1,,non,739563
étoffe de soie diverse,2,,oui,739563
étoffe de soie dorure,1,,oui,739563
étoffe de soie dorure d'argent,10,,non,739563
étoffe de soie dorure d'argent d'or,9,,oui,739563
étoffe de soie dorure d'argent et d'or,224,,non,739563
étoffe de soie dorure d'argent et d'or faux,10,,non,739563
étoffe de soie dorure d'argent et d'or fin,2,,non,739563
étoffe de soie dorure d'or,42,,non,739563
étoffe de soie dorure d'or et d'argent faux,3,,oui,739563
étoffe de soie dorure d'or faux,1,,non,739563
étoffe de soie draps,0,Soie,oui,9986
étoffe de soie du Levant,12,,non,739563
étoffe de soie durure d'argent d'or,9,,oui,739563
étoffe de soie en coton,1,,non,739563
étoffe de soie en dorure,4,,oui,739563
étoffe de soie en dorure aune,1,,oui,739563
étoffe de soie en drap,1,,non,739563
étoffe de soie en fleurs,1,,non,739563
étoffe de soie en laine,1,,non,739563
étoffe de soie en or et argent,1,,non,739563
étoffe de soie en velours,3,,non,739563
étoffe de soie et ???,2,,non,739563
étoffe de soie et d'argent,1,,non,739563
étoffe de soie et de fil dorure d'argent,1,,non,739563
étoffe de soie et de poil,1,,non,739563
étoffe de soie et de velours d'Utrecht,22,,non,739563
étoffe de soie et de velours de Gênes,4,,non,739563
étoffe de soie et galets,1,,non,739563
étoffe de soie et prunelle de laine,1,,non,739563
étoffe de soie et ruban,1,,non,739563
étoffe de soie et soierie,6,,non,739563
étoffe de soie fabriquée,1,,non,739563
étoffe de soie façonnée,4,,non,739563
étoffe de soie fleuret et soie,1,,non,739563
étoffe de soie herbage,1,,non,739563
étoffe de soie mêlée,2,,non,739563
étoffe de soie mêlée d'argent et d'or faux,1,,oui,739563
étoffe de soie mêlée d'argent et d'or fin,1,,oui,739563
étoffe de soie mêlée de fil,3,,non,739563
étoffe de soie mêlée de laine ou de coton,1,,non,739563
étoffe de soie mi soie,191,,non,739563
étoffe de soie morenine,0,,oui,739563
étoffe de soie pays étrangers,6,,non,739563
étoffe de soie pièce,12,,non,739563
étoffe de soie pou de soie,1,,non,739563
étoffe de soie pure,52,,non,739563
étoffe de soie pure unie,3,,oui,739563
étoffe de soie raz ??? cir,1,,oui,739563
étoffe de soie raz ??? fin,2,,oui,739563
étoffe de soie raze ??? cir,1,,non,739563
étoffe de soie raze ??? fin,2,,non,739563
étoffe de soie riche,4,,non,739563
étoffe de soie unie,4,,non,739563
étoffe de taffetas,1,,non,739563
étoffe de velours,18,,non,739563
étoffe de velours d'Utrecht,6,,non,739563
étoffe de velours de coton,13,,non,739563
étoffe de velours de soie,157,Soie,non,9986
étoffe de voile,2,,non,739563
étoffe des Iles,4,,non,739563
étoffe des Indes,24,,non,739563
étoffe des Indes et soierie,2,,non,739563
étoffe des Indes vestes brodées,1,,non,739563
étoffe des prises,2,,non,739563
étoffe dite calutras de coton et de soie,1,,non,739563
étoffe dite pauvre madame,18,,non,739563
étoffe diverse couverture et draperie pour le gouvernement,0,,oui,739563
étoffe diverse couvertures et draperie pour le gouvernement,5,,non,739563
étoffe dorure,24,,non,739563
étoffe dorure d'argent,28,,non,739563
étoffe dorure d'argent et d'or,339,,non,739563
étoffe dorure d'argent et d'or faux,12,,non,739563
étoffe dorure d'argent et d'or fin,45,,non,739563
étoffe dorure d'argent fin et d'or,41,,oui,739563
étoffe dorure d'or,76,,non,739563
étoffe dorure d'or et de soie,5,,oui,739563
étoffe dorure d'or faux,1,,non,739563
étoffe dorure de soie,1,,oui,739563
étoffe dorure et de soie,5,,non,739563
étoffe dorure fausse,1,,oui,739563
étoffe dorure fine et de soie,1,,oui,739563
étoffe droguet,22,,non,739563
étoffe du Maroc,0,,oui,739563
étoffe en bours du Levant,1,,non,739563
étoffe en dorure et galon et passementerie,24,,non,739563
étoffe en feuilles,8,,non,739563
étoffe en or mêlée de soie,27,,non,739563
étoffe en quart de soie,0,,oui,739563
étoffe et fer en barres,1,,non,739563
étoffe et galon d'argent et d'or,1,,non,739563
étoffe et gaze et crêpe et tulle,10,,non,739563
étoffe et gaze et toile des Indes,1,,non,739563
étoffe et lainages,1,,non,739563
étoffe et ouvrage de soie,0,,oui,739563
étoffe et ouvrages de soie,1,,non,739563
étoffe et ruban de fleuret,10,,non,739563
étoffe et ruban de soie,4,,non,739563
étoffe et rubannerie de fleuret,0,,oui,739563
étoffe et rubans de soie,0,,oui,739563
Étoffe étamine fine,4,,oui,739563
étoffe éternelle,1,,non,739563
étoffe éternelle au ? de soie,1,,non,739563
étoffe éternelle de laine,2,,non,739563
étoffe éternelle mélangée de soie,1,,oui,739563
étoffe éternelle mêlée de soie,1,,non,739563
étoffe étrangère,5,,non,739563
étoffe étrangère de jude,1,,non,739563
étoffe façonnée,100,,non,739563
étoffe façonnée de soie pure,2,,oui,739563
étoffe façonnés de soie,2,,oui,739563
étoffe filoselle,4,,non,739563
étoffe filoselle de soie,1,,non,739563
étoffe filoselle et laine,3,,non,739563
étoffe fine de laine en casimir,0,,oui,739563
étoffe fine de laine en casimir et mérinos,0,,oui,739563
étoffe finette,2,,non,739563
étoffe flamande de mauvaise qualité,1,,non,739563
étoffe fleuret,6,,non,739563
étoffe fleuret et de soie,3,,non,739563
étoffe fleuret et soie,8,,non,739563
étoffe flotte,2,,non,739563
étoffe flotte des Indes,1,,non,739563
étoffe grosse de laine,2,,non,739563
étoffe herbage,2,,non,739563
étoffe herbes,1,,non,739563
étoffe impériale,2,,non,739563
étoffe laine de soie,1,,non,739563
étoffe manchettes,1,,non,739563
étoffe mélangée au ??? soie,5,,oui,739563
étoffe mélangée de bourre en molleton,1,,oui,739563
étoffe mélangée de coton et de soie,12,Prohibé,oui,335
étoffe mélangée de fil et de soie,1,,oui,739563
étoffe mélangée de fleuret et de soie,1,,oui,739563
étoffe mêlée au ??? soie,5,,non,739563
étoffe mêlée de bourre en molleton,1,,non,739563
étoffe mêlée de coton et de soie,1,Prohibé,oui,335
étoffe mêlée de fil de soie,8,,non,739563
étoffe mêlée de fil et de soie,1,,oui,739563
étoffe mêlée de soie,1,,non,739563
étoffe mêlée de soie ?,1,,oui,739563
étoffe mêlée de soie ???,2,,non,739563
étoffe mêlée de soie à peu,63,,oui,739563
étoffe mêlée de soie à peu de soie,111,Soie,oui,9986
étoffe mêlée de soie peluches,133,,non,739563
étoffe mêlée de soie peu,13,,oui,739563
étoffe mêlée éternelle au ? de soie,1,,oui,739563
étoffe mi soie,143,,non,739563
étoffe mi-soie,1,,non,739563
étoffe noire,1,,non,739563
étoffe peinte,1,,non,739563
étoffe peluches communes,1,,non,739563
étoffe peluches de laine,25,,non,739563
étoffe peluches de laines,18,Lainage,oui,9878
étoffe peluches de prise,1,,non,739563
étoffe peluches de soie,7,,non,739563
étoffe peluches de soies,6,,oui,739563
étoffe peluchesde laines,18,,oui,739563
étoffe peu de soie,1,,oui,739563
étoffe poil en panne à long poil,1,,non,739563
étoffe poil et laine,0,,oui,739563
étoffe pour talits,1,,non,739563
étoffe pure brochée d'or fin,1,,non,739563
étoffe pure brochée de soie,1,,oui,739563
étoffe pure façonnée,1,,non,739563
étoffe pure unie,1,,non,739563
étoffe pures de fleuret et mouchoirs,1,,non,739563
étoffe pures et mouchoirs de fleuret,1,,oui,739563
étoffe refoulée,1,,non,739563
étoffe riche,116,,non,739563
étoffe riche en or,1,,non,739563
étoffe riche en or et argent,24,,non,739563
étoffe riche or et argent,1,,non,739563
étoffe riche ou or et argent,1,,non,739563
étoffe royale,1,,non,739563
étoffe soie au quart,2,,oui,739563
étoffe soie crêpe,2,,non,739563
étoffe soie des Indes,1,Soie,non,9986
étoffe soierie,1,,non,739563
étoffe taffetas,5,,non,739563
étoffe tricot,0,,oui,739563
étoupe de chanvre,0,,oui,739563
étoupe de chanvre grise,0,,oui,739563
étoupes,215,,non,739563
étoupes à calfater,9,,non,739563
étoupes blanches,2,,non,739563
étoupes de chanvre,207,,non,739563
étoupes de coton,1,,non,739563
étoupes de filoselle,1,,non,739563
étoupes de laine,3,,non,739563
étoupes de lin,15,,non,739563
étoupes de soie,84,,non,739563
étoupes de vieux cordages,1,,non,739563
étoupes et cordes de lin,106,,non,739563
étoupes noires,10,,non,739563
étriers,8,,non,739563
étrille de fer,16,,non,739563
étrilles,1,,non,739563
étuis,13,,non,739563
étuis à cachets,1,,non,739563
étuis à cure-dents,2,,non,739563
étuis à lunettes,1,,non,739563
étuis d'or,2,,non,739563
étuis d'or en burgos,1,,non,739563
étuis de bergamote,2,,non,739563
étuis de bois et étuis de paille et boîtes de papier,2,,non,739563
étuis de carton,1,,non,739563
étuis de chapeaux,2,,non,739563
étuis de chirurgie,1,,non,739563
étuis de ciseaux garnis d'argent,1,,non,739563
étuis de mathématique,1,,non,739563
étuis et tabatières et autres bijouteries garnies d'argent et d'or,11,,non,739563
étuis et tabatières garnis d'argent,5,,non,739563
étuis et tabatières garnis d'argent et d'or,3,,non,739563
étuis et tabatières garnis d'or,11,,non,739563
étuis garnis,2,,non,739563
étuis pour plumes à écrire,2,,non,739563
étuve,3,,non,739563
étuve commune,1,,non,739563
étuve de cuivre,2,,non,739563
étuve de fer,129,,non,739563
étuve de fer à sucre,2,,non,739563
euphorbe,40,,non,739563
éventails,238,,non,739563
éventails à brin d'ivoire et écaille,1,,non,739563
éventails à brin d'os et écaille,1,,non,739563
éventails à feuille de soie,1,,non,739563
éventails à feuilles communes,2,,non,739563
éventails communs,119,,non,739563
éventails d'écaille et d'ivoire et de nacre,15,,non,739563
éventails d'ivoire,23,,non,739563
éventails d'ivoire fin,1,,non,739563
éventails d'or,1,,non,739563
éventails d'os,3,,non,739563
éventails de la Chine,1,,non,739563
éventails de nacre,1,,non,739563
éventails de paille,3,,non,739563
éventails de palmes,7,,non,739563
éventails de papier,4,,non,739563
éventails de plume,2,,non,739563
éventails de porcelaine,2,,non,739563
éventails de taffetas,114,,non,739563
éventails des Indes,1,,non,739563
éventails et papier dito,114,,non,739563
éventails fins,155,,non,739563
éventails fins et d'ivoire,1,,non,739563
éventails incrustés d'or et de nacre de perles,1,,non,739563
éventails par douzaines,1,,non,739563
éventails sur écaille,1,,non,739563
éviers,1,,non,739563
export,1,,non,739563
extrait ???,0,,non,739563
extrait d'absinthe,1,,non,739563
extrait d'aspic,1,,non,739563
extrait d'odeur,6,,non,739563
extrait de citron,6,,non,739563
extrait de genièvre,17,,non,739563
extrait de lavande,13,,non,739563
facheaux de bois à brûler,1,,oui,739563
facheaux de bois pour brûler,1,,non,739563
fagots,286,,non,739563
fagots de bois,19,,non,739563
fagots de bois à brûler,16,,oui,739563
fagots de bois pour brûler,16,,non,739563
faïence,2055,"Porcelaine, Fayance, Poterie",non,4860
faïence à miette,1,,non,739563
faïence commune,5,,non,739563
faïence d'Oneille,1,,non,739563
faïence de Delft,2,,non,739563
faïence de Rouen,3,,non,739563
faïence de Versailles,2,,non,739563
faïence diverse,7,,non,739563
faïence du Faubourg Saint-Antoine,3,,non,739563
faïence en ???,1,,non,739563
faïence en Versaille,0,,oui,739563
faïence et porcelaine et poterie,12,"Porcelaine, Fayance, Poterie",non,4860
faïence et poterie,25,"Porcelaine, Fayance, Poterie",non,4860
faïence et poterie de grès et de terre,68,,non,739563
faïence et poterie et verrerie,15,,non,739563
faïence pour cheminée,1,,non,739563
faïence pour jardin,1,,non,739563
failles de laine,7,,non,739563
faire la course aux fraudeurs,1,,non,739563
faire la pêche au poisson frais,4,,non,739563
fais vieux,1,,non,739563
faisans,10,,non,739563
faîteaux,2,,non,739563
faitiers,1,,non,739563
falquieres de mulet,4,,non,739563
faltranck suisse,2,,non,739563
fanailes,0,,non,739563
fanal de navire,2,,non,739563
fanal de vaisseaux,1,,non,739563
fanal de verre,1,,non,739563
faneaux de fer-blanc,1,,non,739563
fange de soie,0,,oui,739563
fanon,2,,non,739563
fanon de baleine,14,,non,739563
fanon de baleine apprêté,4,,non,739563
fanon de baleine brut,4,,non,739563
fanon de baleine brut de pêche étrangère,0,,non,739563
fanon de baleine brut de pêche française,1,,non,739563
farces à drapier,0,,oui,739563
fard rouge,1,,non,739563
farine,2275,,non,739563
farine d'avoine,3,,non,739563
farine d'orge,1,,non,739563
farine d'orge et gruau,2,,non,739563
farine de bouquette,4,,non,739563
farine de fleurs,1,,non,739563
farine de froment,59,,non,739563
farine de froment fleur,1,,non,739563
farine de grains blé,2,,non,739563
farine de grains blé d'Inde,1,,non,739563
farine de grains blé et froment,12,,non,739563
farine de grains blé froment et méteil,1,,non,739563
farine de grains froment,0,,oui,739563
farine de grains froment fleur,0,,oui,739563
farine de maïs menus grains et seigle,1,,non,739563
farine de manioc,5,,non,739563
farine de Mayoc,0,,oui,739563
farine de pois sec et fève,1,,non,739563
farine de sarrasin,6,,non,739563
farine de seigle,5,,non,739563
farine de terre à sucre ?,1,,non,739563
farine diverse,0,,oui,739563
farine en déchet,1,,non,739563
farine en douelles,1,,non,739563
farine en fleurs,4,,non,739563
farine en gruau,45,,non,739563
farine et biscuit,12,,non,739563
farine et biscuit de mer,200,,non,739563
farine et biscuit de mer et pâte,10,,non,739563
farine et biscuit de mer et pâte d'Italie,16,,non,739563
farine et biscuit et gruau,5,,non,739563
farine et biscuit et pâte,73,,non,739563
farine et gruau,3,,non,739563
farine et gruau et pâte,23,,non,739563
farine et pâte d'Italie,47,,non,739563
farine et pâte d'Italie et vermicelle,13,,non,739563
farine et pâte et vermicelle,42,,non,739563
farine fleurs de froment,1,,non,739563
farine gruau,13,,oui,739563
farine ordinaire,37,,non,739563
farme ???,0,,non,739563
fascines d'orme,1,,non,739563
fascines de bois,2,,non,739563
fasoche,0,,non,739563
faucilles,47,,non,739563
faucilles autres instruments aratoires,5,,non,739563
faucilles autres instruments aratoires que faux,2,,non,739563
faucilles d'acier,2,,non,739563
faucilles et autres instruments aratoires,1,,non,739563
faucilles et faux,6,,non,739563
faucilles et faux et fil de laiton et limes,143,,non,739563
faucilles et quincaillerie d'acier,0,,oui,739563
faude de cuir,1,,non,739563
fauquets,2,,non,739563
fauquières,1,,non,739563
fautas,2,,non,739563
faute,1,,non,739563
fauteuils de bois,1,,non,739563
fauteuils de canne,6,,non,739563
fauteuils de cuir de Russie,1,,non,739563
fauteuils de jonc,2,,non,739563
fauteuils de paille,15,,non,739563
fauteuils de passerame avec leurs harnais,1,,non,739563
fauteuils de rotin,1,,non,739563
fauteuils de tapisserie,2,,non,739563
fauteuils de tapisserie petit point,1,,non,739563
