goods_simpl_classification,nbr_occurences_simpl,porcelaine_classification,nbr_occurences_porcelaine,obsolete
toile ouvrée chemises,2,Sans lien avec la porcelaine,543223,non
toile ouvrée nappes,1,Sans lien avec la porcelaine,543223,non
toile ouvrée nappes et serviettes,1,Sans lien avec la porcelaine,543223,non
toile ouvrée serviettes,1,Sans lien avec la porcelaine,543223,non
toile palmite,1,Sans lien avec la porcelaine,543223,non
toile pécate,1,Sans lien avec la porcelaine,543223,non
toile peignée,1,Sans lien avec la porcelaine,543223,non
toile peinte,968,Sans lien avec la porcelaine,543223,non
toile peinte de Hollande,1,,6813,non
toile peinte en camaïeu,1,Sans lien avec la porcelaine,543223,non
toile peinte et siamoise,1,Sans lien avec la porcelaine,543223,non
toile peinte et teinte,7,Sans lien avec la porcelaine,543223,non
toile peinte française,1,Sans lien avec la porcelaine,543223,non
toile peinte imprimée,1,Sans lien avec la porcelaine,543223,non
toile peinte indienne,6,Sans lien avec la porcelaine,543223,non
toile peinte pour paravent,1,Sans lien avec la porcelaine,543223,non
toile peinte sur enduit pour tapisserie,2,Sans lien avec la porcelaine,543223,non
toile petite,5,Sans lien avec la porcelaine,543223,non
toile photas,9,Sans lien avec la porcelaine,543223,non
toile photas imitant celle des Indes,1,Sans lien avec la porcelaine,543223,non
toile pièces étroites,2,Sans lien avec la porcelaine,543223,non
toile pièces larges,2,Sans lien avec la porcelaine,543223,non
toile pignée,1,Sans lien avec la porcelaine,543223,non
toile pignole,1,Sans lien avec la porcelaine,543223,non
toile piquée,84,Sans lien avec la porcelaine,543223,non
toile piquée de Marseille,3,Sans lien avec la porcelaine,543223,non
toile piqûre de Marseille,1,Sans lien avec la porcelaine,543223,non
toile platier de Guinée,1,Sans lien avec la porcelaine,543223,non
toile point,1,Sans lien avec la porcelaine,543223,non
toile Poldavie,2,Sans lien avec la porcelaine,543223,non
toile polonaise,16,Sans lien avec la porcelaine,543223,non
toile Pontivy,1,Sans lien avec la porcelaine,543223,non
toile poupoulis,2,Sans lien avec la porcelaine,543223,non
toile pour ameublement,1,Sans lien avec la porcelaine,543223,non
toile pour ameublement cirée,2,Sans lien avec la porcelaine,543223,non
toile pour ameublement teinte,2,Sans lien avec la porcelaine,543223,non
toile pour chemise à nègre,1,Sans lien avec la porcelaine,543223,non
toile pour coiffes de chapeaux de lin et teinte,1,Sans lien avec la porcelaine,543223,non
toile pour cribles,1,Sans lien avec la porcelaine,543223,non
toile pour doublure,1,Sans lien avec la porcelaine,543223,non
toile pour emballage,9,Sans lien avec la porcelaine,543223,non
toile pour emballage grise de lin,2,Sans lien avec la porcelaine,543223,non
toile pour essuie-mains,2,Sans lien avec la porcelaine,543223,non
toile pour essuie-mains grise de lin,1,Sans lien avec la porcelaine,543223,non
toile pour faire chemise à nègre,1,Sans lien avec la porcelaine,543223,non
toile pour faire linge,1,Sans lien avec la porcelaine,543223,non
toile pour la Hollande,1,Sans lien avec la porcelaine,543223,non
toile pour matelas,2,Sans lien avec la porcelaine,543223,non
toile pour mouchoirs,2,Sans lien avec la porcelaine,543223,non
toile pour mouchoirs rayée,2,Sans lien avec la porcelaine,543223,non
toile pour nappes,1,Sans lien avec la porcelaine,543223,non
toile pour nappes et serviettes,1,Sans lien avec la porcelaine,543223,non
toile pour serviettes,2,Sans lien avec la porcelaine,543223,non
toile pour tabac,2,Sans lien avec la porcelaine,543223,non
toile pour tableaux,1,Sans lien avec la porcelaine,543223,non
toile pour talliet,1,Sans lien avec la porcelaine,543223,non
toile pour tente,1,Sans lien avec la porcelaine,543223,non
toile pour voile,1009,,6813,non
toile pour voile commune,1,,6813,non
toile pour voile de 24 aunes,1,,6813,non
toile pour voile étrangère,1,,6813,non
toile presitte,1,Sans lien avec la porcelaine,543223,non
toile pressée,2,Sans lien avec la porcelaine,543223,non
toile preville,1,Sans lien avec la porcelaine,543223,non
toile prohibée,1,Sans lien avec la porcelaine,543223,non
toile quatre fils,1,Sans lien avec la porcelaine,543223,non
toile quilly,1,Sans lien avec la porcelaine,543223,non
toile ralette de Hambourg,1,Sans lien avec la porcelaine,543223,non
toile ramoise,14,Sans lien avec la porcelaine,543223,non
toile rayée,55,Sans lien avec la porcelaine,543223,non
toile rayée coton et soie,1,Sans lien avec la porcelaine,543223,non
toile rayée de couleur,1,Sans lien avec la porcelaine,543223,non
toile réforme,1,Sans lien avec la porcelaine,543223,non
toile reploc,1,Sans lien avec la porcelaine,543223,non
toile romals,14,Sans lien avec la porcelaine,543223,non
toile rondelette,4,Sans lien avec la porcelaine,543223,non
toile rondelle,1,Sans lien avec la porcelaine,543223,non
toile rosconne,39,Sans lien avec la porcelaine,543223,non
toile rouge,3,Sans lien avec la porcelaine,543223,non
toile rousse,52,Sans lien avec la porcelaine,543223,non
toile royale,127,Sans lien avec la porcelaine,543223,non
toile royalle,1,Sans lien avec la porcelaine,543223,non
toile sacs à boîtes,1,Sans lien avec la porcelaine,543223,non
toile Saintonge,,Sans lien avec la porcelaine,543223,oui
toile salemporis,2,Sans lien avec la porcelaine,543223,non
toile salemporis bleue,1,Sans lien avec la porcelaine,543223,non
toile sanas lustrée,1,Sans lien avec la porcelaine,543223,non
toile sangalette,14,Sans lien avec la porcelaine,543223,non
toile sans apprêt,1,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue de 13 à 20 fils,2,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue de 20 fils et au-dessus,2,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue de 8 à 13 fils,2,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue de moins de 8 fils,2,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue unie,2,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue unie de 13 fils inclusivement à 20 fils exclusivement,1,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue unie de 20 fils et au-dessus,1,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue unie de 8 fils inclusivement à 13 fils exclusivement,1,Sans lien avec la porcelaine,543223,non
toile sans apprêt de chanvre et de lin écrue unie de moins de 8 fils,1,Sans lien avec la porcelaine,543223,non
toile sans apprêt écrue de 13 à 20 fils,1,Sans lien avec la porcelaine,543223,non
toile sans apprêt écrue de 20 fils et au-dessus,1,Sans lien avec la porcelaine,543223,non
toile sans apprêt écrue de 8 à 13 fils inclus,1,Sans lien avec la porcelaine,543223,non
toile sans apprêt écrue de moins de 8 fils,1,Sans lien avec la porcelaine,543223,non
toile sempiterne,1,Sans lien avec la porcelaine,543223,non
toile serpillère,3,Sans lien avec la porcelaine,543223,non
toile serpillère commune,1,Sans lien avec la porcelaine,543223,non
toile serpillière,98,Sans lien avec la porcelaine,543223,non
toile serviettes,3,Sans lien avec la porcelaine,543223,non
toile siamoise,1,Sans lien avec la porcelaine,543223,non
toile sigillée,1,Sans lien avec la porcelaine,543223,non
toile sirsacas,4,Sans lien avec la porcelaine,543223,non
toile sistresaye,1,Sans lien avec la porcelaine,543223,non
toile socreton,1,Sans lien avec la porcelaine,543223,non
toile socreton bleue,1,Sans lien avec la porcelaine,543223,non
toile solonaise,2,Sans lien avec la porcelaine,543223,non
toile Suisse,1,Sans lien avec la porcelaine,543223,non
toile tapsel,12,Sans lien avec la porcelaine,543223,non
toile tapsel imitant celle des Indes,1,Sans lien avec la porcelaine,543223,non
toile tarnatanes,1,Sans lien avec la porcelaine,543223,non
toile teinte,96,Sans lien avec la porcelaine,543223,non
toile teinte de 13 à 20 fils,3,Sans lien avec la porcelaine,543223,non
toile teinte de 8 à 13 fils,2,Sans lien avec la porcelaine,543223,non
toile teinte de moins de 8 fils,2,Sans lien avec la porcelaine,543223,non
toile tissée,1,Sans lien avec la porcelaine,543223,non
toile tissée très fin,1,Sans lien avec la porcelaine,543223,non
toile treillis,25,Sans lien avec la porcelaine,543223,non
toile vernante,13,Sans lien avec la porcelaine,543223,non
toile vernie,1,Sans lien avec la porcelaine,543223,non
toile Vimoutiers,3,Sans lien avec la porcelaine,543223,non
toile Vitré,2,Sans lien avec la porcelaine,543223,non
toilettes,8,Sans lien avec la porcelaine,543223,non
toilettes blanches de lin,1,Sans lien avec la porcelaine,543223,non
toilettes brodées de soie,1,Sans lien avec la porcelaine,543223,non
toilettes d'acajou,1,,6813,non
toilettes de bois,1,Sans lien avec la porcelaine,543223,non
toilettes de bois de Chine,1,Sans lien avec la porcelaine,543223,non
toilettes de bois verni,1,Sans lien avec la porcelaine,543223,non
toilettes de Valenciennes,2,Sans lien avec la porcelaine,543223,non
toilettes façon Chine,1,Sans lien avec la porcelaine,543223,non
toilettes grises de lin,1,Sans lien avec la porcelaine,543223,non
toilettes pour femme,20,Sans lien avec la porcelaine,543223,non
toilettes vernie de Chine,1,,6813,non
tôle,1,Sans lien avec la porcelaine,543223,non
tôle de fer,585,Sans lien avec la porcelaine,543223,non
tôle de fer laminé ou platiné,2,Sans lien avec la porcelaine,543223,non
tôle de fer noir laminé ou platiné,6,Sans lien avec la porcelaine,543223,non
tôle de fer simple,2,Sans lien avec la porcelaine,543223,non
tôle de fer-blanc,2,Sans lien avec la porcelaine,543223,non
tôle double de fer,2,Sans lien avec la porcelaine,543223,non
tôle en platines vernies,1,Sans lien avec la porcelaine,543223,non
tombas,1,Sans lien avec la porcelaine,543223,non
tombe de marbre,1,Sans lien avec la porcelaine,543223,non
tombeaux,4,Sans lien avec la porcelaine,543223,non
tombeaux de marbre,2,Sans lien avec la porcelaine,543223,non
tombereaux,18,Sans lien avec la porcelaine,543223,non
tombereaux et voitures,2,Sans lien avec la porcelaine,543223,non
tondelle,1,Sans lien avec la porcelaine,543223,non
tondures de drap,4,Sans lien avec la porcelaine,543223,non
tonneaux,3,Sans lien avec la porcelaine,543223,non
tonneaux à l'eau cerclés de fer,2,Sans lien avec la porcelaine,543223,non
tonneaux cercles de bois,17,Sans lien avec la porcelaine,543223,non
tonneaux cercles de fer,8,Sans lien avec la porcelaine,543223,non
tonneaux cerclés de fer,7,Sans lien avec la porcelaine,543223,non
tonneaux cuvelles et futailles,2,Sans lien avec la porcelaine,543223,non
tonneaux neufs,1,Sans lien avec la porcelaine,543223,non
tonneaux vides,14,Sans lien avec la porcelaine,543223,non
tonneaux vieux,1,Sans lien avec la porcelaine,543223,non
topazes bruts,1,Sans lien avec la porcelaine,543223,non
topazes taillés,2,Sans lien avec la porcelaine,543223,non
toques,2,Sans lien avec la porcelaine,543223,non
tortue,3,Sans lien avec la porcelaine,543223,non
tortue marinée et salée,1,Sans lien avec la porcelaine,543223,non
tortues vivantes et volailles,6,Sans lien avec la porcelaine,543223,non
touques de grès,4,Sans lien avec la porcelaine,543223,non
touques petites,1,Sans lien avec la porcelaine,543223,non
tourbe,9,Sans lien avec la porcelaine,543223,non
toures,1,Sans lien avec la porcelaine,543223,non
tournebres,1,Sans lien avec la porcelaine,543223,non
tournebroche,18,Sans lien avec la porcelaine,543223,non
tournes-viandes,1,Sans lien avec la porcelaine,543223,non
tournesol,287,Sans lien avec la porcelaine,543223,non
tournesol apprêté,2,Sans lien avec la porcelaine,543223,non
tournesol en drapeau,8,Sans lien avec la porcelaine,543223,non
tournesol en herbes,2,Sans lien avec la porcelaine,543223,non
tournesol en pain,9,Sans lien avec la porcelaine,543223,non
tournesol et d'acmail,1,Sans lien avec la porcelaine,543223,non
tourons,40,Sans lien avec la porcelaine,543223,non
tourons d'Espagne,2,Sans lien avec la porcelaine,543223,non
tours,1,Sans lien avec la porcelaine,543223,non
tours à barriques,1,Sans lien avec la porcelaine,543223,non
tours à filer,15,Sans lien avec la porcelaine,543223,non
tours à filer de bois,1,Sans lien avec la porcelaine,543223,non
tours à guillocher,1,Sans lien avec la porcelaine,543223,non
tours de col,3,,6813,non
tours de lit de bourre,10,Sans lien avec la porcelaine,543223,non
tours de pin,1,Sans lien avec la porcelaine,543223,non
tours pour tourneur,1,Sans lien avec la porcelaine,543223,non
tourteaux de graines grasses,4,Sans lien avec la porcelaine,543223,non
tourteaux de graines oléagineuses,3,Sans lien avec la porcelaine,543223,non
toutenague,40,Sans lien avec la porcelaine,543223,non
train de cabriolet,1,Sans lien avec la porcelaine,543223,non
train de carrosses,2,Sans lien avec la porcelaine,543223,non
trait d'argent et d'or,2,Sans lien avec la porcelaine,543223,non
trait d'or,3,Sans lien avec la porcelaine,543223,non
tramail,4,Sans lien avec la porcelaine,543223,non
traques de cuir,1,Sans lien avec la porcelaine,543223,non
traverses,1,,6813,non
travettes,1,Sans lien avec la porcelaine,543223,non
travettes de bois,1,Sans lien avec la porcelaine,543223,non
travons,8,Sans lien avec la porcelaine,543223,non
travons de sapin,6,Sans lien avec la porcelaine,543223,non
travout,1,Sans lien avec la porcelaine,543223,non
trèfle,1,Sans lien avec la porcelaine,543223,non
treillis,95,Sans lien avec la porcelaine,543223,non
treillis bougrand et canevas,4,Sans lien avec la porcelaine,543223,non
treillis d'Allemagne,3,Sans lien avec la porcelaine,543223,non
treillis gommé,5,Sans lien avec la porcelaine,543223,non
treillis non lustré,1,Sans lien avec la porcelaine,543223,non
treillis peint,1,Sans lien avec la porcelaine,543223,non
tremille,1,Sans lien avec la porcelaine,543223,non
trenelle,1,Sans lien avec la porcelaine,543223,non
trenelle d'Espagne,2,Sans lien avec la porcelaine,543223,non
trenelle d'espars,47,Sans lien avec la porcelaine,543223,non
trenelle de jonc,2,Sans lien avec la porcelaine,543223,non
trépan,1,,6813,non
trépan de marbre,1,,6813,non
trépieds,1,Sans lien avec la porcelaine,543223,non
trépieds de fer,1,Sans lien avec la porcelaine,543223,non
tresse d'argent,2,Sans lien avec la porcelaine,543223,non
tresse d'argent et d'or,9,Sans lien avec la porcelaine,543223,non
tresse d'or,5,Sans lien avec la porcelaine,543223,non
tresse de fil,4,Sans lien avec la porcelaine,543223,non
tresse de fleures,1,Sans lien avec la porcelaine,543223,non
tresse de fleuret,6,Sans lien avec la porcelaine,543223,non
tresse de jonc,1,Sans lien avec la porcelaine,543223,non
tresse de laine,3,Sans lien avec la porcelaine,543223,non
tresse de laine 30 lignes,1,Sans lien avec la porcelaine,543223,non
tresse de lin,1,Sans lien avec la porcelaine,543223,non
tresse de soie,15,Sans lien avec la porcelaine,543223,non
tréteaux de chêne de 6 pouces,1,Sans lien avec la porcelaine,543223,non
tricots,3,Sans lien avec la porcelaine,543223,non
tricots chinés de 6 aunes,1,Sans lien avec la porcelaine,543223,non
tricots de coton,2,Sans lien avec la porcelaine,543223,non
tricots de coton et tricots de fil,1,Sans lien avec la porcelaine,543223,non
tricots de fil,2,Sans lien avec la porcelaine,543223,non
tricots de laine,1,Sans lien avec la porcelaine,543223,non
tricots de laine en bonneterie,1,Sans lien avec la porcelaine,543223,non
tricots de soie,3,Sans lien avec la porcelaine,543223,non
trictrac,4,Sans lien avec la porcelaine,543223,non
triomphante,1,Sans lien avec la porcelaine,543223,non
tripe,3,Sans lien avec la porcelaine,543223,non
tripe d'huîtres,1,Sans lien avec la porcelaine,543223,non
