marchandises,marchandises_norm_ortho,état_du_travail,nbr_occurences_marchandises
3///Matières premières///Noix de galle,matières premières noix de galle,,1
3///Matières premières///Noix de Galle,matières premières noix de galle,,1
3///Matières premières///Rocou,matières premières rocou,,1
3///Matières premières///Saffranum,matières premières safranum,,1
3///Matières premières///Verdet,matières premières verdet,,1
3///Subsistances///Articles réunis,subsistances articles réunis,,1
3///Subsistances///Canelle,subsistances cannelle,,1
3///Subsistances///Eiceries diverses,subsistances épicerie diverse,,1
3///Subsistances///Epiceries,subsistances épicerie,,1
3///Subsistances///Epiceries diverses,subsistances épicerie diverse,,1
3///Subsistances///Epiceries Diverses,subsistances épicerie diverse,,1
3///Subsistances///Giroffle,subsistances girofle,,1
3///Subsistances///Girofle,subsistances girofle,,1
3///Subsistances///Muscade,subsistances muscade,,1
3///Subsistances///Poivre,subsistances poivre,,1
3///Suite des matières premières///Alun,suite des matières premières alun,,1
3///Suite des matières premières///Azur,suite des matières premières azur,,1
3///Suite des matières premières///Céruse,suite des matières premières céruse,,1
3///Suite des matières premières///Cochenille,suite des matières premières cochenille,,1
3///Suite des matières premières///Drogues diverses réunies,suite des matières premières drogues diverses réunies,,1
3///Suite des matières premières///Garance,suite des matières premières garance,,1
3///Suite des matières premières///Indigo,suite des matières premières indigo,,1
3///Suite des matières premières///Noix de galle,suite des matières premières noix de galle,,1
3///Suite des matières premières///Rocou,suite des matières premières rocou,,1
Abacir,abassis,,1
Abafine,abassis,,1
abassis,abassis,,1
Abassis,abassis,,1
abats,abats,,1
Abats,abats,,1
Abbatis de morue,abattis de morue,,1
Abricots confits,abricots confits,,1
acacia,acacia,,1
Acacia,acacia,,1
Acacia ; germanica,acacia germanica,,1
Acaciavera,acacia vera,,1
Accacia,acacia,,1
Accorus,acorus,,1
Acétate ; de cuivre ; cristallisé,acétates de cuivre cristallisé,,1
Acétate ; de cuivre ; non cristallisé,acétates de cuivre non cristallisé,,1
Acétate ; de fer,acétates de fer,,1
Acétate ; de plomb,acétates de plomb,,1
Acétate ; Sel d'étain,acétates de sel d'étain,,1
Acétates ; de cuivre ; cristallisé (verdet),acétates de cuivre cristallisé (verdet),,1
Acétates ; de cuivre ; non cristallisé (vert-de-gris) sec,acétates de cuivre non cristallisé (vert de gris) sec,,1
"Acétates ; de cuivre, non cristallisé et cristallisé (verdet)",acétates de cuivre non cristallisés et cristallisés (verdet),,1
Acétates ; de fer,acétates de fer,,1
Acétates ; de plomb,acétates de plomb,,1
Acétates ; de plomb (sel de saturne),acétates de plomb sel de Saturne,,1
Acétates ; de plomb (Sel de Saturne),acétates de plomb sel de Saturne,,1
Acétates ; de potasse et de soude,acétates de potasse et de soude,,1
Achia,achia,,1
achiabanis,aluchiabanis,,1
Acide ; arsenieux,acide arsenieux,,1
Acide ; benzoïque,acide benzoïque,,1
Acide ; borique,acide borique,,1
Acide ; borique et benzoïque,acide borique et benzoïque,,1
Acide ; citrique,acide citrique,,1
Acide ; muriatique,acide muriatique,,1
Acide ; nitrique,acide nitrique,,1
Acide ; oxalique,acide oxalique,,1
Acide ; phosphorique,acide phosphorique,,1
Acide ; succinique,acide succinique,,1
Acide ; sulfurique,acide sulfurique,,1
Acide ; tartrique,acide tartrique,,1
Acide arsenieux (Arsenic blanc),acide arsenieux (acide blanc),,1
Acides ; arsenieux,acide arsenieux,,1
Acides ; arsenieux (arsenic blanc),acide arsenieux (acide blanc),,1
Acides ; boriques,acide borique,,1
"Acides ; citrique, tartrique, oxalique","acide citrique, muriatique et phosphorique",,1
"Acides ; citriques, tartriques, oxaliques",acide citrique et tartrique et oxalique,,1
Acides ; muriatiques et nitromuriatiques,acide muriatique et nitro-muriatique,,1
Acides ; nitriques,acide nitrique,,1
"Acides ; phosphoriques, benzoïques",acide phosphorique et benzoïque,,1
"Acides ; sulfurique (acide vitriolique, esprit ou huile de vitriol)","acide sulfurique (acide vitriolique, esprit ou huile de vitriol)",,1
Acides ; sulfuriques,acide sulfurique,,1
"Acides : nitriques, muriatique et phosphorique","acide nitrique, muriatique et phosphorique",,1
acier,acier,,1
Acier,acier,,1
Acier ; brut,acier brut,,1
Acier ; en barres,acier en barres,,1
Acier ; ouvré,acier ouvré,,1
Acier brun,acier brun,,1
Acier brut,acier brut,,1
Acier commun,acier commun,,1
Acier en barre,acier en barres,,1
Acier en barres,acier en barres,,1
Acier en bottes pour la Compagnie des Indes,acier en bottes pour la Compagnie des Indes,,1
Acier non ouvré,acier non ouvré,,1
Acier ouvré,acier ouvré,,1
Aciers,acier,,1
Acobille,agobille,"graphie ""acobille"" vérifiée sur scan original",1
Acon,acons,,1
Acons ; de selle,arçons de selles,,1
Acons ; démontés,acons démontés,,1
Acons ; en gabares ; démontés,acons en gabares démontés,,1
Acons démonté,acons démontés,,1
Acons demontés,acons démontés,,1
Acons démontés,acons démontés,,1
Acons gabares démontés,acons gabares démontés,,1
Acors demontés,acons démontés,,1
Acorus,acorus,,1
Acuirson,acuirson,,1
adatays,adatais,,1
Adatays,adatais,,1
Adatis,adatais,,1
Adoises,ardoise,,1
Aeuf,auf,,1
Affuts,affûts,,1
Affuts ; de canon,affûts de canons,,1
Affuts ; de fusils,affûts de fusils,,1
Affuts de bois,affûts de bois,,1
affuts de canon,affûts de canons,,1
Affuts de canon,affûts de canons,,1
Affuts de canons,affûts de canons,,1
Affûts de canons,affûts de canons,,1
Affuts de fer,affûts de fer,,1
Afust de fut a canon,affûts de fûts à canons,,1
Afut de canon,affûts de canons,,1
Agacia,acacia,,1
agaric,agaric,,1
Agaric,agaric,,1
Agaric ; Amadouvier,agaric amadouvier,,1
Agaric ; amadouvier ; brut,agaric amadouvier brut,,1
Agaric ; Amadouvier ; brut,agaric amadouvier brut,,1
Agaric ; amadouvier ; préparé (amadou),agaric amadouvier préparé (amadou),,1
Agaric ; Amadouvier ; préparé. - Amadou,agaric amadouvier préparé (amadou),,1
Agaric ; de mélèse,agaric de mélèze,,1
Agaric ; du mélèse,agaric de mélèze,,1
Agaric amadouvier,agaric amadouvier,,1
"Agaric amadouvier, brut et préparé",agaric amadouvier brut et préparé,,1
Agaric brut et préparé,agaric brut et préparé,,1
Agaric de mélèse,agaric de mélèze,,1
Agaric fin,agaric fin,,1
Agaric gros,agaric gros,,1
Agaric-Amadrouvier. - préparé,agaric amadouvier préparé,,1
agarics,agaric,,1
Agarie,agaric,,1
"Agarie amadouvier, brut et préparé",agaric amadouvier brut et préparé,,1
Agates ; brutes,agate brute,,1
Agates ; ouvrées,agate ouvrée,,1
Agates ; ouvrées ; autres que chiques,agate ouvrée et autre que chique,,1
Agates ; ouvrées ; chiques,agate ouvrée et chique,,1
agates fins,agate fine,,1
Agathe,agate,,1
Agathe pierre,agate pierre,,1
agats montés,agate montée,,1
Agent vif,argent vif,,1
agneaux,agneaux,,1
Agneaux,agneaux,,1
Agneaux en vie,agneaux en vie,,1
agneaux et cabrits,agneaux et cabris,,1
agnelines et crottelins,agnelines et crottelins,,1
agourats de bois,agoutals de bois,,1
Agoutals,agoutals,,1
Agoutals de bois,agoutals de bois,,1
agoutats,agoutals,,1
Agrais ; de navires,agrès de navire,,1
Agrais de navire,agrès de navire,,1
Agréémens or et argent,agrément or et argent,,1
Agremens,agrément,,1
Agrémens,agrément,,1
Agrémens ; au quart,agrément au quart,,1
Agrémens ; auquart,agrément au quart,,1
Agrémens ; de fil,agrément de fil,,1
Agrémens ; de fleurs,agrément de fleur,,1
Agremens ; de soye,agrément de soie,,1
Agrémens ; de soye,agrément de soie,,1
Agremens ; de soye et d'argent,agrément de soie et d'argent,,1
Agremens ; de soye et fil,agrément de soie et fil,,1
Agremens ; de soye or et argent faux,agrément de soie or et argent faux,,1
Agremens ; or et argent,agrément or et argent,,1
Agrémens ; or et argent,agrément or et argent,,1
Agremens de soye,agrément de soie,,1
Agrêmens soye et fil,agrément soie et fil,,1
Agrémens; d'argent,agrément d'argent,,1
Agrémens; de fil,agrément de fil,,1
Agremens; de soye,agrément de soie,,1
Agrement ; au quart,agrément au quart,,1
Agrément ; d'argent,agrément d'argent,,1
Agrément ; de fil,agrément de fil,,1
Agrement ; de soye,agrément de soie,,1
Agrément ; de soye,agrément de soie,,1
Agrement de Soye,agrément de soie,,1
Agrements,agrément,,1
Agréments,agrément,,1
Agrements ; d'or,agrément d'or,,1
Agrements ; de fil,agrément de fil,,1
Agrements ; de soye,agrément de soie,,1
Agréments ; de soye,agrément de soie,,1
Agréments ; or et arg,agrément or et argent,,1
Agrements ; or et argent,agrément or et argent,,1
Agrements de fil,agrément de fil,,1
Agrements de soye,agrément de soie,,1
Agréments de soye,agrément de soie,,1
Agrés ; de navire,agrès de navire,,1
Agrès ; de navire,agrès de navire,,1
Agrès ; de navire ; en voiles,agrès de navire en voile,,1
Agrès de navire,agrès de navire,,1
Agrès de navire (jeux de voile),agrès de navire jeux de voile,,1
Agrès de navires,agrès de navire,,1
Agrès de vaisseaux,agrès de vaisseaux,,1
Agrés et aparaux d'or navise,agrès et apparaux d'or navire,,1
Agrès et apparaux,agrès et apparaux,,1
Agrès et jeux de voiles,agrès de navire et jeux de voile,,1
Agrès et voiles de navire,agrès et voiles de navire,,1
Agrets,agrès,,1
agur commun,azur commun,,1
Aiglefin,églefin,,1
aigles,aigles,,1
Aigre ; de cidre,aigre de cèdre,,1
Aigre ; de vitriol,aigre de vitriol,,1
Aigre de cedra,aigre de cèdre,,1
Aigre de cedre,aigre de cèdre,,1
Aigre de cidre,aigre de cidre,,1
aigre de vitriol,aigre de vitriol,,1
Aigre de vitriol,aigre de vitriol,,1
Aigrettes,aigrettes,,1
Aiguiles,aiguilles,,1
Aiguiles a coudre,aiguilles à coudre,,1
Aiguille,aiguilles,,1
Aiguille ; a voile,aiguilles à voile,,1
Aiguille a coude,aiguilles à coudre,,1
Aiguille a coudre,aiguilles à coudre,,1
Aiguille A coudre,aiguilles à coudre,,1
Aiguille à coudre,aiguilles à coudre,,1
Aiguille A Toile,aiguilles à toile,,1
aiguille à voile,aiguilles à voile,,1
aiguilleot,,,1
Aiguiller,aiguilles,,1
Aiguiller a coudre,aiguilles à coudre,,1
aiguilles,aiguilles,,1
Aiguilles,aiguilles,,1
Aiguilles ; a coudre,aiguilles à coudre,,1
Aiguilles ; à coudre,aiguilles à coudre,,1
Aiguilles ; a voile,aiguilles à voile,,1
Aiguilles ; à voile,aiguilles à voile,,1
Aiguilles ; a voiles,aiguilles à voile,,1
aiguilles a coudre,aiguilles à coudre,,1
Aiguilles a coudre,aiguilles à coudre,,1
Aiguilles à coudre,aiguilles à coudre,,1
Aiguilles a coudres,aiguilles à coudre,,1
Aiguilles A coudres,aiguilles à coudre,,1
Aiguilles a ralingues,aiguilles à ralingue,,1
aiguilles a voile,aiguilles à voile,,1
aiguilles a Voile,aiguilles à voile,,1
Aiguilles a voile,aiguilles à voile,,1
Aiguilles a Voile,aiguilles à voile,,1
aiguilles à voile,aiguilles à voile,,1
Aiguilles à voile,aiguilles à voile,,1
aiguilles a voiles,aiguilles à voile,,1
Aiguilles a voiles,aiguilles à voile,,1
aiguilles a voille,aiguilles à voile,,1
Aiguilles a voille,aiguilles à voile,,1
Aiguilles ancile,aiguilles à voile,,1
aiguilles d'embaleur,aiguilles d'emballeur,,1
Aiguilles grosses,aiguilles grosses,,1
Aijemis,à jamis,,1
Ail,ails,,1
ail blanc à casé,ails blancs à casser,,1
Ailer,ailes,,1
Ailes,ailes,,1
ailes de fleaux,ailes de fléaux,,1
Ailes de moulin,ailes de moulins,,1
ailles,ailes,,1
Ailor,ailor,,1
ails,ails,,1
Ails,ails,,1
Aimant,aimant,,1
Ains,ains,,1
Ains ; a pêcher,ains à pêcher,,1
Ains ; à pescher,ains à pêcher,,1
ains a pecher,ains à pêcher,,1
Ains a pecher,ains à pêcher,,1
Ains a pêcher,ains à pêcher,,1
Ains à pecher,ains à pêcher,,1
ains à pêcher,ains à pêcher,,1
Ains à pêcher,ains à pêcher,,1
Ains a percher,ains à pêcher,,1
Ains a pescher,ains à pêcher,,1
ains à pescher,ains à pêcher,,1
Ains à pescher,ains à pêcher,,1
Ains et lignes à pêcher,ains et lignes à pêcher,,1
Ains et lignes a pescher,ains et lignes à pêcher,,1
