numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks,Droits totaux indiqués,Droits unitaires,unité pour les droits,quantité pour les droits,remarks pour les droits
119,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,3,Chapeaux a negres,Isles francoises Delamerique,1440,72,Douzaines,20,,,,,,
120,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,3,Chapeaux bordés,Isles francoises Delamerique,900,36,Pièces,25,,,,,,
121,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,3,Canena,Isles francoises Delamerique,150,300,Aunes,"0,5",,,,,,
122,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,3,Cartes a jouer,Isles francoises Delamerique,1494,83,grosses,18,,,,,,
123,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Culottes de couty,Isles francoises Delamerique,1050,300,Pièces,"3,5",,,,,,
124,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Cordage,Isles francoises Delamerique,20050,80200,Livres,"0,25",,,,,,
125,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Chaises de paille,Isles francoises Delamerique,72,48,En nombre,"1,5",,,,,,
126,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Chandelle,Isles francoises Delamerique,64449,153450,Livres,"0,42",,,,,,
127,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Cire jaune,Isles francoises Delamerique,135,100,Livres,"1,35",,,,,,
128,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Cuivre ouvré,Isles francoises Delamerique,20128,12580,Livres,"1,6",,,,,,
129,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Cuivre brut,Isles francoises Delamerique,21700,15500,Livres,"1,4",,,,,,
130,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Cloches de fonte,Isles francoises Delamerique,500,1,Estimée,500,,,,,,
131,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Cloches de fonte,Isles francoises Delamerique,0,1200,,0,Explication prix ?,,,,,
132,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Canons de fer,Isles francoises Delamerique,2600,26,Pièces,100,,,,,,
133,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Clouds de fer,Isles francoises Delamerique,9870,32900,Livres,"0,3",,,,,,
134,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Couperose,Isles francoises Delamerique,150,2500,Livres,"0,06",,,,,,
135,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Carreaux de terre,Isles francoises Delamerique,"313,6",19600,En nombre,"0,016",16 Livres le millier,,,,,
136,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Charbon de terre,Isles francoises Delamerique,400,2,Tonneaux,200,,,,,,
137,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Draperie fine,Isles francoises Delamerique,26620,2662,Livres,10,,,,,,
138,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Drap ecarlatte,Isles francoises Delamerique,91,"3,5",Aunes,26,,,,,,
139,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Drogues d'apoticaire,Isles francoises Delamerique,14550,4850,Livres,3,,,,,,
140,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Etoffe de soye,Isles francoises Delamerique,16000,400,Livres,40,,,,,,
141,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Etamine,Isles francoises Delamerique,450,150,Livres,3,,,,,,
142,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Epées d'argent doré,Isles francoises Delamerique,400,4,En nombre,100,estimation globale 400,,,,,
143,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Etain ouvré,Isles francoises Delamerique,1000,800,Livres,"1,25",,,,,,
144,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Flanelle,Isles francoises Delamerique,320,160,Aunes,2,,,,,,
145,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Fil de lin,Isles francoises Delamerique,6,1,Valeur,6,,,,,,
146,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Fil a voile,Isles francoises Delamerique,"24277,5",37350,Livres,"0,65",,,,,,
147,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Fontes de pistollet,Isles francoises Delamerique,36,12,Paires,3,doute sur le nom de la marchandise (fontes),,,,,
148,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Fayence,Isles francoises Delamerique,3560,8900,Livres,"0,4",,,,,,
149,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Fusils boucaniers,Isles francoises Delamerique,18560,580,Livres,32,,,,,,
150,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Fer ouvré,Isles francoises Delamerique,14900,59600,Livres,"0,25",,,,,,
151,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Fer de fonte ouvré,Isles francoises Delamerique,94110,627400,Livres,"0,15",,,,,,
152,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Fer en barres,Isles francoises Delamerique,2820,18800,Livres,"0,15",,,,,,
153,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Feuillard,Isles francoises Delamerique,11448,7632,Faix,"1,5",,,,,,
154,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Gans de soye,Isles francoises Delamerique,276,46,Paires,6,,,,,,
155,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Gans de peau,Isles francoises Delamerique,315,420,En nombre,"0,75",,,,,,
156,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Gaudron,Isles francoises Delamerique,1632,136,Barrils,12,,,,,,
157,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Graisse,Isles francoises Delamerique,630,1800,Livres,"0,35",,,,,,
158,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Habits complets neufs,Isles francoises Delamerique,2750,18,Estimés,0,2750 prix global de 2750 pour 18 pièces,,,,,
159,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Habits complets neufs,Isles francoises Delamerique,3360,28,Pièces,120,,,,,,
160,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,huile de poisson,Isles francoises Delamerique,475,1900,Livres,"0,25",,,,,,
161,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Lin en rame,Isles francoises Delamerique,44,200,Livres,"0,22",,,,,,
162,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,lames d'épée,Isles francoises Delamerique,48,24,Pièces,2,,,,,,
163,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Laton,Isles francoises Delamerique,210,150,Livres,"1,4",,,,,,
164,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Mercerie,Isles francoises Delamerique,261120,43520,Livres,6,,,,,,
165,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Marchandises melées,Isles francoises Delamerique,36,1,Valeur,36,,,,,,
166,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Mouchoirs,Isles francoises Delamerique,120,96,En nombre,"1,25",,,,,,
167,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Mane de calabre,Isles francoises Delamerique,680,85,Livres,8,,,,,,
168,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Marmites en fer,Isles francoises Delamerique,400,200,Pièces,2,,,,,,
169,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Meulles a fauce,Isles francoises Delamerique,984,328,Pièces,3,,,,,,
170,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Ozier,Isles francoises Delamerique,315,90000,En nombre,"0,0035",,,,,,
171,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Perruques,Isles francoises Delamerique,2125,85,Pièces,25,,,,,,
172,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Peaux de veaux tannées,Isles francoises Delamerique,888,444,En nombre,2,,,,,,
173,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Peaux de mouton,Isles francoises Delamerique,621,828,En nombre,"0,75",,,,,,
174,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Papier,Isles francoises Delamerique,4090,818,Rames,5,,,,,,
175,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Peaux de Roussy,Isles francoises Delamerique,300,300,Pièces,1,,,,,,
176,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Parasols,Isles francoises Delamerique,120,24,Pièces,5,,,,,,
177,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Porcelaine,Isles francoises Delamerique,800,200,Livres,4,,,,,,
178,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Pipes a fumer,Isles francoises Delamerique,4500,1500,grosses,3,,,,,,
179,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Poudres a poudrer,Isles francoises Delamerique,"37,5",150,Livres,"0,25",,,,,,
180,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Potin,Isles francoises Delamerique,3300,3000,Livres,"1,1",,,,,,
181,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Pistolets,Isles francoises Delamerique,810,27,Paires,30,,,,,,
182,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Plomb en grenaille,Isles francoises Delamerique,8625,34500,Livres,"0,25",,,,,,
183,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Plomb en saumon,Isles francoises Delamerique,2576,11200,Livres,"0,23",,,,,,
184,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Poudre a tirer,Isles francoises Delamerique,"15052,5",11150,Livres,"1,35",,,,,,
185,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Poids de fer,Isles francoises Delamerique,120,1200,Livres,"0,1",,,,,,
186,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Planches de sapin de 18 pieds,Isles francoises Delamerique,1170,600,Pièces,"0,3",990 planches de 18 pieds Erreur de calcul ?,,,,,
187,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Quincaille,Isles francoises Delamerique,13250,13250,Livres,1,,,,,,
188,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Robes de taffetas,Isles francoises Delamerique,150,3,Pièces,50,,,,,,
189,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Serviettes,Isles francoises Delamerique,1440,864,En nombre,"1,6666667",erreur d'écriture 72 livres marqué ?,,,,,
190,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,4,Serviettes,Isles francoises Delamerique,3165,2532,En nombre,"1,25",,,,,,
191,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Siamoise,Isles francoises Delamerique,4400,1100,Livres,4,,,,,,
192,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Siamoise,Isles francoises Delamerique,85,34,Aunes,"2,5",,,,,,
193,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Sennes a pescher,Isles francoises Delamerique,20,2,Pièces,10,,,,,,
194,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Souliers,Isles francoises Delamerique,63630,21210,Paires,3,,,,,,
195,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Selles de cheval,Isles francoises Delamerique,4750,170,Pièces,25,500 erreur d'écriture ?,,,,,
196,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Savon,Isles francoises Delamerique,21728,67900,Livres,"0,32",,,,,,
197,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Suif,Isles francoises Delamerique,4500,12500,Livres,"0,36",,,,,,
198,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Salsepareille,Isles francoises Delamerique,4125,1650,Livres,"2,5",,,,,,
199,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Taffetas,Isles francoises Delamerique,2000,11,Pièces,0,2000 11 pièces estimées en lot à 2000,,,,,
200,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Taffetas,Isles francoises Delamerique,768,192,Aunes,4,,,,,,
201,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Toille de Bretagne,Isles francoises Delamerique,28432,14216,Aunes,2,,,,,,
202,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Toille Desaintonge,Isles francoises Delamerique,121138,121138,Aunes,1,,,,,,
203,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Toille Dholande,Isles francoises Delamerique,2000,500,Aunes,4,,,,,,
204,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Toille Decoton,Isles francoises Delamerique,10260,3420,Aunes,3,,,,,,
205,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Tabatieres,Isles francoises Delamerique,550,6,En nombre,0,550 6 pièces estimées en lot à 550,,,,,
206,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Tournesol,Isles francoises Delamerique,800,2000,Livres,"0,4",,,,,,
207,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Tuilles,Isles francoises Delamerique,1500,100000,En nombre,"0,015",,,,,,
208,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1730,Exports,Bordeaux,5,Verres a boire,Isles francoises Delamerique,750,15,Barriques,50,,,,,,
209,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Eau de vie,Angleterre,129415,2353,Barriques,55,,0,20,Barriques,2353,-47060 droits non indiqués
210,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Pruneaux,Angleterre,6700,134000,Livres,"0,05",,0,"0,0155",Livres,134000,-2077 Droits non indiqués
211,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Peaux de chevreau,Angleterre,10000,12500,Livres,"0,8",,,,,,
212,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Vin de haut,Angleterre,29400,245,Tonneaux,120,,0,"11,45",Tonneaux,245,"-2805,25 Droits non indiqués"
213,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Vin de ville,Angleterre,459990,5111,Tonneaux,90,,0,"20,3583333",Tonneaux,5111,"-104051,44 Droits non indiqués"
214,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Vinaigre,Angleterre,12780,142,Tonneaux,90,,0,15,Tonneaux,142,-2130 droits non indiqués
215,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Chataignes,Hollande,12310,2462,Boisseaux,5,,,,,,
216,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Fromage d'auvergne,Hollande,"37,5",150,Livres,"0,25",,,,,,
217,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Eau de vie,Hollande,183810,3342,Barriques,55,,0,20,Barriques,3342,-66840 Droits non indiqués
218,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Graine de jardin,Hollande,450,30,Boisseaux,15,,,,,,
219,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Graine de moutarde,Hollande,216,36,Boisseaux,6,,,,,,
220,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,1,Graine de lin,Hollande,33080,6616,Boisseaux,5,,,,,,
221,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Indigo,Hollande,"117348,5",40465,Livres,"2,9",,,,,,
222,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Liege,Hollande,1950,7500,Livres,"0,26",,,,,,
223,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Miel,Hollande,2890,34000,Livres,"0,085",,0,"0,00525",Livres,34000,"-178,5 Droits non indiqués"
224,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Pruneaux,Hollande,"119407,5",2388150,Livres,"0,05",,0,"0,0155",Livres,2388150,"-37016,33 Droits non indiqués"
225,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Pois secs,Hollande,2244,374,Boisseaux,6,,,,,,
226,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Papier,Hollande,30850,6170,Rames,5,,0,"0,15",Rames,6170,"-925,5 Droits non indiqués"
227,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Sucre terré,Hollande,433696,1355300,Livres,"0,32",,,,,,
228,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Sucre teste de forme,Hollande,185570,843500,Livres,"0,22",,,,,,
229,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Sucre brut,Hollande,483172,3019825,Livres,"0,16",,,,,,
230,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Sirop de sucre,Hollande,84500,845,Pièces,100,,,,,,
231,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Therebentine,Hollande,2048,12800,Livres,"0,16",,,,,,
232,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Vin de haut,Hollande,1941960,16183,Tonneaux,120,,0,"11,45",Tonneaux,16183,"-185295,35 Droits non indiqués"
233,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Vin de ville,Hollande,1183590,13151,Tonneaux,90,,0,"20,3583333",Tonneaux,13151,"-267732,44 Droits non indiqués"
234,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Vin de Blaye,Hollande,17000,340,Tonneaux,50,,0,"20,3583333",Tonneaux,340,"-6921,83 Droits non indiqués"
235,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Vinaigre,Hollande,35370,393,Tonneaux,90,,0,15,Tonneaux,393,-5895 Droits non indiqués
236,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Beurre,Nord,1725,7500,Livres,"0,23",,,,,,
237,Pascal Fontaine,AD 33 C4386,Local/Bordeaux/Bordeaux - Sorties - 1730-1778 (-).csv,Local,1732,Exports,Bordeaux,2,Eau de vie,Nord,147785,2687,Barriques,55,,0,20,Barriques,2687,-53740 Droits non indiqués
