marchandises_normalisees	marchandises_simplifiées	SITC_rev1	SITC_rev2	remarques_marchandises	sitc1digit	sitc18thc	alternativenames	marchandises_pour_graphe_RG
Terre ; de grès	Terre	2	2					
Terre ; de monnaie	Terre	2	2					
Terre ; de mulardeau	Terre	2	2		2	2		
Terre ; de plomb	Terre	2	2					
Terre ; de porcelaine	Terre	2	2					
Terre ; de rocou	Terre	5	5					
Terre ; de Rome	Terre	2	2		2	2		
Terre ; de Rouen	Terre	5	5		5	5		
Terre ; de Vérone	Terre	2	2					
Terre ; de verrerie	Terre	2	2					...
Terre ; dite souda	Terre	5	5		5	5		
Terre ; diverses	Terre	2	2					
Terre ; glaise	Terre	2	2					
Terre ; grasse	Terre	2	2					
Terre ; houille	Terre	3	3		3	3		
Terre ; jaune	Terre	2	2					
Terre ; jaune ou herbe à teindre	Terre	2	2	terre jaune	5	5	terre jaune	
Terre ; manganèse	Terre	2	2					
Terre ; noire	Terre	2	2					
Terre ; pour verreries	Terre	2	2		2	2		
Terre ; pourrie	Terre	2	2					
Terre ; pourrie	Terre	2	2					
Terre ; Pozolane	Terre	2	2					...
Terre ; rouge	Terre	2	2					
Terre ; segillé	Terre	2	2					
Terre ; Séguillée	Terre	2	2					
Terre ; verte	Terre	5	5		5	5		
Terre ; de Satine	Terre	2	2					
Terrerie	Terrerie	2	2					...
Terriers ; de fer	Terriers ; de fer	…	…					
Têtes ; à perruques	Têtes ; à perruques	…	…					
Têtes ; de carabé	Têtes ; de carabé	…	…					
Têtes ; de cuir en poil	Têtes ; de cuir en poil	…	…					
Thé	Thér	0	0b					
Théières	Théières	6	6					
Théières ; de métal	Théières ; de métal	6	6					
Thépays	Thépays	0	0b					
Thérebentine	Thérebentine	5	5		5	5		
Thériaque	Thériaque	5	5					
Thermomètre	Thermomètre	8	8					
Thon	Poisson	0	0a					
Thon ; frais	Poisson	0	0a					
Thon ; mariné	Poisson	0	0a					
Thon ; salé	Poisson	0	0a					
Thon ; thonine	Poisson	0	0a					
Tiers ; à tonneaux	Tiers ; à tonneaux	6	6					…
Tiretaine	Tiretaine	6	6b	Etoffe de laine et fils (Savary)				...
Tiretaine et miselaine	Tiretaine	6	6b		6	6b		
Toile ; des Indes ; mousseline	Toile	6	6a					linens
Toile	Toile	6	6					
Toile ; à bas	Toile	6	6					
Toile ; à bats	Toile	6	6					
Toile ; à canevas	Toile	6	6a					
Toile ; à carreaux	Toile	6	6a					
Toile ; à doubler	Toile	6	6a					
Toile ; à matelas	Toile	6	6a					linens
Toile ; à nappe	Toile	6	6a					
Toile ; à paillasse	Toile	6	6a					
Toile ; à pavillon	Toile	6	6a					
Toile ; à peindre	Toile	6	6a		6	6a		
Toile ; à sac	Toile	6	6a					
Toile ; à sacquette dite talette	Toile	6	6a		6	6a		
Toile ; à serviette	Toile	6	6a					
Toile ; à serviettes	Toile	6	6a					linens
Toile ; à tamis	Toile	6	6a		6	6		
Toile ; à tapisser	Toile	6	6a		6	6a		
Toile ; à voile	Toile	6	6a					
Toile ; abat	Toile	6	6a					
Toile ; ardoisée et rayonnée	Toile	6	6a		6	6a		
Toile ; assorties	Toile	6	6a					
Toile ; au lait	Toile	6	6a					linens
Toile ; au lait ; lin	Toile	6	6a					
Toile ; baptiste	Toile	6	6a					
Toile ; barriere	Toile	…	…					
Toile ; basin	Toile	6	6d					
Toile ; batiste	Toile	6	6a					linens
Toile ; beaudille	Toile	…	…					
Toile ; Bem ; A voile	Toile	…	…					
Toile ; Bem ; De Vimoutiers	Toile	…	…					
Toile ; beurriere	Toile	…	…					
Toile ; blancard	Toile	…	…					
Toile ; blanche	Toile	6	6a		6	6a		
Toile ; blanche ; de la Compagnie	Toile	6	6d					
Toile ; blanche ; ordinaire	Toile	6	6a					
Toile ; blanche ; ordinaire	Toile	6	6a					
Toile ; blanche et rouge	Toile	6	6a					linens
Toile ; blanche et teinte	Toile	6	6					
Toile ; bleue	Toile	6	6					
Toile ; boucassine	Toile	6	6a					linens
Toile ; bougran	Toile	6	6a					
Toile ; brochée	Toile	6	6					
Toile ; caisse	Toile	6	6					
Toile ; caladaris	Toile	6	6d					
Toile ; canevas	Toile	6	6a					
Toile ; ce chasse	Toile	6	6					
Toile ; Cholet	Toile	6	6					
Toile ; cirée	Toile	6	6a					linens
Toile ; cirée et lustrée	Toile	6	6a		6	6a		
Toile ; cirée et peinte	Toile	6	6a		6	6a		
Toile ; commune	Toile	6	6a					
Toile ; cordat	Toile	6	6					
Toile ; coton ; blanche	Toile	6	6d					
Toile ; cotray	Toile	6	6a					
Toile ; cottray	Toile	6	6a					
Toile ; coutil	Toile	6	6a					
Toile ; crée	Toile	6	6					
Toile ; cretonne	Toile	6	6					
Toile ; crise	Toile	6	6a					
Toile ; crue	Toile	6	6a					
Toile ; crüe	Toile	6	6a					
Toile ; d'Agen	Toile	6	6					
Toile ; d'Allemagne	Toile	6	6					
Toile ; d'Aman	Toile	6	6d					
Toile ; d'amant	Toile	6	6d					
Toile ; d'Amat	Toile	6	6d					
Toile ; d'Angers	Toile	6	6					
Toile ; d'Antal	Toile	6	6					
Toile ; d'antal	Toile	6	6					
Toile ; d'Antioche	Toile	6	6d					
Toile ; d'antioche	Toile	6	6d					
Toile ; d'azar	Toile	6	6					
Toile ; d'ecripe	Toile	6	6a					linens
Toile ; d'emballage	Toile	6	6					
Toile ; d'étoupe	Toile	6	6					
Toile ; d'étoupe ; de chanvre	Toile	6	6a					
Toile ; d'étoupe ; de lin	Toile	6	6a					
Toile ; d'étoupes et de chanvre	Toile	6	6		6	6		
Toile ; damassée	Toile	6	6a		6	6a		
Toile ; de 3 aunes pour nappes	Toile	6	6					
Toile ; de Barbesieux	Toile	6	6					
Toile ; de Barrois	Toile	6	6					
Toile ; de Barrois	Toile	6	6					
Toile ; de Bretagne	Toile	6	6a					linens
Toile ; de Bretagne ; à carreaux	Toile	6	6a					
Toile ; de Bretagne ; à voile	Toile	6	6a					
Toile ; de Bretagne ; bas brin	Toile	6	6a					linens
Toile ; de Bretagne ; blanche	Toile	6	6a					
Toile ; de Bretagne ; cirée	Toile	6	6a					
Toile ; de Bretagne ; crée large	Toile	6	6a					
Toile ; de Bretagne ; crue	Toile	6	6a					
Toile ; de Bretagne ; d'anne	Toile	6	6a					
Toile ; de Bretagne ; d'aune	Toile	6	6a					
Toile ; de Bretagne ; d'Olonne	Toile	6	6a					
Toile ; de Bretagne ; de balle	Toile	6	6a					
Toile ; de Bretagne ; de bas brin	Toile	6	6a					
Toile ; de Bretagne ; de Boutdave	Toile	6	6a					
Toile ; de Bretagne ; de Boutivy	Toile	6	6a					
Toile ; de Bretagne ; de brin	Toile	6	6a					
Toile ; de Bretagne ; de chanvre	Toile	6	6a					
Toile ; de Bretagne ; de Combourg	Toile	6	6a					linens
Toile ; de Bretagne ; de couleur	Toile	6	6a					
Toile ; de Bretagne ; de Dinant	Toile	6	6a					
Toile ; de Bretagne ; de Fils	Toile	6	6a					
Toile ; de Bretagne ; de Fougere	Toile	6	6a					
Toile ; de Bretagne ; de Fougère	Toile	6	6a					
Toile ; de Bretagne ; de fougère	Toile	6	6a					
Toile ; de Bretagne ; de halle	Toile	6	6a					
Toile ; de Bretagne ; de haut brin	Toile	6	6a					
Toile ; de Bretagne ; de hutte	Toile	6	6a					
Toile ; de Bretagne ; de Landerneau	Toile	6	6a					
Toile ; de Bretagne ; de Langernau	Toile	6	6a					
Toile ; de Bretagne ; de Languenan	Toile	6	6a					
Toile ; de Bretagne ; de Leon	Toile	6	6a					
Toile ; de Bretagne ; de Lombourg	Toile	6	6a					
Toile ; de Bretagne ; de Lucarnon	Toile	6	6a					
Toile ; de Bretagne ; de mantoncour	Toile	6	6a					
Toile ; de Bretagne ; de Mayenne	Toile	6	6a					
Toile ; de Bretagne ; de ménage	Toile	6	6a					
Toile ; de Bretagne ; de Montagne	Toile	6	6a					
Toile ; de Bretagne ; de Morlagne	Toile	6	6a					
Toile ; de Bretagne ; de Morlaix	Toile	6	6a					
Toile ; de Bretagne ; de Mortagne	Toile	6	6a					
Toile ; de Bretagne ; de Pontiny	Toile	6	6a					
Toile ; de Bretagne ; de Pontivy	Toile	6	6a					linens
Toile ; de Bretagne ; de Pouldavi	Toile	6	6a					
Toile ; de Bretagne ; de Pouldavy	Toile	6	6a					linens
Toile ; de Bretagne ; de Quintin	Toile	6	6a					
Toile ; de Bretagne ; de rondelette	Toile	6	6a					linens
Toile ; de Bretagne ; de rosconne	Toile	6	6a					
Toile ; de Bretagne ; de rousse	Toile	6	6a					
Toile ; de Bretagne ; de S Mais	Toile	6	6a					
Toile ; de Bretagne ; de Savigny	Toile	6	6a					
Toile ; de Bretagne ; de St Georges	Toile	6	6a					
Toile ; de Bretagne ; de St. Georges	Toile	6	6a					linens
Toile ; de Bretagne ; de Vimoutiers	Toile	6	6a					
Toile ; de Bretagne ; diverse	Toile	6	6a					
Toile ; de Bretagne ; diverses	Toile	6	6a					
Toile ; de Bretagne ; entre large	Toile	6	6a					
Toile ; de Bretagne ; étroite	Toile	6	6a					
Toile ; de Bretagne ; gracienne	Toile	6	6a					
Toile ; de Bretagne ; gris	Toile	6	6a					
Toile ; de Bretagne ; grise	Toile	6	6a					linens
Toile ; de Bretagne ; gros brin	Toile	6	6a					linens
Toile ; de Bretagne ; large	Toile	6	6a					
Toile ; de Bretagne ; ouvrée	Toile	6	6a					
Toile ; de Bretagne ; peinte	Toile	6	6a					
Toile ; de Bretagne ; raxonne	Toile	6	6a					
Toile ; de Bretagne ; rayée	Toile	6	6a					
Toile ; de Bretagne ; reforme	Toile	6	6a					
Toile ; de Bretagne ; rouge et bleue	Toile	6	6a					
Toile ; de Bretagne ; rousse	Toile	6	6a					
Toile ; de Bretagne ; serpillère	Toile	6	6a					
Toile ; de Bretagne ; vitrée	Toile	6	6a					
Toile ; de Bruges	Toile	6	6a		6	6a		
Toile ; de Cambrais	Toile	6	6a					
Toile ; de capiton	Toile	6	6					
Toile ; de chanvre	Toile	6	6a					
Toile ; de chanvre	Toile	6	6a					
Toile ; de chanvre ; ?	Toile	6	6a					
Toile ; de chanvre ; à voile	Toile	6	6a					
Toile ; de chanvre ; blanche	Toile	6	6a					
Toile ; de chanvre ; de coutil	Toile	6	6a					
Toile ; de chanvre ; diverse	Toile	6	6a					
Toile ; de chanvre ; diverses	Toile	6	6a					
Toile ; de chanvre ; fine	Toile	6	6a					
Toile ; de chanvre ; lerue	Toile	6	6a					
Toile ; de chanvre ; loutil	Toile	6	6a					
Toile ; de chanvre ; trillin	Toile	6	6a					linens
Toile ; de Château-Gontier	Toile	6	6a					linens
Toile ; de Cholet	Toile	6	6a					
Toile ; de Comté	Toile	6	6a					linens
Toile ; de cordat	Toile	6	6					
Toile ; de coton	Toile	6	6d					cotton
Toile ; de coton ; ?	Toile	6	6d					
Toile ; de coton ; basin	Toile	6	6d					
Toile ; de coton ; blanc	Toile	6	6d		6	6d		
Toile ; de coton ; blanche bas prix	Toile	6	6d		6	6d		
Toile ; de coton ; De piémont	Toile	6	6d					cotton
Toile ; de coton ; des Indes	Toile	6	6d					
Toile ; de coton ; divers	Toile	6	6d					
Toile ; de coton ; diverses	Toile	6	6d					
Toile ; de coton ; du Levant	Toile	6	6d					cotton
Toile ; de coton ; fulaine	Toile	6	6d					
Toile ; de coton ; imprimée	Toile	6	6d		6	6d		
Toile ; de coton ; imprimée bas prix	Toile	6	6d		6	6d		
Toile ; de coton ; imprimée haut prix	Toile	6	6d		6	6d		
Toile ; de coton ; mousseline	Toile	6	6d					
Toile ; de coton ; Nankin	Toile	6	6d					
Toile ; de coton ; peinte	Toile	6	6d		6	6d		
Toile ; de coton ; peinte et imprimée	Toile	6	6d		6	6d		
Toile ; de coton ; peinte, peignée et imprimée	Toile	6	6d		6	6d		
Toile ; de coton ; rayé	Toile	6	6d		6	6d		
Toile ; de coton à imprimer	Toile	6	6d					
Toile ; de coton piquée	Toile	6	6d		6	6d		
Toile ; de coton teinte bas prix	Toile	6	6d		6	6d		
Toile ; de coton teinte haut prix	Toile	6	6d		6	6d		
Toile ; de coton, mousseline et nankin	Toile	6	6d					
Toile ; de coton, mousseline, nankin et des indes	Toile	6	6d					
Toile ; de cottray	Toile	6	6a					
Toile ; de couleur	Toile	6	6					
Toile ; de crin	Toile	6	6					
Toile ; de fil	Toile	6	6a					
Toile ; de fil de coton ; siamoise	Toile	6	6d					
Toile ; de fil et coton	Toile	6	6d					
Toile ; de fil et coton ; Diverses	Toile	6	6d					
Toile ; de fil et coton ; diverses	Toile	6	6d					
Toile ; de fil et coton ; Siamoise	Toile	6	6d					
Toile ; de fil et de coton dite Sciamoise	Toile	6	6d		6	6		
Toile ; de Flandre	Toile	6	6a					
Toile ; de France	Toile	6	6					
Toile ; de Grenoble	Toile	6	6					
Toile ; de Laval	Toile	6	6					
Toile ; de Levant	Toile	6	6d					
Toile ; de Levant ; divers	Toile	6	6d					
Toile ; de Lille	Toile	6	6					
Toile ; de lin	Toile	6	6a					
Toile ; de lin ; au lait	Toile	6	6a					
Toile ; de lin ; batiste	Toile	6	6a					
Toile ; de lin ; Beauvais	Toile	6	6a					
Toile ; de lin ; blanche	Toile	6	6a		6	6a		
Toile ; de lin ; brochée	Toile	6	6a					
Toile ; de lin ; Cholet	Toile	6	6a					
Toile ; de lin ; commune	Toile	6	6a					
Toile ; de lin ; crue	Toile	6	6a					
Toile ; de lin ; d'Abbeville	Toile	6	6a					
Toile ; de lin ; d'Alençon	Toile	6	6a					
Toile ; de lin ; d'Hollande	Toile	6	6a					
Toile ; de lin ; de Beauvais	Toile	6	6a					
Toile ; de lin ; de bernay	Toile	6	6a					
Toile ; de lin ; de Cambrais	Toile	6	6a					
Toile ; de lin ; de Cambray	Toile	6	6a					
Toile ; de lin ; de Cholet	Toile	6	6a					linens
Toile ; de lin ; de Flandre	Toile	6	6a					
Toile ; de lin ; de Frise	Toile	6	6a					
Toile ; de lin ; de Gand	Toile	6	6a					
Toile ; de lin ; de Laval	Toile	6	6a					
Toile ; de lin ; de Lille	Toile	6	6a					linens
Toile ; de lin ; de Pinon	Toile	6	6a					
Toile ; de lin ; de Rouen	Toile	6	6a					linens
Toile ; de lin ; de Russie	Toile	6	6a					
Toile ; de lin ; de Senlis	Toile	6	6a					
Toile ; de lin ; de Servins	Toile	6	6a					
Toile ; de lin ; de St. Malo	Toile	6	6a					
Toile ; de lin ; de St. Quentin	Toile	6	6a					
Toile ; de lin ; de Troyes	Toile	6	6a					
Toile ; de lin ; de Valenciennes	Toile	6	6a					
Toile ; de lin ; divers	Toile	6	6a					
Toile ; de lin ; diverses	Toile	6	6a					linens
Toile ; de lin ; fine	Toile	6	6a					
Toile ; de lin ; fine de Cambrais	Toile	6	6a					
Toile ; de lin ; fine de Hollande	Toile	6	6a					
Toile ; de lin ; fine de Valencienne	Toile	6	6a					
Toile ; de lin ; grise	Toile	6	6a					linens
Toile ; de lin ; grosse	Toile	6	6a					
Toile ; de lin ; grosse pointe	Toile	6	6a					
Toile ; de lin ; imprimée	Toile	6	6a		6	6a		
Toile ; de lin ; imprimée	Toile	6	6a					
Toile ; de lin ; linon	Toile	6	6a					
Toile ; de lin ; ouvré	Toile	6	6a					linens
Toile ; de lin ; ouvrée	Toile	6	6a					
Toile ; de lin ; platille	Toile	6	6a					
Toile ; de lin ; rayée	Toile	6	6a		6	6a		
Toile ; de lin ; rayée et teinte	Toile	6	6a		6	6a		
Toile ; de lin ; Royale	Toile	6	6a					
Toile ; de lin ; teinte	Toile	6	6a		6	6a		
Toile ; de lin blanche haut prix	Toile	6	6a		6	6a		
Toile ; de lin et chanvre	Toile	6	6a					
Toile ; de lin et chanvre ; diverse	Toile	6	6a					
Toile ; de lin et chanvre ; diverses	Toile	6	6a					
Toile ; de lin grise	Toile	6	6a		6	6a		
Toile ; de lin grise et ardoisée	Toile	6	6a		6	6a		
Toile ; de lin teinte	Toile	6	6a		6	6a		
Toile ; de lin teinte bas prix	Toile	6	6a		6	6a		
Toile ; de lin teinte haut prix	Toile	6	6a		6	6a		
Toile ; de lin teinte pour coiffes de chapeaux	Toile	6	6a		6	6a		
Toile ; de lin teinte pour mouchoirs	Toile	6	6a		6	6a		
Toile ; de Lyon	Toile	6	6					
Toile ; de Marigny	Toile	6	6a					linens
Toile ; de ménage	Toile	6	6					
Toile ; de montagne	Toile	6	6					
Toile ; de Mortagne	Toile	6	6					
Toile ; de Moûtiers	Toile	6	6a					linens
Toile ; de Nanquin	Toile	6	6		6	6		
Toile ; de Piémont	Toile	6	6					
Toile ; de ploc	Toile	6	6					
Toile ; de Rosconne	Toile	6	6					
Toile ; de Rouen	Toile	6	6					
Toile ; de Saintonge	Toile	6	6					
Toile ; de Silésie	Toile	6	6a		6	6a		
Toile ; de St Georges	Toile	6	6					
Toile ; de Suisse	Toile	6	6					
Toile ; de Valenciennes	Toile	6	6a					linens
Toile ; découpée	Toile	6	6					
Toile ; des Indes	Toile	6	6d					
Toile ; des Indes ; ?	Toile	6	6d					
Toile ; des Indes ; Bajutapeaux	Toile	6	6d					
Toile ; des Indes ; Bandanas	Toile	6	6d					
Toile ; des Indes ; Bayette	Toile	6	6d					
Toile ; des Indes ; Bétilles	Toile	6	6d					
Toile ; des Indes ; Biranpeaux	Toile	6	6d					
Toile ; des Indes ; Brantes	Toile	6	6d					
Toile ; des Indes ; Brauls	Toile	6	6d					
Toile ; des Indes ; Cachelats	Toile	6	6d					
Toile ; des Indes ; Cachelis	Toile	6	6d					
Toile ; des Indes ; Caladaris	Toile	6	6d					
Toile ; des Indes ; Chafelas	Toile	6	6d					
Toile ; des Indes ; Chouclas	Toile	6	6d					Cotton
Toile ; des Indes ; coupis	Toile	6	6d					
Toile ; des Indes ; divers	Toile	6	6d					
Toile ; des Indes ; diverses	Toile	6	6d					
Toile ; des Indes ; Gastas	Toile	6	6d					
Toile ; des Indes ; Guinée blanche	Toile	6	6d					
Toile ; des Indes ; Guinée blanche et bleue	Toile	6	6d					
Toile ; des Indes ; Indienne	Toile	6	6d					
Toile ; des Indes ; Korola	Toile	6	6d					Cotton
Toile ; des Indes ; liménéas	Toile	6	6d					
Toile ; des Indes ; Meganepeaux	Toile	6	6d					
Toile ; des Indes ; Nankin	Toile	6	6d					
Toile ; des Indes ; Néganépane	Toile	6	6d					
Toile ; des Indes ; Nicanéas	Toile	6	6d					
Toile ; des Indes ; Nilas	Toile	6	6d					
Toile ; des Indes ; Perle	Toile	6	6d					Cotton
Toile ; des Indes ; Perse du commerce étranger	Toile	6	6d					
Toile ; des Indes ; Photes	Toile	6	6d					
Toile ; des Indes ; Platille	Toile	6	6d					
Toile ; des Indes ; Ricanias	Toile	6	6d					
Toile ; des Indes ; Romalis	Toile	6	6d					
Toile ; des Indes ; Shetas	Toile	6	6d					
Toile ; des Indes ; Slatille	Toile	6	6d					
Toile ; des Indes ; Taffetas	Toile	6	6d					
Toile ; des Indes ; Tapse	Toile	6	6d					
Toile ; des Indes ; Tapsels	Toile	6	6d					
Toile ; des Indes ; Tepaye	Toile	6	6d					
Toile ; dite drol et drouel	Toile	6	6a		6	6a		
Toile ; divers	Toile	6	6					
Toile ; diverse	Toile	6	6a		6	6a		
Toile ; diverses	Toile	6	6					
Toile ; du Béarn	Toile	6	6					
Toile ; du pays	Toile	6	6					
Toile ; dure	Toile	6	6					
Toile ; écru, grise et ardoisée	Toile	6	6a					
Toile ; écrue pour essuie mains	Toile	6	6a		6	6		
Toile ; embabis	Toile	6	6					
Toile ; et coton en balles	Toile	6	6		6	6		
Toile ; et treillis lustrée	Toile	6	6a		6	6a		
Toile ; étoupe ; de lin	Toile	6	6a					
Toile ; étrangère	Toile	6	6					
Toile ; étrangères	Toile	6	6					
Toile ; façonnée en sacs	Toile	6	6		6	6		
Toile ; fil et coton pour mouchoirs	Toile	6	6		6	6		
Toile ; fine	Toile	6	6					
Toile ; fine a commune	Toile	6	6					
Toile ; fine de lin	Toile	6	6a					
Toile ; fine et commune	Toile	6	6a					linens
Toile ; gingas	Toile	6	6a					
Toile ; glacée	Toile	6	6a		6	6a		
Toile ; gommée ; bourgon	Toile	6	6a					
Toile ; gommée ; canevas	Toile	6	6a					
Toile ; gommée ; treillis	Toile	6	6a					
Toile ; grenade	Toile	6	6					
Toile ; grise	Toile	6	6a					linens
Toile ; gros fort	Toile	6	6a					
Toile ; grosse	Toile	6	6a					
Toile ; Idem ; d'Olonne	Toile	6	6					
Toile ; Idem ; de Marigny	Toile	6	6a					linens
Toile ; idem ; fin	Toile	6	6a					
Toile ; imprimée	Toile	6	6d					
Toile ; kettroy	Toile	6	6					
Toile ; Killis	Toile	6	6d					
Toile ; Killis	Toile	6	6d					
Toile ; lavée	Toile	6	6					
Toile ; lin ; gingas	Toile	6	6a					
Toile ; lin ; grenade	Toile	6	6a					
Toile ; linge de table	Toile	6	6					
Toile ; linge de table ; à nappes	Toile	6	6					
Toile ; linge de table ; à serviettes	Toile	6	6					linens
Toile ; linge de table ; canapés	Toile	6	6					
Toile ; linge de table ; divers	Toile	6	6					
Toile ; linge de table ; serviettes	Toile	6	6					
Toile ; linge de table ; vieux	Toile	6	6					
Toile ; linge table ; divers	Toile	6	6a					linens
Toile ; Linon	Toile	6	6					
Toile ; lustrée	Toile	6	6					
Toile ; Manouf	Toile	6	6					
Toile ; mêlée ; ?	Toile	6	6					linens
Toile ; mêlée ; à carreaux	Toile	6	6					linens
Toile ; mêlée ; blanches	Toile	6	6					linens
Toile ; mêlée ; d'emballage	Toile	6	6					linens
Toile ; mêlée ; d'étoupe	Toile	6	6					
Toile ; mêlée ; de Bretagne	Toile	6	6a					linens
Toile ; mêlée ; de Cambray	Toile	6	6					
Toile ; mêlée ; de Flandre	Toile	6	6					
Toile ; mêlée ; de Laval	Toile	6	6					
Toile ; mêlée ; de linge de table	Toile	6	6					
Toile ; mêlée ; de Rouen	Toile	6	6					
Toile ; mêlée ; di	Toile	6	6a					linens
Toile ; mêlée ; diverses	Toile	6	6					
Toile ; mêlée ; écrues	Toile	6	6					
Toile ; mêlée ; en linge de table	Toile	6	6					
Toile ; mêlée ; fine	Toile	6	6					
Toile ; mêlée ; ganak	Toile	6	6a					linens
Toile ; mêlée ; grosses	Toile	6	6					
Toile ; mêlée ; grosses en faces	Toile	6	6a					linens
Toile ; mêlée ; grosses et sommiers	Toile	6	6					
Toile ; mêlée ; guingan	Toile	6	6a					
Toile ; mêlée ; peinte	Toile	6	6					
Toile ; mêlée ; peintes	Toile	6	6					
Toile ; mêlée ; serpillère	Toile	6	6					
Toile ; mêlées ; ?	Toile	6	6					
Toile ; mêlées ; à carreaux	Toile	6	6					
Toile ; mêlées ; blanches	Toile	6	6a					linens
Toile ; mêlées ; d'emballage	Toile	6	6					
Toile ; mêlées ; de Bretagne	Toile	6	6					
Toile ; mêlées ; de lin et de chanvre	Toile	6	6a					linens
Toile ; mêlées ; divers	Toile	6	6					
Toile ; mêlées ; en linge jetable	Toile	6	6					
Toile ; mêlées ; en sacs	Toile	6	6					
Toile ; mêlées ; fine	Toile	6	6					
Toile ; mêlées ; imprimés	Toile	6	6a					linens
Toile ; mêlées ; teinte	Toile	6	6					
Toile ; montagne	Toile	6	6					
Toile ; Nankin	Toile	6	6d					
Toile ; non battue	Toile	6	6a					
Toile ; ordinaire	Toile	6	6a					
Toile ; ouvrée	Toile	6	6					
Toile ; peinte	Toile	6	6d					
Toile ; piquée	Toile	6	6					
Toile ; platille	Toile	6	6a					
Toile ; platille de lin	Toile	6	6a					
Toile ; Potonnoise	Toile	6	6					
Toile ; pour ameublement	Toile	6	6a		6	6a		
Toile ; pour ameublement (toile cirée)	Toile	6	6					
Toile ; pour essuie mains	Toile	6	6		6	6		
Toile ; pour mouchoirs	Toile	6	6		6	6		
Toile ; pour nappes	Toile	6	6a		6	6a		
Toile ; pour nappes et serviettes	Toile	6	6a		6	6a		
Toile ; pour serviettes	Toile	6	6a		6	6a		
Toile ; pour tabac	Toile	6	6		6	6		
Toile ; pour tableaux	Toile	6	6a					
Toile ; pour talliet	Toile	6	6					
Toile ; pour tentes	Toile	6	6a					
Toile ; presitte	Toile	6	6					
Toile ; pressée	Toile	6	6					
Toile ; ramoise	Toile	6	6a					linens
Toile ; rayée	Toile	6	6					
Toile ; rayée pour mouchoirs	Toile	6	6		6	6		
Toile ; rayée, ardoisée et rayonnée	Toile	6	6a		6	6a		
Toile ; rouge	Toile	6	6d		6	6a		
Toile ; rousse	Toile	6	6					
Toile ; Royale	Toile	6	6					
Toile ; Sangalette	Toile	6	6					
Toile ; Serpillière	Toile	6	6a					linens
Toile ; serpillière	Toile	6	6a					linens
Toile ; Siamoise	Toile	6	6d					linens
Toile ; Suisse	Toile	6	6d					
Toile ; teinte	Toile	6	6d					
Toiles ; de 3 aunes de largeur et en dessus	Toile	6	6a		6	6a		
Toilettes	Toilettes	8	8					
Toilettes ; de bois	Toilettes ; de bois	8	8					
Toilettes ; de femme	Toilettes	8	8					
