marchandises_normalisees	marchandises_pour_graphe_RG	SITC_rev1	SITC_18th	remarks_marchandises	_merge
Toile  ; de Château-Gontier	linens	6	6a		master only (1)
Toile  ; de fil	linens	6	6a		master only (1)
Toile  ; de Levant	linens	6	6a		master only (1)
Toile  ; grenade	linens	6	6a		master only (1)
Toile  ; Idem  ; à carreaux	linens	6	6a		master only (1)
Toile  ; Idem  ; à voile	linens	6	6a		master only (1)
Toile  ; Idem  ; blanche	linens	6	6a		master only (1)
Toile  ; Idem  ; crée large	linens	6	6a		master only (1)
Toile  ; Idem  ; crue	linens	6	6a		master only (1)
Toile  ; Idem  ; d'anne	linens	6	6a		master only (1)
Toile  ; Idem  ; d'Olonne	linens	6	6a		master only (1)
Toile  ; Idem  ; de Boutdave	linens	6	6a		master only (1)
Toile  ; Idem  ; de Fougere	linens	6	6a		master only (1)
Toile  ; Idem  ; de halle	linens	6	6a		master only (1)
Toile  ; Idem  ; de haut brin	linens	6	6a		master only (1)
Toile  ; Idem  ; de Leon	linens	6	6a		master only (1)
Toile  ; Idem  ; de Lombourg	linens	6	6a		master only (1)
Toile  ; Idem  ; de ménage	linens	6	6a		master only (1)
Toile  ; Idem  ; de Morlaix	linens	6	6a		master only (1)
Toile  ; Idem  ; de Mortagne	linens	6	6a		master only (1)
Toile  ; Idem  ; de Pontiny	linens	6	6a		master only (1)
Toile  ; Idem  ; de Quintin	linens	6	6a		master only (1)
Toile  ; Idem  ; de rousse	linens	6	6a		master only (1)
Toile  ; Idem  ; de St Georges	linens	6	6a		master only (1)
Toile  ; Idem  ; diverse	linens	6	6a		master only (1)
Toile  ; Idem  ; entre large	linens	6	6a		master only (1)
Toile  ; Idem  ; gracienne	linens	6	6a		master only (1)
Toile  ; Idem  ; gris	linens	6	6a		master only (1)
Toile  ; Idem  ; large	linens	6	6a		master only (1)
Toile ; à bats	linens	6	6a		matched (3)
Toile ; à canneva	linens	6	6a		matched (3)
Toile ; à carreaux	linens	6	6a		matched (3)
Toile ; à matelas	linens	6	6a		matched (3)
Toile ; à matelats	linens	6	6a		master only (1)
Toile ; à napes	linens	6	6a		matched (3)
Toile ; à paillasse	linens	6	6a		matched (3)
Toile ; à pavillon	linens	6	6a		matched (3)
Toile ; à sac	linens	6	6a		matched (3)
Toile ; à serviettes	linens	6	6a		matched (3)
Toile ; à tamis	linens	6	6a		matched (3)
Toile ; à voile	linens	6	6a		matched (3)
Toile ; abas	linens	6	6a		matched (3)
Toile ; abat	linens	6	6a		matched (3)
Toile ; abat	linens	6	6a		master only (1)
Toile ; assorties	linens	6	6a		matched (3)
Toile ; au lait	linens	6	6a		matched (3)
Toile ; baptiste	linens	6	6a		matched (3)
Toile ; barriere	linens	6	6a		matched (3)
Toile ; batiste	linens	6	6a		matched (3)
Toile ; bazin	linens	6	6a		matched (3)
Toile ; Bem ; A voile	linens	6	6a		matched (3)
Toile ; Bem ; De Vimoutiers	linens	6	6a		matched (3)
Toile ; beurriere	linens	6	6a		matched (3)
Toile ; beurriere	linens	6	6a		master only (1)
Toile ; blancard	linens	6	6a		matched (3)
Toile ; blancard	linens	6	6a		master only (1)
Toile ; blanche	linens	6	6a		matched (3)
Toile ; blanche et rouge	linens	6	6a		matched (3)
Toile ; blanche et teinte	linens	6	6a		matched (3)
Toile ; bleue	linens	6	6a		matched (3)
Toile ; bleue	linens	6	6a		master only (1)
Toile ; boucassine	linens	6	6a		using only (2)
Toile ; boucassine	linens	6	6a		master only (1)
Toile ; bougran	linens	6	6a		matched (3)
Toile ; bueadille	linens	6	6a		matched (3)
Toile ; caisse	linens	6	6a		matched (3)
Toile ; caissie	linens	6	6a		matched (3)
Toile ; caladaris	linens	6	6a		using only (2)
Toile ; caladaris	linens	6	6a		master only (1)
Toile ; caneva	linens	6	6a		matched (3)
Toile ; ce chasse	linens	6	6a		matched (3)
Toile ; Cholet	linens	6	6a		matched (3)
Toile ; cholet	linens	6	6a		matched (3)
Toile ; cirée	linens	6	6a		matched (3)
Toile ; cirée	linens	6	6a		master only (1)
Toile ; commune	linens	6	6a		matched (3)
Toile ; commune	linens	6	6a		master only (1)
Toile ; cordat	linens	6	6a		matched (3)
Toile ; coton ; blanche	linens	6	6a		matched (3)
Toile ; cotray	linens	6	6a		using only (2)
Toile ; cotray	linens	6	6a		master only (1)
Toile ; coutil	linens	6	6a		matched (3)
Toile ; crée	linens	6	6a		matched (3)
Toile ; crée	linens	6	6a		master only (1)
Toile ; créé	linens	6	6a		matched (3)
Toile ; cretonne	linens	6	6a		matched (3)
Toile ; crise	linens	6	6a		matched (3)
Toile ; crladaris	linens	6	6a		matched (3)
Toile ; crue	linens	6	6a		matched (3)
Toile ; crue	linens	6	6a		master only (1)
Toile ; d'Agen	linens	6	6a		using only (2)
Toile ; d'Allemagne	linens	6	6a		matched (3)
Toile ; d'Aman	linens	6	6a		matched (3)
Toile ; d'amant	linens	6	6a		matched (3)
Toile ; d'Angers	linens	6	6a		matched (3)
Toile ; d'Antal	linens	6	6a		matched (3)
Toile ; d'antal	linens	6	6a		matched (3)
Toile ; d'Antioche	linens	6	6a		matched (3)
Toile ; d'antioche	linens	6	6a		matched (3)
Toile ; d'Antioche	linens	6	6a		master only (1)
Toile ; d'azar	linens	6	6a		matched (3)
Toile ; d'ecripe	linens	6	6a		matched (3)
Toile ; d'emballage	linens	6	6a		matched (3)
Toile ; d'emballage	linens	6	6a		master only (1)
Toile ; d'étoupe	linens	6	6a		matched (3)
Toile ; d'étoupe ; de chanvre	linens	6	6a		matched (3)
Toile ; d'étoupe ; de lin	linens	6	6a		matched (3)
Toile ; d'étoupe; de chanvre	linens	6	6a		master only (1)
Toile ; de Barrois	linens	6	6a		matched (3)
Toile ; de bearn	linens	6	6a		matched (3)
Toile ; de Bretagne	linens	6	6a		matched (3)
Toile ; de Bretagne ; à carreaux	linens	6	6a		matched (3)
Toile ; de Bretagne ; à voile	linens	6	6a		matched (3)
Toile ; de Bretagne ; bas brin	linens	6	6a		matched (3)
Toile ; de Bretagne ; blanche	linens	6	6a		matched (3)
Toile ; de Bretagne ; cirée	linens	6	6a		matched (3)
Toile ; de Bretagne ; crée	linens	6	6a		matched (3)
Toile ; de Bretagne ; crue	linens	6	6a		matched (3)
Toile ; de Bretagne ; d'aune	linens	6	6a		matched (3)
Toile ; de Bretagne ; d'Olonne	linens	6	6a		matched (3)
Toile ; de Bretagne ; de 4 fils	linens	6	6a		matched (3)
Toile ; de Bretagne ; de balle	linens	6	6a		matched (3)
Toile ; de Bretagne ; de bas brin	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Boutivy	linens	6	6a		matched (3)
Toile ; de Bretagne ; de brin	linens	6	6a		matched (3)
Toile ; de Bretagne ; de chanvre	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Combourg	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Coniboury	linens	6	6a		matched (3)
Toile ; de Bretagne ; de couleur	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Dinant	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Fils	linens	6	6a		matched (3)
Toile ; de Bretagne ; de fils	linens	6	6a		matched (3)
Toile ; de Bretagne ; de fougere	linens	6	6a		master only (1)
Toile ; de Bretagne ; de Fougère	linens	6	6a		matched (3)
Toile ; de Bretagne ; de halle	linens	6	6a		matched (3)
Toile ; de Bretagne ; de haut brin	linens	6	6a		matched (3)
Toile ; de Bretagne ; de hutte	linens	6	6a		matched (3)
Toile ; de Bretagne ; de la fils	linens	6	6a		matched (3)
Toile ; de Bretagne ; de landerneau	linens	6	6a		matched (3)
Toile ; de Bretagne ; de languenan	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Lauderne	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Leon	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Lucarnon	linens	6	6a		matched (3)
Toile ; de Bretagne ; de mantoncour	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Mayenne	linens	6	6a		matched (3)
Toile ; de bretagne ; de ménage	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Montagne	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Morlaix	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Mortagne	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Pontivy	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Pouldavy	linens	6	6a		matched (3)
Toile ; de Bretagne ; de rondelette	linens	6	6a		matched (3)
Toile ; de Bretagne ; de rosconne	linens	6	6a		matched (3)
Toile ; de Bretagne ; de S Mais	linens	6	6a		matched (3)
Toile ; de Bretagne ; de St. Georges	linens	6	6a		matched (3)
Toile ; de Bretagne ; de Vimoutiers	linens	6	6a		matched (3)
Toile ; de Bretagne ; entre large	linens	6	6a		matched (3)
Toile ; de Bretagne ; étroite	linens	6	6a		matched (3)
Toile ; de Bretagne ; gracienne	linens	6	6a		matched (3)
Toile ; de Bretagne ; grise	linens	6	6a		matched (3)
Toile ; de Bretagne ; gros brin	linens	6	6a		matched (3)
Toile ; de Bretagne ; langerneau	linens	6	6a		matched (3)
Toile ; de Bretagne ; large	linens	6	6a		matched (3)
Toile ; de Bretagne ; ocbrin	linens	6	6a		matched (3)
Toile ; de Bretagne ; rayée	linens	6	6a		matched (3)
Toile ; de Bretagne ; reforme	linens	6	6a		matched (3)
Toile ; de Bretagne ; rondelette	linens	6	6a		matched (3)
Toile ; de Bretagne ; rosconne	linens	6	6a		matched (3)
Toile ; de Bretagne ; roudelette	linens	6	6a		matched (3)
Toile ; de Bretagne ; rousse	linens	6	6a		matched (3)
Toile ; de Bretagne ; serpilliere	linens	6	6a		matched (3)
Toile ; de Bretagne ; vitrée	linens	6	6a		matched (3)
Toile ; de Cambray	linens	6	6a		matched (3)
Toile ; de capiton	linens	6	6a		using only (2)
Toile ; de capiton	linens	6	6a		master only (1)
Toile ; de chanvre	linens	6	6a		matched (3)
Toile ; de chanvre ; ?	linens	6	6a		matched (3)
Toile ; de chanvre ; à voile	linens	6	6a		matched (3)
Toile ; de chanvre ; blanche	linens	6	6a		matched (3)
Toile ; de chanvre ; de coutil	linens	6	6a		matched (3)
Toile ; de chanvre ; diverse	linens	6	6a		matched (3)
Toile ; de chanvre ; diverses	linens	6	6a		matched (3)
Toile ; de chanvre ; fine	linens	6	6a		matched (3)
Toile ; de chanvre ; lerue	linens	6	6a		matched (3)
Toile ; de chanvre ; loutil	linens	6	6a		matched (3)
Toile ; de chanvre ; trillin	linens	6	6a		matched (3)
Toile ; de chasse	linens	6	6a		matched (3)
Toile ; de Château-Gontier	linens	6	6a		using only (2)
Toile ; de Château-Gontier	linens	6	6a		master only (1)
Toile ; de Comté	linens	6	6a		matched (3)
Toile ; de coton	cotton	6	6d		matched (3)
Toile ; de coton ; ?	cotton	6	6d		matched (3)
Toile ; de coton ; bazin	cotton	6	6d		matched (3)
Toile ; de coton ; De piémont	cotton	6	6d		matched (3)
Toile ; de coton ; des Indes	cotton	6	6d		matched (3)
Toile ; de coton ; diverse	cotton	6	6d		matched (3)
Toile ; de coton ; diverses	cotton	6	6d		matched (3)
Toile ; de coton ; du Levant	cotton	6	6d		matched (3)
Toile ; de coton ; fulaine	cotton	6	6d		matched (3)
Toile ; de coton ; mousseline	cotton	6	6d		matched (3)
Toile ; de coton ; Nankin	cotton	6	6d		matched (3)
Toile ; de coton, mousseline et nankin	cotton	6	6d		matched (3)
Toile ; de coton, mousseline, nankin et des indes	cotton	6	6d		matched (3)
Toile ; de cottray	cotton	6	6d		matched (3)
Toile ; de couleur	linens	6	6a		matched (3)
Toile ; de crin	cotton	6	6d		matched (3)
Toile ; de fil	linens	6	6a		using only (2)
Toile ; de fil de coton ; siamoise	cotton	6	6d		matched (3)
Toile ; de fil et coton	cotton	6	6d		matched (3)
Toile ; de fil et coton ; Diverses	cotton	6	6d		matched (3)
Toile ; de fil et coton ; diverses	cotton	6	6d		matched (3)
Toile ; de fil et coton ; Siamoise	cotton	6	6d		matched (3)
Toile ; de Flandre	linens	6	6a		matched (3)
Toile ; de France	linens	6	6a		matched (3)
Toile ; de Grenoble	linens	6	6a		matched (3)
Toile ; de Laval	linens	6	6a		matched (3)
Toile ; de Levant	linens	6	6a		matched (3)
Toile ; de Levant	linens	6	6a		master only (1)
Toile ; de Levant ; diverses	linens	6	6a		matched (3)
Toile ; de Lille	linens	6	6a		matched (3)
Toile ; de lin	linens	6	6a		matched (3)
Toile ; de lin  ; de Flandre	linens	6	6a		master only (1)
Toile ; de lin  ; Royale	linens	6	6a		master only (1)
Toile ; de lin ; ?	linens	6	6a		matched (3)
Toile ; de lin ; au lait	linens	6	6a		matched (3)
Toile ; de lin ; batiste	linens	6	6a		matched (3)
Toile ; de lin ; Beauvais	linens	6	6a		matched (3)
Toile ; de lin ; blanche	linens	6	6a		matched (3)
Toile ; de lin ; brochée	linens	6	6a		matched (3)
Toile ; de lin ; cholet	linens	6	6a		matched (3)
Toile ; de lin ; commune	linens	6	6a		matched (3)
Toile ; de lin ; crue	linens	6	6a		matched (3)
Toile ; de lin ; d'Abbeville	linens	6	6a		matched (3)
Toile ; de lin ; d'Alençon	linens	6	6a		matched (3)
Toile ; de lin ; d'Hollande	linens	6	6a		matched (3)
Toile ; de lin ; de Beauvais	linens	6	6a		matched (3)
Toile ; de lin ; de bernay	linens	6	6a		matched (3)
Toile ; de lin ; de Cambray	linens	6	6a		matched (3)
Toile ; de lin ; de Cholet	linens	6	6a		matched (3)
Toile ; de lin ; de Flandre	linens	6	6a		matched (3)
Toile ; de lin ; de frize	linens	6	6a		matched (3)
Toile ; de lin ; de gand	linens	6	6a		matched (3)
Toile ; de lin ; de Laval	linens	6	6a		matched (3)
Toile ; de lin ; de Lille	linens	6	6a		matched (3)
Toile ; de lin ; de Pinon	linens	6	6a		matched (3)
Toile ; de lin ; de Rouen	linens	6	6a		matched (3)
Toile ; de lin ; de Russie	linens	6	6a		matched (3)
Toile ; de lin ; de Senlis	linens	6	6a		matched (3)
Toile ; de lin ; de Servins	...	6	6a		matched (3)
Toile ; de lin ; de St. Malo	linens	6	6a		matched (3)
Toile ; de lin ; de St. Quentin	linens	6	6a		matched (3)
Toile ; de lin ; de Troyes	linens	6	6a		matched (3)
Toile ; de lin ; de Valenciennes	linens	6	6a		matched (3)
Toile ; de lin ; diverses	linens	6	6a		matched (3)
Toile ; de lin ; fine	linens	6	6a		matched (3)
Toile ; de lin ; fine de fambrai	linens	6	6a		matched (3)
Toile ; de lin ; fine de hollande	linens	6	6a		matched (3)
Toile ; de lin ; fine de valencienne	linens	6	6a		matched (3)
Toile ; de lin ; grise	linens	6	6a		matched (3)
Toile ; de lin ; grosse	linens	6	6a		matched (3)
Toile ; de lin ; grosse pointe	linens	6	6a		matched (3)
Toile ; de lin ; latille	linens	6	6a		matched (3)
Toile ; de lin ; lerue	linens	6	6a		matched (3)
Toile ; de lin ; linon	linens	6	6a		matched (3)
Toile ; de lin ; ouvré	linens	6	6a		matched (3)
Toile ; de lin ; ouvrée	linens	6	6a		matched (3)
Toile ; de lin ; platille	linens	6	6a		matched (3)
Toile ; de lin ; Royale	linens	6	6a		matched (3)
Toile ; de lin ; teinte	linens	6	6a		matched (3)
Toile ; de lin et chanvre	linens	6	6a		matched (3)
Toile ; de lin et chanvre ; diverse	linens	6	6a		matched (3)
Toile ; de lin et chanvre ; diverses	linens	6	6a		matched (3)
Toile ; de Lyon	linens	6	6a		matched (3)
Toile ; de Marigny	linens	6	6a		matched (3)
Toile ; de ménage	linens	6	6a		matched (3)
Toile ; de montagne	linens	6	6a		matched (3)
Toile ; de Moûtiers	linens	6	6a		matched (3)
Toile ; de Piemont	linens	6	6a		matched (3)
Toile ; de ploc	linens	6	6a		matched (3)
Toile ; de Rouen	linens	6	6a		matched (3)
Toile ; de Saintonges	linens	6	6a		matched (3)
Toile ; de Saintongs	linens	6	6a		matched (3)
Toile ; de St Georges	linens	6	6a		matched (3)
Toile ; de Suisse	linens	6	6a		matched (3)
Toile ; de Valenciennes	linens	6	6a		matched (3)
Toile ; découpée	linens	6	6a		matched (3)
Toile ; des Indes	Cotton	6	6d		matched (3)
Toile ; des Indes ; ?	Cotton	6	6d		matched (3)
Toile ; des Indes ; Baffetas	Cotton	6	6d		matched (3)
Toile ; des Indes ; Bajutapeaux	Cotton	6	6d		matched (3)
Toile ; des Indes ; Bandanas	Cotton	6	6d		matched (3)
Toile ; des Indes ; Bayette	Cotton	6	6d		matched (3)
Toile ; des Indes ; Bétilles	Cotton	6	6d		matched (3)
Toile ; des Indes ; Biranpeaux	Cotton	6	6d		matched (3)
Toile ; des Indes ; Brantes	Cotton	6	6d		matched (3)
Toile ; des Indes ; Brauls	Cotton	6	6d		matched (3)
Toile ; des Indes ; Cachelats	Cotton	6	6d		matched (3)
Toile ; des Indes ; Cachelis	Cotton	6	6d		matched (3)
Toile ; des Indes ; Caladaris	Cotton	6	6d		matched (3)
Toile ; des Indes ; Chafelas	Cotton	6	6d		matched (3)
Toile ; des Indes ; Chouclas	Cotton	6	6d		matched (3)
Toile ; des Indes ; coupis	Cotton	6	6d		matched (3)
Toile ; des Indes ; diverses	Cotton	6	6d		matched (3)
Toile ; des Indes ; Gastas	Cotton	6	6d		matched (3)
Toile ; des Indes ; Guinée blanche	Cotton	6	6d		matched (3)
Toile ; des Indes ; Guinée blanche et bleue	Cotton	6	6d		matched (3)
Toile ; des Indes ; Indienne	Cotton	6	6d		matched (3)
Toile ; des Indes ; Korola	Cotton	6	6d		matched (3)
Toile ; des Indes ; liménéas	Cotton	6	6d		matched (3)
Toile ; des Indes ; Meganepeaux	Cotton	6	6d		matched (3)
Toile ; des Indes ; Nankin	Cotton	6	6d		matched (3)
Toile ; des Indes ; Néganépane	Cotton	6	6d		matched (3)
Toile ; des Indes ; Nicanéas	Cotton	6	6d		matched (3)
Toile ; des Indes ; Nilas	Cotton	6	6d		matched (3)
Toile ; des Indes ; Perle	Cotton	6	6d		matched (3)
Toile ; des Indes ; Perse du commerce étranger	Cotton	6	6d		matched (3)
Toile ; des Indes ; Photes	Cotton	6	6d		matched (3)
Toile ; des Indes ; Platille	Cotton	6	6d		matched (3)
Toile ; des Indes ; Ricanias	Cotton	6	6d		matched (3)
Toile ; des Indes ; Romalis	Cotton	6	6d		matched (3)
Toile ; des Indes ; Shetas	Cotton	6	6d		matched (3)
Toile ; des Indes ; Slatille	Cotton	6	6d		matched (3)
Toile ; des Indes ; Tapse	Cotton	6	6d		matched (3)
Toile ; des Indes ; Tapsels	Cotton	6	6d		matched (3)
Toile ; des Indes ; Tepaye	Cotton	6	6d		matched (3)
Toile ; diverses	linens	6	6a		matched (3)
Toile ; du pays	linens	6	6a		matched (3)
Toile ; dure	linens	6	6a		matched (3)
Toile ; étoupe ; de lin	linens	6	6a		matched (3)
Toile ; étrangere	linens	6	6a		matched (3)
Toile ; étrangères	linens	6	6a		matched (3)
Toile ; fine	linens	6	6a		matched (3)
Toile ; fine et commune	linens	6	6a		matched (3)
Toile ; gingas	linens	6	6a		matched (3)
Toile ; gommée ; bourgon	linens	6	6a		matched (3)
Toile ; gommée ; cannevas	linens	6	6a		matched (3)
Toile ; gommée ; treillis	linens	6	6a		matched (3)
Toile ; grenade	linens	6	6a		matched (3)
Toile ; grenade	linens	6	6a		master only (1)
Toile ; grenade de lin	linens	6	6a		matched (3)
Toile ; grise	linens	6	6a		matched (3)
Toile ; gros fort	linens	6	6a		matched (3)
Toile ; grosse	linens	6	6a		matched (3)
Toile ; Idem ; à carreaux	linens	6	6a		matched (3)
Toile ; Idem ; à carreaux	linens	6	6a		master only (1)
Toile ; Idem ; à voile	linens	6	6a		using only (2)
Toile ; Idem ; à voile	linens	6	6a		master only (1)
Toile ; Idem ; blanche	linens	6	6a		matched (3)
Toile ; Idem ; blanche	linens	6	6a		master only (1)
Toile ; Idem ; crée large	linens	6	6a		matched (3)
Toile ; Idem ; crée large	linens	6	6a		master only (1)
Toile ; Idem ; crue	linens	6	6a		using only (2)
Toile ; Idem ; crue	linens	6	6a		master only (1)
Toile ; Idem ; d'anne	linens	6	6a		using only (2)
Toile ; Idem ; d'anne	linens	6	6a		master only (1)
Toile ; Idem ; d'Ollonne	linens	6	6a		matched (3)
Toile ; Idem ; d'Olonne	linens	6	6a		using only (2)
Toile ; Idem ; d'Olonne	linens	6	6a		master only (1)
Toile ; Idem ; de Boutdave	linens	6	6a		using only (2)
Toile ; Idem ; de Boutdave	linens	6	6a		master only (1)
Toile ; Idem ; de Fougere	linens	6	6a		using only (2)
Toile ; Idem ; de fougere	linens	6	6a		matched (3)
Toile ; Idem ; de Fougere	linens	6	6a		master only (1)
Toile ; Idem ; de halle	linens	6	6a		matched (3)
Toile ; Idem ; de halle	linens	6	6a		master only (1)
Toile ; Idem ; de haut brin	linens	6	6a		matched (3)
Toile ; Idem ; de haut brin	linens	6	6a		master only (1)
Toile ; Idem ; de Langernau	linens	6	6a		matched (3)
Toile ; Idem ; de Languenan	linens	6	6a		matched (3)
Toile ; Idem ; de Leon	linens	6	6a		using only (2)
Toile ; Idem ; de Leon	linens	6	6a		master only (1)
Toile ; Idem ; de Locarnan	linens	6	6a		master only (1)
Toile ; Idem ; de Lombourg	linens	6	6a		using only (2)
Toile ; Idem ; de Lombourg	linens	6	6a		master only (1)
Toile ; Idem ; de Marigny	linens	6	6a		matched (3)
Toile ; Idem ; de ménage	linens	6	6a		matched (3)
Toile ; Idem ; de ménage	linens	6	6a		master only (1)
Toile ; Idem ; de Morlagne	linens	6	6a		matched (3)
Toile ; Idem ; de Morlaix	linens	6	6a		matched (3)
Toile ; Idem ; de Morlaix	linens	6	6a		master only (1)
Toile ; Idem ; de Mortagne	linens	6	6a		using only (2)
Toile ; Idem ; de Mortagne	linens	6	6a		master only (1)
Toile ; Idem ; de Pontiny	linens	6	6a		using only (2)
Toile ; Idem ; de Pontiny	linens	6	6a		master only (1)
Toile ; Idem ; de Quintin	linens	6	6a		using only (2)
Toile ; Idem ; de Quintin	linens	6	6a		master only (1)
Toile ; Idem ; de Rosconne	linens	6	6a		matched (3)
Toile ; Idem ; de rousse	linens	6	6a		using only (2)
Toile ; Idem ; de rousse	linens	6	6a		master only (1)
Toile ; Idem ; de Savigny	linens	6	6a		matched (3)
Toile ; Idem ; de St Georges	linens	6	6a		using only (2)
Toile ; Idem ; de St Georges	linens	6	6a		master only (1)
Toile ; Idem ; diverse	linens	6	6a		using only (2)
