orthographic_pierre,FDO simpl,simplification,status,beforeItems,afterItems,obsolete,imprimatur
buits de sapin,bois ; de sapin,bois ; de sapin,rewire,,[Buits de Sapin],no,Guillaume Daudin
burat soie et laine,étoffe ; de soie et laine ; burat,étoffe ; de soie et laine ; burat,rewire,,[Burate soye et laine],no,Guillaume Daudin
bure étoffe,bure ; étoffe,bure ; étoffe,rewire,,[Bure ; étoffe],no,Guillaume Daudin
bureau de noyer,bureau ; de noyer,bureau ; de noyer,rewire,,[Bureau ; de noyer] [Bureau de noyer],no,Guillaume Daudin
bureau de sapin,bureau ; de sapin,bureau ; de sapin,rewire,,[Bureaux ; de sapin],no,Guillaume Daudin
bureau garni de cuivre doré,bureau ; garni de cuivre doré,bureau ; garni de cuivre doré,rewire,,[Bureau ; garny de cuivre doré],no,Guillaume Daudin
bureau verni,bureau ; verni,bureau ; verni,rewire,,[Bureaux ; vernis] [Bureaux vernis],no,Guillaume Daudin
bustes de marbre,buste ; de marbre,buste ; de marbre,rewire,,[Bustes ; de marbre],no,Guillaume Daudin
cabarets,cabaret,cabaret,rewire,,[Cabaret] [Cabarets],no,Guillaume Daudin
cabarets de bois verni,cabaret ; de bois ; verni,cabaret ; de bois ; verni,rewire,,[Cabarets ; de bois ; verny],no,Guillaume Daudin
cabarets de bois vernis,cabaret ; de bois ; verni,cabaret ; de bois ; verni,rewire,,[Cabarets ; de bois ; vernis],no,Guillaume Daudin
cabarets de sapin peints,cabaret ; verni,cabaret ; verni,rewire,,[Cabarets de sapin peints],no,Guillaume Daudin
cabarets peints,cabaret ; peint,cabaret ; peint,rewire,,[Cabarets ; peins],no,Guillaume Daudin
cabarets vernis,cabaret ; verni,cabaret ; verni,rewire,,[Cabaret verni] [Cabarets vernis] [Cabarets ; vernis] [cabarets vernis] [Cabaret verny] [Cabaretes vernie],no,Guillaume Daudin
cabas d'auf,cabas ; d'auf,cabas ; d'auf,rewire,,[Cabas d'auf],no,Guillaume Daudin
cabas de jonc,cabas ; de jonc,cabas ; de jonc,rewire,,[Cabas dejonc] [Cabas de jongs] [Cabas ; de jongs] [Cabas ; de jong] [cabas de jongs],no,Guillaume Daudin
cabas de laine,cabas ; de laine,cabas ; de laine,rewire,,[Cabas ; de laine],no,Guillaume Daudin
cabas de palme,cabas ; de palme,cabas ; de palme,rewire,,[Cabas de palmes] [Cabas ; de palmes] [Cabas de palme] [cabas de palme],no,Guillaume Daudin
cabillaud,cabillaud,cabillaud,rewire,[cabilleaux] [Cabrillauds] [Cableaux] [Cabillands] [Cabilleaux] [Cabillauds] [cabiau] [cabillaud] [Cabilleau] [cabillaux] [cabillau] [Cabillaux] [Cabillaud] [Cabillau],[cabilleaux] [Cabrillauds] [Cabillands] [Cabilleaux] [Cabillauds] [cabiau] [cabillaud] [Cabilleau] [cabillaux] [cabillau] [Cabillaux] [Cabillaud] [Cabillau],no,Guillaume Daudin
cabine de sapin,cabinet ; de sapin,cabinet ; de sapin,rewire,,[Cabine de Sapin],no,Guillaume Daudin
cabine et bois de noyer,cabinet ; de noyer,cabinet ; de noyer,rewire,,[Cabines et bois de noyer],no,Guillaume Daudin
cabinet de noyer,cabinet ; de noyer,cabinet ; de noyer,rewire,,[Cabinets de noyer],no,Guillaume Daudin
cabinet de sapin,cabinet ; de sapin,cabinet ; de sapin,rewire,,[Cabinets de Sapin] [Cabinet de Sapin],no,Guillaume Daudin
cabinet noyer,cabinet ; de noyer,cabinet ; de noyer,rewire,,[Cabinet Noyer],no,Guillaume Daudin
cabinet peint,cabinet ; peint,cabinet ; peint,rewire,,[Cabinets ; peints],no,Guillaume Daudin
câble assorti,câble ; assorti,câble ; assorti,rewire,,[Cable assorti],no,Guillaume Daudin
câble de navire,câble ; de navire,câble ; de navire,rewire,,[Cables ; de Navire] [Cables ; de navire] [Cable de navire] [Câble de navire],no,Guillaume Daudin
câble pour navire moyen,câble ; pour navire moyen,câble ; pour navire moyen,rewire,,[CaBles pour navires Moyen],no,Guillaume Daudin
câbleaux,cabillaud,cabillaud,rewire,,[Cableaux],no,Guillaume Daudin
caboches,caboche,caboche,rewire,,[caboches] [Caboches] [CABOCHE] [Caboche],no,Guillaume Daudin
caboches de fer,caboche ; de fer,caboche ; de fer,rewire,,[Caboches ; de fer],no,Guillaume Daudin
cabriolets,cabriolet,cabriolet,rewire,,[cabriolets] [Cabriollet] [Cabriolets] [Cabriolet],no,Guillaume Daudin
cabrions,cabrion,cabrion,rewire,,[Cabrions],no,Guillaume Daudin
cabrouets,cabrouet,cabrouet,rewire,,[Cabroüets] [Cabrouets] [Cabrouëts] [Cabroüet],no,Guillaume Daudin
cacao,cacao,cacao,rewire,[caco] [cacao] [Cacao],[caco] [cacao] [Cacao],no,Guillaume Daudin
cacao broyé,cacao ; broyé,cacao ; broyé,rewire,,[Cacao ; broyé] [Cacao broyé] [Cacao Broyé],no,Guillaume Daudin
cacao des Îles,cacao ; des îles,cacao ; des îles,rewire,,[Cacao ; des Isles] [Cacao des Îles] [Cacao des Isles] [Cacao des isles],no,Guillaume Daudin
cacao en graine,cacao ; en graine,cacao ; en graine,rewire,,[Cacao en graine] [Cacao en Graine],no,Guillaume Daudin
cacao en grains,cacao ; en graine,cacao ; en graine,rewire,,[Cacao en grains] [Cacao en grain] [Cacao en Grain],no,Guillaume Daudin
cacao étranger,cacao,cacao,rewire,,[Cacao ; étranger] [Cacao Etranger] [Cacao étranger],no,Guillaume Daudin
cachets d'argent,cachet ; d'argent,cachet ; d'argent,rewire,,[Cachets ; d'argent],no,Guillaume Daudin
cachets dorés,cachet ; doré,cachet ; doré,rewire,,[Cachets ; dorés],no,Guillaume Daudin
cachou brut,cachou ; brut,cachou ; brut,rewire,,[Cachou ; brut] [Cachou brut],no,Guillaume Daudin
cadrans de montres,horlogerie ; cadran de montre,horlogerie ; cadran de montre,rewire,,[cadrans de montres],no,Guillaume Daudin
cadres de bois,cadre ; de bois,cadre ; de bois,rewire,,[Cadres ; de bois] [Cadres de bois] [Cadre ; de bois] [Cadre de bois],no,Guillaume Daudin
cadres dorés,cadre ; doré,cadre ; doré,rewire,,[Cadres dorés] [Cadres ; dorés] [Cadrés ; dorés] [Cadres doré],no,Guillaume Daudin
cafas,café,café,rewire,,[cafas],no,Guillaume Daudin
café,café,café,rewire,[Caffé ; divers] [cafas] [caffé] [caffe] [Cafe] [Caffé] [Café],[caffé] [caffe] [Cafe] [Caffé] [Café],no,Guillaume Daudin
café de la Martinique,café ; de Martinique,café ; de Martinique,rewire,,[Caffé de la Martinique],no,Guillaume Daudin
café de Moka,café ; de moka,café ; de moka,rewire,,[Café moka] [Caffée ; Moka] [Café ; de Moka] [Caffé ; Moka] [Caffé ; moka] [Caffé ; de Moka] [Caffé de mocas] [Caffé Moka] [Caffé de Moka] [Caffé ; de moka] [Caffé de moka] [Caffé moka],no,Guillaume Daudin
café des Indes,café ; des Indes,café ; des Indes,rewire,,[Caffé ; des Indes] [Caffé des L'Indes],no,Guillaume Daudin
café divers,café,café,rewire,,[Café divers] [Caffé ; divers],no,Guillaume Daudin
café du Levant,café ; du Levant,café ; du Levant,rewire,,[Caffé ; de levant] [Café ; de Levant] [café ; du Levant] [Café ; de levant] [Caffé ; du levant] [Caffé ; du Levant] [Caffé ; de Levant] [caffé ; du Levant] [Caffe de Levant] [caffé du levant] [caffé du Levant] [caffé de levant] [Caffé de Levant] [Caffé du Levant] [Caffe du Levant] [Café du levant] [Café ; du Levant],no,Guillaume Daudin
café et provisions,café et provision,café et provision,rewire,,[Café et provisions],no,Guillaume Daudin
café ordinaire,café,café,rewire,,[Caffé ; ordinaire] [Caffée ; Ordinaire] [Caffé ; Ordinaire],no,Guillaume Daudin
café ordinaire du Levant,café ; du Levant,café ; du Levant,rewire,,[Caffé ; Ordinaire ; Du Levant],no,Guillaume Daudin
cafetières,cafetière,cafetière,rewire,,[Cafferieres] [Caffetiers] [Caffetières] [Caffetieres] [caffetieres],no,Guillaume Daudin
cafetières de cuivre,cafetière ; de cuivre,cafetière ; de cuivre,rewire,,[caffetieres de cuivre] [Caffetières ; de cuivre] [caffetiere de cuivre] [Caffetieres de cuivre],no,Guillaume Daudin
cafetières de fer-blanc,cafetière ; de fer ; blanc,cafetière ; de fer ; blanc,rewire,,[Caffetieres ; de Fer ; blanc],no,Guillaume Daudin
cafetières de métal,cafetière ; de métal,cafetière ; de métal,rewire,,[caffetiere de metal] [caffetieres de metal] [Caffetière ; de métal],no,Guillaume Daudin
cafetières du Levant,cafetière ; de Levant,cafetière ; de Levant,rewire,,[Caffetières ; de Levant],no,Guillaume Daudin
caffart blanc,caffar ; blanc,caffar ; blanc,rewire,,[caffar blanc],no,Guillaume Daudin
caffart carpette et ligatures,caffard ; carpette et ligature,caffard ; carpette et ligature,rewire,,"[caffards, carpettes et ligatures]",no,Guillaume Daudin
caffart de laine,caffar ; de laine,caffar ; de laine,rewire,,[caffar de laine],no,Guillaume Daudin
cages,cage,cage,rewire,,[Cages],no,Guillaume Daudin
cages à oiseaux,cage ; d'oiseau,cage ; d'oiseau,rewire,,[Cages a oiseaux],no,Guillaume Daudin
cages d'oiseaux,cage ; d'oiseau,cage ; d'oiseau,rewire,,[Cayes ; d'oiseaux] [Cages ; d'oyseau] [Cages ; d'oiseau] [Cage ; d'oiseau],no,Guillaume Daudin
cages pour oiseaux,cage ; d'oiseau,cage ; d'oiseau,rewire,,[cages pour oiseaux],no,Guillaume Daudin
cailles,caille,caille,rewire,,[cailles] [Cailles],no,Guillaume Daudin
cailloux,caillou,caillou,rewire,,[Cailloux],no,Guillaume Daudin
caisse à carafons,caisse ; à carafon,caisse ; à carafon,rewire,,[Caisses à carafons],no,Guillaume Daudin
caisse de berline et train,caisse ; de berline et train,caisse ; de berline et train,rewire,,[Caisse ; de berline et train],no,Guillaume Daudin
caisse de carrosses,caisse ; de carosse,caisse ; de carosse,rewire,,[caisses de carosses],no,Guillaume Daudin
caisse de liège,caisse ; de liège,caisse ; de liège,rewire,,[Caisses ; de liège],no,Guillaume Daudin
caisse et têtes de carton,caisse et tête ; de carton,caisse et tête ; de carton,rewire,,[caisses et têtes de carton],no,Guillaume Daudin
caisse vide,caisse ; vide,caisse ; vide,rewire,,[caisses vides],no,Guillaume Daudin
calamine grillée,calamine ; grillée,calamine ; grillée,rewire,,[Calamine grillée],no,Guillaume Daudin
calamus aromaticus,calamus ; aromatisé,calamus ; aromatisé,rewire,,[Calamus ; armoatisé] [Calamus ; aromaticus],no,Guillaume Daudin
calèches,calèche,calèche,rewire,,[Calêches],no,Guillaume Daudin
cales de bois de hêtre,cale ; en bois,cale ; en bois,rewire,,[Cales de bois de hêtre],no,Guillaume Daudin
cales en chêne,cale ; en bois,cale ; en bois,rewire,,[Cales en chênes],no,Guillaume Daudin
Caliatour,bois ; de caliatour,bois ; de caliatour,rewire,,[Caillatour],no,Guillaume Daudin
calice d'argent,calice ; d'argent,calice ; d'argent,rewire,,[Calice ; d'argent],no,Guillaume Daudin
calotte de papier,calotte et sac de papier,calotte et sac de papier,rewire,,[Calotte de papier],no,Guillaume Daudin
calotte de peau divine,calotte ; de peau divine,calotte ; de peau divine,rewire,,[Calotte ; de peau divine],no,Guillaume Daudin
calotte de prêtre,calotte ; de prêtre,calotte ; de prêtre,rewire,,[Calottes ; de prêtre],no,Guillaume Daudin
calotte et sacs de papier,calotte et sac de papier,calotte et sac de papier,rewire,,[calottes et sacs de papier],no,Guillaume Daudin
Cambrais,cambray,cambray,rewire,,[cambray],no,Guillaume Daudin
camelot au quart,camelot ; au quart,camelot ; au quart,rewire,,[Camelot ; au quart],no,Guillaume Daudin
camelot au sixième de soie,camelot ; au sixième de soie,camelot ; au sixième de soie,rewire,,[Camelot ; au sixième de soye],no,Guillaume Daudin
camelot burail,camelot ; burail,camelot ; burail,rewire,,[Camelot ; burail] [Camelos; burail] [Camelot burail],no,Guillaume Daudin
camelot d'Amiens,camelot ; d'Amiens,camelot ; d'Amiens,rewire,,[Camelot ; d'amiens] [Camelot ; d'Amiens] [Camelots d'amiens] [Camelot d'amiens] [Camelos ; d'amiens],no,Guillaume Daudin
camelot d'Angleterre et de Hollande,camelot ; d'Angleterre et Hollande,camelot ; d'Angleterre et Hollande,rewire,,[Camelots ; d'Angleterre et Hollande],no,Guillaume Daudin
camelot de burail,camelot ; de burail,camelot ; de burail,rewire,,[Camelos ; de burail],no,Guillaume Daudin
camelot de laine,camelot ; de laine,camelot ; de laine,rewire,,[Camelot de laines] [Camelots de laine] [Camelot ; de laine] [Camelos ; de laine] [Camelot de laine],no,Guillaume Daudin
camelot de laine et soie,camelot ; de laine et soie,camelot ; de laine et soie,rewire,,[Calmelot ; de laine et soye] [Camelot de laine et soye],no,Guillaume Daudin
camelot de Lille et autres,camelot ; de Lille et autre,camelot ; de Lille et autre,rewire,,[Camelots ; de Lisle et autres],no,Guillaume Daudin
camelot de terine,camelot ; de terrine,camelot ; de terrine,rewire,,[Camelot ; de terine],no,Guillaume Daudin
camelot mêlé de soie,camelot ; mêlé ; de soie,camelot ; mêlé ; de soie,rewire,,[Camelot ; meslé ; de soye] [Camelot ; meslé de soye],no,Guillaume Daudin
camelot poil à laine,camelot ; poil et laine,camelot ; poil et laine,rewire,,[Camelot ; poil a laine],no,Guillaume Daudin
camelot poil et laine,camelot ; poil et laine,camelot ; poil et laine,rewire,,[Camelot poil et laine] [Camelot ; poil et laine],no,Guillaume Daudin
camelot rayé,camelot ; rayé,camelot ; rayé,rewire,,[Camelot ; rayé],no,Guillaume Daudin
camisoles,camisolle,camisolle,rewire,,[Camisolles],no,Guillaume Daudin
camphre,camphre,camphre,rewire,[Camptre] [Cmphre] [camfre] [camphre] [Canfre] [Campre Ou Camphre] [Camfre] [Campre] [Camphre],[Camptre] [Cmphre] [camfre] [camphre] [Canfre] [Camfre] [Campre] [Camphre],no,Guillaume Daudin
camphre ou camphre,camphre,camphre,rewire,,[Campre Ou Camphre],no,Guillaume Daudin
camphre raffiné,camphre ; raffiné,camphre ; raffiné,rewire,,[Camptre rafiné] [Camphre rafiné] [Camfre rafiné] [Camphre raffiné] [Camphre ; raffiné],no,Guillaume Daudin
canades,canard,canard,rewire,,[Canades],no,Guillaume Daudin
canapé de cuir de Russie,canapé ; de cuir de Russie,canapé ; de cuir de Russie,rewire,,[Canapés de cuir de roussy],no,Guillaume Daudin
canapé de maroquin et tables à jouer,canapé ; de maroquin et table à joué,canapé ; de maroquin et table à joué,rewire,,[Canapé ; de maroquin et table à joués],no,Guillaume Daudin
canardières,carnadière,carnadière,rewire,,[Canardieres],no,Guillaume Daudin
canards,canard,canard,rewire,,[canards] [Canards],no,Guillaume Daudin
canards en vie,canard ; en vie,canard ; en vie,rewire,,[Canard ; en vie],no,Guillaume Daudin
canaris ou serins,canari ou serin,canari ou serin,rewire,,[canaris ou serins],no,Guillaume Daudin
candetas,candeta,candeta,rewire,,[Candetas],no,Guillaume Daudin
cane,canne,canne,rewire,,[Cane],no,Guillaume Daudin
cane garnie,canne ; garnie,canne ; garnie,rewire,,[Cane Garnies],no,Guillaume Daudin
canerelles,canevette,canevette,rewire,,[Canerelles],no,Guillaume Daudin
canetilles d'or faux,canetille ; d'or faux,canetille ; d'or faux,rewire,,[Canetilles ; d'or faux],no,Guillaume Daudin
canevas de fil,canevas ; de fil,canevas ; de fil,rewire,,[Cannevas ; de fil],no,Guillaume Daudin
canevas tracé,canevas ; tracé,canevas ; tracé,rewire,,[Canneva ; tracé] [Caneva; tracé] [Caneva ; tracé] [Canevas ; tracé],no,Guillaume Daudin
canevettes,canevette,canevette,rewire,,[Cannevele] [Canevelles] [Canevelle] [Caneveltes] [Caanevetes] [Canevas de fil] [cannevette] [Cannevelles] [Cannevettes] [Canevette] [Canevettes],no,Guillaume Daudin
canevettes à flacons,canevette ; à flacon,canevette ; à flacon,rewire,,[canevettes à flacons],no,Guillaume Daudin
canevilles,canevette,canevette,rewire,,[Canevilles],no,Guillaume Daudin
canifs,canif,canif,rewire,,[Canifs],no,Guillaume Daudin
caniques,canique,canique,rewire,,[Caniques],no,Guillaume Daudin
cannelle girofle poivre,"canelle, giroffle, poivre, etc.","canelle, giroffle, poivre, etc.",rewire,,"[Canelle, giroffle, poivre]",no,Guillaume Daudin
cannelle girofle poivre etc.,"canelle, giroffle, poivre, etc.","canelle, giroffle, poivre, etc.",rewire,,"[Canelle, giroffle, poivre, etc.]",no,Guillaume Daudin
cannes,canne,canne,rewire,,[Cannes] [Canne],no,Guillaume Daudin
cannes à main,canne ; à main,canne ; à main,rewire,,[Cannes à moin] [Cannes à mains] [Cannes a main] [Cannes ; a main] [Canne A Main] [Cannes ; à main] [Canne ; à main] [cannes ; à main] [Canne a main] [Canes a main] [Cannes à main],no,Guillaume Daudin
cannes à pommes d'or,canne ; à pomme d'or,canne ; à pomme d'or,rewire,,[Canne ; à pomme d'or] [Cannes à pommes d'or] [Canes à pommes d'or] [Cannes à pomme d'or],no,Guillaume Daudin
cannes à pommes d'or ayant servi,canne ; à pomme d'or ; ayant servi,canne ; à pomme d'or ; ayant servi,rewire,,[Cannes ; à pomme d'or ; ayant servi],no,Guillaume Daudin
cannes de bois montées et non montées,canne ; de bois montée et non montée,canne ; de bois montée et non montée,rewire,,[cannes de bois montées et non montées],no,Guillaume Daudin
cannes dites genettes,canne ; dit genette,canne ; dit genette,rewire,,[cannes dit genettes],no,Guillaume Daudin
cannes diverses,canne ; diverse,canne ; diverse,rewire,,[Cannes ; diverses] [Cannes diverses] [Cannes Divers],no,Guillaume Daudin
cannes et bâtons vernis,canne et bâton ; verni,canne et bâton ; verni,rewire,,[cannes et batons vernis],no,Guillaume Daudin
cannes vernies,canne ; diverse,canne ; diverse,rewire,,[Cannes ; vernies],no,Guillaume Daudin
cannettes,cannette,cannette,rewire,,[Canette],no,Guillaume Daudin
cannettes de ???,cannette ; de ?,cannette ; de ?,rewire,,[Canettes de],no,Guillaume Daudin
cannettes de bois de sapin,cannette ; de bois ; de sapin,cannette ; de bois ; de sapin,rewire,,[Canettes de Bois de Sapin],no,Guillaume Daudin
cannettes de terre de grès,cannette ; de terre et de grès,cannette ; de terre et de grès,rewire,,[Cannettes de Terre de Gray],no,Guillaume Daudin
canonnières de cantil,canonnière ; de cantil,canonnière ; de cantil,rewire,,[Canonnières ; de cantil] [Canonieres de cantil],no,Guillaume Daudin
canons,canon,canon,rewire,,[Canons],no,Guillaume Daudin
canons de 18 de balles,canon ; de 18 de balle,canon ; de 18 de balle,rewire,,[Canons ; de 18 de balles],no,Guillaume Daudin
canons de carabines,canon ; de fusil,canon ; de fusil,rewire,,[Canons de carabine],no,Guillaume Daudin
canons de fer de 18 à 24 livres,canon ; de fer ; de 18 a 24 livre,canon ; de fer ; de 18 a 24 livre,rewire,,[canons ; de fer ; de 18 a 24 livres],no,Guillaume Daudin
canons de fer de 18 et 30 livres de balles,canon ; de fer ; de 18 et 30 livre de balle,canon ; de fer ; de 18 et 30 livre de balle,rewire,,[Canons ; de fer ; de 18 et 30 livres de balle],no,Guillaume Daudin
canons de fer de 3 livres,canon ; de fer ; de 3 livre,canon ; de fer ; de 3 livre,rewire,,[Canons ; de fer ; de 3 livres],no,Guillaume Daudin
canons de fer de 4 livres,canon ; de fer ; de 4 livre,canon ; de fer ; de 4 livre,rewire,,[Canons ; de fer ; de 4 livres],no,Guillaume Daudin
canons de fer petits,canon ; de fer ; petit,canon ; de fer ; petit,rewire,,[Canons ; de fer ; petits],no,Guillaume Daudin
