marchandises_norm_ortho,marchandises_simplifiees,source_bdc,nbr_bdc_marchandises_norm_ortho,nbr_bdc_marchandises_simplifiees
toilerie ; toile peinte et teinte,toilerie ; toile peinte et teinte,1,33,33
toilerie ; toile à carreau pour matelas,toilerie ; toile à carreau pour matelas,0,0,0
toilerie ; toile à carreaux pour matelas,,1,8,31324
toilerie ; toile à voile,toilerie ; toile à voile,1,10,10
toilette,toilette,1,3,3
toilette ; de Valenciennes,,1,2,31324
toilette ; de bois,toilette ; de bois,1,1,1
toilette ; de bois ; verni,toilette ; de bois ; verni,1,1,1
toilette ; de femme,toilette ; de femme,1,16,16
toilette ; de lin blanche,toilette ; de lin ; blanche,1,1,1
toilette ; de lin grise,toilette ; de lin ; grise,1,1,1
toile ; Bretagne,,1,1,31324
toile ; Cholet,,1,1,31324
toile ; avec dessin,,1,1,31324
toile ; batiste,,1,7,31324
toile ; batiste et linon,,1,23,31324
toile ; beurrière,,1,1,31324
toile ; blancard,,1,2,31324
toile ; blancard ; de Rouen,,1,1,31324
toile ; blanche,,1,14,31324
toile ; cholette,,1,3,31324
toile ; cirée,,1,10,31324
toile ; cirée et gommée,,1,11,31324
toile ; commune,,1,3,31324
toile ; coton,,1,1,31324
toile ; céruse,,1,2,31324
toile ; d'Agen,,1,1,31324
toile ; d'Allemagne,,1,2,31324
toile ; d'Argouges,,1,1,31324
toile ; d'Irlande,,1,1,31324
toile ; d'emballage,,1,4,31324
toile ; d'emballage ; en lin,,1,1,31324
toile ; de Brabant,,1,1,31324
toile ; de Bretagne ; chant brin,,1,1,31324
toile ; de Bretagne ; crée large,,1,1,31324
toile ; de Bretagne ; de Landerneau,,1,5,31324
toile ; de Cholet,,1,4,31324
toile ; de Halle,,1,3,31324
toile ; de Hanovre,,1,1,31324
toile ; de Hollande,,1,4,31324
toile ; de Hollande ; de 30 aunes,,1,1,31324
toile ; de Laval,,1,2,31324
toile ; de Morlaix,,1,3,31324
toile ; de Mortagne,,1,1,31324
toile ; de Rouen,,1,4,31324
toile ; de St Quentin,,1,14,31324
toile ; de Valenciennes,,1,7,31324
toile ; de Vinroutiers,,1,1,31324
toile ; de barbier,,1,1,31324
toile ; de basin,,1,1,31324
toile ; de chanvre,,1,1,31324
toile ; de chanvre ; d'emballage,,1,3,31324
toile ; de chanvre ; écrue,,1,1,31324
toile ; de coton,,1,186,31324
toile ; de coton et nankin,,1,15,31324
toile ; de coton ; diverse,,1,3,31324
toile ; de coton ; nankin,,1,166,31324
toile ; de coutil ; à carreaux,,1,39,31324
toile ; de crin,,1,1,31324
toile ; de crin ; cirée,,1,7,31324
toile ; de crin ; cirée et gommée,,1,18,31324
toile ; de fil et coton,,1,82,31324
toile ; de fil ; blanche,,1,3,31324
toile ; de fil ; commune,,1,3,31324
toile ; de fougère,,1,2,31324
toile ; de lin,,1,1,31324
toile ; de lin et coton,,1,5,31324
"toile ; de lin, batiste et linon",,1,25,31324
toile ; de lin ; blanche,,1,8,31324
toile ; de lin ; ordinaire,,1,12,31324
toile ; de ménage,,1,1,31324
toile ; diverse,,1,62,31324
toile ; diverse ; de lin et de chanvre,,1,178,31324
toile ; en chemise,,1,1,31324
toile ; en linge de table,,1,2,31324
toile ; en siamoise ; fil et coton,,1,1,31324
toile ; entre large,,1,1,31324
toile ; fil et coton,,1,1,31324
toile ; fine,,1,2,31324
toile ; flamande,,1,1,31324
toile ; fougère,,1,1,31324
toile ; gingas,,1,3,31324
toile ; gracienne,,1,2,31324
toile ; grise,,1,6,31324
toile ; grosse,,1,3,31324
toile ; haut brin,,1,1,31324
toile ; linge de table,,1,13,31324
toile ; linge ; de table,,1,1,31324
toile ; manouf,,1,1,31324
toile ; mousseline,,1,13,31324
toile ; mêlée ; batiste et linon,,1,17,31324
toile ; mêlée ; de chanvre et de lin,,1,8,31324
toile ; mêlée ; de fil et coton,,1,11,31324
toile ; nankin,,1,21,31324
toile ; non battue,,1,1,31324
toile ; ordinaire,,1,3,31324
toile ; peinte et indienne,,1,20,31324
toile ; poméranienne,,1,1,31324
toile ; rosconne,,1,1,31324
toile ; rouge,,1,1,31324
toile ; royale,,1,4,31324
toile ; teinte,,1,1,31324
toile ; tissée ; très fin,,1,1,31324
toile ; toilerie,,1,1,31324
toile ; tout coton,,1,1,31324
toile ; treillis,,1,6,31324
toile ; treillis et gommée,,1,3,31324
toile ; à carreaux,,1,13,31324
toile ; à drapeau,,1,1,31324
toile ; à matelas,,1,1,31324
toile ; à nappe et serviette,,1,2,31324
toile ; à treillis,,1,8,31324
toile ; à voile,,1,28,31324
toile ; à voile ; de 24 aunes,,1,1,31324
toile ; écrue,,1,10,31324
"toile ; écrue, de lin et de chanvre",,1,7,31324
toile ; étoupe ; de lin,,1,1,31324
toile ; étroite,,1,3,31324
toison,toison,1,1,1
tombeau,tombeau,1,7,7
ton mariné,ton mariné,1,1,1
tondelle,tondelle,1,1,1
tondure de drap,tondure de drap,1,4,4
tonneau,tonneau,1,3,3
tonneau ; en bois,tonneau ; en bois,0,0,0
tonneau ; vide,tonneau ; vide,1,3,3
tonneau ; à bière,tonneau ; à bière,0,0,0
"tonneau, cuvelle et futaille","tonneau, cuvelle et futaille",1,1,1
tonneau ; en bois,,1,1,31324
tonneau ; à bière,,1,1,31324
tord ; gros,tord ; gros,0,0,0
tord ; gros,,1,1,31324
tortue,tortue,1,3,3
touque ; de grès,touque ; de grès,1,3,3
touque ; petite,touque ; petite,1,1,1
tour ; pour tourneur,tour ; pour tourneur,0,0,0
tour ; à filer,tour ; à filer,1,7,13
tourbe,tourbe,1,3,3
tourne ; viande,,1,1,31324
tournebroche,tournebroche,1,12,12
tournesol,tournesol,1,166,166
tournesol ; apprêté,,1,2,31324
tournesol ; en drapeau,tournesol ; en drapeau,1,7,7
tournesol ; en herbe,,1,2,31324
tournesol ; en pain,,1,5,31324
tournesol préparé ou orseille,tournesol préparé ou orseille,0,0,0
tournesols préparé ou orseille,,1,11,31324
touron,touron,1,12,12
tours,tours,1,1,1
tours ; de lit ; de bourre,tours ; de lit ; de bourre,1,10,10
tours ; à filer,tour ; à filer,1,6,13
tourteau,tourteau,1,1,1
tour ; pour tourneur,,1,1,31324
toutenague,toutenague,1,17,17
train ; de carrosse,train ; de carrosse,1,2,2
trait ; d'or,trait ; d'or,1,3,3
trait ; d'or et d'argent,trait ; d'or et d'argent,1,2,2
transport ; des troupe,transport ; des troupe,0,0,0
transport ; des troupe,,1,1,31324
travon,travon,1,1,1
travon ; de sapin,travon ; de sapin,1,3,3
trefe or et argent,trefe or et argent,1,1,1
treilli ; bougrand et canevas,treillis ; bougrand et canevas,1,1,1
treilli ; non lustrée,treillis ; non lustrée,1,1,1
treillis,treillis,1,43,43
treillis ; d'Allemagne,treillis ; d'Allemagne,1,3,3
tremille,tremille,1,1,1
trenelle ; d'espar,trenelle ; d'espar,1,22,22
trenelle ; de jonc,,0,0,0
trenelle ; de jonc,,1,1,31324
tresse ; d'argent,tresse ; d'argent,1,1,1
tresse ; d'or,tresse ; d'or,1,4,4
tresse ; d'or et d'argent,tresse ; d'or et d'argent,1,1,1
tresse ; de fil,tresse ; de fil,1,2,2
tresse ; de fleuret,tresse ; de fleuret,1,7,7
tresse ; de jonc,,0,0,0
tresse ; de laine,tresse ; de laine,1,3,3
tresse ; de soie,tresse ; de soie,1,10,10
tresse ; de jonc,,1,1,31324
tretau de chêne de 6 pouces,tréteau ; de chêne,1,1,1
treuil,treuil,1,1,1
treuil ; d'espar,treuil ; d'espar,1,1,1
tricot ; de fil et coton,tricot ; de fil et coton,0,0,0
tricot ; de laine,tricot ; de laine,0,0,0
tricot ; de nuit,tricot,1,1,1
tricot ; de fil et coton,,1,1,31324
tricot ; de laine,,1,1,31324
trictrac,trictrac,1,1,1
tripe,tripe,1,2,2
tripe ; de Lannoy,tripe ; de Lannoy,1,1,1
tripe ; de bœuf ; salé,tripe ; de bœuf ; salé,1,1,1
tripe ; de laine,tripe ; de laine,1,1,1
tripe ; de velours,tripe ; de velours,1,97,97
tripe ; d’huître,,1,1,31324
tripe ; sur soie,tripe ; sur soie,1,1,1
tripe ; de velours,,1,1,31324
tripied,tripied,1,1,1
tripoli,tripoli,1,12,12
trot de vin,trot de vin,1,1,1
trousse ; de fleure,trousse ; de fleure,1,1,1
truelle,truelle,1,1,1
truelle ; de fer,quincaillerie ; de fer ; truelle,1,3,3
truffe,truffe,1,125,125
truffe ; cul d’artichaut ; etc.,truffe ; cul d’artichaut ; etc.,1,1,1
truffe ; mouceron,truffe ; mouceron,1,2,2
truffe ; noire,truffe ; noire,1,1,1
truffe ; sèche,truffe ; sèche,1,8,8
"truffe, cul artichaut et autre sec",truffe ; cul artichaut ; etc.,0,0,0
"truffe, cul d'artichautet autre sec",,1,1,31324
truite,truite,1,11,11
truite et anguille,truite et anguille,1,1,1
trully,trully,1,1,1
trumeau ; de glace,,1,1,31324
trémail,filet ; de chasse,1,1,1
tube ; long,tube ; long,1,1,1
tuffau,,1,16,31324
tuffeau,tuffaux,0,0,0
tuile,tuile,1,153,155
tuile ; courbée,tuile ; courbée,1,1,1
tuile ; de Bretagne ; de halle,toile ; de Bretagne ; de halle,1,1,85
tuile ; de Bretagne ; de pontivy,toile ; de Bretagne ; de Pontivy,1,1,1
tuile ; de lin ; de Beauvais,toile ; de lin ; de Beauvais,1,1,67
tuile ; de lin ; de Laval,toile ; de lin ; de Laval,1,1,144
tuile ; plate,tuile ; plate,1,1,1
tuile ; à voile,toile ; à voile,1,1,373
tuile de couverture,tuile,1,1,155
tulle,tulle,1,1,1
turbit,turbit,1,22,22
turbot,poisson ; turbot,1,1,1
turbot ; salé,poisson ; turbot ; salé,1,1,1
turlutaine,turlutaine,0,0,0
turlutaines,,1,1,31324
turquoise,turquoise,1,1,1
turquoise et turlutaine,turquoise et turlutaine,1,1,1
tutic,tutic,1,6,6
tutie,tutie,1,11,11
tutilly,tutilly,1,2,2
tuyau ; d'orgue,tuyau ; d'orgue,0,0,0
tuyau ; de fer,,1,1,31324
tuyau ; de pipe,tuyau ; de pipe,0,0,0
tuyau ; de plomb,tuyau ; de plomb,1,1,1
tuyau ; de poêle et de cheminée,tuyau ; de poêle et de cheminée,0,0,0
tuyau d'orgue ; plomb,tuyau d'orgue ; plomb,1,1,1
tuyau ; d'orgue,,1,2,31324
tuyau ; de pipe,,1,2,31324
tuyau ; de poêle et de cheminée,,1,1,31324
télescope,télescope,1,5,5
télescope ; de bois ; uni,,1,1,31324
télescope ; en cuivre ; poli,,0,0,0
télescope ; en cuivre ; poli,,1,1,31324
téraille,téraille,1,7,7
téraille ; divers,téraille ; divers,1,5,5
téraille ; noire,téraille ; noire,0,0,0
téraille ; noire,,1,1,31324
térébenthine,térébenthine,1,242,242
térébenthine ; commune,térébenthine ; commune,0,0,0
térébenthine ; de Venise,térébenthine ; de Venise,0,0,0
térébenthine ; en pâte,térébenthine ; en pâte,0,0,0
"térébenthine ; en pâte, huile et essence","térébenthine ; en pâte, huile et essence",0,0,0
térébenthine ; huile et essence,térébenthine ; huile et essence,0,0,0
térébenthine d'étain,térébenthine d'étain,1,1,1
térébenthine et blanc de plomb,drogue ; diverse,1,1,8
térébenthine et résine,drogue ; diverse,1,1,8
térébenthine et tartre,drogue ; diverse,1,1,8
térébenthine ; commune,,1,2,31324
térébenthine ; de Venise,,1,5,31324
térébenthine ; en pâte,,1,9,31324
"térébenthine ; en pâte, huile et essence",,1,73,31324
térébenthine ; huile et essence,,1,31,31324
tétras ; noir,tétras ; noir,0,0,0
tétras ; noir,,1,1,31324
tête ; de basin brodée,tête ; de basin brodée,1,1,1
tête ; de cabillaud,,1,1,31324
tête ; de carabé,tête ; de carabé,1,1,1
tête ; de chou,,1,3,31324
tête ; de clou,quincaillerie ; tête de clou,1,1,1
tête ; de clou de girofle,tête ; de clou de girofle,1,1,1
tête ; de cuir en poil,tête ; de cuir en poil,1,1,1
tête ; de girofle,épicerie ; girofle,1,1,559
tête ; de morue,tête ; de morue,1,3,3
tête ; de pavot,tête ; de pavot,1,1,1
tête ; à perruque,tête ; à perruque,1,3,3
tôle,tôle,1,2,2
tôle ; de cuivre,tôle ; de cuivre,0,0,0
tôle ; de fer,tôle ; de fer,0,0,0
tôle ; en platine ; vernie,,0,0,0
tôle ; de cuivre,,1,1,31324
tôle ; de fer,,1,2,31324
tôle ; en platine ; vernie,,1,1,31324
ustensile ; d'imprimerie,ustensile ; d'imprimerie,1,1,1
ustensile ; de cuisine,ustensile ; de cuisine,1,1,1
ustensile ; de fer,,1,1,31324
ustensile ; de mer,ustensile ; de mer,1,2,2
ustensile ; de moulin,ustensile ; de moulin,1,1,1
ustensile ; de ménage,ustensile ; de ménage,1,2,2
ustensile ; de pêche,ustensile ; de pêche,1,7,25
ustensile ; de pêche ; divers,ustensile ; de pêche ; divers,1,6,6
ustensile ; de pêche ; filet,ustensile ; de pêche,0,0,0
ustensile ; de pêcheur,ustensile ; de pêche,1,17,25
ustensile ; de pêche ; filet,,1,1,31324
ustensile ; divers,ustensile,1,15,15
vache ; taureau,,1,1,31324
vache ; vache,,1,1,31324
vache ; veau,,1,1,31324
vachette,vachette,1,9,9
vainc ; à vanner,vainc ; à vanner,1,1,1
vaisseau montée,vaisseau montée,1,1,1
vaisselle,vaisselle,1,2,2
vaisselle ; d'argent,vaisselle ; d'argent,1,40,40
vaisselle ; d'argent ; d'Allemagne,,0,0,0
vaisselle ; d'or,vaisselle ; d'or,1,2,2
vaisselle ; d'étain,vaisselle ; d'étain,1,1,1
vaisselle ; de Sayence,vaisselle ; de Sayence,1,1,1
vaisselle ; de bois,vaisselle ; de bois,1,1,1
vaisselle ; de bois ; verni,,0,0,0
vaisselle ; de terre,vaisselle ; de terre,1,3,3
vaisselle ; plate,vaisselle ; plate,1,1,1
vaisselle ; terre,vaisselle ; terre,1,2,2
vaisselle ; d'argent ; d'Allemagne,,1,1,31324
vaisselle ; de bois ; verni,,1,1,31324
valeur de diverse marchandise entrées en franchise de droits à charge de réexportation pour le commerce colonial,divers,1,9,3191
valtones,valtones,1,1,1
van ; à vanner,van ; à vanner,1,78,78
vandes,vandes,1,9,9
vanille,vanille,1,120,120
vas ; du Rhin,vas ; du Rhin,1,1,1
vase,vase,1,3,3
vathout scié en planche,vathout scié en planche,1,1,1
vatons,vatons,1,3,3
vaude,vaude,1,53,53
vaze ; de terre,vase ; de terre,1,1,1
veau-oing,,1,3,31324
veaux-oing,veaux-oing,0,0,0
veiles,veiles,1,1,1
velours,velours,1,29,29
velours ; avec argent,velours ; avec argent,1,1,1
velours ; ciselé ; à fond d'or,,0,0,0
velours ; commun,,0,0,0
velours ; d'Utrecht,velours ; d'Utrecht,1,6,6
velours ; de Gênes,velours ; de Gênes,1,1,1
velours ; de coton,velours ; de coton,1,102,102
velours ; de gueux,velours ; de gueux,1,16,16
velours ; de soie,velours ; de soie,1,2,2
velours ; uni,velours ; uni,1,1,1
velours ; ciselé ; à fond d'or,,1,1,31324
velours ; commun,,1,1,31324
velours ; de Gênes,,1,1,31324
velours ; de soie,,1,1,31324
vendange,vendange,1,1,1
ver?,ver?,1,1,1
verd,verd,1,1,1
verd ; d'Espagne,verd ; d'Espagne,1,1,1
verd ; d'ambre,ambre ; vert,1,1,1
verd ; d'antimoine,drogue ; chimique et métallique ; antimoine,1,7,30
verd ; d'eau,verd ; d'eau,1,1,1
verd ; de gris,,1,4,31324
verd ; de mer,verd ; de mer,1,2,2
verd ; de montagne,verd ; de montagne,1,8,8
verd ; de vessie,verd ; de vessie,1,5,5
verd ; distillé,verd ; distillé,1,10,10
verd ; rouge,verd ; rouge,1,1,1
verdasse,,1,1,31324
verdet,drogue ; pour la peinture et la teinture ; verdet,1,730,773
verdet et vert-de-gri,,1,71,31324
verdet et vert-de-gris,verdet et vert-de-gris,0,0,0
vergue,vergue,1,19,19
vergue ; de navire,vergue ; de navire,1,2,2
verjus,verjus,1,8,8
vermeille,vermeille,1,1,1
vermichel,vermichel,1,196,197
vermichel ou Vermissely,vermichel,1,1,197
vermillon,vermillon,1,265,265
vermillon ; de tasse,,1,1,31324
vermillon et cinabre,vermillon et cinabre,1,60,60
verni,drogue ; pour la peinture et la teinture ; verni,1,57,65
verni ; à peindre,,1,3,31324
verni ; à préparer,drogue ; pour la peinture et la teinture ; verni,0,0,0
vernis ; à préparer,,1,21,31324
verre,verre,1,2,372
verre ; ? ; estampe,verre ; pour estampe,1,2,9
verre ; assorti,verre ; assorti,1,21,21
verre ; blanc,verre ; blanc,1,27,27
verre ; cassé,verre ; cassé,1,71,71
verre ; cassé ; en groisil,verre ; cassé ; en groisil,1,1,1
verre ; chimique,verre ; chimique,1,1,1
verre ; commun,verre,1,331,372
verre ; commun ; à boire,,1,6,31324
verre ; cristal,,1,1,31324
verre ; cristallin,verre ; cristallin,1,40,44
verre ; cuivré ; cristallin,verre ; cristallin,1,4,44
verre ; cuivré ; dame jeanne,ouvrage ; de verre ; dame jeanne,1,1,3
verre ; cuivré ; en table,verre ; en table,1,1,1
verre ; cuivré ; gobelet et à boire,ouvrage ; de verre ; gobelet,1,2,45
verre ; d'Allemagne,verre ; d'Allemagne,1,1,1
verre ; d'Alsace,verre ; d'Alsace,1,6,6
verre ; d'ambre,verre ; d'ambre,1,1,1
verre ; d'antimoine,verre ; d'antimoine,1,3,3
verre ; d'estampe,verre ; pour estampe,1,2,9
verre ; d'offre,verre,1,1,372
verre ; de Barrois,verre ; de Barrois,1,1,1
verre ; de Bohème,verre ; de Bohème,1,11,11
verre ; de France,verre ; de France,0,0,0
verre ; de Hessen,verre ; de Hessen,0,0,0
verre ; de Lorraine,verre ; de Lorraine,1,6,6
verre ; de Saint Louis,verre ; de Saint Louis,1,1,1
verre ; de Venise,verre ; de Venise,0,0,0
verre ; de baromètre,verre ; de baromètre,1,7,7
verre ; de composition,composition ; de verre,1,3,4
verre ; de cristal,,1,134,31324
verre ; de cristallin,verre ; de cristallin,1,1,1
verre ; de grin,verre ; de grin,1,1,1
verre ; de lampe,verre ; de lampe,1,2,2
verre ; de mer,verre ; de mer,1,1,1
verre ; de montre,verre ; de montre,1,51,51
verre ; divers,verre,1,37,372
verre ; en ?,verre,1,1,372
verre ; en bouteille,ouvrage ; de verre ; bouteille,1,5,6
verre ; en carreau,,1,1,31324
verre ; en cloche,verre ; en cloche,1,1,1
verre ; en flacon,ouvrage ; de verre ; flacon,1,1,1
verre ; en gobelet,ouvrage ; de verre ; gobelet,1,1,45
verre ; en gobelet ; à boire,verre ; en gobelet ; à boire,1,1,1
verre ; en gobeleterie,verre ; en gobeleterie,1,15,15
verre ; en lampe,,1,1,31324
verre ; en table,ouvrage ; de verre ; gobelet,1,37,45
verre ; et gobelet,ouvrage ; de verre ; verre et gobelet,1,10,10
verre ; filé,verre ; filé,1,1,1
verre ; moulein,verre ; moulein,1,1,1
verre ; ouvré,ouvrage ; de verre,1,1,383
verre ; ouvré ; ?,ouvrage ; de verre ; gobelet,1,5,45
verre ; ouvré ; d'assortiment,ouvrage ; de verre,1,3,383
verre ; ouvré ; dame jeanne,ouvrage ; de verre ; dame jeanne,1,2,3
verre ; ouvré ; dame jeannes,,1,6,31324
verre ; ouvré ; divers,ouvrage ; de verre,1,16,383
verre ; ouvré ; en bouteille,verre ; ouvré ; en bouteille,1,41,41
verre ; ouvré ; en table,ouvrage ; de verre ; en table,1,1,1
verre ; ouvré ; dame jeanne,,1,6,31324
verre ; ouvré ; divers,,1,3,31324
verre ; pointu,verre ; pointu,1,1,1
verre ; pour estampe,verre ; pour estampe,1,5,9
verre ; pour lunette et montre,verre ; pour lunette et montre,1,1,1
verre ; pour lustre,verre ; pour lustre,1,1,1
verre ; pour montre,verre ; pour montre,1,1,1
verre ; pour vitre,verre ; à vitre,0,0,0
verre ; verrerie,ouvrage ; de verre,1,19,383
verre ; verroterie,verre ; verroterie,1,9,9
verre ; vitre,,1,2,31324
verre ; à boire,verre ; à boire,1,107,111
verre ; à boire ; assortiment,verre ; à boire,0,0,0
verre ; à boire ; commun,,1,20,31324
verre ; à boire ; cristallin,,0,0,0
verre ; à boire ; de cristal,,0,0,0
verre ; à boire de Bohème,verre ; à boire,1,1,111
verre ; à boire et pot à moutarde,verre ; à boire,1,1,111
"verre ; à boire, moutardier etc",verre ; à boire,1,1,111
verre ; à boire ; assortiment,,1,1,31324
verre ; à boire ; commun,,1,9,31324
verre ; à boire ; cristallin,,1,1,31324
verre ; à boire ; de cristal,,1,3,31324
verre ; à cristal,,1,1,31324
verre ; à horloge ; de mer,,0,0,0
verre ; à horloge ; de mer,,1,1,31324
verre ; à lunette,verre ; à lunette,1,4,4
verre ; à vin,verre ; à vin,1,1,1
verre ; à vitre,verre ; à vitre,1,364,369
verre ; à vitre ; commun,verre ; à vitre,1,2,369
verre ; à vitre d'Allemagne,verre ; à vitre ; d'Allemagne,1,1,1
verre ; à vitre de France,verre ; à vitre ; de France,1,1,1
"verre ; à vitre de France, d'Allemagne et autre",verre ; à vitre,1,1,369
verre ; à vitre découpée en carreau,verre ; à vitre,1,1,369
verrerie,verrerie,1,31,31
verrerie ; diverse,verrerie ; diverse,0,0,0
verrerie ; en boucaut,,1,1,31324
verrerie ; en bouteille,ouvrage ; de verre ; bouteille,0,0,0
verrerie ; en cristal,ouvrage ; de verre ; cristal,0,0,0
verrerie ; ordinaire,verrerie ; diverse,0,0,0
verrerie ; diverse,,1,44,31324
verrerie ; en bouteille,,1,101,31324
verrerie ; en cristal,,1,84,31324
verrerie ; ordinaire,,1,75,31324
verre ; de France,,1,1,31324
verre ; de Hessen,,1,1,31324
verre ; de Venise,,1,1,31324
verre ; pour vitre,,1,1,31324
verroterie,verroterie,1,17,200
verroterie et rassade,verroterie et rassade,1,5,5
verrunes,verrunes,1,6,6
vers de montagne,vers de montagne,1,1,1
vert,vert,1,1,1
vert ; de montagne,,1,2,31324
vert ; distillé,,1,1,31324
vert de gris,vert de gris,1,18,18
