marchandises,marchandises_normalisees_orthogr,source_bdc,nbr_bdc_marchandises,nbr_bdc_marchandises_normalisees
Chaalons,vin ; de Bourgogne ; de Chalons,1,1,5
Chades,chade,1,1,1
Chainses ; de joncs,chaise ; de jonc,1,1,26
Chainses ; de paille,chaise ; de paille,1,3,113
Chair ; Fumée,chair ; fumée,1,1,23
Chair ; Salée,chair ; salée,1,13,609
Chair ; cuite,chair ; cuite,1,1,1
Chair ; de bœuf,chair ; de bœuf,1,1,1
Chair ; de porc ; en jambons,chair ; de porc ; en jambon,1,1,1
Chair ; de porc ; salée,chair ; salée ; de porc,1,2,2
Chair ; diverse,chair ; diverse,1,2,2
Chair ; fumée,chair ; fumée,1,22,23
Chair ; salé,chair ; salée,1,7,609
Chair ; salée,chair ; salée,1,112,609
Chair ; salée ; de toutes sortes,chair ; salée ; de toute sorte,1,1,1
Chair ; salée ; diverse,chair ; salée ; diverse,1,1,39
Chair ; salée ; en jambon,chair ; salée ; jambon,1,1,50
Chair ; salée ; jambon,chair ; salée ; jambon,1,2,50
Chair ?,chair ; ?,1,1,1
Chair Salée,chair ; salée,1,3,609
Chair de boucherie,chair ; de boucherie,1,6,6
Chair fumée,chaire ; fumée,1,1,1
Chair sallée,chair ; salée,1,4,609
Chair sallées,chair ; salée,1,1,609
Chair salé,chair ; salée,1,3,609
Chair salée,chair ; salée,1,25,609
Chair salée ; Boyaux,chair ; salée ; boyau,1,1,3
Chair salée ; Boyaux salés,chair ; salée ; boyau,1,2,3
Chair salée ; Bœuf,chair ; salée ; bœuf,1,8,48
Chair salée ; Bœuf salé,chair ; salée ; bœuf,1,25,48
Chair salée ; Chair de porc salée,chair ; salée ; de porc,1,11,52
Chair salée ; Chaire de porc salée,chair ; salée ; de porc,1,10,52
Chair salée ; Cuisses d'oye,chair ; salée ; cuisse d'oie,1,1,7
Chair salée ; Cuisses oye,chair ; salée ; cuisse d'oie,1,2,7
Chair salée ; De bœuf,chair ; salée ; bœuf,1,5,48
Chair salée ; De porc salée diverse,chair ; salée ; de porc,1,2,52
Chair salée ; De porc salés diverse,chair ; salée ; de porc,1,2,52
Chair salée ; Diverse,chair ; salée ; diverse,1,8,39
Chair salée ; Diverses,chair ; salée ; diverse,1,21,39
Chair salée ; Jambon,chair ; salée ; jambon,1,15,50
Chair salée ; Jambons,chair ; salée ; jambon,1,27,50
Chair salée ; Langues de bœufs salées,chair ; salée ; bœuf,1,2,48
Chair salée ; Lard,chair ; salée ; lard,1,22,28
Chair salée ; Petit salé,chair ; salée ; petit salé,1,1,1
Chair salée ; Saucisson,chair ; salée ; saucisson,1,1,10
Chair salée ; Saucissons,chair ; salée ; saucisson,1,9,10
Chair salée ; cuisse d'Oye,chair ; salée ; cuisse d'oie,1,4,7
"Chair salée, Lard",chair ; salée ; lard,1,3,28
Chair salées,chair ; salée,1,2,609
Chaire ; salée,chair ; salée ; lard,1,1,28
Chairs ; en viande ; fraiche,chair ; fraîche ; de viande,1,1,1
Chairs ; salée ; diverse,chair ; salée ; diverse,1,3,39
Chairs ; salées ; bœuf,chair ; salée ; bœuf,1,3,48
Chairs ; salées ; bœuf ; fumé,chair ; salée ; bœuf ; fumé,1,1,2
Chairs ; salées ; bœuf ; fumée,chair ; salée ; bœuf ; fumé,1,1,2
Chairs ; salées ; de bœuf,chair ; salée ; bœuf,1,3,48
Chairs ; salées ; de porc ; en jambon,chair ; salée ; jambon,1,1,50
Chairs ; salées ; de porc ; en lard,chair ; salée ; lard,1,1,28
Chairs ; salées ; de porcs,chair ; salée ; de porc,1,2,52
Chairs ; salées ; diverses,chair ; salée ; diverse,1,4,39
Chairs ; salées ; en jambon,chair ; salée ; jambon,1,2,50
Chairs ; salées ; jambons,chair ; salée ; jambon,1,2,50
Chairs ; salées ; langues ; de bœuf,chair ; salée ; langue de bœuf,1,1,1
Chairs ; salées ; lard,chair ; salée ; lard,1,1,28
Chairs ; salées ; porc,chair ; salée ; porc,1,2,2
Chairs ; salées ; saumure,chair ; salée ; saumure,1,1,1
Chairs ; salées ; tripes ; marinées,chair ; salée ; tripe marinée,1,1,1
Chairs ; salés ; bœuf,chair ; salée ; bœuf,1,2,48
Chairs Fraîches et salées,chair ; salée et fraîche,1,15,198
Chairs fraîches et salées,chair ; salée et fraîche,1,137,198
Chairs salées,chair ; salée,1,381,609
Chairs salées ; chair de bœuf ; boyaux salés,chair salée ; chair de bœuf ; boyau salé,1,2,2
Chairs salées ; chair de bœuf ; bœuf salé,chair salée ; chair de bœuf ; bœuf salé,1,1,1
Chairs salées ; chair de bœuf ; diverses,chair salée ; chair de bœuf ; diverse,1,2,2
Chairs salées ; chair de bœuf ; langues de bœuf,chair salée ; chair de bœuf ; langue de bœuf,1,1,1
Chairs salées ; chair de porc ; diverses,chair salée ; chair de porc ; diverse,1,1,1
Chairs salées ; chair de porc ; jambon,chair salée ; chair de porc ; jambon,1,2,2
Chairs salées ; chair de porc ; lard,chair salée ; chair de porc ; lard,1,2,2
Chairs salées ; chair de porc ; saucisson,chair salée ; chair de porc ; saucisson,1,2,2
Chairs salées et fraîches,chair ; salée et fraîche,1,46,198
Chairs volailles et gibier,chair ; volaille et gibier,1,28,28
Chais ; salées ; diverses,chair ; salée ; diverse,1,2,39
Chaise ; de canne,chaise ; de canne,1,8,41
Chaise ; de commoditié,chaise ; de commodité,1,1,89
Chaise ; de commodité,chaise ; de commodité,1,1,1
Chaise ; de paille,chaise ; de paille,1,5,113
Chaise ; de poste,chaise ; de poste,1,2,2
Chaise ; roulante,chaise ; roulante,1,1,11
Chaise ; roulante ; vieille,chaise ; roulante ; vieille,1,1,1
Chaise de Comodite,chaise ; de commodité,1,2,89
Chaise de Comodité,chaise ; de commodité,1,2,89
Chaise de Jong,chaise ; de jonc,1,1,2
Chaise de Paille,chaise ; de paille,1,1,113
Chaise de Pailles,chaise ; de paille,1,1,113
Chaise de commodite,chaise ; de commodité,1,1,89
Chaise de commodité,chaise ; de commodité,1,10,89
Chaise de comodité,chaise ; de commodité,1,2,89
Chaise de poste,chaise ; de poste,1,1,10
Chaise pliante de cuir de roussy,chaise ; pliante ; de cuir de Russie,1,1,1
Chaise roulante,chaise ; roulante,1,1,11
Chaise;d'Enfant,chaise ; d'enfant,1,1,1
Chaises,chaise,0,0,0
Chaises ;  roulantes,chaise ; roulante,0,0,0
Chaises ; de Canne,chaise ; de canne,1,1,41
Chaises ; de Jongs,chaise ; de jonc,1,1,26
Chaises ; de Rotin,chaise ; de rotin,1,1,10
Chaises ; de canne,chaise ; de canne,1,25,41
Chaises ; de cannes,chaise ; de canne,1,7,41
Chaises ; de commodité,chaise ; de commodité,1,37,89
Chaises ; de commodités,chaise ; de commodité,1,2,2
Chaises ; de comoditté ; avec leurs pots,chaise ; de commodité ; avec son pot,1,1,1
Chaises ; de comodité,chaise ; de commodité,1,10,89
Chaises ; de fer,chaise ; de fer,1,1,1
Chaises ; de jonc,chaise ; de jonc,1,5,26
Chaises ; de joncs,chaise ; de jonc,1,5,26
Chaises ; de jong,chaise ; de jonc,1,5,5
Chaises ; de jongs,chaise ; de jonc,1,6,26
Chaises ; de maroquin,chaise ; de jonc,1,1,26
Chaises ; de paille,chaise ; de paille,1,92,113
Chaises ; de poste,chaise ; de poste,1,4,10
Chaises ; de rotin,chaise ; de rotin,1,1,1
Chaises ; de rottins,chaise ; de rotin,1,3,10
Chaises ; de tapisserie,chaise ; de tapisserie,1,1,1
Chaises ; et fauteuilles,chaise et fauteuil,1,1,10
Chaises ; pour enfants,chaise ; pour enfants,1,1,1
Chaises ; roulantes,chaise ; roulante,1,2,11
Chaises ; à commodité,chaise ; de commodité,1,1,89
Chaises Roulantes,chaise ; roulante,1,1,11
Chaises communes,chaise ; commune,1,1,1
Chaises de Comodités,chaise ; de commodité,1,6,89
Chaises de Noyes,chaise ; de noyer,1,1,1
Chaises de Rotin,chaise ; de rotin,1,1,10
Chaises de Rottin,chaise ; de rotin,1,1,10
Chaises de bois,chaise ; de bois,1,3,3
Chaises de ccommodité,chaise ; de commodité,1,1,89
Chaises de commodité,chaise ; de commodité,1,3,89
Chaises de comodité,chaise ; de commodité,1,8,89
Chaises de fer,chaise ; de jonc,1,1,2
Chaises de joncs,chaise ; de paille,1,1,113
Chaises de paille,chaise ; de paille,1,6,113
Chaises de passerame leurs arnoies,chaise ; de passerame leurs arnoies,1,1,1
Chaises de postes,chaise ; de poste,1,1,10
Chaises de rotin,chaise ; de rotin,1,1,10
Chaises de rottins,chaise ; de rotin,1,1,10
Chaises en Pailles,chaise ; de paille,1,1,113
Chaises et fauteuils,chaise et fauteuil,1,5,10
Chaises et fauteuils ; de canne,chaise et fauteuil de canne,1,4,5
Chaises et fauteuils ; de comodité,chaise ; de commodité,1,1,89
Chaises et fauteuils ; de jonc,chaise et fauteuil ; de jonc,1,2,2
Chaises et fauteuils ; de paille,chaise ; de paille,1,2,113
Chaises et fauteuils ; de poste,chaise ; de poste,1,2,10
Chaises et fauteuils de canne,chaise et fauteuil de canne,1,1,5
Chaises et fauteuils de paille,chaise et fauteuil de paille,1,1,2
Chaises et fauteuils en paille,chaise et fauteuil de paille,1,1,2
Chaises et fauteüils,chaise et fauteuil,1,4,10
Chaises pliantes,chaise ; pliante,1,1,1
Chaises roulante,chaise ; roulante,1,2,11
Chaises roulantes,chaise ; roulante,1,3,11
Chaises roulantes avec son train,chaise ; roulante ; avec son train,1,1,1
Chaises roulantes averc leurs harnais,chaise ; roulante ; avec harnais,1,1,1
Chaises à fauteuils de rotin,chaise ; de rotin,1,2,10
Chaisne de leton,chaîne ; de laiton,1,1,1
Chaisnes ; de fer,chaîne ; de fer,1,1,1
Chaisnes ; de montre,chaîne ; de montre,1,1,1
Chalbafs,chalbafs,1,1,1
Chalons,chalon,1,3,5
Chalons / aune,chalon,0,0,0
Chaloupe,chaloupe,1,1,1
Chaloupe demonté,chaloupe ; démontée,1,1,1
Chambranles de porte,chambranle ; de porte,0,0,0
Chamois ; passé en jaune,chamois ; teint,1,6,6
Champeaux ; demi castor,chapeau ; demi castor,1,1,1
Champhew,champhew,1,1,1
Champignon,champignon,1,1,40
Champignons,champignon,1,39,40
Champignons ; marinés,champignon ; mariné,1,1,1
Champignons secs,champignon ; sec,1,5,5
Chamure cru,chanvre ; crû,1,2,14
Chamure peigné,chanvre ; peigné,1,1,2
Chamures,chamure,1,1,1
Chandal,chandal,1,1,1
Chandelier ; de bois,chandelier ; de bois,1,1,1
Chandeliers ; de Leton,chandelier ; de laiton,1,1,1
Chandeliers à pique,chandelier ; à pique,0,0,0
Chandelle,chandelle,1,657,657
Chandelle ; a porteur,chandelle ; à porteur,1,1,1
Chandelle ; de Jongs,chandelle ; de jonc,1,1,1
Chandelle ; de canne,chandelle ; de canne,1,4,4
Chandelle ; de commodité,chandelle ; de commodité,1,3,3
Chandelle ; de paille,chandelle ; de paille,1,9,9
Chandelle ; de rollins,chandelle ; de rotin,1,1,1
Chandelle ; de suif,chandelle ; de suif,1,17,20
Chandelle ; moitié cire,chandelle ; moitié cire,1,1,1
Chandelle ; roulantes,chandelle ; roulante,1,1,1
Chandelle de Bois,chandelle ; de bois,1,1,1
Chandelle de suif,chandelle ; de suif,1,1,2
Chandelles,chandelle,1,107,130
Chandelles  ; de suif,chandelle ; de suif,0,0,0
Chandelles ; de suif,chandelle ; de suif,1,1,2
Chandelles de l'huile de baleine,chandelle ; à l'huile de baleine,0,0,0
Chandelles de suif,chandelle ; de suif,0,0,0
Chandieres de fer,chaudière ; de fer,1,1,9
Changeante,changeante,1,6,6
Chanoni,chanoni,1,1,1
Chanure,chanvre,1,2,432
Chanure Cru,chanvre ; crû,1,2,14
Chanure cru,chanvre ; crû,1,6,14
Chanure en rame,chanvre ; en rame,1,1,74
Chanure peigné,chanvre ; peigné,1,1,2
Chanvre,chanvre,1,381,432
Chanvre ; 1ère qualité,chanvre ; 1ère qualité,1,4,4
Chanvre ; 2è qualité,chanvre ; 2e qualité,1,1,1
Chanvre ; Aprecté,chanvre ; apprêté,1,1,5
Chanvre ; Brut,chanvre ; brut,1,7,17
Chanvre ; Cru,chanvre ; crû,1,22,402
Chanvre ; De masse,chanvre ; de masse,1,9,9
Chanvre ; Divers,chanvre ; divers,1,33,38
Chanvre ; En Rame,chanvre ; en rame,1,2,74
Chanvre ; En rame,chanvre ; en rame,1,9,74
Chanvre ; Oppreté,chanvre ; apprêté,1,4,5
Chanvre ; Peigné,chanvre ; peigné,1,12,235
Chanvre ; battu,chanvre ; battu,1,14,16
Chanvre ; brut,chanvre ; brut,1,10,17
Chanvre ; carames,chanvre ; en rame,1,3,74
Chanvre ; cru,chanvre ; crû,1,281,402
Chanvre ; crud,chanvre ; crû,1,9,402
Chanvre ; crù,chanvre ; crû,1,1,402
Chanvre ; crû,chanvre ; crû,1,29,402
Chanvre ; crü,chanvre ; crû,1,15,402
Chanvre ; dit chenevolle,chanvre ; dit chenevolle,1,1,1
Chanvre ; divers,chanvre ; divers,1,5,38
Chanvre ; eau,chanvre ; eau,1,1,1
Chanvre ; ecru,chanvre ; écru,1,2,4
Chanvre ; en Rame,chanvre ; en rame,1,1,74
Chanvre ; en liens,chanvre ; en lien,1,1,1
Chanvre ; en masse,chanvre ; en masse,1,9,33
Chanvre ; en masses,chanvre ; en masse,1,2,33
Chanvre ; en rame,chanvre ; en rame,1,5,74
Chanvre ; en rames,chanvre ; en rame,1,41,74
Chanvre ; peigne,chanvre ; peigné,1,2,235
Chanvre ; peigné,chanvre ; peigné,1,171,235
Chanvre ; peignée,chanvre ; peigné,1,5,235
Chanvre ; peingne,chanvre ; peigné,1,3,235
Chanvre ; peingné,chanvre ; peigné,1,1,235
Chanvre ; saisir,chanvre ; saisir,1,1,1
Chanvre ; tillé,chanvre ; tillé,1,1,1
Chanvre ; écru,chanvre ; écru,1,2,4
Chanvre Cru,chanvre ; crû,1,3,14
Chanvre Peigné,chanvre ; peigné,1,1,235
Chanvre battu,chanvre ; battu,1,1,16
Chanvre cru,chanvre ; crû,1,29,402
Chanvre en Rames,chanvre ; en rame,1,3,74
Chanvre en masse,chanvre ; en masse,1,2,33
Chanvre en masses,chanvre ; en masse,1,8,33
Chanvre en rame,chanvre ; en rame,1,1,74
Chanvre en rames,chanvre ; en masse,1,10,33
Chanvre et lin,chanvre et lin,1,2,9
Chanvre peigné,chanvre ; peigné,1,22,235
Chanvre sérancé,chanvre ; sérancé,0,0,0
Chanvre tressé,chanvre ; tressé,0,0,0
Chanvre;en Rame,chanvre ; en rame,1,1,74
Chanvres cru,chanvre ; crû,1,1,14
Chanvres en Ramade,chanvre ; en ramade,1,1,1
Chaoeaux ; poiles laine,chapeau ; de poil et laine,1,2,398
Chaoeaux demy castor,chapeau ; mi castor,1,1,327
Chapeau,chapeau,1,1,6
Chapeau ; Anglois,chapeau ; d'Angleterre,1,1,1
Chapeau ; assorti,chapeau ; assorti,1,1,1
Chapeau ; brodé,chapeau ; brodé,1,6,53
Chapeau ; castor,chapeau ; de castor,1,9,311
Chapeau ; commun,chapeau ; commun,1,2,90
Chapeau ; communs,chapeau ; commun,1,2,90
Chapeau ; de castor,chapeau ; de castor,1,7,311
Chapeau ; de feutre,chapeau ; de feutre,1,2,36
Chapeau ; de laine,chapeau ; de laine,1,6,158
Chapeau ; de paille,chapeau ; de paille,1,6,159
Chapeau ; mi castor,chapeau ; mi castor,1,23,327
Chapeau ; poil et laine,chapeau ; de poil et laine,1,14,398
Chapeau ; vigogne,chapeau ; de vigogne,1,4,68
Chapeau ; à nègres,chapeau ; à nègre,1,1,74
Chapeau bordé,chapeau ; brodé,1,1,53
Chapeau castor,sucre ; blanc,1,1,577
Chapeau commun,chapeau ; commun,1,1,90
Chapeau de feutre unis,chapeau ; de feutre uni,1,1,1
Chapeau de paille et d'écorce de bois,chapeau ; de paille et d'écorce d'arbre,1,5,172
Chapeau mi castor,chapeau ; mi castor,1,1,327
Chapeaux,chapeau,1,4,6
Chapeaux ; 1/2 castor,chapeau ; 1/2 castor,1,2,2
Chapeaux ; 1/2 castors,chapeau ; mi castor,1,3,327
Chapeaux ; ? castor,chapeau ; ? castor,1,6,6
Chapeaux ; Castor,chapeau ; de castor,1,1,311
Chapeaux ; D'écorce d'arbre,chapeau ; d'écorce d'arbre,1,1,6
Chapeaux ; Da paille,chapeau ; de paille,1,8,159
Chapeaux ; Dauphin,chapeau ; Dauphin,1,1,1
Chapeaux ; De Paille,chapeau ; de paille,1,9,159
Chapeaux ; De bois,chapeau ; de bois,1,1,7
Chapeaux ; De castor,chapeau ; de castor,1,10,311
Chapeaux ; De conpedux,chapeau ; de coupeau,1,1,3
Chapeaux ; De coupeaux,chapeau ; de coupeau,1,1,3
Chapeaux ; De cuir,chapeau ; de cuir,1,5,6
Chapeaux ; De laine,chapeau ; de laine,1,13,158
Chapeaux ; De paille,chapeau ; de paille,1,9,159
Chapeaux ; De poil,chapeau ; de poil,1,1,32
Chapeaux ; Divers,chapeau ; divers,1,25,53
Chapeaux ; Décorces d'arbre,chapeau ; d'écorce d'arbre,1,2,6
Chapeaux ; My castor,chapeau ; mi castor,1,12,327
Chapeaux ; My-castor,chapeau ; mi castor,1,9,327
Chapeaux ; Poil en laine,chapeau ; de poil et laine,1,9,398
Chapeaux ; Poil et laine,chapeau ; de poil et laine,1,11,398
Chapeaux ; Vigognes,chapeau ; de vigogne,1,1,68
Chapeaux ; a ; neigres,chapeau ; à nègre,1,1,74
Chapeaux ; a nègres,chapeau ; à nègre,1,2,74
Chapeaux ; assortis,chapeau ; assorti,1,22,22
Chapeaux ; bordées,chapeau ; brodé,1,3,53
Chapeaux ; bordés,chapeau ; brodé,1,26,53
Chapeaux ; bordés ; d'or et d'argent,chapeau ; bordé ; d'or et d'argent,1,1,1
Chapeaux ; bordés ; de points d'espe,chapeau ; bordé ; de points  d'espèce,1,1,1
Chapeaux ; bordés d'argent,chapeau ; bordé d'argent,1,1,1
Chapeaux ; bordés d'or,chapeau ; brodé d'or,1,2,3
Chapeaux ; brodés,chapeau ; brodé,1,4,53
Chapeaux ; cas castor,chapeau ; de castor,1,9,311
Chapeaux ; castor,chapeau ; de castor,1,191,311
Chapeaux ; castor ;  bordés,chapeau ; castor ; bordé,1,1,1
Chapeaux ; castor ; bordés,chapeau ; castor ; bordé,1,1,1
Chapeaux ; castor ; bordés ; d'argent,chapeau ; castor ; bordé ; d'argent,1,1,1
Chapeaux ; castor ; bordés ; d'or,chapeau ; castor ; bordé ; d'or,1,1,1
Chapeaux ; castor ; brodés d'or,chapeau ; castor ; brodé d'or,1,1,1
Chapeaux ; castor ; unis,chapeau ; castor ; uni,1,2,2
Chapeaux ; castors,chapeau ; de castor,1,27,311
Chapeaux ; commun,chapeau ; commun,1,2,2
Chapeaux ; communs,chapeau ; commun,1,70,90
Chapeaux ; communs ; de laine,chapeau ; de laine ; commun,1,1,1
Chapeaux ; d'enfants,chapeau ; d'enfant,1,1,1
Chapeaux ; d'écorce ; d'arbre,chapeau ; d'écorce d'arbre,1,1,6
Chapeaux ; d'écorce ; de tilleul,chapeau ; d'écorce ; de tilleul,1,1,1
Chapeaux ; d'écorces,chapeau ; d'écorce d'arbre,1,1,6
Chapeaux ; dauphins,chapeau ; dauphin,1,3,3
Chapeaux ; de Loutre,chapeau ; de loutre,1,1,2
Chapeaux ; de Vigognes,chapeau ; de vigogne,1,2,3
Chapeaux ; de bois,chapeau ; de bois,1,6,7
Chapeaux ; de castor,chapeau ; de castor,1,25,311
Chapeaux ; de castor ; bordés or et argent,chapeau ; de castor ; bordé or et argent,1,1,1
Chapeaux ; de coupeaux,chapeau ; de coupeau,1,1,3
Chapeaux ; de cuir,chapeau ; de cuir,1,1,6
Chapeaux ; de femme,chapeau ; de femme,1,2,2
Chapeaux ; de feutre,chapeau ; de feutre,1,23,36
Chapeaux ; de laine,chapeau ; de laine,1,91,158
Chapeaux ; de loutre,chapeau ; de loutre,1,1,2
Chapeaux ; de paille,chapeau ; de paille,1,92,159
Chapeaux ; de poil,chapeau ; de poil,1,29,32
Chapeaux ; de poil et laine,chapeau ; de poil et laine,1,27,398
Chapeaux ; de satin,chapeau ; de satin,1,1,1
Chapeaux ; de soye,chapeau ; de soie,1,5,7
Chapeaux ; de velour,chapeau ; de velours,1,1,1
Chapeaux ; de vigogne,chapeau ; de vigogne,1,11,68
Chapeaux ; de vigognes,chapeau ; de vigogne,1,1,3
Chapeaux ; demi castor,chapeau ; mi castor,1,19,327
Chapeaux ; demi castors,chapeau ; demi-castor,1,1,10
Chapeaux ; demi-castor,chapeau ; demi-castor,1,2,10
Chapeaux ; demy,chapeau ; demi,1,1,1
Chapeaux ; demy castor,chapeau ; demi-castor,1,7,10
Chapeaux ; depaille,chapeau ; de paille,1,2,159
Chapeaux ; divers,chapeau ; divers,1,14,53
Chapeaux ; en laine,chapeau ; de laine,1,1,158
Chapeaux ; en paille,chapeau ; de paille,1,2,159
Chapeaux ; en soye,chapeau ; de soie,1,1,7
Chapeaux ; fins,chapeau ; fin,1,2,2
Chapeaux ; meslés,chapeau ; mêlé,1,1,1
Chapeaux ; mi castor,chapeau ; mi castor,1,177,327
Chapeaux ; mi castors,chapeau ; mi castor,1,8,327
Chapeaux ; mi vigogne,chapeau ; mi vigogne,1,31,32
Chapeaux ; mi vigognes,chapeau ; mi vigogne,1,1,1
Chapeaux ; mi-castor,chapeau ; mi castor,1,20,327
Chapeaux ; mi-vigogne,chapeau ; mi castor,1,3,327
Chapeaux ; mi-vigognes,chapeau ; mi castor,1,1,327
Chapeaux ; micastors,chapeau ; mi castor,1,10,327
Chapeaux ; my castor,chapeau ; mi castor,1,3,327
Chapeaux ; perse,chapeau ; perse,1,2,2
Chapeaux ; poil a laine,chapeau ; de poil et laine,1,24,398
Chapeaux ; poil et laine,chapeau ; de poil et laine,1,232,398
Chapeaux ; poils et laine,chapeau ; de poil et laine,1,7,398
Chapeaux ; sortis,chapeau ; sorti,1,1,1
Chapeaux ; unis,chapeau ; uni,1,2,2
Chapeaux ; vigogne,chapeau ; de vigogne,1,40,68
Chapeaux ; vigognes,chapeau ; de vigogne,1,5,68
Chapeaux ; à Negres,chapeau ; à nègre,1,18,74
Chapeaux ; à negre,chapeau ; à nègre,1,1,74
Chapeaux ; à negres,chapeau ; à nègre,1,7,74
Chapeaux ; à nègres,chapeau ; à nègre,1,13,74
Chapeaux ;d'écorces,chapeau ; d'écorce d'arbre,1,1,6
Chapeaux Bordés,chapeau ; brodé,1,6,53
Chapeaux Castor,sucre ; blanc,1,2,577
Chapeaux Castor non bordées,chapeau ; de castor ; non brodé,1,1,1
Chapeaux Demy Castor,chapeau ; mi castor,1,1,327
Chapeaux Poil en laine,chapeau ; de poil et laine,1,1,398
Chapeaux Poil et Laine,chapeau ; de poil et laine,1,1,398
Chapeaux Vigognes,chapeau ; de vigogne,1,1,68
Chapeaux a negre,chapeau ; à nègre,1,2,74
Chapeaux aux negres,chapeau ; à nègre,1,2,74
Chapeaux bordes,chapeau ; brodé,1,1,53
Chapeaux bordé,chapeau ; brodé,1,2,53
Chapeaux bordés,chapeau ; brodé,1,2,53
Chapeaux bordés d'or,chapeau ; brodé d'or,1,1,3
Chapeaux brodés,chapeau ; brodé,1,1,53
Chapeaux castor,sucre ; blanc,1,19,577
Chapeaux castor bordés,chapeau ; de castor ; brodé,1,4,4
Chapeaux castor bordés d'or et d'argent,chapeau ; de castor ; brodé d'or et d'argent,1,1,3
Chapeaux castor vernis,chapeau ; de castor ; verni,1,3,4
"Chapeaux castor, bordez d'or et d'argent",chapeau ; de castor ; brodé d'or et d'argent,1,1,3
Chapeaux castors,chapeau ; de castor,1,4,311
Chapeaux castors vernies,chapeau ; de castor ; verni,1,1,4
Chapeaux commun,chapeau ; commun,1,2,90
Chapeaux commune,chapeau ; commun,1,1,90
Chapeaux communs,chapeau ; commun,1,12,90
Chapeaux de Castors,chapeau ; de castor,1,2,311
Chapeaux de Cigogne,chapeau ; de vigogne,1,1,68
Chapeaux de Feutre,chapeau ; de feutre,1,2,36
Chapeaux de casor,chapeau ; de castor,1,1,311
Chapeaux de castor,chapeau ; de castor,1,8,311
Chapeaux de castor borde d'or,chapeau ; de castor ; brodé d'or,1,1,1
Chapeaux de castor borde or et argent,chapeau ; de castor ; brodé d'or et d'argent,1,1,3
Chapeaux de castor tins,chapeau ; de castor ; fin,1,1,1
Chapeaux de castor unis,chapeau ; de castor ; uni,1,1,1
Chapeaux de castors,chapeau ; de castor,1,2,311
Chapeaux de feutre,chapeau ; de feutre,1,9,36
Chapeaux de laine,chapeau ; de laine,1,43,158
Chapeaux de leine,chapeau ; de laine,1,1,158
Chapeaux de paille,chapeau ; de paille,1,28,159
Chapeaux de paille et d'écorce,chapeau ; de paille et d'écorce d'arbre,1,15,172
