obsolete,orthographic_pierre,simplification,imprimatur,Suggestion de simplification,status,beforeItems,afterItems
no,approvisionnement,approvisionnement,Guillaume Daudin,approvisionnement,existing,,
no,arak,arak,Guillaume Daudin,,existing,,
no,arak boisson,arak,Guillaume Daudin,,new,,
no,arbalètes,arbalètes,Guillaume Daudin,,new,,
no,arbalètrrie et cartes marines,arbalètrie et cartes marines,Guillaume Daudin,,new,,
no,arbres,arbre,Guillaume Daudin,arbre,rewire,,[Arbres]
no,arbres en ???,arbre,Guillaume Daudin,arbre,rewire,,[Arbres ; en ?]
no,arbres à fruits,arbre à fruit,Guillaume Daudin,arbre ; à fruit,rewire,,[Arbre ; à fruit] [Arbres ; à fruit]
no,arbres à planter,arbre à planter,Guillaume Daudin,arbre ; à planter,rewire,,[Arbres aplanter] [Les arbres à planter] [Arbre à planter] [Arbres ; a planter] [Arbres; à planter] [Arbres à planter] [Arbres a planter] [arbres a planter] [Arbres ; à planter]
no,arbres en plants,arbre à planter,Guillaume Daudin,arbre ; à planter,rewire,,[Arbres ; en plants]
no,arbres à transformer en pompes,arbre à transformer en Pompe,Guillaume Daudin,arbre ; à transformer en Pompe,rewire,,[Arbres à transformer en pompes]
no,arbres chênes,arbre chêne,Guillaume Daudin,arbre ; chêne,rewire,,[Arbres ; chênes]
no,arbres de sapin,arbre de sapin,Guillaume Daudin,arbre ; de sapin,rewire,,[arbres de Sapin]
no,arbres en plants de bois d'???,arbre en plant de bois,Guillaume Daudin,arbre ; en plant ; de bois,rewire,,[Arbres ; en plants ; de bois d']
no,arbres plants de bois,arbre en plant de bois,Guillaume Daudin,arbre ; en plant ; de bois,rewire,,[Arbres ; plants de bois]
no,arbres en plants de bois d'auban,arbre en plant de bois d'auban,Guillaume Daudin,arbre ; en plant ; de bois ; d'auban,rewire,,[Arbres ; en plants ; de bois ; d'auban]
no,arbres tilleul,arbre tilleul,Guillaume Daudin,arbre ; tilleul,rewire,,[Arbres ; tilleuls] [Arbres ; tilleul] [Arbres tilleuds]
no,arbres et arbrisseaux,arbres et arbrisseaux,Guillaume Daudin,,new,,
no,arbres et arbrisseaux à fruits,arbres et arbrisseaux à fruits,Guillaume Daudin,,new,,
no,arbres et arbrisseaux sauvages,arbres et arbrisseaux sauvages,Guillaume Daudin,,new,,
no,arbres et arbustes,arbres et arbustes,Guillaume Daudin,,new,,
no,arbres et arbustes divers,arbres et arbustes,Guillaume Daudin,,new,,
no,arbres et plants divers,arbres et plants,Guillaume Daudin,,new,,
no,arbres fruitiers,arbres fruitiers,Guillaume Daudin,,new,,
no,arbres marronniers à planter,arbres marronniers à planter,Guillaume Daudin,,new,,
no,arbrisseaux,arbrisseau,Guillaume Daudin,arbrisseau,rewire,,[Arbrisseaux]
no,arbustes,arbustes,Guillaume Daudin,,new,,
no,arcanette,arcanette,Guillaume Daudin,,existing,,
no,arcanson,arcanson,Guillaume Daudin,arcanson,existing,,
no,arcanum duplicatum,arcanum duplicatum,Guillaume Daudin,[alcanum duplicatum],ambiguous,,[Arcanum ; du plicatum] [Alcanum duplicatum]
no,archets de violons,archet de violon,Guillaume Daudin,archet de violon,rewire,,[archets de violons]
no,archiabanis,archiabanis,Guillaume Daudin,archiabanis,existing,,
no,arçons de bas de bois,arçons de bas de bois,Guillaume Daudin,,new,,
no,arçons de bois,arçons de bois,Guillaume Daudin,arson ; de bois,rewire,,[Arsons de bois]
no,arçons de selles,arçons de selles,Guillaume Daudin,[arçon ; de selle] [arçon de selle],ambiguous,,[arçons de selles] [Acons ; de selle] [Arçcons de selle] [Arçons de selle] [arçons de selle]
no,ardoise,ardoise,Guillaume Daudin,ardoise,rewire,[Ardoise] [ardoises] [ardoise] [Ardois] [Adoises] [Ardoize] [Ardoises],[Ardoise] [ardoises] [ardoise] [Ardois] [Ardoize] [Ardoises]
no,ardoises,ardoise,Guillaume Daudin,ardoise,rewire,,[Adoises]
no,ardoise dite cherubin et à mortier,ardoise dite chérubin et à mortier,Guillaume Daudin,ardoise ; dite chérubin et à mortier,rewire,,[ardoises dites cherubins et à mortier]
no,ardoise dite grande voisine,ardoise dite grande voisine,Guillaume Daudin,ardoise ; dite grande voisine,rewire,,[ardoises dites grandes voisines]
no,ardoise dite moyenne voisine,ardoise dite moyenne voisine,Guillaume Daudin,ardoise ; dite moyenne voisine,rewire,,[ardoises dites moyennes voisines]
no,ardoise dite petite voisine,ardoise dite petite voisine,Guillaume Daudin,ardoise ; dite petite voisine,rewire,,[ardoises dites petittes voisines]
no,ardoise dite voisine grande moyenne et petite,"ardoise dite voisine, grande, moyenne et petite",Guillaume Daudin,"ardoise ; dite voisine, grande, moyenne et petite",rewire,,"[ardoises dites voisines, grandes, moyennes et petites]"
no,ardoise en carreaux,ardoise en carreaux,Guillaume Daudin,,new,,
no,ardoise en carreaux d'un pied carré,ardoise en carreaux d'un pied carré,Guillaume Daudin,,new,,
no,ardoise en livret,ardoise en livret,Guillaume Daudin,ardoise ; en livret,rewire,,[ardoises en livrets]
no,ardoise encadrée,ardoise encadrée,Guillaume Daudin,ardoise ; encadrée,rewire,,[ardoises encadrées]
no,ardoise encadrée et en livret,ardoise encadrée et en livret,Guillaume Daudin,ardoise ; encadrée et en livret,rewire,,[ardoises encadrées et en livrets]
no,ardoise non travaillée,ardoise non travaillée,Guillaume Daudin,ardoise ; non travaillée,rewire,,[ardoises non travaillées]
no,ardoise ordinaire,ardoise ordinaire,Guillaume Daudin,ardoise ; ordinaire,rewire,,[ardoises ordinaires]
no,ardoise pour fenêtre,ardoise pour fenêtre,Guillaume Daudin,,new,,
no,ardoise verte,ardoise verte,Guillaume Daudin,ardoise ; verte,rewire,,[Ardoises ; vertes]
no,argent battu,argent battu,Guillaume Daudin,argent ; battu,rewire,,[Argent ; battu]
no,argent brûlé,argent brûlé,Guillaume Daudin,[argent ; brûlé],ambiguous,,[argent brulé] [Argent brulé]
no,argent et or monnayé argent brut,argent brut,Guillaume Daudin,,new,,
no,argent argent carragoux,argent carragoux,Guillaume Daudin,argent ; carragoux,rewire,,[Argent ; argent ; carragoux]
no,argent divers,argent divers,Guillaume Daudin,argent ; divers,rewire,,[Argent ; divers]
no,argent en barils,argent en baril,Guillaume Daudin,argent en baril,rewire,,[argent en barils]
no,argent en barres,argent en barre,Guillaume Daudin,argent ; en barre,rewire,,[argent en barres]
no,argent et or monnayé argent en feuilles,argent en feuilles,Guillaume Daudin,,new,,
no,argent en lames,argent en lame,Guillaume Daudin,argent ; en lame,rewire,,[Argent ; en lame]
no,argent en lingots,argent en lingot,Guillaume Daudin,argent ; en lingot,rewire,,[Argent enlingots] [Argent ; en lingots] [Argent; en lingots] [Argent ; en lingot] [Argent en lingots]
no,argent en lingots de bas aloi,argent en lingots de bas aloi,Guillaume Daudin,,new,,
no,argent en lingots par Calais,argent en lingots par Calais,Guillaume Daudin,,new,,
no,argent en matières,argent en matière,Guillaume Daudin,argent ; en matière,rewire,,[Argent ; en matière]
no,argent et or billon,argent et or billon,Guillaume Daudin,argent et or ; billon,rewire,,[argent et or billon]
no,argent faux,argent faux,Guillaume Daudin,argent ; faux,rewire,,[Argent ; faux] [Argent faux] [Argent; faux]
no,argent faux en fil cantilles etc.,argent faux en fil cantilles etc.,Guillaume Daudin,,new,,
no,argent fin,argent fin,Guillaume Daudin,argent ; fin,rewire,,[Argent ; fin]
no,paillettes d'argent,argent paillette,Guillaume Daudin,argent ; paillette,rewire,,[Paillettes d'argent]
no,argent argent talaris,argent talari,Guillaume Daudin,argent ; talari,rewire,,[Argent ; argent ; talaris]
no,argent oeis,argent vif,Guillaume Daudin,argent ; vif,rewire,,[Argent oeis]
no,argenterie,argenterie,Guillaume Daudin,argenterie,existing,,
no,argenterie bagues,argenterie bague,Guillaume Daudin,argenterie ; bague,rewire,,[Argenterie ; bagues]
no,argenterie boucles,argenterie boucle,Guillaume Daudin,argenterie ; boucle,rewire,,[Argenterie ; boucles]
no,argenterie bugues,argenterie boucle,Guillaume Daudin,argenterie ; boucle,rewire,,[Argenterie ; bugues]
no,argenterie croix,argenterie croix,Guillaume Daudin,argenterie ; croix,rewire,,[Argenterie ; croix] [Argenterie; croix]
no,argenterie diverse,argenterie diverse,Guillaume Daudin,argenterie ; diverse,rewire,,[Argenterie ; diverse] [Argenterie ; diverses] [Argenterie; diverse]
no,argenterie en vaisselle,argenterie en vaisselle,Guillaume Daudin,argenterie ; en vaisselle,rewire,,[Argenterie ; en vaisselle]
no,argenterie épée,argenterie épée,Guillaume Daudin,argenterie ; épée,rewire,,[Argenterie ; épés] [Argenterie ; épée] [Argenterie; épées]
no,argenterie et bijouterie,argenterie et bijouterie,Guillaume Daudin,argenterie et bijouterie,existing,,
no,argenterie et orfévrerie,argenterie et orfèvrerie,Guillaume Daudin,argenterie et orfèvrerie,rewire,,[Argenterie et orfévrerie]
no,bijouterie argenterie et orfèvrerie,argenterie et orfèvrerie,Guillaume Daudin,,new,,
no,argenterie et orfévrerie en vermeil,argenterie et orfèvrerie vermeil,Guillaume Daudin,argenterie et orfèvrerie ; vermeil,rewire,,[Argenterie et orfévrerie en vermeil]
no,argenterie et orfèvrerie en vermeil,argenterie et orfèvrerie vermeil,Guillaume Daudin,argenterie et orfèvrerie ; vermeil,rewire,,[Argenterie et orfèvrerie en vermeil]
no,argenterie tabatières,argenterie tabatière,Guillaume Daudin,argenterie ; tabatière,rewire,,[Argenterie; tabatières]
no,argenterie vieille,argenterie vieille,Guillaume Daudin,argenterie ; vieille,rewire,,[Argenterie ; vieille] [Argenterie vieille]
no,argile,argile,Guillaume Daudin,argile,existing,,
no,aristoche,aristoloche,Guillaume Daudin,aristoloche,rewire,,[Aristoche]
no,aristoloche,aristoloche,Guillaume Daudin,aristoloche,rewire,[Aristoche] [Aristotoche] [Artotoche] [Aristoloches] [aristoloche] [Artoloche] [Aristoloche],[Aristotoche] [Aristoloches] [aristoloche] [Aristoloche]
no,artoloche,aristoloche,Guillaume Daudin,aristoloche,rewire,,[Artotoche] [Artoloche]
no,armagnac,armagnac,Guillaume Daudin,armagnac,existing,,
no,armes,arme,Guillaume Daudin,arme,rewire,,[Armes]
no,fusils non montés,arme à feu fusil démonté,Guillaume Daudin,arme ; à feu ; fusil ; démonté,rewire,,[fusils non montés]
no,fusils et carabines montés,arme à feu fusil et carabine,Guillaume Daudin,arme ; à feu ; fusil et carabine,rewire,,[fusils et carabinnes montés]
no,fusils neufs,arme à feu fusil neuf,Guillaume Daudin,arme ; à feu ; fusil ; neuf,rewire,,[Fusils ; neufs]
no,pistolets,arme à feu pistolet,Guillaume Daudin,arme ; à feu ; pistolet,rewire,,[Pistolets]
no,pistolets non montés,arme à feu pistolet,Guillaume Daudin,arme ; à feu ; pistolet,rewire,,[pistolets non montés]
no,piques armes,arme pique,Guillaume Daudin,arme ; pique,rewire,,[Piques (arme)]
no,armes blanches et à feu,armes,Guillaume Daudin,arme ; blanche et à feu,rewire,,[Armes ; blanches et à feu] [Armes blanches et à feau] [Armes blanches et à feu]
no,armes diverses,armes,Guillaume Daudin,arme ; diverse,rewire,,[Armes ; diverses] [Armes diverses]
no,armes non reprises,armes,Guillaume Daudin,arme,rewire,,[armes non reprises]
no,armes à feu,armes à feu,Guillaume Daudin,[arme ; à feu],ambiguous,,[armes à feu] [Armes ; A feu] [Armes; a feu] [Armes ; a feu] [Armes a feu] [Armes à feux] [Armes à feu]
no,armes à feu diverses,armes à feu,Guillaume Daudin,arme ; à feu ; diverse,rewire,,[Armes ; à feu; diverses] [Armes ; à feu ; diverses] [Armes; à feu; diverses] [Armes à feux ; diverses] [Armes ; a feu ; diverses] [Armes a feu ; diverses] [Armes à feu diverses]
no,armes de feu,armes à feu,Guillaume Daudin,,new,,
no,armes diverses à feu,armes à feu,Guillaume Daudin,,new,,
no,armes et artillerie armes à feu,armes à feu,Guillaume Daudin,,new,,
no,armes à feu de munitions,armes à feu de munitions,Guillaume Daudin,,new,,
no,armes à feu de munitions fines,armes à feu de munitions fines,Guillaume Daudin,,new,,
no,armes à feu et artillerie,armes à feu et artillerie,Guillaume Daudin,,new,,
no,armes blanches,armes blanches,Guillaume Daudin,[arme ; blanche],ambiguous,,[Armes ; Blanches] [Armes ; blanche] [Armes; blanches] [Armes blanche] [armes blanches] [Armes ; blanches] [Armes blanches]
no,armes blanches diverses,armes blanches,Guillaume Daudin,[arme ; blanche],ambiguous,,[Armes blanches diverses]
no,armes diverses blanches,armes blanches,Guillaume Daudin,,new,,
no,armes et artillerie armes blanches,armes blanches,Guillaume Daudin,,new,,
no,armes de guerre,armes de guerre,Guillaume Daudin,,new,,
no,armes de main,armes de main,Guillaume Daudin,arme ; de main,rewire,,[Armes de mains]
no,armes diverses et munitions de guerre,armes et munitions,Guillaume Daudin,arme et munition ; diverse,rewire,,[Armes diverses et munitions de guerre]
no,armes blanches lames,armes lames,Guillaume Daudin,arme ; blanche ; lame,rewire,,[Armes ; blanches ; lames]
no,armes remontrances,armes remontrances,Guillaume Daudin,arme,rewire,,[armes remontrances]
no,armoires,armoire,Guillaume Daudin,armoire,rewire,,[Armoire] [Armoir] [Armoires]
no,armoires ayant servi,armoire ayant servi,Guillaume Daudin,armoire ; ayant servi,rewire,,[Armoire ; ayant servi]
no,armoires de chêne,armoire de chêne,Guillaume Daudin,armoire ; de chêne,rewire,,[Armoires de chesne] [Armoire ; de chesne] [Armoires ; de chesne]
no,armoires de chêne ornée,armoire de chêne ornée,Guillaume Daudin,armoire ; de chêne ; ornée,rewire,,[Armoire ; de chêne ; ornée]
no,armoires de bois de noyer,armoire de noyer,Guillaume Daudin,,new,,
no,armoires de noyer,armoire de noyer,Guillaume Daudin,armoire ; de noyer,rewire,,[Armoires ; de noyer] [Armoire de noyer]
no,armoires de sapin,armoire de sapin,Guillaume Daudin,armoire ; de sapin,rewire,,[Armoire de Sapin]
no,armoires d'acajou,armoires d'acajou,Guillaume Daudin,,new,,
no,armoires de bois d'acajou,armoires d'acajou,Guillaume Daudin,,new,,
no,armoires de bois des Îles,armoires de bois des Îles,Guillaume Daudin,,new,,
no,armoisin,armoisin,Guillaume Daudin,[armoisin],ambiguous,[Armoisin],[Armoisins] [Armoisin]
no,armoisin taffetas,armoisin/taffetas,Guillaume Daudin,armoisin/taffetas,rewire,,[Armoisin/Taffetas]
no,armure,armure,Guillaume Daudin,armure,existing,,
no,fer en armure,armure de fer,Guillaume Daudin,armure ; de fer,rewire,,[Fer ; en armures]
no,armure vieille,armure vieille,Guillaume Daudin,armure ; vieille,rewire,,[Armure ; vieilles]
no,arpois,arpois,Guillaume Daudin,arpois,existing,,
no,arquebuse,arquebuse,Guillaume Daudin,arquebuse,existing,,
no,arrosoirs,arrosoir,Guillaume Daudin,arrosoir,rewire,,[Arrosoirs] [Arozoirs] [Arosoirs]
no,arrosoirs de bois,arrosoirs de bois,Guillaume Daudin,arrosoir ; de bois,rewire,,[Arrozoirs ; de bois]
no,arrosoirs de cuivre,arrosoirs de cuivre,Guillaume Daudin,,new,,
no,arrosoirs de fer-blanc,arrosoirs de fer-blanc,Guillaume Daudin,arrosoir ; de fer ; blanc,rewire,,[Arozoirs de fer blanc] [Arrosoirs de fer blanc] [Arosoire de Fer ; blanc]
no,arrosoirs de sapin,arrosoirs de sapin,Guillaume Daudin,,new,,
no,arsenic,arsenic,Guillaume Daudin,arsenic,existing,,
no,art de peau,art de peau,Guillaume Daudin,art de peau,existing,,
no,artichauts,artichauts,Guillaume Daudin,[artichaut],ambiguous,,[artichaux] [Articheaux] [Artichaux]
no,artichauts confits,artichauts confit,Guillaume Daudin,artichaut ; confit,rewire,,[Artichaux ; confits] [Articheaux confits] [Artichaux confits] [Artichaux Confits]
no,artichauts frais,artichauts frais,Guillaume Daudin,[artichaut],ambiguous,,[artichaux fraix] [Artichaux frais]
no,artichauts marinés,artichauts mariné,Guillaume Daudin,artichaut ; mariné,rewire,,[Artichaux marinés]
no,artichauts secs,artichauts sec,Guillaume Daudin,artichaut ; sec,rewire,,[Artichaux secs]
no,artichaux secs,artichauts sec,Guillaume Daudin,artichaut ; sec,rewire,,[Artichauds secs]
no,artifice,artifice,Guillaume Daudin,artifice,existing,,
no,artifice fusées etc.,artifice fusées etc.,Guillaume Daudin,,new,,
no,artillerie,artillerie,Guillaume Daudin,artillerie,existing,,
no,artillerie de cuivre,artillerie de cuivre,Guillaume Daudin,,new,,
no,armes et artillerie artillerie en canons pierriers espingoles et mortiers,"artillerie en canon, pierrier, espingole et mortier",Guillaume Daudin,"arme ; artillerie ; en canon, pierrier, espingole et mortier",rewire,,"[Armes et artillerie ; artillerie ; en canons, pierriers, espingoles et mortiers]"
no,artillerie en canons de fer,artillerie en canons de fer,Guillaume Daudin,,new,,
no,asa foetida,asa foetida,Guillaume Daudin,[drogue ; médicinale ; assa fétide],ambiguous,,[Assa fassida] [Assaseuda] [Assa ; fétida] [Assa Fétide] [Assafeyida] [Assa fétide] [Assafelida] [Assa fetida] [Assa foetida] [Assaffetida] [assafoetida] [Assafectida] [Assafetida] [Assafetiva] [assafetida]
no,asperges et scorsonères,asperge et scorsionnaire,Guillaume Daudin,asperge et scorsionnaire,rewire,,[asperges et scorsionnaires]
no,asphaltum,asphaltum,Guillaume Daudin,[asphalte] [aspolatum],ambiguous,,[Asphalttim] [Asphallum] [Asphaltum] [Aspolatum]
no,assiette,assiette,Guillaume Daudin,assiette,existing,,
no,assiette de Biarritz,assiette de Biarritz,Guillaume Daudin,,new,,
no,assiette de bois,assiette de bois,Guillaume Daudin,assiette ; de bois,rewire,,[Assiettes ; de bois]
no,assiette en bois,assiette de bois,Guillaume Daudin,assiette ; de bois,rewire,,[Assiettes en bois]
no,assiette de faïence,assiette de faïence,Guillaume Daudin,assiette ; de faïence,rewire,,[assiettes de fayence] [assiette de fayence] [Assiettes de fayance]
no,assiette de porcelaine,assiette de porcelaine,Guillaume Daudin,assiette ; de porcelaine,rewire,,[Asiettes de porcelaine]
no,assiette de terre,assiette de terre,Guillaume Daudin,assiette ; de terre,rewire,,[Assiettes ; de terre] [Assietes de terre] [Assiettes de terre] [Assiette de Terre]
no,assiette et plats,assiette et plat,Guillaume Daudin,assiette et plat,rewire,,[Assiettes et plats]
no,asustum,asustum,Guillaume Daudin,[drogue ; médicinale ; assa fétide],ambiguous,,[Asustum]
no,attaches de cuivre,attache de cuivre,Guillaume Daudin,attache ; de cuivre,rewire,,[Attaches de cuivre]
no,atelles de colliers,attelle de collier,Guillaume Daudin,attelle ; de collier,rewire,,[Atelles de colliers]
no,attelles de colliers,attelle de collier,Guillaume Daudin,attelle ; de collier,rewire,,[Attelle de colier] [Attelles de colier] [Attelles ; de colliers] [Attelles de coliera] [Attelles de coliers] [Attelles ; de coliers] [Attelles de collier]
no,aube,aube,Guillaume Daudin,,existing,,
no,auclimes,auclimes,Guillaume Daudin,,new,,
no,auf,auf,Guillaume Daudin,[œuf] [ail],ambiguous,[auf],[Aus] [Aeuf] [Aul] [Auf] [auf]
no,auf ouvré,auf ouvré,Guillaume Daudin,,new,,
no,auf travaillé,auf travaillé,Guillaume Daudin,,new,,
no,auges,auge,Guillaume Daudin,auge,rewire,,[Auges]
no,auges ???,auge,Guillaume Daudin,auge,rewire,,[Auges ?]
no,auges de carreaux,auge de carreau,Guillaume Daudin,auge ; de carreau,rewire,,[Auges ; de carreaux]
no,augemy,augemy,Guillaume Daudin,,existing,,
no,augustins,augustins,Guillaume Daudin,,new,,
no,aurcsats,aurcsats,Guillaume Daudin,aurcsats,existing,,
no,autel de marbre,autel de marbre,Guillaume Daudin,,new,,
no,autre métal,autre métal,Guillaume Daudin,[métal],ambiguous,,[Autres métaux]
no,avelanèdes,avelanèdes,Guillaume Daudin,,new,,
no,avelines,avelines,Guillaume Daudin,,new,,
no,aviron,aviron,Guillaume Daudin,amidon,rewire,[averons] [Avirond] [avirons] [Aviron] [Avirons],[Amirons]
